iter	RMSE
196	3967132.466
197	3965121.477
198	3961351.779
199	3957291.861
200	3955278.254
201	3954317.693
202	3951863.457
203	3949590.317
204	3947744.361
205	3944774.337
206	3941771.683
207	3937380.021
208	3935735.33
209	3933428.894
210	3929201.242
211	3924512.403
212	3922278.485
213	3919716.253
214	3916944.951
215	3914165.287
216	3909726.349
217	3906479.384
218	3902960.566
219	3898548.836
220	3896292.003
221	3892476.126
222	3888903.019
223	3886326.406
224	3884157.727
225	3881899.09
226	3879614.158
227	3878336.313
228	3875985.744
229	3874304.926
230	3870979.725
231	3867999.19
232	3866086.507
233	3864356.122
234	3861316.24
235	3860648.371
236	3857814.027
237	3855363.605
238	3852811.465
239	3849757.825
240	3849320.158
241	3847460.146
242	3846468.652
243	3842592.335
244	3841379.18
245	3836917.846
246	3834119.051
247	3830974.94
248	3829935.784
249	3827375.107
250	3824365.744
251	3820240.692
252	3818349.092
253	3816235.958
254	3814163.861
255	3812290.857
256	3809836.241
257	3808405.599
258	3807606.769
259	3805098.643
260	3803746.4
261	3800528.653
262	3797369.393
263	3796175.545
264	3791946.658
265	3790417.727
266	3786785.632
267	3783375.097
268	3782170.696
269	3780360.596
270	3779352.79
271	3778204.979
272	3775854.718
273	3772543.922
274	3768560.526
275	3767109.782
276	3765068.975
277	3764419.03
278	3762901.411
279	3760547.323
280	3758068.1
281	3756663.445
282	3752529.67
283	3750439.392
284	3749539.089
285	3746627.229
286	3743030.621
287	3742422.963
288	3741678.375
289	3739356.652
290	3737496.497
291	3736421.754
292	3733320.309
293	3730589.626
294	3728624.984
295	3722898.079
296	3721101.662
297	3719915.124
298	3718136.4
299	3715187.439
300	3714351.489
301	3713526.936
302	3712742.166
303	3710877.718
304	3709209.729
305	3706700.452
306	3704375.276
307	3702600.698
308	3701124.783
309	3697467.77
310	3695685.532
311	3692416.348
312	3691814.2
313	3689101.365
314	3688140.871
315	3686762.031
316	3682920.689
317	3680798.051
318	3676281.82
319	3674724.028
320	3674182.924
321	3670140.292
322	3668970.709
323	3666763.435
324	3665381.191
325	3663982.583
326	3661188.243
327	3660575.93
328	3659154.814
329	3657463.752
330	3655839.176
331	3655489.588
332	3655163.711
333	3653166.999
334	3650579.74
335	3649369.013
336	3647002.382
337	3645072.553
338	3643515.114
339	3641739.491
340	3640514.995
341	3638510.638
342	3633462.937
343	3631398.901
344	3631092.209
345	3628515.379
346	3626644.118
347	3623249.415
348	3622195.354
349	3621814.018
350	3619288.113
351	3618264.93
352	3617502.214
353	3615922.127
354	3613826.714
355	3612724.579
356	3610715.488
357	3609849.698
358	3609304.155
359	3607854.503
360	3607408.668
361	3606678.877
362	3604628.961
363	3604250.876
364	3603798.57
365	3602830.972
366	3599299.276
367	3596585.741
368	3595363.68
369	3594198.421
370	3590416.809
371	3587716.698
372	3587054.425
373	3584539.558
374	3583288.89
375	3580702.36
376	3578190.37
377	3576800.225
378	3575959.596
379	3574359.244
380	3572979.228
381	3572030.908
382	3570737.071
383	3569221.141
384	3566689.691
385	3563780.158
386	3562360.323
387	3560623.75
388	3557481.249
389	3554477.447
390	3553748.994
391	3550287.43
392	3548222.648
393	3547232.46
394	3544954.547
395	3543124.721
396	3541603.229
397	3539436.429
398	3537723.353
399	3537552.238
400	3535273.879
401	3534837.659
402	3533358.092
403	3531103.971
404	3530445.263
405	3528746.08
406	3528574.537
407	3526678.812
408	3525492.194
409	3523273.238
410	3520591.35
411	3519951.625
412	3518662.123
413	3515551.364
414	3513889.292
415	3510956.279
416	3510496.497
417	3508604.938
418	3507170.476
419	3505590.937
420	3503984.489
421	3502804.831
422	3501807.615
423	3499398.902
424	3498363.439
425	3498079.187
426	3497766.388
427	3494937.521
428	3492881.488
429	3491091.59
430	3488946.215
431	3487064.41
432	3485610.758
433	3484272.404
434	3483571.449
435	3481382.859
436	3479765.303
437	3478754.51
438	3476150.435
439	3475429.963
440	3472784.51
441	3469900.414
442	3467640.651
443	3466604.16
444	3466208.266
445	3464856.753
446	3462732.362
447	3461996.62
448	3460326.772
449	3456469.99
450	3453459.56
451	3452462.619
452	3450343.948
453	3445396.499
454	3444232.027
455	3442797.382
456	3440708.149
457	3439354.215
458	3438680.082
459	3434778.733
460	3432384.715
461	3431807.001
462	3430259.434
463	3428459.599
464	3427536.299
465	3425663.727
466	3423611.19
467	3421850.884
468	3420968.136
469	3418197.063
470	3416718.371
471	3415803.029
472	3413930.214
473	3411890.802
474	3409020.495
475	3408265.419
476	3407395.506
477	3406681.208
478	3405020.774
479	3402884.831
480	3400883.858
481	3400620.518
482	3399265.84
483	3395437.869
484	3392988.175
485	3392838.488
486	3389626.163
487	3388811.361
488	3387052.872
489	3386829.992
490	3384603.425
491	3381261.845
492	3379712.166
493	3378975.272
494	3377845.343
495	3374536.662
496	3373335.84
497	3371505.932
498	3370585.786
499	3370193.568
500	3368130.203
501	3366511.372
502	3364524.92
503	3362792.743
504	3360609.622
505	3358834.033
506	3355697.019
507	3355261.906
508	3354162.615
509	3353646.68
510	3351146.955
511	3349448.897
512	3348785.884
513	3346254.611
514	3342374.814
515	3339683.223
516	3339158.19
517	3338609.642
518	3337134.11
519	3333072.02
520	3330624.697
521	3328852.518
522	3327555.114
523	3326084.97
524	3325421.366
525	3324795.101
526	3324572.523
527	3323959.561
528	3323136.817
529	3320563.408
530	3319870.515
531	3319488.071
532	3318387.07
533	3314781.022
534	3314694.338
535	3312336.74
536	3312060.794
537	3310110.287
538	3309229.458
539	3307509.525
540	3307073.249
541	3304168.438
542	3303340.136
543	3301419.53
544	3300867.692
545	3300137.172
546	3299693.991
547	3298750.605
548	3297469.537
549	3296360.726
550	3295580.804
551	3294675.507
552	3293684.689
553	3292113.398
554	3290402.881
555	3289383.283
556	3288698.847
557	3286387.676
558	3284802.438
559	3282381.118
560	3281731.063
561	3279685.412
562	3278320.516
563	3277001.523
564	3276179.152
565	3275120.562
566	3274052.073
567	3272675.018
568	3271568.937
569	3269252.706
570	3268108.41
571	3266311.98
572	3263143.483
573	3262480.702
574	3261188.768
575	3259147.291
576	3258277.521
577	3257327.176
578	3255379.675
579	3253993.713
580	3252071.848
581	3250641.418
582	3249256.517
583	3248684.357
584	3247098.392
585	3246446.879
586	3244832.341
587	3244498.809
588	3243534.627
589	3241636.402
590	3240227.337
591	3239390.545
592	3237807.9
593	3236108.415
594	3234714.316
595	3233576.929
596	3232984.183
597	3231900.536
598	3230913.873
599	3229416.719
600	3227763.733
601	3226521.103
602	3226194.119
603	3225124.749
604	3224606.795
605	3224151.408
606	3223430.763
607	3222591.008
608	3222090.049
609	3220937.869
610	3220292.304
611	3217935.15
612	3216353.793
613	3215430.146
614	3214940.554
615	3213383.354
616	3212444.798
617	3211499.166
618	3210912.179
619	3210532.779
620	3210073.317
621	3209337.011
622	3208818.318
623	3208492.361
624	3207391.569
625	3204523.37
626	3203478.388
627	3201997.673
628	3201025.967
629	3199888.278
630	3198730.753
631	3197353.795
632	3195126.318
633	3193280.264
634	3192655.676
635	3191821.585
636	3191450.494
637	3190844.509
638	3189572.093
639	3189186.891
640	3188267.721
641	3187844.338
642	3187443.472
643	3186470.081
644	3185836.125
645	3184144.759
646	3182920.186
647	3182627.616
648	3181936.635
649	3181483.912
650	3179013.156
651	3177441.096
652	3176500.732
653	3175416.305
654	3175062.348
655	3171674.084
656	3170618.823
657	3169536.791
658	3169264.195
659	3166676.222
660	3166168.581
661	3164650.969
662	3164328.136
663	3163981.719
664	3163409.371
665	3161672.818
666	3160406.578
667	3160047.988
668	3159286.986
669	3158971.707
670	3157576.13
671	3157478.466
672	3156355.449
673	3155818.287
674	3153744.359
675	3150127.84
676	3148770.771
677	3148309.779
678	3147201.83
679	3144829.314
680	3144516.606
681	3141417.214
682	3139774.931
683	3137733.452
684	3137134.942
685	3134970.227
686	3134083.056
687	3132325.894
688	3131929.934
689	3129925.752
690	3127294.553
691	3126259.502
692	3125399.608
693	3124841.734
694	3123951.726
695	3123681.724
696	3123129.013
697	3121507.512
698	3119981.874
699	3117076.084
700	3115859.361
701	3114649.48
702	3112343.836
703	3111616.946
704	3110781.27
705	3110116.195
706	3108818.03
707	3108044.73
708	3107354.455
709	3105964.449
710	3104482.237
711	3102369.38
712	3101681.213
713	3100544.007
714	3099024.821
715	3098149.885
716	3096740.603
717	3095903.247
718	3095153.824
719	3093725.538
720	3092926.415
721	3092532.636
722	3091678.006
723	3088879.553
724	3087912.459
725	3084843.929
726	3081678.321
727	3079990.376
728	3078703.895
729	3078051.507
730	3075529.846
731	3074150.698
732	3073603.209
733	3072503.491
734	3072249.572
735	3069920.612
736	3067656.243
737	3065760.454
738	3065020.084
739	3063855.885
740	3061820.318
741	3061286.484
742	3059213.256
743	3058265.542
744	3057363.695
745	3056043.83
746	3053939.727
747	3052696.312
748	3051609.79
749	3050170.429
750	3048964.056
751	3048800.021
752	3047968.66
753	3047496.197
754	3046963.443
755	3046443.208
756	3045933.995
757	3045552.506
758	3044995.702
759	3044741.455
760	3044221.489
761	3043937.267
762	3042808.035
763	3041603.2
764	3040086.454
765	3039847.569
766	3039300.176
767	3039106.793
768	3038648.811
769	3036554.941
770	3035877.153
771	3034976.293
772	3033720.367
773	3032830.68
774	3032479.409
775	3031130.481
776	3029975.743
777	3028296.727
778	3026646.119
779	3025301.299
780	3024167.719
781	3022995.012
782	3022261.125
783	3021797.936
784	3021104.035
785	3018572.879
786	3016793.704
787	3016334.805
788	3014012.014
789	3013740.52
790	3013349.225
791	3012040.407
792	3011039.464
793	3010758.823
794	3009922.947
795	3008422.031
796	3008073.379
797	3006811.748
798	3005733.911
799	3004844.791
800	3003769.804
801	3002951.109
802	3002312.009
803	3001311.303
804	3000767.769
805	2999237.341
806	2998344.573
807	2996648.839
808	2994682.177
809	2994142.289
810	2993242.54
811	2992733.629
812	2992448.207
813	2991660.735
814	2989666.312
815	2988280.907
816	2987278.983
817	2986954.752
818	2986007.321
819	2985913.067
820	2985525.368
821	2983715.259
822	2982395.049
823	2982059.826
824	2980834.507
825	2980381.215
826	2979721.635
827	2979132.457
828	2977781.442
829	2976832.242
830	2976236.208
831	2975558.529
832	2974505.208
833	2972951.738
834	2972370.35
835	2972142.805
836	2971999.732
837	2971139.623
838	2970208.879
839	2969806.331
840	2968791.492
841	2967993.152
842	2965197.903
843	2963633.37
844	2961556.365
845	2960983.043
846	2960137.278
847	2958234.678
848	2957313.786
849	2955619.75
850	2955564.733
851	2954678.682
852	2953980.541
853	2953209.137
854	2952861.29
855	2951514.354
856	2950855.506
857	2950058.554
858	2949590.615
859	2947880.773
860	2947511.715
861	2945460.097
862	2944720.636
863	2943758.238
864	2943024.854
865	2942686.092
866	2941118.193
867	2940595.665
868	2939997.837
869	2938427.136
870	2937759.867
871	2937357.318
872	2935037.781
873	2934293.815
874	2933720.42
875	2932014.82
876	2930754.03
877	2930222.568
878	2929132.584
879	2928501.209
880	2926862.953
881	2925747.09
882	2923902.969
883	2922522.872
884	2920956.614
885	2920801.065
886	2920228.417
887	2919633.283
888	2918559.628
889	2916076.043
890	2915611.715
891	2915187.066
892	2914568.962
893	2913852.116
894	2912628.81
895	2912148.236
896	2910540.468
897	2910076.259
898	2907792.77
899	2907060.13
900	2906392.188
901	2905163.068
902	2904592.572
903	2904021.788
904	2903835.984
905	2903436.974
906	2903091.924
907	2901668.543
908	2899381.373
909	2898783.32
910	2897876.003
911	2896596.027
912	2894511.905
913	2893586.345
914	2893192.302
915	2892013.134
916	2891714.263
917	2890829.026
918	2889816.044
919	2888949.673
920	2888196.979
921	2887549.726
922	2886439.362
923	2884714.909
924	2883719.216
925	2882735.901
926	2881875.805
927	2881318.922
928	2880410.401
929	2879366.346
930	2878888.142
931	2877231.568
932	2876894.248
933	2876692.462
934	2875665.302
935	2874081.253
936	2873593.866
937	2873355.973
938	2872207.299
939	2870488.739
940	2870450.438
941	2870121.602
942	2869390.127
943	2868829.484
944	2868039.95
945	2867665.124
946	2866038.538
947	2864500.398
948	2863909.41
949	2862737.583
950	2862157.605
951	2861343.715
952	2860418.522
953	2859446.379
954	2858132.435
955	2857915.817
956	2856394.646
957	2854146.245
958	2852252.346
959	2851606.244
960	2850797.251
961	2849250.318
962	2848878.214
963	2848491.777
964	2848144.574
965	2847081.306
966	2845628.928
967	2844914.859
968	2843943.628
969	2841893.209
970	2841070.957
971	2839440.699
972	2839283.137
973	2838784.087
974	2837264.589
975	2836528.974
976	2835926.984
977	2835283.225
978	2835117.991
979	2834488.155
980	2834144.049
981	2833767.056
982	2833082.267
983	2832251.757
984	2831755.168
985	2830321.762
986	2829894.937
987	2828443.947
988	2827464.046
989	2827357.603
990	2826959.46
991	2825911.524
992	2824889.619
993	2824682.032
994	2824084.547
995	2823282.724
996	2822635.503
997	2821901.007
998	2821336.246
999	2820227.58
