iter	Passed	Remaining
315	4794	10378
316	4809	10361
317	4822	10342
318	4836	10324
319	4849	10304
320	4863	10288
321	4878	10272
322	4892	10255
323	4909	10243
324	4924	10227
325	4937	10208
326	4952	10193
327	4967	10177
328	4980	10157
329	4993	10138
330	5008	10122
331	5023	10107
332	5044	10104
333	5058	10087
334	5074	10073
335	5087	10054
336	5102	10037
337	5116	10021
338	5129	10002
339	5143	9984
340	5157	9967
341	5171	9950
342	5187	9935
343	5202	9920
344	5215	9901
345	5229	9885
346	5245	9870
347	5259	9853
348	5272	9835
349	5285	9815
350	5299	9798
351	5314	9783
352	5335	9779
353	5348	9759
354	5364	9747
355	5381	9735
356	5394	9716
357	5408	9698
358	5423	9683
359	5439	9669
360	5454	9655
361	5469	9639
362	5484	9624
363	5498	9607
364	5511	9588
365	5525	9572
366	5541	9558
367	5557	9543
368	5570	9526
369	5584	9508
370	5599	9493
371	5615	9479
372	5628	9461
373	5642	9445
374	5656	9427
375	5668	9407
376	5688	9400
377	5705	9388
378	5723	9377
379	5739	9363
380	5754	9348
381	5767	9330
382	5782	9315
383	5800	9305
384	5815	9289
385	5828	9270
386	5842	9254
387	5863	9249
388	5884	9242
389	5901	9230
390	5918	9218
391	5934	9205
392	5950	9191
393	5968	9179
394	5982	9163
395	5998	9148
396	6011	9130
397	6025	9114
398	6041	9100
399	6056	9084
400	6071	9069
401	6084	9051
402	6100	9036
403	6114	9020
404	6130	9005
405	6146	8992
406	6161	8976
407	6175	8960
408	6191	8946
409	6206	8930
410	6220	8914
411	6235	8899
412	6249	8882
413	6263	8865
414	6277	8848
415	6291	8832
416	6303	8813
417	6320	8800
418	6334	8783
419	6348	8766
420	6364	8752
421	6379	8737
422	6391	8719
423	6407	8703
424	6422	8689
425	6439	8676
426	6455	8662
427	6470	8647
428	6484	8630
429	6499	8615
430	6515	8601
431	6530	8586
432	6546	8572
433	6558	8553
434	6573	8538
435	6587	8520
436	6601	8505
437	6616	8489
438	6632	8475
439	6647	8460
440	6663	8446
441	6679	8431
442	6692	8414
443	6707	8399
444	6722	8384
445	6736	8367
446	6754	8356
447	6766	8337
448	6783	8324
449	6800	8311
450	6814	8294
451	6828	8278
452	6844	8264
453	6858	8248
454	6874	8234
455	6889	8218
456	6902	8201
457	6915	8183
458	6931	8169
459	6946	8154
460	6964	8142
461	6979	8127
462	6996	8114
463	7010	8098
464	7028	8086
465	7040	8068
466	7056	8054
467	7071	8038
468	7085	8022
469	7100	8007
470	7115	7991
471	7128	7974
472	7144	7959
473	7159	7944
474	7174	7929
475	7189	7914
476	7205	7900
477	7223	7888
478	7237	7872
479	7251	7856
480	7264	7837
481	7278	7822
482	7292	7805
483	7306	7789
484	7324	7777
485	7338	7760
486	7353	7746
487	7366	7728
488	7382	7714
489	7396	7698
490	7410	7682
491	7429	7671
492	7445	7656
493	7461	7642
494	7477	7628
495	7493	7614
496	7509	7600
497	7524	7584
498	7537	7567
499	7552	7552
500	7566	7536
501	7583	7523
502	7600	7510
503	7614	7493
504	7629	7478
505	7643	7461
506	7659	7447
507	7674	7432
508	7689	7417
509	7702	7400
510	7718	7385
511	7733	7371
512	7747	7354
513	7764	7341
514	7776	7323
515	7793	7309
516	7809	7296
517	7825	7281
518	7838	7264
519	7851	7247
520	7864	7230
521	7879	7215
522	7894	7200
523	7910	7185
524	7925	7170
525	7938	7153
526	7952	7137
527	7965	7120
528	7978	7103
529	7992	7087
530	8005	7071
531	8019	7054
532	8034	7039
533	8047	7022
534	8062	7007
535	8077	6992
536	8090	6975
537	8103	6959
538	8118	6943
539	8136	6930
540	8150	6914
541	8168	6902
542	8182	6886
543	8199	6872
544	8214	6858
545	8230	6843
546	8245	6828
547	8262	6815
548	8277	6800
549	8293	6785
550	8308	6770
551	8322	6754
552	8337	6739
553	8351	6723
554	8365	6707
555	8380	6691
556	8392	6674
557	8405	6658
558	8420	6643
559	8433	6626
560	8449	6611
561	8462	6595
562	8476	6579
563	8490	6563
564	8508	6550
565	8525	6537
566	8537	6519
567	8551	6504
568	8569	6491
569	8583	6475
570	8599	6461
571	8616	6447
572	8630	6431
573	8645	6416
574	8662	6402
575	8675	6386
576	8693	6373
577	8709	6358
578	8723	6342
579	8738	6328
580	8752	6312
581	8768	6297
582	8784	6283
583	8799	6268
584	8814	6252
585	8831	6239
586	8846	6223
587	8860	6208
588	8879	6196
589	8895	6181
590	8911	6167
591	8926	6151
592	8941	6137
593	8956	6121
594	8970	6105
595	8983	6089
596	8998	6074
597	9013	6059
598	9026	6042
599	9039	6026
600	9055	6012
601	9068	5995
602	9082	5979
603	9097	5964
604	9113	5950
605	9126	5933
606	9140	5918
607	9155	5903
608	9170	5887
609	9186	5873
610	9199	5857
611	9213	5841
612	9229	5826
613	9242	5810
614	9258	5795
615	9273	5781
616	9284	5763
617	9299	5748
618	9314	5732
619	9329	5717
620	9342	5701
621	9358	5687
622	9373	5672
623	9388	5657
624	9403	5641
625	9418	5626
626	9430	5610
627	9444	5594
628	9461	5580
629	9478	5566
630	9494	5552
631	9509	5537
632	9523	5521
633	9539	5506
634	9553	5491
635	9570	5477
636	9583	5461
637	9597	5445
638	9612	5430
639	9626	5415
640	9642	5400
641	9657	5385
642	9671	5369
643	9685	5353
644	9701	5339
645	9715	5324
646	9730	5308
647	9744	5293
648	9760	5278
649	9776	5264
650	9791	5249
651	9811	5236
652	9826	5221
653	9841	5206
654	9853	5190
655	9868	5174
656	9881	5158
657	9896	5143
658	9910	5128
659	9926	5113
660	9940	5098
661	9954	5082
662	9970	5068
663	9986	5053
664	10000	5037
665	10017	5023
666	10031	5008
667	10048	4994
668	10061	4978
669	10076	4963
670	10091	4948
671	10105	4932
672	10119	4916
673	10137	4903
674	10149	4886
675	10164	4871
676	10179	4856
677	10194	4841
678	10209	4826
679	10226	4812
680	10242	4797
681	10256	4782
682	10270	4766
683	10287	4752
684	10301	4737
685	10315	4721
686	10331	4706
687	10344	4691
688	10359	4675
689	10375	4661
690	10389	4646
691	10404	4630
692	10419	4615
693	10433	4600
694	10449	4585
695	10466	4571
696	10482	4557
697	10501	4543
698	10515	4528
699	10531	4513
700	10547	4498
701	10563	4484
702	10577	4468
703	10591	4453
704	10605	4437
705	10621	4423
706	10636	4407
707	10651	4393
708	10669	4379
709	10687	4365
710	10702	4350
711	10717	4335
712	10732	4319
713	10749	4305
714	10765	4291
715	10782	4276
716	10795	4261
717	10808	4245
718	10824	4230
719	10842	4216
720	10856	4200
721	10869	4185
722	10884	4170
723	10899	4155
724	10915	4140
725	10930	4125
726	10945	4110
727	10959	4094
728	10975	4080
729	10988	4064
730	11005	4049
731	11020	4034
732	11035	4019
733	11050	4004
734	11064	3989
735	11081	3974
736	11095	3959
737	11112	3945
738	11127	3930
739	11143	3915
740	11157	3899
741	11170	3884
742	11186	3869
743	11201	3854
744	11215	3838
745	11227	3822
746	11241	3807
747	11256	3792
748	11272	3777
749	11286	3762
750	11301	3747
751	11317	3732
752	11331	3716
753	11347	3702
754	11499	3731
755	11548	3727
756	11561	3711
757	11579	3696
758	11597	3682
759	11612	3667
760	11631	3653
761	11648	3638
762	11667	3624
763	11685	3609
764	11698	3593
765	11714	3578
766	11728	3562
767	11748	3548
768	11764	3533
769	11780	3518
770	11795	3503
771	11813	3488
772	11830	3474
773	11847	3459
774	11864	3444
775	11880	3429
776	11898	3414
777	11913	3399
778	11928	3384
779	11943	3368
780	11957	3352
781	11973	3337
782	11988	3322
783	12005	3307
784	12021	3292
785	12035	3276
786	12051	3261
787	12069	3247
788	12084	3231
789	12099	3216
790	12116	3201
791	12132	3186
792	12148	3171
793	12162	3155
794	12176	3139
795	12189	3123
796	12204	3108
797	12217	3092
798	12230	3076
799	12244	3061
800	12257	3045
801	12270	3029
802	12286	3014
803	12301	2998
804	12315	2983
805	12331	2968
806	12348	2953
807	12362	2937
808	12378	2922
809	12391	2906
810	12403	2890
811	12416	2874
812	12430	2859
813	12442	2843
814	12456	2827
815	12469	2811
816	12483	2796
817	12495	2780
818	12507	2764
819	12522	2748
820	12536	2733
821	12553	2718
822	12569	2703
823	12582	2687
824	12599	2672
825	12618	2658
826	12633	2642
827	12649	2627
828	12662	2611
829	12677	2596
830	12691	2580
831	12704	2565
832	12719	2549
833	12733	2534
834	12747	2519
835	12762	2503
836	12775	2487
837	12788	2472
838	12803	2456
839	12818	2441
840	12834	2426
841	12848	2410
842	12862	2395
843	12880	2380
844	12897	2365
845	12912	2350
846	12928	2335
847	12943	2320
848	12958	2304
849	12975	2289
850	12992	2274
851	13006	2259
852	13023	2244
853	13038	2229
854	13052	2213
855	13068	2198
856	13084	2183
857	13105	2169
858	13120	2153
859	13136	2138
860	13154	2123
861	13168	2108
862	13181	2092
863	13197	2077
864	13209	2061
865	13225	2046
866	13240	2031
867	13255	2015
868	13271	2000
869	13288	1985
870	13302	1970
871	13317	1954
872	13333	1939
873	13348	1924
874	13363	1909
875	13380	1893
876	13394	1878
877	13410	1863
878	13424	1848
879	13439	1832
880	13453	1817
881	13467	1801
882	13483	1786
883	13499	1771
884	13514	1756
885	13528	1740
886	13542	1725
887	13558	1710
888	13573	1694
889	13586	1679
890	13600	1663
891	13615	1648
892	13632	1633
893	13647	1618
894	13661	1602
895	13675	1587
896	13688	1571
897	13703	1556
898	13718	1541
899	13733	1525
900	13746	1510
901	13762	1495
902	13776	1479
903	13792	1464
904	13806	1449
905	13823	1434
906	13837	1418
907	13851	1403
908	13866	1388
909	13880	1372
910	13897	1357
911	13912	1342
912	13928	1327
913	13947	1312
914	13964	1297
915	13979	1281
916	13996	1266
917	14010	1251
918	14026	1236
919	14039	1220
920	14053	1205
921	14067	1190
922	14084	1174
923	14100	1159
924	14116	1144
925	14130	1129
926	14145	1113
927	14163	1098
928	14175	1083
929	14191	1068
930	14205	1052
931	14218	1037
932	14234	1022
933	14248	1006
934	14264	991
935	14278	976
936	14293	961
937	14306	945
938	14320	930
939	14334	914
940	14348	899
941	14361	884
942	14376	868
943	14390	853
944	14404	838
945	14418	823
946	14433	807
947	14450	792
948	14463	777
949	14477	761
950	14493	746
951	14505	731
952	14520	716
953	14533	700
954	14546	685
955	14560	670
956	14576	654
957	14590	639
958	14604	624
959	14618	609
960	14632	593
961	14648	578
962	14662	563
963	14678	548
964	14693	532
965	14708	517
966	14724	502
967	14738	487
968	14754	472
969	14768	456
970	14781	441
971	14794	426
972	14808	410
973	14821	395
974	14837	380
975	14852	365
976	14865	349
977	14878	334
978	14894	319
979	14910	304
980	14919	288
981	14927	273
982	14940	258
983	14957	243
984	14973	228
985	14989	212
986	15005	197
987	15020	182
988	15036	167
989	15050	152
990	15067	136
991	15084	121
992	15098	106
993	15113	91
994	15128	76
995	15142	60
996	15157	45
997	15171	30
998	15184	15
999	15203	0
