Цена,Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Ссылка
18750000.0,Вторичное,ленинский проспект,8.0,Москва,2.0,48.5,7.2,9.0,9.0,Без ремонта,https://domclick.ru/card/sale__flat__1858606231
14000000.0,Вторичное,покровское,25.0,Москва,2.0,59.0,10.0,4.0,14.0,Евроремонт,https://domclick.ru/card/sale__flat__1858653778
15799990.0,Вторичное,рассказовка,11.0,Москва,2.0,54.0,9.8,14.0,17.0,Евроремонт,https://domclick.ru/card/sale__flat__1858706890
14000000.0,Вторичное,коломенская,7.0,Москва,2.0,37.5,7.9,3.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1858718629
26990000.0,Вторичное,давыдково,23.0,Москва,2.0,46.4,5.2,16.0,25.0,Без ремонта,https://domclick.ru/card/sale__flat__1858730115
9200000.0,Вторичное,коммунарка,11.0,Москва,2.0,43.0,5.3,2.0,14.0,Евроремонт,https://domclick.ru/card/sale__flat__1858810008
11199000.0,Вторичное,сетунь,10.0,Москва,2.0,46.5,7.0,8.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1858813244
37710000.0,Вторичное,аминьевская,5.0,Москва,2.0,65.1,16.0,8.0,16.0,Дизайнерский,https://domclick.ru/card/sale__flat__1858891883
16600000.0,Вторичное,домодедовская,10.0,Москва,2.0,57.0,11.0,16.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1859115923
10300000.0,Вторичное,щербинка,11.0,Москва,2.0,57.0,8.3,12.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1859181604
10400000.0,Вторичное,щербинка,11.0,Москва,2.0,57.0,6.0,12.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1859181606
25000000.0,Вторичное,университет,10.0,Москва,2.0,58.2,9.3,1.0,8.0,Евроремонт,https://domclick.ru/card/sale__flat__1859189702
11500000.0,Вторичное,пражская,16.0,Москва,2.0,44.4,6.0,3.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1859225938
14200000.0,Вторичное,рассказовка,26.0,Москва,2.0,60.0,14.0,3.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1859334557
12800000.0,Вторичное,сетунь,20.0,Москва,2.0,55.6,10.0,2.0,16.0,Косметический,https://domclick.ru/card/sale__flat__1859394769
25990000.0,Вторичное,народное ополчение,12.0,Москва,2.0,38.0,7.0,8.0,5.0,Без ремонта,https://domclick.ru/card/sale__flat__1859898092
13900000.0,Вторичное,красный строитель,6.0,Москва,2.0,51.4,10.0,13.0,17.0,Без ремонта,https://domclick.ru/card/sale__flat__1859898484
18700000.0,Вторичное,белорусская,11.0,Москва,2.0,44.6,6.0,12.0,12.0,Евроремонт,https://domclick.ru/card/sale__flat__1859985216
13800000.0,Вторичное,красный балтиец,16.0,Москва,2.0,44.8,5.9,7.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1859991793
12800000.0,Вторичное,перово,3.0,Москва,2.0,44.7,6.0,2.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1860045785
36000000.0,Вторичное,цска,10.0,Москва,2.0,80.0,14.9,7.0,18.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860045878
31000000.0,Вторичное,нагорная,4.0,Москва,2.0,64.2,10.4,24.0,27.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860107965
30900000.0,Вторичное,нагорная,4.0,Москва,2.0,64.2,10.4,23.0,27.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860107982
14000000.0,Вторичное,сходненская,11.0,Москва,2.0,47.9,10.6,3.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1860108703
11250000.0,Вторичное,рязанский проспект,12.0,Москва,2.0,44.4,6.5,8.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1860108738
13800000.0,Вторичное,ботанический сад,21.0,Москва,2.0,52.0,10.0,18.0,11.0,Без ремонта,https://domclick.ru/card/sale__flat__1860153483
15500000.0,Вторичное,братиславская,10.0,Москва,2.0,57.0,12.0,21.0,23.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860153780
11000000.0,Вторичное,выхино,19.0,Москва,2.0,43.4,6.0,9.0,9.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860155272
20500000.0,Вторичное,сухаревская,11.0,Москва,2.0,51.0,12.0,4.0,16.0,Евроремонт,https://domclick.ru/card/sale__flat__1860170785
13500000.0,Вторичное,новокосино,18.0,Москва,2.0,53.9,9.2,8.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1860172667
12970000.0,Вторичное,лефортово,15.0,Москва,2.0,38.7,6.5,5.0,12.0,Без ремонта,https://domclick.ru/card/sale__flat__1860189252
11700000.0,Вторичное,медведково,7.0,Москва,2.0,46.0,6.0,11.0,12.0,Без ремонта,https://domclick.ru/card/sale__flat__1860203643
29960000.0,Вторичное,октябрьское поле,18.0,Москва,2.0,62.0,12.0,6.0,19.0,Без ремонта,https://domclick.ru/card/sale__flat__1860208873
15997000.0,Вторичное,савеловская,11.0,Москва,2.0,51.5,9.0,2.0,14.0,Без ремонта,https://domclick.ru/card/sale__flat__1860216786
50000000.0,Вторичное,смоленская,11.0,Москва,2.0,53.0,5.0,10.0,24.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860230172
15900000.0,Вторичное,рязанский проспект,4.0,Москва,2.0,50.0,10.0,6.0,17.0,Евроремонт,https://domclick.ru/card/sale__flat__1860247720
26900000.0,Вторичное,беговая,9.0,Москва,2.0,68.8,12.0,6.0,25.0,Евроремонт,https://domclick.ru/card/sale__flat__1860254155
41000000.0,Вторичное,славянский бульвар,20.0,Москва,2.0,82.0,13.4,6.0,31.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860292234
18900000.0,Вторичное,юго-западная,14.0,Москва,2.0,51.0,10.0,10.0,16.0,Евроремонт,https://domclick.ru/card/sale__flat__1860295279
12000000.0,Вторичное,царицыно,18.0,Москва,2.0,50.0,7.0,5.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1860303470
14000000.0,Вторичное,новоясеневская,8.0,Москва,2.0,43.9,6.0,6.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1860311874
14300000.0,Вторичное,первомайская,5.0,Москва,2.0,44.0,6.0,4.0,5.0,Евроремонт,https://domclick.ru/card/sale__flat__1860325540
22300000.0,Вторичное,бульвар рокоссовского,9.0,Москва,2.0,65.0,15.7,20.0,30.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860326645
11200000.0,Вторичное,кузьминки,16.0,Москва,2.0,39.0,7.5,3.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1860337764
11600000.0,Вторичное,люблино,5.0,Москва,2.0,51.0,8.3,14.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1860349528
39000000.0,Вторичное,мичуринский проспект,12.0,Москва,2.0,70.0,13.0,25.0,16.0,Без ремонта,https://domclick.ru/card/sale__flat__1860353235
26000000.0,Вторичное,кунцевская,11.0,Москва,2.0,55.0,10.0,12.0,24.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860360368
17500000.0,Вторичное,рабочий посёлок,11.0,Москва,2.0,55.1,8.3,10.0,14.0,Евроремонт,https://domclick.ru/card/sale__flat__1860364499
17500000.0,Вторичное,калужская,16.0,Москва,2.0,49.0,12.0,2.0,12.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860379372
35000000.0,Вторичное,авиамоторная,18.0,Москва,2.0,69.0,15.0,8.0,23.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860396471
22800000.0,Вторичное,ленинский проспект,8.0,Москва,2.0,49.0,8.0,9.0,9.0,Евроремонт,https://domclick.ru/card/sale__flat__1860407557
14500000.0,Вторичное,текстильщики,6.0,Москва,2.0,45.0,6.0,2.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1860434436
16000000.0,Вторичное,проспект вернадского,9.0,Москва,2.0,50.0,10.0,2.0,10.0,Евроремонт,https://domclick.ru/card/sale__flat__1860461794
22654000.0,Вторичное,таганская,7.0,Москва,2.0,48.2,11.1,2.0,6.0,Без ремонта,https://domclick.ru/card/sale__flat__1860465939
31302000.0,Вторичное,таганская,7.0,Москва,2.0,66.6,9.7,2.0,6.0,Без ремонта,https://domclick.ru/card/sale__flat__1860465940
22744800.0,Вторичное,электрозаводская,17.0,Москва,2.0,65.0,10.0,6.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1860465941
16584750.0,Вторичное,электрозаводская,17.0,Москва,2.0,56.7,15.0,6.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1860465942
10799000.0,Вторичное,прокшино,18.0,Москва,2.0,47.8,11.0,3.0,16.0,Без ремонта,https://domclick.ru/card/sale__flat__1860465979
24116400.0,Вторичное,электрозаводская,17.0,Москва,2.0,87.0,18.0,6.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1860465982
16190000.0,Вторичное,новые черемушки,7.0,Москва,2.0,42.0,6.0,3.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1860492006
31000000.0,Вторичное,таганская,6.0,Москва,2.0,55.0,9.0,3.0,5.0,Евроремонт,https://domclick.ru/card/sale__flat__1860492007
19300000.0,Вторичное,саларьево,26.0,Москва,2.0,64.0,13.7,21.0,22.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860498023
14472000.0,Вторичное,электрозаводская,17.0,Москва,2.0,54.0,10.0,6.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1860520057
11800000.0,Вторичное,перово,13.0,Москва,2.0,51.8,9.0,2.0,12.0,Без ремонта,https://domclick.ru/card/sale__flat__1860523346
13590000.0,Вторичное,щелковская,14.0,Москва,2.0,45.0,5.6,1.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1860523354
12599000.0,Вторичное,улица старокачаловская,14.0,Москва,2.0,52.4,8.5,10.0,14.0,Без ремонта,https://domclick.ru/card/sale__flat__1860547602
13900000.0,Вторичное,алексеевская,7.0,Москва,2.0,41.0,6.0,3.0,8.0,Косметический,https://domclick.ru/card/sale__flat__1860572868
14250000.0,Вторичное,бульвар адмирала ушакова,4.0,Москва,2.0,54.0,9.0,11.0,14.0,Евроремонт,https://domclick.ru/card/sale__flat__1860572892
15000000.0,Вторичное,зябликово,12.0,Москва,2.0,60.0,8.0,5.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1860572908
15000000.0,Вторичное,зябликово,12.0,Москва,2.0,60.0,8.0,5.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1860572908
13300000.0,Вторичное,новогиреево,7.0,Москва,2.0,50.7,9.0,2.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1860572915
19500000.0,Вторичное,южная,5.0,Москва,2.0,58.3,12.9,12.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1860572935
11700000.0,Вторичное,бибирево,16.0,Москва,2.0,41.5,6.0,5.0,9.0,Евроремонт,https://domclick.ru/card/sale__flat__1860572940
11000000.0,Вторичное,бульвар рокоссовского,11.0,Москва,2.0,44.0,6.0,3.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1860619611
12800000.0,Вторичное,фонвизинская,16.0,Москва,2.0,37.3,4.7,7.0,9.0,Без ремонта,https://domclick.ru/card/sale__flat__1860623539
13500000.0,Вторичное,царицыно,11.0,Москва,2.0,66.0,12.0,13.0,20.0,Без ремонта,https://domclick.ru/card/sale__flat__1860632001
32000000.0,Вторичное,крестьянская застава,8.0,Москва,2.0,64.6,7.2,4.0,10.0,Евроремонт,https://domclick.ru/card/sale__flat__1860711320
18999000.0,Вторичное,новаторская,22.0,Москва,2.0,56.4,4.0,2.0,11.0,Евроремонт,https://domclick.ru/card/sale__flat__1860722547
19700000.0,Вторичное,багратионовская,5.0,Москва,2.0,72.0,13.0,1.0,6.0,Косметический,https://domclick.ru/card/sale__flat__1860754943
46000000.0,Вторичное,бауманская,19.0,Москва,2.0,106.4,15.0,13.0,23.0,Евроремонт,https://domclick.ru/card/sale__flat__1860834936
14900000.0,Вторичное,калитники,10.0,Москва,2.0,50.0,8.0,4.0,13.0,Без ремонта,https://domclick.ru/card/sale__flat__1860834938
15600000.0,Вторичное,окская,14.0,Москва,2.0,64.0,10.0,4.0,9.0,Без ремонта,https://domclick.ru/card/sale__flat__1860834942
29800000.0,Вторичное,гражданская,11.0,Москва,2.0,70.0,15.0,15.0,16.0,Дизайнерский,https://domclick.ru/card/sale__flat__1860834954
40000000.0,Вторичное,смоленская,9.0,Москва,2.0,54.0,9.0,8.0,7.0,Евроремонт,https://domclick.ru/card/sale__flat__1860928214
9200000.0,Вторичное,покровское,26.0,Москва,2.0,42.0,6.0,11.0,12.0,Без ремонта,https://domclick.ru/card/sale__flat__1861090853
33900000.0,Вторичное,раменки,11.0,Москва,2.0,68.4,21.0,9.0,15.0,Без ремонта,https://domclick.ru/card/sale__flat__1861156647
32000000.0,Вторичное,курская,9.0,Москва,2.0,41.1,2.4,8.0,11.0,Косметический,https://domclick.ru/card/sale__flat__1861156651
15500000.0,Вторичное,студенческая,11.0,Москва,2.0,38.0,7.0,12.0,12.0,Евроремонт,https://domclick.ru/card/sale__flat__1861156653
24790000.0,Вторичное,минская,11.0,Москва,2.0,43.9,10.0,5.0,14.0,Без ремонта,https://domclick.ru/card/sale__flat__1861156657
17300000.0,Вторичное,щукинская,9.0,Москва,2.0,60.0,8.2,10.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1861156660
10900000.0,Вторичное,севастопольская,17.0,Москва,2.0,38.0,7.5,7.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1861156665
11300000.0,Вторичное,коммунарка,11.0,Москва,2.0,40.0,6.0,4.0,17.0,Евроремонт,https://domclick.ru/card/sale__flat__1861207521
17500000.0,Вторичное,ховрино,11.0,Москва,2.0,51.2,17.9,8.0,33.0,Евроремонт,https://domclick.ru/card/sale__flat__1861451549
19500000.0,Вторичное,алексеевская,4.0,Москва,2.0,42.0,6.0,2.0,9.0,Евроремонт,https://domclick.ru/card/sale__flat__1861599258
15500000.0,Вторичное,братиславская,11.0,Москва,2.0,51.0,8.5,5.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1861648549
13250000.0,Вторичное,некрасовка,8.0,Москва,2.0,51.1,10.0,12.0,17.0,Евроремонт,https://domclick.ru/card/sale__flat__1861657243
22500000.0,Вторичное,соколиная гора,13.0,Москва,2.0,57.0,12.3,12.0,20.0,Дизайнерский,https://domclick.ru/card/sale__flat__1861702551
13500000.0,Вторичное,люблино,10.0,Москва,2.0,49.1,10.0,1.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1861710198
14450000.0,Вторичное,вднх,15.0,Москва,2.0,42.4,6.0,4.0,5.0,Без ремонта,https://domclick.ru/card/sale__flat__1861826739
15500000.0,Вторичное,сетунь,27.0,Москва,2.0,58.0,11.0,5.0,20.0,Евроремонт,https://domclick.ru/card/sale__flat__1861828908
15500000.0,Вторичное,рассказовка,11.0,Москва,2.0,53.7,10.0,14.0,17.0,Евроремонт,https://domclick.ru/card/sale__flat__1861872764
18900000.0,Вторичное,площадь гагарина,13.0,Москва,2.0,58.0,7.0,8.0,8.0,Евроремонт,https://domclick.ru/card/sale__flat__1861876698
11300000.0,Вторичное,бибирево,16.0,Москва,2.0,46.7,6.5,5.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1861878153
16400000.0,Вторичное,стахановская,2.0,Москва,2.0,56.0,15.0,20.0,19.0,Косметический,https://domclick.ru/card/sale__flat__1861906065
13490000.0,Вторичное,трикотажная,21.0,Москва,2.0,70.0,12.4,1.0,16.0,Без ремонта,https://domclick.ru/card/sale__flat__1861917746
14150000.0,Вторичное,некрасовка,8.0,Москва,2.0,51.7,9.8,6.0,17.0,Дизайнерский,https://domclick.ru/card/sale__flat__1861926482
14300000.0,Вторичное,зюзино,2.0,Москва,2.0,46.0,5.0,2.0,5.0,Без ремонта,https://domclick.ru/card/sale__flat__1861937430
30000000.0,Вторичное,технопарк,3.0,Москва,2.0,86.0,18.0,21.0,25.0,Евроремонт,https://domclick.ru/card/sale__flat__1861953250
22350000.0,Вторичное,фили,6.0,Москва,2.0,42.8,10.2,6.0,16.0,Дизайнерский,https://domclick.ru/card/sale__flat__1861996368
17500000.0,Вторичное,севастопольская,11.0,Москва,2.0,50.0,8.0,9.0,12.0,Евроремонт,https://domclick.ru/card/sale__flat__1861998359
14500000.0,Вторичное,каховская,7.0,Москва,2.0,67.1,12.0,1.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1861998982
27500000.0,Вторичное,зил,16.0,Москва,2.0,64.5,18.0,6.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1861999163
20500000.0,Вторичное,водный стадион,6.0,Москва,2.0,39.0,10.0,6.0,28.0,Евроремонт,https://domclick.ru/card/sale__flat__1862008755
29700000.0,Вторичное,раменки,9.0,Москва,2.0,62.3,12.2,4.0,28.0,Без ремонта,https://domclick.ru/card/sale__flat__1862024883
35000000.0,Вторичное,давыдково,23.0,Москва,2.0,50.2,17.0,11.0,25.0,Без ремонта,https://domclick.ru/card/sale__flat__1862045413
26500000.0,Вторичное,народное ополчение,27.0,Москва,2.0,65.0,15.0,21.0,24.0,Евроремонт,https://domclick.ru/card/sale__flat__1862046747
20000000.0,Вторичное,ленинский проспект,4.0,Москва,2.0,45.0,8.0,2.0,13.0,Евроремонт,https://domclick.ru/card/sale__flat__1862055194
25000000.0,Вторичное,фили,18.0,Москва,2.0,67.0,9.2,22.0,28.0,Без ремонта,https://domclick.ru/card/sale__flat__1862055651
25000000.0,Вторичное,фили,18.0,Москва,2.0,64.1,9.5,12.0,28.0,Без ремонта,https://domclick.ru/card/sale__flat__1862055703
15800000.0,Вторичное,алтуфьево,17.0,Москва,2.0,52.0,9.5,2.0,12.0,Евроремонт,https://domclick.ru/card/sale__flat__1862074703
12500000.0,Вторичное,улица академика янгеля,8.0,Москва,2.0,47.2,7.0,8.0,12.0,Без ремонта,https://domclick.ru/card/sale__flat__1862098092
9800000.0,Вторичное,первомайская,11.0,Москва,2.0,45.0,6.0,1.0,5.0,Без ремонта,https://domclick.ru/card/sale__flat__1862098093
18500000.0,Вторичное,верхние котлы,16.0,Москва,2.0,38.4,6.0,17.0,24.0,Косметический,https://domclick.ru/card/sale__flat__1862099046
20000000.0,Вторичное,киевская,9.0,Москва,2.0,50.0,8.0,7.0,9.0,Без ремонта,https://domclick.ru/card/sale__flat__1862105891
26800000.0,Вторичное,щелковская,14.0,Москва,2.0,91.6,10.6,7.0,10.0,Евроремонт,https://domclick.ru/card/sale__flat__1862106487
18000000.0,Вторичное,новогиреево,12.0,Москва,2.0,57.8,10.0,4.0,23.0,Косметический,https://domclick.ru/card/sale__flat__1862119419
13900000.0,Вторичное,нижегородская,10.0,Москва,2.0,47.6,9.1,3.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1862127168
15300000.0,Вторичное,перово,10.0,Москва,2.0,53.0,8.5,9.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1862128721
45500000.0,Вторичное,профсоюзная,13.0,Москва,2.0,112.3,19.4,2.0,20.0,Без ремонта,https://domclick.ru/card/sale__flat__1862141636
11700000.0,Вторичное,домодедовская,17.0,Москва,2.0,45.0,6.0,3.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1862142095
31000000.0,Вторичное,хорошево,15.0,Москва,2.0,73.0,10.6,11.0,16.0,Без ремонта,https://domclick.ru/card/sale__flat__1862178054
23700000.0,Вторичное,павелецкая,18.0,Москва,2.0,39.6,20.0,9.0,28.0,Без ремонта,https://domclick.ru/card/sale__flat__1862238914
10780000.0,Вторичное,черкизовская,11.0,Москва,2.0,42.1,6.0,2.0,5.0,Без ремонта,https://domclick.ru/card/sale__flat__1862259177
12500000.0,Вторичное,бунинская аллея,5.0,Москва,2.0,54.8,9.3,14.0,14.0,Косметический,https://domclick.ru/card/sale__flat__1862356999
18999000.0,Вторичное,варшавская (коломенское),15.0,Москва,2.0,65.7,20.4,6.0,8.0,Без ремонта,https://domclick.ru/card/sale__flat__1862388730
26000000.0,Вторичное,спартак,10.0,Москва,2.0,72.2,19.1,21.0,23.0,Без ремонта,https://domclick.ru/card/sale__flat__1862440877
10790000.0,Вторичное,фонвизинская,15.0,Москва,2.0,38.0,7.0,2.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1862457371
27970000.0,Вторичное,достоевская,6.0,Москва,2.0,46.5,7.5,13.0,15.0,Евроремонт,https://domclick.ru/card/sale__flat__1863128593
10500000.0,Вторичное,бабушкинская,11.0,Москва,2.0,42.5,6.0,9.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1863145493
9900000.0,Вторичное,текстильщики,17.0,Москва,2.0,38.5,6.5,1.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1863203685
10800000.0,Вторичное,рязанский проспект,15.0,Москва,2.0,38.3,6.6,5.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1863212217
12800000.0,Вторичное,бескудниково,12.0,Москва,2.0,54.0,9.0,9.0,14.0,Без ремонта,https://domclick.ru/card/sale__flat__1863231902
18500000.0,Вторичное,бульвар рокоссовского,9.0,Москва,2.0,46.8,11.4,22.0,30.0,Евроремонт,https://domclick.ru/card/sale__flat__1863231913
16000000.0,Вторичное,стрешнево,16.0,Москва,2.0,50.0,10.0,20.0,22.0,Без ремонта,https://domclick.ru/card/sale__flat__1863234630
31000000.0,Вторичное,дмитровская,6.0,Москва,2.0,67.0,10.0,5.0,16.0,Евроремонт,https://domclick.ru/card/sale__flat__1863234635
40000000.0,Вторичное,дмитровская,6.0,Москва,2.0,57.0,10.0,19.0,16.0,Без ремонта,https://domclick.ru/card/sale__flat__1863234637
33500000.0,Вторичное,дмитровская,6.0,Москва,2.0,57.0,11.4,8.0,16.0,Дизайнерский,https://domclick.ru/card/sale__flat__1863234639
17000000.0,Вторичное,семеновская,6.0,Москва,2.0,43.0,6.0,13.0,16.0,Косметический,https://domclick.ru/card/sale__flat__1863262412
10400000.0,Вторичное,пражская,15.0,Москва,2.0,44.2,6.0,2.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1863262583
14600000.0,Вторичное,сходненская,18.0,Москва,2.0,40.9,6.4,11.0,12.0,Евроремонт,https://domclick.ru/card/sale__flat__1863262635
47000000.0,Вторичное,маяковская,6.0,Москва,2.0,73.0,10.0,7.0,10.0,Евроремонт,https://domclick.ru/card/sale__flat__1863293027
13790000.0,Вторичное,бульвар рокоссовского,24.0,Москва,2.0,40.0,9.9,2.0,25.0,Дизайнерский,https://domclick.ru/card/sale__flat__1863307036
13000000.0,Вторичное,селигерская,11.0,Москва,2.0,43.0,6.0,5.0,5.0,Косметический,https://domclick.ru/card/sale__flat__1863325769
26100000.0,Вторичное,хорошево,22.0,Москва,2.0,48.9,8.7,9.0,30.0,Дизайнерский,https://domclick.ru/card/sale__flat__1863332050
11343200.0,Вторичное,серпуховская,10.0,Москва,2.0,82.0,14.0,4.0,14.0,Без ремонта,https://domclick.ru/card/sale__flat__1863339197
16200000.0,Вторичное,текстильщики,22.0,Москва,2.0,50.8,16.2,12.0,23.0,Евроремонт,https://domclick.ru/card/sale__flat__1863363766
11343200.0,Вторичное,международная,5.0,Москва,2.0,75.0,10.6,8.0,16.0,Дизайнерский,https://domclick.ru/card/sale__flat__1863377997
14500000.0,Вторичное,давыдково,12.0,Москва,2.0,60.0,11.5,8.0,16.0,Косметический,https://domclick.ru/card/sale__flat__1863406935
11500000.0,Вторичное,медведково,10.0,Москва,2.0,46.7,10.5,13.0,14.0,Без ремонта,https://domclick.ru/card/sale__flat__1863413730
10600000.0,Вторичное,юго-восточная,15.0,Москва,2.0,45.0,6.7,2.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1863439708
10900000.0,Вторичное,бабушкинская,17.0,Москва,2.0,46.6,10.5,1.0,14.0,Косметический,https://domclick.ru/card/sale__flat__1863458515
25350000.0,Вторичное,спартак,10.0,Москва,2.0,72.2,19.1,17.0,23.0,Без ремонта,https://domclick.ru/card/sale__flat__1863469580
25800000.0,Вторичное,спартак,10.0,Москва,2.0,72.2,19.1,20.0,23.0,Без ремонта,https://domclick.ru/card/sale__flat__1863469581
15000000.0,Вторичное,рабочий посёлок,9.0,Москва,2.0,50.4,8.0,2.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1863502123
20550000.0,Вторичное,верхние котлы,17.0,Москва,2.0,83.0,20.0,7.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1863518468
21550000.0,Вторичное,верхние котлы,17.0,Москва,2.0,88.0,20.0,6.0,7.0,Без ремонта,https://domclick.ru/card/sale__flat__1863518469
13200000.0,Вторичное,перово,21.0,Москва,2.0,39.1,6.6,6.0,12.0,Косметический,https://domclick.ru/card/sale__flat__1863523960
15800000.0,Вторичное,некрасовка,6.0,Москва,2.0,60.1,13.0,17.0,17.0,Евроремонт,https://domclick.ru/card/sale__flat__1863541961
11500000.0,Вторичное,беломорская,24.0,Москва,2.0,48.4,6.0,13.0,33.0,Без ремонта,https://domclick.ru/card/sale__flat__1863552034
12900000.0,Вторичное,нижегородская,14.0,Москва,2.0,36.1,6.3,12.0,33.0,Косметический,https://domclick.ru/card/sale__flat__1863555612
13250000.0,Вторичное,преображенская площадь,13.0,Москва,2.0,48.9,6.7,3.0,12.0,Без ремонта,https://domclick.ru/card/sale__flat__1863566865
21500000.0,Вторичное,митино,11.0,Москва,2.0,62.0,10.7,13.0,25.0,Евроремонт,https://domclick.ru/card/sale__flat__1863575827
11343200.0,Вторичное,улица 1905 года,10.0,Москва,2.0,64.4,23.0,4.0,21.0,Без ремонта,https://domclick.ru/card/sale__flat__1863589632
35000000.0,Вторичное,чеховская,2.0,Москва,2.0,56.0,11.0,5.0,7.0,Евроремонт,https://domclick.ru/card/sale__flat__1863617053
15200000.0,Вторичное,улица старокачаловская,6.0,Москва,2.0,54.0,9.0,10.0,17.0,Косметический,https://domclick.ru/card/sale__flat__1863629819
21699999.0,Вторичное,народное ополчение,4.0,Москва,2.0,53.5,8.2,6.0,25.0,Евроремонт,https://domclick.ru/card/sale__flat__1863629935
30900000.0,Вторичное,павелецкая,18.0,Москва,2.0,66.3,10.6,19.0,16.0,Без ремонта,https://domclick.ru/card/sale__flat__1863665474
25000000.0,Вторичное,спартак,10.0,Москва,2.0,72.2,19.1,15.0,23.0,Без ремонта,https://domclick.ru/card/sale__flat__1863684762
25500000.0,Вторичное,спартак,10.0,Москва,2.0,72.2,19.1,18.0,23.0,Без ремонта,https://domclick.ru/card/sale__flat__1863684763
12300000.0,Вторичное,коломенская,6.0,Москва,2.0,37.7,8.0,1.0,9.0,Косметический,https://domclick.ru/card/sale__flat__1863701509
15500000.0,Вторичное,водный стадион,7.0,Москва,2.0,49.8,10.0,3.0,26.0,Без ремонта,https://domclick.ru/card/sale__flat__1863704618
15000000.0,Вторичное,марьина роща,7.0,Москва,2.0,43.8,6.0,10.0,14.0,Евроремонт,https://domclick.ru/card/sale__flat__1863754097
23950000.0,Вторичное,новаторская,6.0,Москва,2.0,60.0,10.0,12.0,24.0,Косметический,https://domclick.ru/card/sale__flat__1863759798
14500000.0,Вторичное,водный стадион,5.0,Москва,2.0,38.6,9.8,16.0,21.0,Без ремонта,https://domclick.ru/card/sale__flat__1863885996
10999999.0,Вторичное,щелковская,10.0,Москва,2.0,42.6,10.2,5.0,5.0,Без ремонта,https://domclick.ru/card/sale__flat__1863963464
9900000.0,Вторичное,волгоградский проспект,8.0,Москва,2.0,45.0,7.0,2.0,21.0,Без ремонта,https://domclick.ru/card/sale__flat__1863976314
12250000.0,Вторичное,царицыно,8.0,Москва,2.0,46.3,6.0,7.0,12.0,Евроремонт,https://domclick.ru/card/sale__flat__1864000144
