Цена,Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Ссылка
9317880.0,Новостройка,котельники,10.0,Московская область,3.0,79.64,16.0,19.0,17.0,Косметический,https://www.cian.ru/sale/flat/255174640/
6366360.0,Новостройка,котельники,10.0,Московская область,1.0,41.34,16.0,5.0,17.0,Косметический,https://www.cian.ru/sale/flat/255174654/
6200840.0,Новостройка,котельники,9.0,Московская область,1.0,37.81,10.0,9.0,17.0,Косметический,https://www.cian.ru/sale/flat/255174675/
9500000.0,Новостройка,братиславская,20.0,Москва,1.0,36.0,9.6,11.0,16.0,Косметический,https://www.cian.ru/sale/flat/255235593/
6169000.0,Новостройка,котельники,9.0,Московская область,1.0,40.9,9.4,7.0,17.0,Косметический,https://www.cian.ru/sale/flat/255268428/
11229420.0,Новостройка,зябликово,3.0,Московская область,2.0,63.3,11.2,3.0,14.0,Косметический,https://www.cian.ru/sale/flat/255270047/
9762800.0,Новостройка,зябликово,9.0,Московская область,2.0,57.6,11.5,3.0,14.0,Косметический,https://www.cian.ru/sale/flat/255270055/
7399910.0,Новостройка,зябликово,9.0,Московская область,1.0,42.7,12.2,3.0,14.0,Косметический,https://www.cian.ru/sale/flat/255270074/
10030314.0,Новостройка,зябликово,9.0,Московская область,2.0,57.7,11.5,2.0,14.0,Косметический,https://www.cian.ru/sale/flat/255270091/
10379059.0,Новостройка,зябликово,9.0,Московская область,2.0,61.3,11.8,2.0,14.0,Косметический,https://www.cian.ru/sale/flat/255270101/
8340423.0,Новостройка,зябликово,9.0,Московская область,1.0,42.3,12.2,11.0,14.0,Косметический,https://www.cian.ru/sale/flat/255270145/
7423260.0,Новостройка,красногвардейская,4.0,Московская область,1.0,30.7,7.0,10.0,20.0,Косметический,https://www.cian.ru/sale/flat/255270166/
20500000.0,Новостройка,покровское,7.0,Москва,4.0,115.19,14.4,7.0,16.0,Евроремонт,https://www.cian.ru/sale/flat/255270695/
11749320.0,Новостройка,депо,19.0,Москва,3.0,85.14,13.7,15.0,11.0,Косметический,https://www.cian.ru/sale/flat/255270795/
8109680.0,Новостройка,братиславская,5.0,Москва,1.0,35.6,17.0,7.0,16.0,Косметический,https://www.cian.ru/sale/flat/255281540/
11518590.0,Новостройка,перерва,4.0,Москва,2.0,59.1,22.3,8.0,23.0,Косметический,https://www.cian.ru/sale/flat/255281554/
6357780.0,Новостройка,перерва,4.0,Москва,0.0,23.4,6.0,11.0,23.0,Косметический,https://www.cian.ru/sale/flat/255281557/
8072700.0,Новостройка,перерва,4.0,Москва,1.0,35.5,16.9,11.0,23.0,Косметический,https://www.cian.ru/sale/flat/255281558/
6607361.0,Новостройка,красногвардейская,12.0,Московская область,2.0,50.37,9.1,14.0,20.0,Косметический,https://www.cian.ru/sale/flat/255285525/
6249337.0,Новостройка,красногвардейская,12.0,Московская область,2.0,55.02,13.6,3.0,20.0,Косметический,https://www.cian.ru/sale/flat/255285532/
8981493.0,Новостройка,красногвардейская,12.0,Московская область,3.0,72.42,14.2,8.0,20.0,Косметический,https://www.cian.ru/sale/flat/255285541/
5200757.0,Новостройка,красногвардейская,12.0,Московская область,1.0,35.83,12.5,8.0,20.0,Косметический,https://www.cian.ru/sale/flat/255285543/
4379478.0,Новостройка,красногвардейская,12.0,Московская область,1.0,34.33,8.7,3.0,20.0,Косметический,https://www.cian.ru/sale/flat/255285546/
6700000.0,Новостройка,котельники,6.0,Московская область,1.0,42.2,21.2,16.0,17.0,Косметический,https://www.cian.ru/sale/flat/255297179/
4800000.0,Новостройка,аннино,9.0,Московская область,1.0,33.5,9.4,4.0,22.0,Косметический,https://www.cian.ru/sale/flat/255382400/
6515709.0,Новостройка,красногвардейская,5.0,Московская область,2.0,50.9,10.9,5.0,20.0,Косметический,https://www.cian.ru/sale/flat/255389429/
7280000.0,Новостройка,домодедовская,10.0,Московская область,2.0,53.2,14.4,4.0,15.0,Косметический,https://www.cian.ru/sale/flat/255411835/
7430880.0,Новостройка,депо,20.0,Москва,1.0,33.9,10.5,11.0,11.0,Косметический,https://www.cian.ru/sale/flat/255437423/
6184310.0,Новостройка,депо,20.0,Москва,0.0,26.9,6.9,20.0,11.0,Косметический,https://www.cian.ru/sale/flat/255437424/
6431040.0,Новостройка,перерва,4.0,Москва,0.0,25.2,6.5,2.0,23.0,Косметический,https://www.cian.ru/sale/flat/255437429/
8371840.0,Новостройка,перерва,4.0,Москва,1.0,41.2,18.8,24.0,23.0,Косметический,https://www.cian.ru/sale/flat/255437432/
5664780.0,Новостройка,депо,19.0,Москва,0.0,28.61,9.0,25.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464153/
5177500.0,Новостройка,депо,19.0,Москва,0.0,27.25,8.9,8.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464161/
9065910.0,Новостройка,депо,19.0,Москва,2.0,56.31,9.0,16.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464175/
5139500.0,Новостройка,депо,19.0,Москва,0.0,27.05,8.9,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464227/
5550340.0,Новостройка,депо,19.0,Москва,0.0,28.61,9.0,14.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464231/
10278050.0,Новостройка,депо,19.0,Москва,2.0,66.31,14.2,23.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464254/
5286500.0,Новостройка,депо,19.0,Москва,0.0,27.25,8.9,14.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464278/
6615450.0,Новостройка,депо,19.0,Москва,1.0,36.15,11.2,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464281/
7164450.0,Новостройка,депо,19.0,Москва,1.0,39.15,16.7,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464285/
5488260.0,Новостройка,депо,19.0,Москва,0.0,28.29,9.0,12.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464292/
5247700.0,Новостройка,депо,19.0,Москва,0.0,27.05,8.9,14.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464295/
5206000.0,Новостройка,депо,19.0,Москва,0.0,27.4,8.9,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464311/
5664780.0,Новостройка,депо,19.0,Москва,0.0,28.61,9.0,16.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464323/
6862500.0,Новостройка,депо,19.0,Москва,1.0,37.5,11.3,4.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464343/
5206000.0,Новостройка,депо,19.0,Москва,0.0,27.4,8.9,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464352/
7976240.0,Новостройка,депо,19.0,Москва,1.0,44.56,18.5,6.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464354/
5435900.0,Новостройка,депо,19.0,Москва,0.0,28.61,9.0,7.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464378/
5435900.0,Новостройка,депо,19.0,Москва,0.0,28.61,9.0,9.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464400/
8332720.0,Новостройка,депо,19.0,Москва,1.0,44.56,18.5,17.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464525/
8991850.0,Новостройка,депо,19.0,Москва,2.0,55.85,9.0,19.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464592/
7087500.0,Новостройка,депо,19.0,Москва,1.0,37.5,11.3,22.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464646/
5425200.0,Новостройка,депо,19.0,Москва,0.0,27.4,8.9,22.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464655/
5664780.0,Новостройка,депо,19.0,Москва,0.0,28.61,9.0,23.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464680/
5425200.0,Новостройка,депо,19.0,Москва,0.0,27.4,8.9,24.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464714/
5158500.0,Новостройка,депо,19.0,Москва,0.0,27.15,8.9,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464764/
6432450.0,Новостройка,депо,19.0,Москва,1.0,35.15,8.8,6.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464829/
6432450.0,Новостройка,депо,19.0,Москва,1.0,35.15,8.8,8.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464873/
5177500.0,Новостройка,депо,19.0,Москва,0.0,27.25,8.9,10.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464903/
6826500.0,Новостройка,депо,19.0,Москва,1.0,36.9,11.2,11.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464912/
6502750.0,Новостройка,депо,19.0,Москва,1.0,35.15,8.8,11.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464914/
8066640.0,Новостройка,депо,19.0,Москва,1.0,44.08,18.5,12.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464922/
5267100.0,Новостройка,депо,19.0,Москва,0.0,27.15,8.9,12.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464930/
8042850.0,Новостройка,депо,19.0,Москва,1.0,43.95,12.0,12.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464931/
5267100.0,Новостройка,депо,19.0,Москва,0.0,27.15,8.9,13.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464944/
8022780.0,Новостройка,депо,19.0,Москва,1.0,44.82,15.4,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464979/
7071120.0,Новостройка,депо,19.0,Москва,1.0,38.64,10.0,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464994/
8022780.0,Новостройка,депо,19.0,Москва,1.0,44.82,15.4,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255464995/
8022780.0,Новостройка,депо,19.0,Москва,1.0,44.82,15.4,6.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465001/
6844200.0,Новостройка,депо,19.0,Москва,1.0,37.4,11.0,3.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465057/
7804400.0,Новостройка,депо,19.0,Москва,1.0,43.6,17.8,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465063/
6844200.0,Новостройка,депо,19.0,Москва,1.0,37.4,11.0,7.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465066/
6514800.0,Новостройка,депо,19.0,Москва,1.0,35.6,8.8,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465086/
8264430.0,Новостройка,депо,19.0,Москва,1.0,46.17,18.7,3.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465099/
5291500.0,Новостройка,депо,19.0,Москва,0.0,27.85,8.9,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465111/
5291500.0,Новостройка,депо,19.0,Москва,0.0,27.85,8.9,8.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465132/
8449110.0,Новостройка,депо,19.0,Москва,1.0,46.17,18.7,12.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465158/
6586000.0,Новостройка,депо,19.0,Москва,1.0,35.6,8.8,14.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465165/
6586000.0,Новостройка,депо,19.0,Москва,1.0,35.6,8.8,15.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465169/
8633790.0,Новостройка,депо,19.0,Москва,1.0,46.17,18.7,17.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465207/
9065910.0,Новостройка,депо,19.0,Москва,2.0,56.31,9.0,18.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465213/
10439250.0,Новостройка,депо,19.0,Москва,2.0,67.35,14.2,19.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465232/
8633790.0,Новостройка,депо,19.0,Москва,1.0,46.17,18.7,22.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465295/
10439250.0,Новостройка,депо,19.0,Москва,2.0,67.35,14.2,25.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465332/
5449200.0,Новостройка,депо,19.0,Москва,0.0,28.68,9.0,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465352/
7697000.0,Новостройка,депо,19.0,Москва,1.0,43.0,13.5,2.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465362/
5177500.0,Новостройка,депо,19.0,Москва,0.0,27.25,8.9,3.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465369/
6752700.0,Новостройка,депо,19.0,Москва,1.0,36.9,11.2,4.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465378/
6432450.0,Новостройка,депо,19.0,Москва,1.0,35.15,8.8,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465394/
7867050.0,Новостройка,депо,19.0,Москва,1.0,43.95,12.0,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465399/
7867050.0,Новостройка,депо,19.0,Москва,1.0,43.95,12.0,6.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465413/
7890320.0,Новостройка,депо,19.0,Москва,1.0,44.08,18.5,7.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465419/
8042850.0,Новостройка,депо,19.0,Москва,1.0,43.95,12.0,12.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465510/
9486320.0,Новостройка,депо,19.0,Москва,2.0,62.41,10.7,15.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465532/
8066640.0,Новостройка,депо,19.0,Москва,1.0,44.08,18.5,15.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465533/
6615450.0,Новостройка,депо,19.0,Москва,1.0,36.15,11.2,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465577/
7164450.0,Новостройка,депо,19.0,Москва,1.0,39.15,16.7,6.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465583/
7734590.0,Новостройка,депо,19.0,Москва,1.0,43.21,18.1,7.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465587/
5375100.0,Новостройка,депо,19.0,Москва,0.0,28.29,9.0,9.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465596/
6615450.0,Новостройка,депо,19.0,Москва,1.0,36.15,11.2,10.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465602/
6687750.0,Новостройка,депо,19.0,Москва,1.0,36.15,11.2,14.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465627/
5488260.0,Новостройка,депо,19.0,Москва,0.0,28.29,9.0,15.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465636/
6862500.0,Новостройка,депо,19.0,Москва,1.0,37.5,11.3,5.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465654/
5449200.0,Новостройка,депо,19.0,Москва,0.0,28.68,9.0,6.0,11.0,Косметический,https://www.cian.ru/sale/flat/255465657/
8465490.0,Новостройка,братиславская,13.0,Москва,1.0,45.27,18.3,18.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465668/
7662990.0,Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,9.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465670/
7208370.0,Новостройка,братиславская,13.0,Москва,1.0,39.39,16.1,3.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465721/
9989750.0,Новостройка,братиславская,13.0,Москва,2.0,64.45,14.2,18.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465752/
8134350.0,Новостройка,братиславская,13.0,Москва,1.0,44.45,18.0,11.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465781/
6919000.0,Новостройка,братиславская,13.0,Москва,1.0,37.4,11.3,13.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465797/
5529000.0,Новостройка,братиславская,13.0,Москва,0.0,28.5,9.0,14.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465806/
8134350.0,Новостройка,братиславская,13.0,Москва,1.0,44.45,18.0,15.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465810/
6622560.0,Новостройка,братиславская,13.0,Москва,1.0,35.04,8.8,16.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465836/
7952970.0,Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,3.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465849/
7952970.0,Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,4.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465855/
7952970.0,Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,10.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465871/
5290380.0,Новостройка,братиславская,13.0,Москва,0.0,27.27,8.9,14.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465911/
8308410.0,Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,16.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465933/
5639040.0,Новостройка,братиславская,13.0,Москва,0.0,28.48,9.0,17.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465947/
5399460.0,Новостройка,братиславская,13.0,Москва,0.0,27.27,8.9,17.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465948/
8308410.0,Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,19.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465963/
9534050.0,Новостройка,братиславская,13.0,Москва,2.0,61.51,16.4,21.0,16.0,Косметический,https://www.cian.ru/sale/flat/255465990/
7062930.0,Новостройка,братиславская,13.0,Москва,1.0,37.37,11.1,23.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466021/
8308410.0,Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,24.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466027/
8017410.0,Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,2.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466061/
7883160.0,Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,3.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466064/
7662990.0,Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,3.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466069/
8017410.0,Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,6.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466080/
8017410.0,Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,9.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466096/
7662990.0,Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,9.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466099/
8059320.0,Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,11.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466109/
5527060.0,Новостройка,братиславская,13.0,Москва,0.0,28.49,9.0,14.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466141/
6228200.0,Новостройка,братиславская,13.0,Москва,0.0,32.78,9.4,4.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466166/
7349280.0,Новостройка,братиславская,13.0,Москва,1.0,40.16,10.0,4.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466168/
6228200.0,Новостройка,братиславская,13.0,Москва,0.0,32.78,9.4,7.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466172/
7349280.0,Новостройка,братиславская,13.0,Москва,1.0,40.16,10.0,10.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466182/
7429600.0,Новостройка,братиславская,13.0,Москва,1.0,40.16,10.0,14.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466193/
8103330.0,Новостройка,братиславская,13.0,Москва,1.0,45.27,18.3,2.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466200/
8103330.0,Новостройка,братиславская,13.0,Москва,1.0,45.27,18.3,3.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466201/
8284410.0,Новостройка,братиславская,13.0,Москва,1.0,45.27,18.3,11.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466216/
8465490.0,Новостройка,братиславская,13.0,Москва,1.0,45.27,18.3,16.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466228/
5336100.0,Новостройка,братиславская,13.0,Москва,0.0,26.95,8.9,25.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466278/
8465490.0,Новостройка,братиславская,13.0,Москва,1.0,45.27,18.3,25.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466281/
8017410.0,Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,3.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466294/
7883160.0,Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,4.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466298/
7883160.0,Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,5.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466307/
7662990.0,Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,5.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466309/
8059320.0,Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,13.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466339/
8059320.0,Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,14.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466352/
5527060.0,Новостройка,братиславская,13.0,Москва,0.0,28.49,9.0,14.0,16.0,Косметический,https://www.cian.ru/sale/flat/255466353/
3510277.0,Новостройка,жулебино,13.0,Московская область,0.0,23.89,8.6,6.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488712/
7078215.0,Новостройка,жулебино,13.0,Московская область,2.0,54.22,13.6,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488728/
4355287.0,Новостройка,жулебино,13.0,Московская область,0.0,27.13,8.9,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488735/
8565024.0,Новостройка,жулебино,13.0,Московская область,3.0,73.93,11.5,13.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488742/
5147473.0,Новостройка,жулебино,13.0,Московская область,1.0,35.81,14.4,10.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488752/
4860079.0,Новостройка,жулебино,13.0,Московская область,1.0,36.99,11.7,10.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488756/
4303686.0,Новостройка,жулебино,13.0,Московская область,0.0,27.13,8.9,10.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488762/
7115720.0,Новостройка,жулебино,13.0,Московская область,2.0,54.41,13.6,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488781/
4180472.0,Новостройка,жулебино,13.0,Московская область,0.0,29.65,9.1,10.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488825/
7303828.0,Новостройка,жулебино,13.0,Московская область,2.0,57.06,12.1,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488831/
5387134.0,Новостройка,жулебино,13.0,Московская область,1.0,35.81,14.4,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488849/
6964950.0,Новостройка,жулебино,13.0,Московская область,2.0,54.41,13.6,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488862/
3525471.0,Новостройка,жулебино,13.0,Московская область,0.0,23.89,8.6,13.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488877/
5545944.0,Новостройка,жулебино,13.0,Московская область,1.0,38.09,12.9,15.0,14.0,Косметический,https://www.cian.ru/sale/flat/255488916/
5568044.0,Новостройка,бутово,6.0,Московская область,1.0,33.54,9.4,5.0,15.0,Косметический,https://www.cian.ru/sale/flat/255498490/
17200000.0,Новостройка,домодедовская,2.0,Москва,2.0,60.0,15.9,3.0,15.0,Косметический,https://www.cian.ru/sale/flat/255502416/
4567486.0,Новостройка,красногвардейская,11.0,Московская область,2.0,33.87,6.0,16.0,20.0,Косметический,https://www.cian.ru/sale/flat/255516680/
4743474.0,Новостройка,красногвардейская,12.0,Московская область,2.0,33.87,6.0,14.0,20.0,Косметический,https://www.cian.ru/sale/flat/255516697/
3713297.0,Новостройка,красногвардейская,12.0,Московская область,0.0,25.38,8.7,6.0,20.0,Косметический,https://www.cian.ru/sale/flat/255516705/
5007144.0,Новостройка,красногвардейская,11.0,Московская область,2.0,39.8,5.0,6.0,20.0,Косметический,https://www.cian.ru/sale/flat/255516708/
5249084.0,Новостройка,красногвардейская,12.0,Московская область,1.0,36.44,12.5,14.0,20.0,Косметический,https://www.cian.ru/sale/flat/255516717/
8032014.0,Новостройка,жулебино,13.0,Московская область,3.0,74.12,11.5,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516814/
5725002.0,Новостройка,жулебино,13.0,Московская область,2.0,43.93,8.1,6.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516821/
3930132.0,Новостройка,жулебино,13.0,Московская область,0.0,24.57,8.7,2.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516831/
6450405.0,Новостройка,жулебино,13.0,Московская область,2.0,57.06,12.1,6.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516838/
5231375.0,Новостройка,жулебино,13.0,Московская область,1.0,35.81,14.4,15.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516839/
7022545.0,Новостройка,жулебино,13.0,Московская область,2.0,57.06,12.1,6.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516866/
4231826.0,Новостройка,жулебино,13.0,Московская область,0.0,29.65,9.1,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516871/
3915895.0,Новостройка,жулебино,13.0,Московская область,0.0,23.89,8.6,17.0,14.0,Косметический,https://www.cian.ru/sale/flat/255516883/
4314120.0,Новостройка,красногвардейская,12.0,Московская область,1.0,35.48,9.6,3.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548426/
5705805.0,Новостройка,красногвардейская,11.0,Московская область,2.0,47.4,9.2,3.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548475/
6384382.0,Новостройка,красногвардейская,11.0,Московская область,3.0,51.2,6.4,11.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548477/
6115609.0,Новостройка,красногвардейская,11.0,Московская область,2.0,50.81,10.1,16.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548497/
6902011.0,Новостройка,красногвардейская,11.0,Московская область,3.0,59.21,6.4,14.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548520/
3218291.0,Новостройка,красногвардейская,12.0,Московская область,0.0,25.04,8.7,4.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548555/
4812874.0,Новостройка,красногвардейская,12.0,Московская область,2.0,33.87,6.0,14.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548572/
5510613.0,Новостройка,красногвардейская,11.0,Московская область,2.0,44.44,5.0,9.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548589/
5475550.0,Новостройка,красногвардейская,11.0,Московская область,2.0,44.44,5.0,10.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548590/
4639363.0,Новостройка,красногвардейская,12.0,Московская область,2.0,35.68,5.0,3.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548624/
7018568.0,Новостройка,красногвардейская,12.0,Московская область,3.0,59.17,6.4,7.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548649/
5122897.0,Новостройка,красногвардейская,12.0,Московская область,2.0,39.8,5.0,5.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548666/
4481596.0,Новостройка,красногвардейская,11.0,Московская область,1.0,33.88,10.9,10.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548670/
4979495.0,Новостройка,красногвардейская,12.0,Московская область,1.0,36.14,9.8,10.0,20.0,Косметический,https://www.cian.ru/sale/flat/255548679/
3718168.0,Новостройка,красногвардейская,12.0,Московская область,0.0,23.89,8.6,10.0,20.0,Косметический,https://www.cian.ru/sale/flat/255564419/
3996221.0,Новостройка,красногвардейская,12.0,Московская область,2.0,32.04,5.0,7.0,20.0,Косметический,https://www.cian.ru/sale/flat/255564426/
8425099.0,Новостройка,красногвардейская,11.0,Московская область,4.0,75.86,5.0,10.0,20.0,Косметический,https://www.cian.ru/sale/flat/255564511/
