Минут до метро,Количество комнат,Площадь,Этаж,Количество этажей,Цена
8.0,0.0,18.0,1.0,6,4000000.0
8.0,0.0,23.9,1.0,6,5260000.0
7.0,0.0,49.8,3.0,26,15500000.0
10.0,0.0,22.8,6.0,13,10300000.0
8.0,0.0,17.0,2.0,17,4900000.0
6.0,0.0,13.0,2.0,25,4200000.0
12.0,0.0,27.0,1.0,8,7890000.0
8.0,0.0,15.7,1.0,6,2950000.0
28.0,0.0,148.6,12.0,16,120855915.0
15.0,0.0,20.0,18.0,19,7900000.0
7.0,0.0,11.0,1.0,5,2600000.0
7.0,0.0,12.2,1.0,5,2800000.0
18.0,0.0,30.0,8.0,22,9500000.0
11.0,0.0,15.0,5.0,9,3200000.0
21.0,0.0,15.0,1.0,5,3110000.0
18.0,0.0,11.0,8.0,9,5450000.0
7.0,0.0,18.0,1.0,5,3700000.0
9.0,0.0,26.2,4.0,4,7890000.0
16.0,0.0,15.2,6.0,6,5400000.0
11.0,0.0,11.5,2.0,10,3650000.0
16.0,0.0,14.2,1.0,5,3750000.0
9.0,0.0,28.9,29.0,32,11200000.0
14.0,0.0,20.0,8.0,9,4660000.0
41.0,0.0,19.8,13.0,33,7750000.0
8.0,0.0,19.2,1.0,6,3390000.0
13.0,0.0,21.2,8.0,18,8400000.0
20.0,0.0,32.0,11.0,18,10750000.0
17.0,0.0,30.0,1.0,6,8260000.0
3.0,0.0,15.3,2.0,4,7900000.0
18.0,0.0,21.9,5.0,9,7646000.0
49.0,0.0,21.5,15.0,17,7600000.0
8.0,0.0,30.0,6.0,9,13290000.0
7.0,0.0,20.0,2.0,5,5700000.0
9.0,0.0,18.4,3.0,4,7800000.0
10.0,0.0,12.5,1.0,9,3550000.0
8.0,0.0,24.4,1.0,6,4790000.0
14.0,0.0,17.2,1.0,8,3990000.0
24.0,0.0,35.7,1.0,17,10500000.0
6.0,0.0,20.4,2.0,23,5150000.0
17.0,0.0,27.0,20.0,22,8150000.0
8.0,0.0,25.5,4.0,8,7190000.0
14.0,0.0,29.5,10.0,19,9689000.0
18.0,0.0,10.7,1.0,9,3050000.0
6.0,0.0,13.0,2.0,25,4200000.0
11.0,0.0,20.0,1.0,9,4800000.0
9.0,0.0,18.0,1.0,9,4500000.0
3.0,0.0,30.5,3.0,30,15200000.0
4.0,0.0,9.2,1.0,17,3150000.0
7.0,0.0,9.0,1.0,12,2850000.0
14.0,0.0,25.0,40.0,45,7290000.0
2.0,0.0,29.1,8.0,19,13000000.0
18.0,0.0,15.6,1.0,9,4400000.0
16.0,0.0,28.1,2.0,2,7890000.0
9.0,0.0,34.1,16.0,25,12500000.0
11.0,0.0,10.5,1.0,9,3550000.0
3.0,0.0,17.8,2.0,5,6550000.0
9.0,0.0,14.0,3.0,4,5500000.0
17.0,0.0,27.0,12.0,14,11900000.0
22.0,0.0,19.8,10.0,33,8000000.0
18.0,0.0,16.3,1.0,9,4650000.0
13.0,0.0,32.0,7.0,21,14050000.0
13.0,0.0,19.3,1.0,9,4650000.0
20.0,0.0,29.5,9.0,30,10900000.0
18.0,0.0,15.1,1.0,9,3850000.0
18.0,0.0,22.7,1.0,9,5400000.0
8.0,0.0,22.1,2.0,21,7900000.0
9.0,0.0,23.8,25.0,33,8290000.0
30.0,0.0,23.6,8.0,15,6850000.0
7.0,0.0,15.9,1.0,3,8250000.0
23.0,0.0,12.3,4.0,9,5600000.0
9.0,0.0,14.5,1.0,16,4150000.0
9.0,0.0,14.5,1.0,16,4000000.0
18.0,0.0,24.6,2.0,16,7600000.0
12.0,0.0,19.0,1.0,12,4890000.0
7.0,0.0,23.0,17.0,23,7990000.0
16.0,0.0,28.3,9.0,44,13900000.0
16.0,0.0,16.8,1.0,9,5500000.0
8.0,0.0,25.2,20.0,29,13503400.0
16.0,0.0,22.5,2.0,2,5990000.0
16.0,0.0,24.2,2.0,2,6450000.0
16.0,0.0,24.5,2.0,2,6950000.0
16.0,0.0,29.0,2.0,2,8200000.0
16.0,0.0,25.4,2.0,2,7350000.0
12.0,0.0,11.6,1.0,9,3900000.0
10.0,0.0,29.3,6.0,14,9200000.0
11.0,0.0,10.7,1.0,9,3100000.0
17.0,0.0,21.4,3.0,22,9000000.0
11.0,0.0,16.2,1.0,9,4850000.0
19.0,0.0,17.5,1.0,9,4250000.0
8.0,0.0,33.4,6.0,6,22000000.0
13.0,0.0,24.0,11.0,18,9900000.0
18.0,0.0,17.0,5.0,9,6300000.0
6.0,0.0,13.0,2.0,25,4200000.0
18.0,0.0,21.0,14.0,35,8350000.0
3.0,0.0,19.6,7.0,16,6100000.0
11.0,0.0,29.0,12.0,16,13800000.0
14.0,0.0,33.6,23.0,25,15900000.0
10.0,0.0,29.3,26.0,34,14500000.0
5.0,0.0,30.0,6.0,33,15900000.0
32.0,0.0,20.7,6.0,13,6100000.0
3.0,0.0,16.0,1.0,8,7200000.0
3.0,0.0,19.1,1.0,8,9500000.0
3.0,0.0,18.7,1.0,16,5600000.0
3.0,0.0,19.2,4.0,16,5900000.0
12.0,0.0,21.4,1.0,8,7400000.0
19.0,0.0,14.2,1.0,5,4300000.0
8.0,0.0,18.9,6.0,6,13200000.0
13.0,0.0,12.5,1.0,5,4150000.0
14.0,0.0,25.4,15.0,33,9400000.0
10.0,0.0,21.7,9.0,18,7050000.0
15.0,0.0,11.7,1.0,9,3800000.0
11.0,0.0,25.0,4.0,23,11900000.0
11.0,0.0,17.1,2.0,3,6100000.0
12.0,0.0,18.0,1.0,12,4850000.0
7.0,0.0,10.5,1.0,9,3150000.0
7.0,0.0,12.0,1.0,9,3550000.0
10.0,0.0,17.0,1.0,14,4900000.0
12.0,0.0,20.5,1.0,12,4250000.0
26.0,0.0,16.9,1.0,9,3950000.0
32.0,0.0,19.0,2.0,18,4550000.0
27.0,0.0,23.0,10.0,14,6500000.0
30.0,0.0,19.2,12.0,15,7800000.0
7.0,0.0,19.5,1.0,9,4700000.0
9.0,0.0,10.0,1.0,5,3500000.0
16.0,0.0,20.5,4.0,22,7000000.0
10.0,0.0,14.0,1.0,9,3950000.0
12.0,0.0,26.3,9.0,40,15400000.0
19.0,0.0,24.7,12.0,22,8400000.0
2.0,0.0,28.8,2.0,27,12750000.0
10.0,0.0,11.7,1.0,9,3450000.0
9.0,0.0,14.0,1.0,5,4200000.0
9.0,0.0,18.6,1.0,8,5850000.0
31.0,0.0,19.6,15.0,25,7490000.0
14.0,0.0,18.5,3.0,11,9200000.0
6.0,0.0,10.2,1.0,9,3250000.0
25.0,0.0,22.8,4.0,9,6350000.0
20.0,0.0,25.2,6.0,25,8990000.0
17.0,0.0,11.5,1.0,9,3650000.0
9.0,0.0,19.2,1.0,16,4700000.0
25.0,0.0,20.0,18.0,18,6000000.0
8.0,0.0,18.4,5.0,5,6600000.0
11.0,0.0,20.3,2.0,9,7800000.0
13.0,0.0,22.4,12.0,17,9300000.0
16.0,0.0,24.2,2.0,2,6350000.0
2.0,0.0,14.2,2.0,9,5050000.0
32.0,0.0,27.5,2.0,18,5900000.0
13.0,0.0,19.6,5.0,17,8700000.0
15.0,0.0,17.2,1.0,12,4200000.0
15.0,0.0,10.5,1.0,12,3200000.0
18.0,0.0,29.0,3.0,23,12200000.0
14.0,0.0,13.4,2.0,12,3600000.0
9.0,0.0,18.0,1.0,9,4450000.0
18.0,0.0,20.0,24.0,33,9100000.0
19.0,0.0,10.2,1.0,9,3500000.0
8.0,0.0,18.7,1.0,4,13000000.0
3.0,0.0,15.0,32.0,82,17100000.0
11.0,0.0,32.9,13.0,17,16500000.0
32.0,0.0,13.0,2.0,18,3350000.0
22.0,0.0,19.7,7.0,21,8150000.0
8.0,0.0,14.0,1.0,4,3760000.0
8.0,0.0,10.6,1.0,12,3950000.0
17.0,0.0,23.2,15.0,25,8300000.0
6.0,0.0,11.0,1.0,12,3850000.0
10.0,0.0,22.5,1.0,12,4750000.0
24.0,0.0,21.4,3.0,14,7299000.0
8.0,0.0,19.2,1.0,6,3390000.0
8.0,0.0,24.6,16.0,30,12200000.0
20.0,0.0,25.2,4.0,30,11000000.0
13.0,0.0,26.0,28.0,45,13000000.0
8.0,0.0,25.0,2.0,5,7100000.0
17.0,0.0,24.0,3.0,39,8400000.0
18.0,0.0,17.0,5.0,9,6150000.0
15.0,0.0,17.0,1.0,14,4590000.0
16.0,0.0,16.9,2.0,6,4500000.0
8.0,0.0,38.0,2.0,8,10900000.0
15.0,0.0,16.8,1.0,14,4500000.0
15.0,0.0,16.9,2.0,4,4500000.0
8.0,0.0,14.4,4.0,8,5454565.0
14.0,0.0,17.0,4.0,9,8418000.0
8.0,0.0,15.1,1.0,14,4650000.0
10.0,0.0,19.6,1.0,5,5793800.0
15.0,0.0,9.3,1.0,9,3600000.0
13.0,0.0,12.5,3.0,8,5679000.0
20.0,0.0,20.5,4.0,28,5120000.0
8.0,0.0,14.6,1.0,4,11900000.0
13.0,0.0,34.8,22.0,37,17000000.0
8.0,0.0,13.2,1.0,4,10700000.0
15.0,0.0,27.8,9.0,41,11500000.0
9.0,0.0,10.5,1.0,4,5300000.0
12.0,0.0,22.5,7.0,16,6500000.0
18.0,0.0,30.4,17.0,17,7189000.0
17.0,0.0,23.0,16.0,22,8100000.0
13.0,0.0,35.1,26.0,37,16000000.0
17.0,0.0,19.3,16.0,39,11999000.0
7.0,0.0,16.0,1.0,3,8250000.0
8.0,0.0,36.0,3.0,21,8000000.0
7.0,0.0,13.3,1.0,3,6850000.0
15.0,0.0,10.0,1.0,9,3300000.0
2.0,0.0,20.5,2.0,9,6650000.0
19.0,0.0,10.3,1.0,9,3500000.0
8.0,0.0,11.4,1.0,12,3851000.0
17.0,0.0,11.8,1.0,9,3651000.0
20.0,0.0,15.5,1.0,9,3550000.0
9.0,0.0,13.0,2.0,24,3690000.0
13.0,0.0,11.7,1.0,9,3150000.0
8.0,0.0,18.2,2.0,18,4900000.0
8.0,0.0,20.5,2.0,17,5100000.0
4.0,0.0,10.8,1.0,9,3550000.0
2.0,0.0,14.5,2.0,9,5050000.0
2.0,0.0,21.0,2.0,9,6650000.0
5.0,0.0,19.5,1.0,5,5070000.0
5.0,0.0,20.8,3.0,5,5200000.0
5.0,0.0,20.3,2.0,5,5309075.0
5.0,0.0,19.8,4.0,5,4950000.0
5.0,0.0,20.6,5.0,5,5150000.0
5.0,0.0,25.1,1.0,5,6760000.0
11.0,0.0,20.7,2.0,19,6600000.0
6.0,0.0,16.5,1.0,12,4800000.0
12.0,0.0,21.0,1.0,12,4350000.0
7.0,0.0,11.5,1.0,10,3700000.0
17.0,0.0,11.5,1.0,9,3950000.0
13.0,0.0,11.5,1.0,9,3750000.0
15.0,0.0,15.3,1.0,9,4200000.0
11.0,0.0,22.5,9.0,25,13500000.0
19.0,0.0,20.0,4.0,4,4800000.0
7.0,0.0,10.0,1.0,9,4000000.0
21.0,0.0,22.0,19.0,39,14500000.0
4.0,0.0,24.0,8.0,12,20900000.0
12.0,0.0,15.3,1.0,9,3600000.0
9.0,0.0,12.5,1.0,4,5600000.0
30.0,0.0,24.6,11.0,15,7000000.0
12.0,0.0,16.1,2.0,4,4490000.0
12.0,0.0,18.0,3.0,4,4990000.0
11.0,0.0,46.0,2.0,4,31000000.0
7.0,0.0,26.9,2.0,6,12643000.0
15.0,0.0,18.6,1.0,5,6417000.0
3.0,0.0,27.3,3.0,4,12200000.0
7.0,0.0,13.2,1.0,3,6850000.0
14.0,0.0,15.4,1.0,4,6340000.0
7.0,0.0,28.6,3.0,22,9200000.0
12.0,0.0,22.7,6.0,16,8800000.0
13.0,0.0,36.0,1.0,7,7200000.0
23.0,0.0,20.6,3.0,21,10999999.0
12.0,0.0,19.5,1.0,12,4891000.0
19.0,0.0,10.5,1.0,9,3500000.0
19.0,0.0,16.0,1.0,9,4900000.0
6.0,0.0,23.0,8.0,31,11800000.0
13.0,0.0,14.7,1.0,9,7700000.0
9.0,0.0,18.3,6.0,10,7900000.0
9.0,0.0,18.0,10.0,10,10900000.0
22.0,0.0,35.5,15.0,23,10500000.0
11.0,0.0,27.0,8.0,9,9000000.0
12.0,0.0,20.0,12.0,33,8400000.0
16.0,0.0,17.9,1.0,6,4850000.0
7.0,0.0,13.2,1.0,3,6850000.0
6.0,0.0,29.9,1.0,8,19000000.0
12.0,0.0,25.0,3.0,15,8500000.0
14.0,0.0,21.0,13.0,15,8790000.0
13.0,0.0,26.5,12.0,45,13650000.0
9.0,0.0,10.0,1.0,12,3850000.0
5.0,0.0,29.3,4.0,5,7325000.0
16.0,0.0,11.7,1.0,9,4150000.0
7.0,0.0,13.5,1.0,12,4550000.0
16.0,0.0,24.0,1.0,5,4290000.0
7.0,0.0,18.0,5.0,5,6000000.0
5.0,0.0,14.0,1.0,9,4200000.0
15.0,0.0,16.0,3.0,5,6290000.0
32.0,0.0,19.0,2.0,18,4551000.0
3.0,0.0,10.6,1.0,12,3150000.0
6.0,0.0,14.0,1.0,12,3650000.0
2.0,0.0,14.2,2.0,9,5050000.0
3.0,0.0,16.0,1.0,8,7800000.0
4.0,0.0,10.8,1.0,9,3550000.0
17.0,0.0,21.2,16.0,9,13500000.0
6.0,0.0,30.0,16.0,58,16500000.0
16.0,0.0,10.6,1.0,5,2390000.0
15.0,0.0,10.0,1.0,9,3600000.0
8.0,0.0,18.5,2.0,17,4900000.0
19.0,0.0,15.5,1.0,12,3600000.0
8.0,0.0,27.2,15.0,32,10200000.0
13.0,0.0,26.0,29.0,47,12700000.0
8.0,0.0,21.0,2.0,17,5100000.0
16.0,0.0,19.3,1.0,5,3620000.0
11.0,0.0,20.5,1.0,9,4350000.0
14.0,0.0,18.2,1.0,7,6600000.0
14.0,0.0,22.2,1.0,7,5602490.0
16.0,0.0,18.0,2.0,2,5100000.0
22.0,0.0,28.0,5.0,25,12500000.0
16.0,0.0,17.9,2.0,2,5000000.0
16.0,0.0,16.9,2.0,2,5000000.0
12.0,0.0,14.0,1.0,14,4250000.0
10.0,0.0,20.0,1.0,9,4300000.0
9.0,0.0,33.7,24.0,25,11500000.0
2.0,0.0,10.5,1.0,12,3500000.0
11.0,0.0,11.5,1.0,9,4150000.0
15.0,0.0,15.0,1.0,9,3550000.0
19.0,0.0,15.5,1.0,9,4900000.0
8.0,0.0,20.5,2.0,17,5100001.0
6.0,0.0,16.0,1.0,7,8500000.0
6.0,0.0,102.0,29.0,42,49370000.0
7.0,0.0,15.8,1.0,3,8249500.0
6.0,0.0,19.0,1.0,9,4650000.0
9.0,0.0,15.0,1.0,12,4700000.0
12.0,0.0,9.5,1.0,9,3400000.0
6.0,0.0,12.5,1.0,9,3600000.0
3.0,0.0,19.0,5.0,5,6800000.0
3.0,0.0,18.4,3.0,5,6200000.0
13.0,0.0,20.5,1.0,9,4750000.0
9.0,0.0,12.6,1.0,4,5600000.0
25.0,0.0,20.0,1.0,12,4200000.0
19.0,0.0,14.2,1.0,5,4300000.0
6.0,0.0,20.2,2.0,23,4949000.0
13.0,0.0,20.2,1.0,5,5749000.0
7.0,0.0,10.0,1.0,9,3100000.0
4.0,0.0,16.0,1.0,8,5400000.0
12.0,0.0,16.0,1.0,14,4900000.0
14.0,0.0,15.6,5.0,9,6817600.0
12.0,0.0,18.5,1.0,9,5200000.0
11.0,0.0,12.5,1.0,9,3650000.0
9.0,0.0,17.0,1.0,9,4350000.0
12.0,0.0,11.7,1.0,9,3900000.0
12.0,0.0,10.0,1.0,9,3400000.0
9.0,0.0,15.0,2.0,20,4100000.0
8.0,0.0,16.0,1.0,12,4750000.0
16.0,0.0,16.8,1.0,5,4100000.0
20.0,0.0,15.5,1.0,9,3600000.0
18.0,0.0,27.6,4.0,12,9199999.0
10.0,0.0,16.0,1.0,14,4800000.0
8.0,0.0,20.0,2.0,17,5099000.0
3.0,0.0,17.0,1.0,8,7800000.0
6.0,0.0,10.6,1.0,12,3150000.0
4.0,0.0,19.6,2.0,5,14500000.0
9.0,0.0,13.1,2.0,6,10600000.0
15.0,0.0,10.0,2.0,19,3900000.0
6.0,0.0,11.2,1.0,9,4150000.0
9.0,0.0,19.0,1.0,9,4250000.0
5.0,0.0,61.0,4.0,13,49900000.0
17.0,0.0,29.4,12.0,25,17000000.0
14.0,0.0,18.5,2.0,17,4450000.0
10.0,0.0,16.0,1.0,14,4000000.0
5.0,0.0,10.6,1.0,9,3150000.0
18.0,0.0,31.0,3.0,5,9899999.0
8.0,0.0,18.5,2.0,17,4900000.0
6.0,0.0,16.5,1.0,9,5000000.0
9.0,0.0,18.3,5.0,10,8350000.0
14.0,0.0,27.8,8.0,9,8130940.0
21.0,0.0,13.0,1.0,5,3550000.0
3.0,0.0,18.0,1.0,8,10100000.0
10.0,0.0,13.8,1.0,14,3800000.0
7.0,0.0,15.0,1.0,5,8200000.0
12.0,0.0,15.2,1.0,12,3980000.0
17.0,0.0,12.0,1.0,9,3650000.0
19.0,0.0,37.9,11.0,28,17600000.0
2.0,0.0,14.2,2.0,9,5050000.0
17.0,0.0,11.7,1.0,9,3650000.0
23.0,0.0,20.6,3.0,21,11000000.0
6.0,0.0,38.0,11.0,12,22500000.0
10.0,0.0,13.8,1.0,14,3800000.0
9.0,0.0,18.0,1.0,9,4500000.0
9.0,0.0,15.0,1.0,9,3950000.0
15.0,0.0,10.0,1.0,5,3900000.0
15.0,0.0,14.4,1.0,5,4300000.0
10.0,0.0,13.0,1.0,12,3300000.0
9.0,0.0,18.0,1.0,9,4450000.0
12.0,0.0,22.2,23.0,25,14000000.0
8.0,0.0,15.0,1.0,9,3950000.0
11.0,0.0,26.8,20.0,37,15500000.0
10.0,0.0,13.8,1.0,14,3800000.0
7.0,0.0,16.5,1.0,3,8550000.0
18.0,0.0,19.2,2.0,17,4450000.0
8.0,0.0,13.0,1.0,9,3600000.0
6.0,0.0,14.5,1.0,9,4000000.0
7.0,0.0,19.2,1.0,9,4700000.0
15.0,0.0,27.9,37.0,43,13000000.0
9.0,0.0,22.5,3.0,30,7700000.0
7.0,0.0,14.5,1.0,9,4000000.0
10.0,0.0,17.5,1.0,14,4900000.0
7.0,0.0,11.0,1.0,9,2900000.0
12.0,0.0,21.0,1.0,9,4000000.0
13.0,0.0,11.7,1.0,9,3150000.0
4.0,0.0,19.5,1.0,9,4700000.0
4.0,0.0,11.0,1.0,9,3200000.0
7.0,0.0,12.0,1.0,16,3550000.0
7.0,0.0,10.5,1.0,9,3200000.0
7.0,0.0,19.7,1.0,9,4700000.0
7.0,0.0,14.5,1.0,9,4000000.0
7.0,0.0,12.0,1.0,9,3550000.0
19.0,0.0,9.5,1.0,5,3900000.0
11.0,0.0,32.1,13.0,15,14500000.0
11.0,0.0,10.7,1.0,9,3600000.0
8.0,0.0,22.0,6.0,6,13000000.0
13.0,0.0,20.0,1.0,5,5251000.0
10.0,0.0,10.5,1.0,5,3950000.0
8.0,0.0,20.5,2.0,18,5100000.0
6.0,0.0,15.5,2.0,23,4150000.0
14.0,0.0,13.7,1.0,5,5100000.0
20.0,0.0,10.5,1.0,9,2800000.0
13.0,0.0,18.5,1.0,12,5200000.0
6.0,0.0,13.5,1.0,14,4800000.0
7.0,0.0,14.5,1.0,9,4000000.0
9.0,0.0,13.2,1.0,9,3600000.0
7.0,0.0,15.0,1.0,9,3950000.0
6.0,0.0,16.0,1.0,3,8250000.0
2.0,0.0,14.5,1.0,9,5050000.0
5.0,0.0,12.0,1.0,9,3550000.0
14.0,0.0,18.3,1.0,9,2600000.0
11.0,0.0,12.0,1.0,5,3600000.0
10.0,0.0,19.8,13.0,33,7400000.0
10.0,0.0,12.0,1.0,12,3150000.0
16.0,0.0,14.2,1.0,5,4650000.0
12.0,0.0,21.0,1.0,9,4990000.0
12.0,0.0,19.0,1.0,9,4899000.0
12.0,0.0,17.8,1.0,9,4699000.0
19.0,0.0,26.7,25.0,25,9500000.0
11.0,0.0,28.0,10.0,37,12800000.0
12.0,0.0,18.7,1.0,9,5200000.0
10.0,0.0,19.0,1.0,9,4899000.0
12.0,0.0,11.8,1.0,9,3300000.0
12.0,0.0,12.0,1.0,9,3300000.0
12.0,0.0,21.1,1.0,9,4990000.0
6.0,0.0,20.0,2.0,23,4950000.0
12.0,0.0,14.0,1.0,9,3600000.0
5.0,0.0,20.3,3.0,5,5075000.0
11.0,0.0,17.5,1.0,9,4850000.0
11.0,0.0,21.0,1.0,17,4990000.0
11.0,0.0,11.8,1.0,17,3300000.0
7.0,0.0,10.6,1.0,12,3950000.0
11.0,0.0,14.0,1.0,9,3550000.0
16.0,0.0,30.0,13.0,18,13800000.0
5.0,0.0,13.1,2.0,14,3690000.0
8.0,0.0,37.5,2.0,21,8400000.0
12.0,0.0,21.5,1.0,9,5100000.0
16.0,0.0,20.0,2.0,2,7200000.0
15.0,0.0,17.0,1.0,9,5500000.0
16.0,0.0,16.8,1.0,9,5500000.0
15.0,0.0,9.3,1.0,5,4600000.0
15.0,0.0,15.5,1.0,9,5100000.0
15.0,0.0,9.0,1.0,5,4525000.0
7.0,0.0,12.0,1.0,9,3550000.0
10.0,0.0,16.3,4.0,4,7400000.0
4.0,0.0,34.1,2.0,12,22960000.0
12.0,0.0,13.8,1.0,14,4100000.0
19.0,0.0,25.0,2.0,18,5900000.0
7.0,0.0,17.2,1.0,12,4400000.0
7.0,0.0,9.0,1.0,12,2850000.0
7.0,0.0,22.7,1.0,12,5250000.0
7.0,0.0,16.8,1.0,12,4400000.0
12.0,0.0,17.7,1.0,12,4851000.0
6.0,0.0,10.0,1.0,9,3150000.0
14.0,0.0,34.2,5.0,7,10900000.0
15.0,0.0,16.8,1.0,9,5500000.0
12.0,0.0,18.2,1.0,9,5199000.0
11.0,0.0,17.7,1.0,9,4849008.0
13.0,0.0,12.5,1.0,5,4149000.0
4.0,0.0,21.0,1.0,17,4800000.0
12.0,0.0,10.0,1.0,9,3400000.0
9.0,0.0,18.0,1.0,17,4800000.0
11.0,0.0,14.2,1.0,9,4300000.0
13.0,0.0,26.0,14.0,24,13200000.0
8.0,0.0,17.0,1.0,9,4900000.0
5.0,0.0,20.4,4.0,5,5100000.0
5.0,0.0,19.6,4.0,5,4900000.0
8.0,0.0,11.4,1.0,5,4750000.0
7.0,0.0,12.2,1.0,9,3550000.0
16.0,0.0,15.0,3.0,10,5200000.0
10.0,0.0,17.0,1.0,14,4900000.0
9.0,0.0,17.9,10.0,10,10500000.0
16.0,0.0,17.0,1.0,9,5500000.0
12.0,0.0,20.0,2.0,17,4850000.0
26.0,0.0,29.0,2.0,14,7500000.0
13.0,0.0,26.6,7.0,45,13440000.0
8.0,0.0,27.7,18.0,32,9990000.0
16.0,0.0,20.6,8.0,22,7650000.0
8.0,0.0,10.0,1.0,5,4250000.0
3.0,0.0,20.0,9.0,16,7200000.0
13.0,0.0,17.0,1.0,14,4899007.0
9.0,0.0,19.0,1.0,16,4890008.0
16.0,0.0,9.0,9.0,9,2700000.0
6.0,0.0,22.4,2.0,12,5200000.0
19.0,0.0,9.6,1.0,9,2700000.0
14.0,0.0,21.6,17.0,24,7285000.0
15.0,0.0,18.5,1.0,9,5100000.0
7.0,0.0,18.7,1.0,12,4700000.0
14.0,0.0,17.0,1.0,20,4350000.0
14.0,0.0,21.6,20.0,24,7305000.0
21.0,0.0,10.7,1.0,9,3350000.0
14.0,0.0,20.9,8.0,24,7825000.0
14.0,0.0,21.6,12.0,24,8130000.0
15.0,0.0,9.5,1.0,9,3600000.0
14.0,0.0,34.0,4.0,7,10900000.0
12.0,0.0,21.0,1.0,9,4990000.0
10.0,0.0,22.5,1.0,12,4850000.0
19.0,0.0,10.0,1.0,9,2700000.0
16.0,0.0,30.6,17.0,22,14500000.0
9.0,0.0,13.3,10.0,10,6700000.0
19.0,0.0,17.5,1.0,9,4250000.0
11.0,0.0,13.0,8.0,9,4850000.0
16.0,0.0,22.3,4.0,28,12000000.0
4.0,0.0,19.5,1.0,8,10200000.0
11.0,0.0,36.0,4.0,13,11000000.0
19.0,0.0,10.0,1.0,9,2700000.0
16.0,0.0,17.5,1.0,9,4250000.0
19.0,0.0,13.5,1.0,9,3550000.0
17.0,0.0,21.5,18.0,9,13900000.0
7.0,0.0,17.0,1.0,12,4350000.0
17.0,0.0,13.7,1.0,5,5100000.0
5.0,0.0,23.5,1.0,9,4850000.0
13.0,0.0,15.0,4.0,21,2800000.0
23.0,0.0,10.0,2.0,9,3150000.0
12.0,0.0,15.6,5.0,8,7190000.0
5.0,0.0,19.0,5.0,5,4750000.0
16.0,0.0,26.0,2.0,10,8000000.0
12.0,0.0,17.7,1.0,13,5050000.0
15.0,0.0,10.7,1.0,14,3450000.0
27.0,0.0,15.0,2.0,9,3900000.0
8.0,0.0,14.6,1.0,8,5278000.0
26.0,0.0,25.4,8.0,22,7400000.0
33.0,0.0,33.8,15.0,20,8000000.0
18.0,0.0,36.4,2.0,17,7749900.0
15.0,0.0,20.6,1.0,14,5550000.0
27.0,0.0,15.0,2.0,9,3900000.0
8.0,0.0,17.2,1.0,4,13000000.0
8.0,0.0,12.0,1.0,4,10700000.0
27.0,0.0,9.0,2.0,9,2990000.0
19.0,0.0,15.4,1.0,9,4899000.0
7.0,0.0,22.5,1.0,12,5199008.0
7.0,0.0,16.2,1.0,3,8249008.0
6.0,0.0,10.4,1.0,9,3250000.0
7.0,0.0,24.0,9.0,12,10380000.0
15.0,0.0,15.6,3.0,4,8149000.0
27.0,0.0,9.0,2.0,9,2990000.0
27.0,0.0,13.0,2.0,9,3700000.0
16.0,0.0,12.0,1.0,9,4250000.0
4.0,0.0,11.0,1.0,9,3551000.0
2.0,0.0,16.2,2.0,9,5750000.0
20.0,0.0,23.0,10.0,28,5100000.0
27.0,0.0,13.0,2.0,9,3700000.0
6.0,0.0,14.0,1.0,12,3650000.0
13.0,0.0,19.0,1.0,9,4890000.0
23.0,0.0,18.5,3.0,9,7600000.0
18.0,0.0,21.1,2.0,2,8700000.0
13.0,0.0,26.3,4.0,45,13990000.0
27.0,0.0,15.1,2.0,9,3899000.0
13.0,0.0,14.5,1.0,5,4750000.0
3.0,0.0,14.0,2.0,12,3649000.0
6.0,0.0,20.4,1.0,23,5150000.0
12.0,0.0,21.0,1.0,9,4990000.0
18.0,0.0,30.4,17.0,17,6999999.0
19.0,0.0,9.7,1.0,5,3900000.0
15.0,0.0,21.0,16.0,28,9647000.0
15.0,0.0,21.0,18.0,28,9695000.0
15.0,0.0,22.8,10.0,26,10126000.0
15.0,0.0,22.8,12.0,26,10175000.0
7.0,0.0,11.5,1.0,3,5950000.0
14.0,0.0,12.5,1.0,9,3350000.0
12.0,0.0,21.0,1.0,9,5100000.0
17.0,0.0,13.6,2.0,2,3100000.0
14.0,0.0,12.7,1.0,9,3350000.0
21.0,0.0,11.7,1.0,9,4000000.0
12.0,0.0,18.5,1.0,9,5200000.0
11.0,0.0,17.5,3.0,5,7990000.0
12.0,0.0,16.0,9.0,10,4950000.0
6.0,0.0,16.0,1.0,9,5000000.0
9.0,0.0,13.0,1.0,9,3600000.0
5.0,0.0,20.0,10.0,23,10499000.0
15.0,0.0,28.0,4.0,5,7900000.0
32.0,0.0,19.0,2.0,18,4550000.0
8.0,0.0,92.0,10.0,21,58000000.0
24.0,0.0,57.0,23.0,25,22000000.0
14.0,0.0,12.5,1.0,9,3350000.0
4.0,0.0,10.6,1.0,17,3950000.0
4.0,0.0,16.3,1.0,8,7199000.0
19.0,0.0,15.3,3.0,16,4450000.0
14.0,0.0,10.8,1.0,9,3200000.0
21.0,0.0,17.0,1.0,6,4150000.0
25.0,0.0,22.0,2.0,18,5050000.0
25.0,0.0,24.0,2.0,18,5150000.0
8.0,0.0,18.0,2.0,2,6950000.0
8.0,0.0,25.0,2.0,18,5000000.0
4.0,0.0,23.0,2.0,17,4900000.0
6.0,0.0,22.0,2.0,25,4950000.0
