Минут до метро,Количество комнат,Площадь,Этаж,Количество этажей,Цена
10.0,3.0,79.64,2.0,21,34380000.0
5.0,3.0,93.85,32.0,54,37636906.0
10.0,3.0,98.9,3.0,21,40450100.0
6.0,3.0,111.97,20.0,85,76464705.0
1.0,3.0,154.3,62.0,85,109001377.0
6.0,3.0,182.2,15.0,21,223195000.0
19.0,3.0,75.7,6.0,30,24500000.0
5.0,3.0,102.15,44.0,57,51058942.0
6.0,3.0,75.7,13.0,25,30399454.0
8.0,3.0,99.0,7.0,13,57463509.0
13.0,3.0,131.4,7.0,9,66540960.0
7.0,3.0,105.7,25.0,67,118575675.0
6.0,3.0,140.1,10.0,11,116500000.0
9.0,3.0,154.2,4.0,8,146084211.0
19.0,3.0,66.3,11.0,42,31605210.0
14.0,3.0,122.1,6.0,8,136477275.0
8.0,3.0,79.88,2.0,14,61427720.0
6.0,3.0,133.6,4.0,5,154000000.0
17.0,3.0,63.5,9.0,43,31381922.0
5.0,3.0,86.07,7.0,21,96500000.0
5.0,3.0,87.0,7.0,21,98000000.0
8.0,3.0,184.6,12.0,13,234131835.0
7.0,3.0,85.98,29.0,44,33919110.0
18.0,3.0,85.4,32.0,32,39625600.0
8.0,3.0,60.2,3.0,22,20534220.0
20.0,3.0,52.1,6.0,28,20959830.0
16.0,3.0,74.5,17.0,38,39395600.0
18.0,3.0,95.78,20.0,20,46500000.0
7.0,3.0,73.94,3.0,19,51758000.0
6.0,3.0,90.0,7.0,21,100000000.0
6.0,3.0,108.0,9.0,21,104000000.0
6.0,3.0,127.1,6.0,21,124567800.0
9.0,3.0,127.6,6.0,21,127000000.0
6.0,3.0,112.5,6.0,21,131000000.0
19.0,3.0,93.9,4.0,9,134699550.0
6.0,3.0,97.2,8.0,41,41946660.0
13.0,3.0,142.4,7.0,17,77465600.0
16.0,3.0,86.4,10.0,25,38657606.0
14.0,3.0,113.63,2.0,8,37941057.0
14.0,3.0,93.16,6.0,33,52646486.0
10.0,3.0,71.7,20.0,30,28919022.0
2.0,3.0,92.12,3.0,21,86915220.0
5.0,3.0,79.6,11.0,25,21870697.0
10.0,3.0,86.0,43.0,43,36905610.0
6.0,3.0,89.8,31.0,34,44513860.0
6.0,3.0,95.09,2.0,17,37547501.0
13.0,3.0,65.5,2.0,27,28646229.0
9.0,3.0,97.0,10.0,32,45170359.0
14.0,3.0,74.4,7.0,11,29070417.0
3.0,3.0,89.52,27.0,30,41111970.0
15.0,3.0,72.0,17.0,26,28377549.0
11.0,3.0,88.8,24.0,25,35351280.0
1.0,3.0,80.0,2.0,19,39580686.0
3.0,3.0,104.8,4.0,9,51729509.0
12.0,3.0,74.5,2.0,21,21828500.0
19.0,3.0,78.1,19.0,24,29078280.0
14.0,3.0,111.4,14.0,29,38880000.0
6.0,3.0,60.8,12.0,12,15507197.0
19.0,3.0,58.0,5.0,22,22500000.0
4.0,3.0,82.79,3.0,28,29492791.0
13.0,3.0,66.9,10.0,41,46579795.0
4.0,3.0,79.4,12.0,27,26757800.0
17.0,3.0,83.7,19.0,43,37500000.0
6.0,3.0,54.5,6.0,24,10800000.0
6.0,3.0,64.6,2.0,16,28254831.0
5.0,3.0,73.6,14.0,26,30329603.0
8.0,3.0,74.8,2.0,15,16648258.0
10.0,3.0,62.8,6.0,19,24052400.0
2.0,3.0,88.1,39.0,47,32892135.0
6.0,3.0,99.65,8.0,10,93952604.0
14.0,3.0,62.8,2.0,10,13046913.0
9.0,3.0,71.6,7.0,68,20643892.0
11.0,3.0,107.3,3.0,21,26610400.0
14.0,3.0,82.3,5.0,24,32203990.0
10.0,3.0,84.3,19.0,32,39219732.0
17.0,3.0,75.0,2.0,16,12322500.0
5.0,3.0,62.1,11.0,16,12834125.0
13.0,3.0,76.5,12.0,17,16752815.0
3.0,3.0,85.7,2.0,16,17924134.0
10.0,3.0,66.59,6.0,21,19553240.0
18.0,3.0,65.92,3.0,21,23937900.0
5.0,3.0,88.09,11.0,41,34531280.0
14.0,3.0,102.5,17.0,35,51652146.0
18.0,3.0,72.3,17.0,30,16836145.0
11.0,3.0,87.8,18.0,22,17368548.0
14.0,3.0,75.0,10.0,14,43900000.0
27.0,3.0,77.5,29.0,41,38000000.0
14.0,3.0,68.4,3.0,14,41450000.0
6.0,3.0,127.6,6.0,21,127000000.0
21.0,3.0,58.5,14.0,42,31000000.0
6.0,3.0,91.7,18.0,54,30900000.0
12.0,3.0,79.0,13.0,47,26700000.0
6.0,3.0,74.1,4.0,20,27000000.0
17.0,3.0,92.1,38.0,46,44950000.0
16.0,3.0,80.3,12.0,32,41760000.0
16.0,3.0,84.3,9.0,32,42150000.0
9.0,3.0,112.5,6.0,21,132000000.0
7.0,3.0,67.0,6.0,8,48000000.0
7.0,3.0,112.0,6.0,21,131000000.0
5.0,3.0,119.49,17.0,21,111500000.0
4.0,3.0,68.7,8.0,13,30499000.0
6.0,3.0,85.5,19.0,29,39900000.0
5.0,3.0,90.53,7.0,21,99999900.0
10.0,3.0,111.53,4.0,6,133836000.0
10.0,3.0,122.56,5.0,6,147072000.0
14.0,3.0,88.5,35.0,47,28800000.0
10.0,3.0,61.2,4.0,25,31900000.0
4.0,3.0,71.0,22.0,46,44900000.0
5.0,3.0,120.4,2.0,6,160000000.0
12.0,3.0,103.0,8.0,10,73700000.0
8.0,3.0,90.58,10.0,21,36500000.0
12.0,3.0,64.1,2.0,33,28900000.0
2.0,3.0,99.0,16.0,43,52227450.0
14.0,3.0,95.07,3.0,33,52804444.0
14.0,3.0,104.74,10.0,33,67138235.0
17.0,3.0,86.6,38.0,43,70938390.0
18.0,3.0,103.2,2.0,8,82198800.0
18.0,3.0,108.5,2.0,8,110887000.0
18.0,3.0,108.5,6.0,8,112406000.0
6.0,3.0,157.8,2.0,21,136497000.0
6.0,3.0,161.1,3.0,21,142573500.0
6.0,3.0,161.4,5.0,21,154137000.0
6.0,3.0,76.7,21.0,25,32054847.0
18.0,3.0,66.3,19.0,46,32500000.0
13.0,3.0,88.8,2.0,20,41027287.0
12.0,3.0,151.0,3.0,18,83930000.0
7.0,3.0,83.6,22.0,34,103831608.0
15.0,3.0,119.45,2.0,6,140819605.0
15.0,3.0,113.43,4.0,6,187034727.0
3.0,3.0,117.16,4.0,7,257752000.0
3.0,3.0,117.16,4.0,7,269468000.0
3.0,3.0,117.16,6.0,7,351480000.0
15.0,3.0,162.11,6.0,6,526209060.0
14.0,3.0,68.8,13.0,20,31101659.0
3.0,3.0,83.0,20.0,30,36645828.0
7.0,3.0,92.26,14.0,19,65043300.0
11.0,3.0,108.0,15.0,17,65469600.0
5.0,3.0,100.91,1.0,11,100910000.0
7.0,3.0,86.8,10.0,34,102207781.0
9.0,3.0,128.3,6.0,8,124248421.0
12.0,3.0,131.3,5.0,6,331737665.0
12.0,3.0,58.3,15.0,33,26500000.0
3.0,3.0,64.6,18.0,30,28226582.0
6.0,3.0,79.2,18.0,25,32524747.0
5.0,3.0,99.0,23.0,41,56500000.0
6.0,3.0,143.4,5.0,5,236987368.0
16.0,3.0,150.5,10.0,18,147000000.0
13.0,3.0,84.8,3.0,4,166982982.0
6.0,3.0,154.7,4.0,5,254033684.0
17.0,3.0,72.6,21.0,41,31000000.0
30.0,3.0,79.6,8.0,25,35987000.0
13.0,3.0,89.51,7.0,20,39526452.0
6.0,3.0,76.0,9.0,41,40000000.0
3.0,3.0,136.0,25.0,32,51900000.0
5.0,3.0,84.4,17.0,32,77000000.0
5.0,3.0,116.69,3.0,10,105021000.0
13.0,3.0,77.7,2.0,4,138066860.0
13.0,3.0,110.5,4.0,4,256939148.0
6.0,3.0,98.0,7.0,41,62000000.0
17.0,3.0,84.6,17.0,32,67680000.0
13.0,3.0,142.0,12.0,17,85342000.0
12.0,3.0,137.5,2.0,6,217287688.0
6.0,3.0,200.2,5.0,5,410936842.0
24.0,3.0,82.2,9.0,28,28900000.0
16.0,3.0,79.5,23.0,27,43999387.0
13.0,3.0,141.51,7.0,17,83000000.0
12.0,3.0,146.6,3.0,6,228078567.0
7.0,3.0,59.0,2.0,27,24490000.0
7.0,3.0,64.1,2.0,33,28900000.0
3.0,3.0,60.0,31.0,40,30500000.0
6.0,3.0,65.82,8.0,55,31000000.0
8.0,3.0,73.6,2.0,19,37000000.0
9.0,3.0,107.8,31.0,34,39500000.0
8.0,4.0,108.1,9.0,37,68810269.0
13.0,4.0,125.6,12.0,14,91320000.0
7.0,4.0,134.1,26.0,34,129586246.0
5.0,4.0,456.7,1.0,3,1028050000.0
12.0,4.0,148.6,4.0,7,267480000.0
16.0,4.0,104.2,23.0,27,52877241.0
10.0,4.0,155.5,25.0,27,94960000.0
4.0,4.0,176.7,3.0,6,306810000.0
9.0,4.0,93.2,3.0,22,42374125.0
8.0,4.0,121.0,14.0,32,70417039.0
10.0,4.0,229.1,4.0,7,458200000.0
15.0,4.0,156.2,13.0,18,134115000.0
5.0,4.0,116.85,53.0,54,59236368.0
7.0,4.0,179.0,20.0,21,324885000.0
1.0,4.0,232.5,75.0,85,173956500.0
13.0,4.0,142.5,9.0,22,87053250.0
9.0,4.0,226.9,4.0,8,191073684.0
18.0,4.0,83.8,30.0,42,37860840.0
8.0,4.0,100.3,2.0,14,78936100.0
14.0,4.0,296.8,3.0,8,458259200.0
6.0,4.0,107.0,14.0,25,43521501.0
9.0,4.0,130.5,20.0,21,76081500.0
6.0,4.0,206.7,3.0,5,186030000.0
16.0,4.0,110.7,18.0,23,58103220.0
18.0,4.0,162.3,4.0,32,71574300.0
8.0,4.0,154.3,8.0,13,172607941.0
20.0,4.0,85.7,6.0,28,33851500.0
3.0,4.0,142.35,14.0,20,73000000.0
18.0,4.0,133.0,2.0,8,138453000.0
7.0,4.0,102.98,19.0,19,183304400.0
16.0,4.0,110.5,19.0,22,48057113.0
16.0,4.0,104.5,30.0,48,71603400.0
18.0,4.0,114.9,19.0,24,25593861.0
13.0,4.0,86.0,33.0,45,37156241.0
8.0,4.0,93.1,30.0,34,41941550.0
3.0,4.0,93.8,17.0,30,37466440.0
13.0,4.0,106.5,25.0,25,41364600.0
9.0,4.0,82.9,16.0,33,43289259.0
14.0,4.0,96.4,14.0,17,44371808.0
5.0,4.0,184.5,8.0,8,70000000.0
15.0,4.0,64.6,3.0,16,14819084.0
6.0,4.0,87.1,2.0,16,36983095.0
15.0,4.0,129.0,18.0,26,53300528.0
3.0,4.0,154.0,15.0,16,79572878.0
12.0,4.0,193.2,21.0,21,96600000.0
6.0,4.0,154.0,12.0,21,150000000.0
6.0,4.0,139.0,19.0,21,252980000.0
5.0,4.0,85.0,2.0,16,20736849.0
4.0,4.0,96.4,24.0,27,31330000.0
13.0,4.0,108.4,18.0,41,70835210.0
1.0,4.0,296.0,55.0,67,230000000.0
6.0,4.0,192.92,10.0,10,264978354.0
10.0,4.0,94.7,9.0,25,35370450.0
3.0,4.0,135.2,16.0,16,36763452.0
2.0,4.0,116.4,43.0,47,46443600.0
11.0,4.0,110.1,2.0,21,33641055.0
18.0,4.0,105.4,4.0,19,45846892.0
6.0,4.0,77.4,19.0,69,23785467.0
14.0,4.0,122.0,18.0,18,25476197.0
11.0,4.0,129.6,32.0,49,53417232.0
17.0,4.0,77.9,12.0,15,13806217.0
10.0,4.0,103.6,14.0,35,41592684.0
5.0,4.0,104.5,2.0,19,17614465.0
13.0,4.0,109.6,13.0,17,25572839.0
8.0,4.0,100.0,30.0,51,47933200.0
11.0,4.0,104.1,20.0,22,21706077.0
18.0,4.0,80.8,15.0,30,17346768.0
10.0,4.0,158.0,12.0,21,165000000.0
10.0,4.0,82.0,6.0,43,27900000.0
18.0,4.0,129.0,13.0,30,36000000.0
6.0,4.0,107.0,16.0,25,43957847.0
6.0,4.0,106.9,22.0,25,45250876.0
6.0,4.0,106.9,21.0,25,45025638.0
16.0,4.0,104.3,25.0,27,54557930.0
17.0,4.0,99.6,25.0,28,60045382.0
16.0,4.0,110.9,21.0,23,67405020.0
13.0,4.0,136.47,20.0,20,85834034.0
2.0,4.0,113.7,32.0,43,96735960.0
2.0,4.0,113.7,41.0,43,97190760.0
18.0,4.0,133.0,5.0,8,139916000.0
9.0,4.0,222.5,5.0,8,159263158.0
18.0,4.0,134.5,3.0,8,168259500.0
9.0,4.0,179.5,7.0,8,179500000.0
6.0,4.0,161.8,5.0,21,186070000.0
6.0,4.0,179.9,3.0,21,206885000.0
9.0,4.0,180.7,8.0,8,209231579.0
18.0,4.0,144.7,8.0,8,236584500.0
6.0,4.0,234.3,18.0,21,323334000.0
3.0,4.0,267.5,1.0,2,481500000.0
3.0,4.0,168.82,4.0,7,506460000.0
3.0,4.0,168.82,6.0,7,675280000.0
12.0,4.0,191.5,2.0,6,236665279.0
12.0,4.0,188.0,3.0,6,274166674.0
12.0,4.0,164.3,4.0,6,278956762.0
13.0,4.0,110.1,4.0,4,291738704.0
8.0,4.0,168.0,3.0,6,318000000.0
8.0,4.0,166.0,3.0,6,318000000.0
5.0,4.0,161.07,8.0,10,209391000.0
27.0,4.0,160.0,12.0,12,85000000.0
5.0,4.0,151.0,7.0,10,165000000.0
7.0,4.0,176.7,18.0,34,213374792.0
23.0,4.0,95.7,5.0,23,49900000.0
6.0,4.0,105.0,13.0,43,33800000.0
6.0,4.0,150.0,3.0,8,252000000.0
17.0,4.0,124.6,4.0,21,53000000.0
17.0,4.0,64.8,2.0,16,11932985.0
14.0,4.0,65.0,2.0,14,13119242.0
5.0,4.0,64.7,6.0,16,13221767.0
15.0,4.0,65.5,4.0,24,13240292.0
17.0,4.0,65.5,9.0,15,13796265.0
15.0,4.0,62.1,8.0,15,13806878.0
17.0,4.0,78.6,11.0,16,14111608.0
15.0,4.0,80.4,8.0,13,14500000.0
9.0,4.0,66.7,3.0,18,14769112.0
13.0,4.0,69.6,9.0,18,15692106.0
8.0,4.0,79.0,7.0,21,15912890.0
17.0,4.0,86.6,9.0,9,16254820.0
8.0,4.0,79.0,7.0,21,16897782.0
10.0,4.0,72.9,2.0,16,16936231.0
16.0,4.0,85.7,11.0,14,16989468.0
16.0,4.0,109.7,5.0,14,17058350.0
18.0,4.0,80.8,6.0,30,17212014.0
17.0,4.0,86.6,6.0,9,17337320.0
17.0,4.0,86.6,7.0,9,17545160.0
11.0,4.0,61.9,11.0,16,17597242.0
18.0,4.0,83.7,14.0,30,18091303.0
18.0,4.0,83.6,14.0,30,17958539.0
6.0,4.0,101.3,14.0,15,18540787.0
9.0,4.0,87.8,9.0,18,19034498.0
7.0,4.0,66.7,4.0,9,19039582.0
17.0,4.0,93.0,7.0,21,19173330.0
13.0,4.0,64.7,5.0,14,20099898.0
12.0,4.0,73.6,12.0,18,21535947.0
11.0,4.0,104.6,21.0,22,21500316.0
5.0,4.0,71.3,8.0,16,21476447.0
11.0,4.0,104.1,22.0,22,21761420.0
7.0,4.0,104.0,18.0,20,22146076.0
6.0,4.0,77.8,2.0,69,22385197.0
13.0,4.0,107.2,15.0,17,24356065.0
9.0,4.0,82.4,32.0,47,24229338.0
13.0,4.0,107.3,17.0,17,24810532.0
9.0,4.0,75.1,57.0,68,24833649.0
8.0,4.0,82.1,2.0,28,25089760.0
18.0,4.0,108.5,18.0,24,25869284.0
14.0,4.0,78.2,24.0,26,25962400.0
10.0,4.0,84.7,21.0,30,26143344.0
7.0,4.0,73.72,24.0,34,26240761.0
13.0,4.0,109.6,16.0,17,26246250.0
14.0,4.0,80.58,4.0,13,26407999.0
10.0,4.0,84.6,30.0,30,26258664.0
10.0,4.0,84.7,25.0,30,26509241.0
14.0,4.0,77.74,11.0,25,26917086.0
14.0,4.0,80.58,9.0,13,26823067.0
18.0,4.0,115.0,21.0,24,27178614.0
7.0,4.0,73.75,24.0,34,27447095.0
7.0,4.0,73.72,20.0,34,27607735.0
14.0,4.0,95.5,3.0,12,28650000.0
8.0,4.0,95.2,2.0,22,28712320.0
11.0,4.0,101.4,2.0,29,29473982.0
8.0,4.0,110.0,4.0,30,29396950.0
8.0,4.0,87.3,13.0,34,29778030.0
11.0,4.0,86.7,26.0,35,29915835.0
20.0,4.0,108.6,4.0,20,29915127.0
11.0,4.0,86.7,29.0,35,30273039.0
11.0,4.0,88.5,25.0,35,30719235.0
4.0,4.0,96.4,20.0,27,31089000.0
11.0,4.0,86.6,2.0,32,31573676.0
13.0,4.0,80.62,3.0,21,31597181.0
8.0,4.0,82.9,22.0,34,31584900.0
11.0,4.0,102.6,16.0,29,31622298.0
13.0,4.0,79.26,15.0,21,31962635.0
11.0,4.0,102.6,22.0,29,31931846.0
4.0,4.0,100.0,17.0,25,32270000.0
11.0,4.0,87.1,4.0,32,32018337.0
14.0,4.0,101.4,2.0,28,33000000.0
4.0,4.0,82.8,3.0,19,33541452.0
6.0,4.0,108.52,17.0,21,33389132.0
10.0,4.0,94.6,6.0,25,33630300.0
17.0,4.0,86.9,2.0,27,33743270.0
8.0,4.0,89.0,44.0,55,34500000.0
13.0,4.0,80.62,5.0,21,34892872.0
8.0,4.0,110.0,7.0,30,34842500.0
8.0,4.0,100.89,29.0,49,35319989.0
8.0,4.0,90.6,5.0,26,35424600.0
8.0,4.0,90.6,8.0,26,35968200.0
8.0,4.0,110.0,15.0,30,35722500.0
17.0,4.0,86.9,9.0,27,36350270.0
11.0,4.0,110.1,22.0,29,36333000.0
6.0,4.0,88.6,3.0,29,36196644.0
11.0,4.0,110.1,24.0,29,36663300.0
13.0,4.0,108.2,31.0,32,36794055.0
8.0,4.0,92.5,28.0,34,36482000.0
3.0,4.0,93.8,13.0,30,36696529.0
10.0,4.0,94.6,18.0,25,36846700.0
6.0,4.0,95.2,17.0,34,36899520.0
13.0,4.0,86.5,35.0,45,37513430.0
15.0,5.0,178.2,8.0,11,140197602.0
13.0,5.0,187.7,13.0,21,139370000.0
0.0,5.0,657.5,1.0,5,1475430000.0
16.0,5.0,221.0,11.0,18,190612500.0
6.0,5.0,218.37,77.0,85,158792331.0
9.0,5.0,162.3,61.0,67,176566170.0
8.0,5.0,108.3,33.0,34,41457240.0
10.0,5.0,310.16,6.0,6,369090400.0
14.0,5.0,127.1,8.0,14,74900000.0
1.0,5.0,143.1,19.0,19,117616637.0
23.0,5.0,385.0,3.0,3,200000000.0
2.0,5.0,135.0,5.0,14,92700000.0
5.0,5.0,190.75,10.0,21,175000000.0
17.0,5.0,143.2,43.0,46,72750000.0
5.0,5.0,235.8,1.0,3,258000000.0
4.0,5.0,127.0,10.0,14,87000000.0
13.0,5.0,135.2,2.0,4,263287736.0
13.0,5.0,133.9,3.0,4,277575450.0
12.0,5.0,223.2,4.0,6,379533010.0
13.0,5.0,133.8,4.0,4,382078546.0
12.0,5.0,239.6,4.0,6,427790837.0
6.0,5.0,322.4,21.0,21,496496000.0
6.0,5.0,359.5,21.0,21,557584500.0
12.0,5.0,230.1,5.0,6,604927751.0
6.0,5.0,387.3,21.0,21,724251000.0
9.0,5.0,190.0,11.0,21,175000000.0
8.0,5.0,130.0,22.0,41,75500000.0
7.0,5.0,266.8,31.0,34,378495286.0
17.0,5.0,94.7,5.0,14,18565735.0
17.0,5.0,94.7,4.0,14,18476668.0
17.0,5.0,94.7,6.0,14,18934626.0
10.0,5.0,123.3,2.0,17,26398530.0
10.0,5.0,122.0,15.0,17,28694400.0
6.0,5.0,128.7,2.0,15,29578472.0
10.0,5.0,139.6,11.0,17,30530520.0
6.0,5.0,136.7,2.0,15,31947461.0
6.0,5.0,138.0,2.0,12,32034090.0
16.0,5.0,187.8,2.0,23,34468676.0
8.0,5.0,103.0,27.0,28,39356300.0
8.0,5.0,112.7,21.0,22,41834240.0
8.0,5.0,109.1,27.0,28,41698020.0
6.0,5.0,113.0,68.0,69,45382050.0
8.0,5.0,118.8,29.0,34,46213200.0
12.0,5.0,118.7,26.0,27,47373170.0
10.0,5.0,122.9,5.0,35,48591218.0
10.0,5.0,123.3,5.0,35,48742897.0
10.0,5.0,119.3,24.0,30,49756302.0
10.0,5.0,116.1,20.0,30,49797539.0
14.0,5.0,112.1,10.0,13,50621197.0
10.0,5.0,119.7,27.0,30,50352862.0
12.0,5.0,123.7,15.0,27,50914920.0
14.0,5.0,107.6,20.0,21,51632454.0
14.0,5.0,114.4,7.0,9,51392502.0
19.0,5.0,109.0,37.0,42,52156500.0
17.0,5.0,117.4,15.0,33,53006100.0
17.0,5.0,117.4,13.0,33,52806520.0
17.0,5.0,117.4,23.0,33,53675280.0
15.0,5.0,119.5,26.0,26,55464261.0
6.0,5.0,143.5,34.0,34,57084300.0
18.0,5.0,126.2,14.0,19,60406892.0
18.0,5.0,126.2,15.0,19,60636576.0
18.0,5.0,126.2,13.0,19,60062366.0
19.0,5.0,147.9,41.0,42,68758710.0
11.0,5.0,153.1,26.0,49,68385177.0
12.0,5.0,143.0,38.0,47,70000000.0
6.0,5.0,144.6,16.0,16,70980219.0
9.0,5.0,137.8,28.0,32,71762857.0
9.0,5.0,137.8,26.0,32,71300616.0
18.0,5.0,147.9,41.0,42,74467650.0
6.0,5.0,159.9,16.0,16,79716299.0
12.0,5.0,128.4,19.0,29,90696367.0
28.0,5.0,139.0,3.0,13,92000000.0
13.0,5.0,162.68,20.0,20,92888978.0
8.0,5.0,153.1,4.0,37,95293738.0
6.0,5.0,143.8,29.0,29,96058400.0
8.0,5.0,156.4,4.0,37,98399928.0
12.0,5.0,214.0,21.0,21,107000000.0
11.0,5.0,163.0,20.0,41,109831498.0
11.0,5.0,166.2,20.0,41,111987699.0
11.0,5.0,159.4,20.0,41,123026310.0
9.0,5.0,166.5,19.0,32,126977697.0
13.0,5.0,188.2,11.0,21,136750000.0
8.0,5.0,158.27,7.0,14,138169710.0
13.0,5.0,188.2,12.0,21,138170000.0
15.0,5.0,188.7,5.0,11,141035323.0
18.0,5.0,180.7,46.0,47,150206875.0
6.0,5.0,218.51,50.0,85,149716715.0
8.0,5.0,158.27,9.0,14,151464390.0
6.0,5.0,218.48,54.0,85,151007040.0
6.0,5.0,218.47,53.0,85,150672423.0
9.0,5.0,162.3,60.0,67,170406885.0
5.0,5.0,161.7,41.0,41,178000000.0
8.0,5.0,267.1,21.0,21,199000000.0
9.0,5.0,197.2,59.0,67,199566400.0
9.0,5.0,153.6,61.0,67,205962240.0
3.0,5.0,174.3,24.0,24,209160000.0
9.0,5.0,153.6,64.0,67,223449600.0
16.0,5.0,236.7,12.0,18,249990137.0
3.0,5.0,210.8,24.0,24,252960000.0
16.0,5.0,250.4,11.0,18,260551090.0
8.0,5.0,223.0,13.0,13,306625000.0
5.0,5.0,264.6,7.0,7,450000000.0
10.0,5.0,229.2,3.0,7,458400000.0
4.0,5.0,259.3,4.0,6,483520000.0
10.0,5.0,231.5,4.0,7,486150000.0
10.0,5.0,231.5,5.0,7,532450000.0
4.0,5.0,259.4,5.0,6,559310000.0
4.0,5.0,283.3,5.0,6,610590000.0
5.0,5.0,250.5,5.0,8,607760000.0
5.0,5.0,227.0,8.0,14,617020000.0
5.0,5.0,229.3,11.0,14,685390000.0
3.0,5.0,588.1,66.0,66,970365000.0
3.0,5.0,593.3,66.0,66,978945000.0
17.0,5.0,94.7,6.0,14,18648091.0
17.0,5.0,94.7,4.0,14,18753818.0
7.0,5.0,114.76,1.0,17,22077873.0
10.0,5.0,123.0,3.0,17,27183000.0
10.0,5.0,122.4,6.0,17,27515520.0
10.0,5.0,122.4,5.0,17,27368640.0
10.0,5.0,122.3,7.0,17,27639800.0
10.0,5.0,122.1,10.0,17,28021950.0
10.0,5.0,122.3,9.0,17,27908860.0
10.0,5.0,122.1,11.0,17,28156260.0
10.0,5.0,122.0,14.0,17,28560200.0
10.0,5.0,121.8,17.0,17,28793520.0
10.0,5.0,121.8,16.0,17,28793520.0
8.0,5.0,125.7,4.0,16,28829158.0
8.0,5.0,125.8,3.0,16,28682874.0
10.0,5.0,139.9,4.0,17,29532890.0
10.0,5.0,140.4,3.0,17,29455920.0
10.0,5.0,139.9,6.0,17,29826680.0
8.0,5.0,125.4,11.0,16,29800563.0
10.0,5.0,139.6,10.0,17,30376960.0
10.0,5.0,139.7,9.0,17,30245050.0
10.0,5.0,139.7,8.0,17,30105350.0
10.0,5.0,139.6,12.0,17,30684080.0
10.0,5.0,139.5,14.0,17,30969000.0
10.0,5.0,139.3,17.0,17,31231060.0
10.0,5.0,139.3,16.0,17,31231060.0
10.0,5.0,139.5,15.0,17,31122450.0
11.0,5.0,137.6,2.0,13,31452763.0
5.0,5.0,136.9,2.0,15,33543358.0
11.0,5.0,164.2,2.0,16,33842369.0
11.0,5.0,151.8,2.0,16,34067199.0
11.0,5.0,152.1,2.0,13,34217493.0
11.0,5.0,165.0,2.0,16,34632798.0
6.0,5.0,141.6,2.0,15,34857754.0
10.0,5.0,167.8,2.0,17,35806755.0
11.0,5.0,149.3,2.0,16,36264749.0
8.0,5.0,108.2,34.0,34,42760640.0
8.0,5.0,112.6,28.0,28,43418560.0
8.0,5.0,118.6,33.0,34,43763400.0
10.0,5.0,120.1,23.0,30,51108272.0
10.0,5.0,120.5,26.0,30,51708001.0
19.0,5.0,139.02,30.0,30,52136909.0
14.0,5.0,155.7,1.0,17,53009297.0
17.0,5.0,117.4,26.0,33,57044660.0
17.0,5.0,117.4,27.0,33,57115100.0
17.0,5.0,131.22,28.0,31,57736800.0
6.0,5.0,227.3,20.0,20,58802510.0
6.0,5.0,149.8,11.0,11,59920000.0
6.0,5.0,132.6,2.0,28,60060058.0
17.0,5.0,138.7,27.0,27,63205590.0
14.0,5.0,191.7,1.0,17,63217539.0
17.0,5.0,128.7,33.0,33,63938160.0
17.0,5.0,131.2,26.0,27,64445440.0
7.0,5.0,104.4,9.0,18,64889951.0
17.0,5.0,159.7,6.0,27,64518105.0
11.0,5.0,180.9,41.0,42,66242889.0
6.0,5.0,132.4,5.0,28,66767341.0
17.0,5.0,157.4,8.0,27,67058413.0
6.0,5.0,132.4,8.0,28,67238814.0
14.0,5.0,111.7,13.0,13,68618733.0
3.0,5.0,152.63,2.0,19,68429112.0
10.0,5.0,147.28,24.0,24,68853400.0
9.0,5.0,128.9,11.0,28,68546354.0
17.0,5.0,144.0,26.0,27,69206400.0
17.0,5.0,157.4,12.0,27,70269186.0
17.0,5.0,144.5,26.0,27,70761650.0
6.0,5.0,126.5,13.0,28,70629469.0
6.0,5.0,134.1,7.0,28,70821893.0
11.0,5.0,143.9,41.0,42,71301613.0
5.0,5.0,126.9,13.0,28,71849754.0
0.0,5.0,144.8,6.0,22,72240720.0
9.0,5.0,122.0,15.0,28,72303661.0
11.0,5.0,153.3,41.0,42,73827544.0
0.0,5.0,144.8,8.0,22,73543920.0
17.0,5.0,138.4,3.0,15,74740654.0
17.0,5.0,140.1,32.0,33,75331770.0
17.0,5.0,138.4,4.0,15,75425319.0
1.0,5.0,113.72,16.0,18,75184923.0
17.0,5.0,138.4,6.0,15,76109983.0
17.0,5.0,138.4,5.0,15,75774640.0
14.0,5.0,116.8,21.0,21,75931152.0
17.0,5.0,138.4,8.0,15,76794510.0
1.0,6.0,1067.4,9.0,9,2455020000.0
5.0,6.0,33.5,19.0,36,23666056.0
1.0,6.0,27.1,10.0,14,17290000.0
9.0,6.0,116.9,10.0,10,28913370.0
3.0,6.0,33.0,2.0,41,21768120.0
17.0,6.0,23.8,2.0,28,15484667.0
10.0,6.0,23.8,7.0,26,12640000.0
1.0,6.0,171.82,8.0,9,274912000.0
2.0,6.0,40.05,1.0,4,84420000.0
11.0,6.0,39.0,9.0,17,24183900.0
6.0,6.0,43.75,58.0,85,35732813.0
8.0,6.0,26.21,2.0,36,14833876.0
8.0,6.0,33.8,11.0,13,17966961.0
4.0,6.0,23.8,2.0,20,13872663.0
10.0,6.0,21.73,3.0,21,6500000.0
14.0,6.0,25.1,41.0,45,7479000.0
16.0,6.0,36.0,10.0,23,19125000.0
