const,Количество комнат,Площадь,Цена
1.0,1.0,35.0,10500000.0
1.0,1.0,39.5,13500000.0
1.0,1.0,34.6,11990000.0
1.0,1.0,42.0,11000000.0
1.0,1.0,36.8,10200000.0
1.0,1.0,47.4,35990000.0
1.0,1.0,50.4,22300000.0
1.0,1.0,43.9,13500000.0
1.0,1.0,42.0,15699000.0
1.0,1.0,42.0,13000000.0
1.0,1.0,37.9,11900000.0
1.0,1.0,52.4,14500000.0
1.0,1.0,40.9,12250000.0
1.0,1.0,40.0,15500000.0
1.0,1.0,45.4,16000000.0
1.0,1.0,39.1,10200000.0
1.0,1.0,41.0,15600000.0
1.0,1.0,40.0,18000000.0
1.0,1.0,38.0,17500000.0
1.0,1.0,40.0,12000000.0
1.0,1.0,38.0,13500000.0
1.0,1.0,36.2,9310000.0
1.0,1.0,35.6,10900000.0
1.0,1.0,45.1,16800000.0
1.0,1.0,35.4,11600000.0
1.0,1.0,38.0,13400000.0
1.0,1.0,42.0,14990000.0
1.0,1.0,41.0,16500000.0
1.0,1.0,41.2,18500000.0
1.0,1.0,44.7,13850000.0
1.0,1.0,41.8,13900000.0
1.0,1.0,39.1,10500000.0
1.0,1.0,40.6,12990000.0
1.0,1.0,53.0,12500000.0
1.0,1.0,40.5,12100000.0
1.0,1.0,37.5,12200000.0
1.0,1.0,36.0,10500000.0
1.0,1.0,34.5,13550000.0
1.0,1.0,39.0,10400000.0
1.0,1.0,39.0,9750000.0
1.0,1.0,36.0,12990000.0
1.0,1.0,38.0,12000000.0
1.0,1.0,39.0,14500000.0
1.0,1.0,36.2,10150000.0
1.0,1.0,30.4,8100000.0
1.0,1.0,39.0,10000000.0
1.0,1.0,48.4,17000000.0
1.0,1.0,34.3,12000000.0
1.0,1.0,35.2,15000000.0
1.0,1.0,38.0,9250000.0
1.0,1.0,41.5,13450000.0
1.0,1.0,39.0,11000000.0
1.0,1.0,45.3,24799990.0
1.0,1.0,38.2,17200000.0
1.0,1.0,38.8,12100000.0
1.0,1.0,41.5,23650000.0
1.0,1.0,46.0,21900000.0
1.0,1.0,33.7,19000000.0
1.0,1.0,36.7,10900000.0
1.0,1.0,32.4,9900000.0
1.0,1.0,38.0,9600000.0
1.0,1.0,35.4,10900000.0
1.0,1.0,41.0,12000000.0
1.0,1.0,42.0,9200000.0
1.0,1.0,39.0,12500000.0
1.0,1.0,36.0,11990000.0
1.0,1.0,32.0,13500000.0
1.0,1.0,40.0,15200000.0
1.0,1.0,44.8,12500000.0
1.0,1.0,34.0,18100000.0
1.0,1.0,45.0,30000000.0
1.0,1.0,36.4,10200000.0
1.0,1.0,38.6,10300000.0
1.0,1.0,35.5,11200000.0
1.0,1.0,41.8,10100000.0
1.0,1.0,35.0,19500000.0
1.0,1.0,38.0,13300000.0
1.0,1.0,37.9,9100000.0
1.0,1.0,35.5,15500000.0
1.0,1.0,33.4,9800000.0
1.0,1.0,32.0,11700000.0
1.0,1.0,39.7,16400000.0
1.0,1.0,42.0,12600000.0
1.0,1.0,36.6,12300000.0
1.0,1.0,40.0,8300000.0
1.0,1.0,32.0,8900000.0
1.0,1.0,34.2,8000000.0
1.0,1.0,33.0,11300000.0
1.0,1.0,36.0,12500000.0
1.0,1.0,49.0,13700000.0
1.0,1.0,38.8,11850000.0
1.0,1.0,36.0,9400000.0
1.0,1.0,38.0,12300000.0
1.0,1.0,38.0,12000000.0
1.0,1.0,34.0,10500000.0
1.0,1.0,41.6,11200000.0
1.0,1.0,38.1,11600000.0
1.0,1.0,35.5,17990000.0
1.0,1.0,38.7,9450000.0
1.0,1.0,42.2,15700000.0
1.0,1.0,41.4,12500000.0
1.0,1.0,37.0,12700000.0
1.0,1.0,44.0,16900000.0
1.0,1.0,44.7,13700000.0
1.0,1.0,38.5,12000000.0
1.0,1.0,35.2,10500000.0
1.0,1.0,34.0,8800800.0
1.0,1.0,45.0,13900000.0
1.0,1.0,29.5,14300000.0
1.0,1.0,37.9,12250000.0
1.0,1.0,41.8,11500000.0
1.0,1.0,39.0,10300000.0
1.0,1.0,45.0,16500000.0
1.0,1.0,45.1,14800000.0
1.0,1.0,40.0,11490000.0
1.0,1.0,37.9,10500000.0
1.0,1.0,45.0,17500000.0
1.0,1.0,36.1,11500000.0
1.0,1.0,38.3,12799999.0
1.0,1.0,44.0,9200000.0
1.0,1.0,35.1,9500000.0
1.0,1.0,39.4,11500000.0
1.0,1.0,32.3,13000000.0
1.0,1.0,34.9,11250000.0
1.0,1.0,41.7,15000000.0
1.0,1.0,33.2,15000000.0
1.0,1.0,34.0,10900000.0
1.0,1.0,41.6,15490000.0
1.0,1.0,41.5,15150000.0
1.0,1.0,36.0,10000000.0
1.0,1.0,58.0,17990000.0
1.0,1.0,36.0,9500000.0
1.0,1.0,41.0,10800000.0
1.0,1.0,38.6,14000000.0
1.0,1.0,40.0,9990000.0
1.0,1.0,40.2,14300000.0
1.0,1.0,38.3,14990000.0
1.0,1.0,41.5,13800000.0
1.0,1.0,37.2,7900000.0
1.0,1.0,42.0,20500000.0
1.0,1.0,34.3,13200000.0
1.0,1.0,36.7,15000000.0
1.0,1.0,35.0,8340000.0
1.0,1.0,34.8,10000000.0
1.0,1.0,39.6,13370000.0
1.0,1.0,35.0,11000000.0
1.0,1.0,49.3,12300000.0
1.0,1.0,44.9,11000000.0
1.0,1.0,39.0,11800000.0
1.0,1.0,38.9,12000000.0
1.0,1.0,39.0,14500000.0
1.0,1.0,38.0,14800000.0
1.0,1.0,37.0,14200000.0
1.0,1.0,41.5,10800000.0
1.0,1.0,46.4,17200000.0
1.0,1.0,42.0,9400000.0
1.0,1.0,38.0,11350000.0
1.0,1.0,37.8,12900000.0
1.0,1.0,41.0,10500000.0
1.0,1.0,40.0,9800000.0
1.0,1.0,38.0,11300000.0
1.0,1.0,45.0,12000000.0
1.0,1.0,39.0,12000000.0
1.0,1.0,41.0,16990000.0
1.0,1.0,35.0,9700000.0
1.0,1.0,40.2,8700000.0
1.0,1.0,36.1,9120000.0
1.0,1.0,45.0,13990000.0
1.0,1.0,40.5,18500000.0
1.0,1.0,35.2,8700000.0
1.0,1.0,36.5,13690000.0
1.0,1.0,42.5,15390000.0
1.0,1.0,38.0,12800000.0
1.0,1.0,40.0,10150000.0
1.0,1.0,30.9,9900000.0
1.0,1.0,40.1,10500000.0
1.0,1.0,45.0,31000000.0
1.0,1.0,33.0,16300000.0
1.0,1.0,39.5,16990000.0
1.0,1.0,33.5,14350000.0
1.0,1.0,39.0,14600000.0
1.0,1.0,39.0,10500000.0
1.0,1.0,38.9,12500000.0
1.0,1.0,41.9,15900000.0
1.0,1.0,54.3,26100000.0
1.0,1.0,45.7,11400000.0
1.0,1.0,38.5,11550000.0
1.0,1.0,43.0,27250000.0
1.0,1.0,38.0,11300000.0
1.0,1.0,38.0,13950000.0
1.0,1.0,41.2,14350000.0
1.0,1.0,38.0,14900000.0
1.0,1.0,38.8,11800000.0
1.0,1.0,34.8,12000000.0
1.0,1.0,37.5,11600000.0
1.0,1.0,48.6,19999900.0
1.0,1.0,46.7,18999900.0
1.0,1.0,35.3,15300000.0
1.0,1.0,40.6,8200000.0
1.0,1.0,39.2,11300000.0
1.0,1.0,37.0,11000000.0
1.0,1.0,39.0,11150000.0
1.0,1.0,37.8,11000000.0
1.0,1.0,38.0,18000000.0
1.0,1.0,42.0,15300000.0
1.0,1.0,37.3,11800000.0
1.0,1.0,42.5,13700000.0
1.0,1.0,38.5,15000000.0
1.0,1.0,43.4,13500000.0
1.0,1.0,37.6,13500000.0
1.0,1.0,38.0,14000000.0
1.0,1.0,38.0,12700000.0
1.0,1.0,37.8,9500000.0
1.0,1.0,39.8,16400000.0
1.0,1.0,37.5,11900000.0
1.0,1.0,38.7,14000000.0
1.0,1.0,35.8,9100000.0
1.0,1.0,39.2,10900000.0
1.0,1.0,38.1,9200000.0
1.0,1.0,34.8,10800000.0
1.0,1.0,52.0,19500000.0
1.0,1.0,37.7,10500000.0
1.0,1.0,38.0,10999000.0
1.0,1.0,37.8,11500000.0
1.0,1.0,37.8,11900000.0
1.0,1.0,38.3,13300000.0
1.0,1.0,44.2,21500000.0
1.0,1.0,45.5,29990000.0
1.0,1.0,45.0,14500000.0
1.0,1.0,35.5,12300000.0
1.0,1.0,38.3,11500000.0
1.0,1.0,39.4,10200000.0
1.0,1.0,36.7,10400000.0
1.0,1.0,37.6,13999000.0
1.0,1.0,40.4,22000000.0
1.0,1.0,36.9,10500000.0
1.0,1.0,45.8,21750000.0
1.0,1.0,35.8,9850000.0
1.0,1.0,45.2,28000000.0
1.0,1.0,32.4,11800000.0
1.0,1.0,35.6,10400000.0
1.0,1.0,38.4,14100000.0
1.0,1.0,34.6,9600000.0
1.0,1.0,54.3,29000000.0
1.0,1.0,49.0,14870000.0
1.0,1.0,37.5,16900000.0
1.0,1.0,40.0,11500000.0
1.0,1.0,35.1,12700000.0
1.0,1.0,38.9,12495000.0
1.0,1.0,35.0,10800000.0
1.0,1.0,36.5,8450000.0
1.0,1.0,42.8,10750000.0
1.0,1.0,45.0,16200000.0
1.0,1.0,46.3,19900000.0
1.0,1.0,40.4,22000000.0
1.0,1.0,32.7,12000000.0
1.0,1.0,40.0,19000000.0
1.0,1.0,35.5,10100000.0
1.0,1.0,38.4,27000000.0
1.0,1.0,40.3,13500000.0
1.0,1.0,35.0,10299999.0
1.0,1.0,43.0,24200000.0
1.0,1.0,39.0,12500000.0
1.0,1.0,45.5,23900000.0
1.0,1.0,45.5,23500000.0
1.0,1.0,46.0,30000000.0
1.0,1.0,38.5,16500000.0
1.0,1.0,35.1,13500000.0
1.0,1.0,38.5,12400000.0
1.0,1.0,38.0,10200000.0
1.0,1.0,39.9,18990000.0
1.0,1.0,37.0,15600000.0
1.0,1.0,36.6,9600000.0
1.0,1.0,42.0,15500000.0
1.0,1.0,40.0,14500000.0
1.0,1.0,41.0,14500000.0
1.0,1.0,39.0,8000000.0
1.0,1.0,39.0,19900000.0
1.0,1.0,40.0,13800000.0
1.0,1.0,40.9,11000000.0
1.0,1.0,36.0,9900000.0
1.0,1.0,35.0,10900000.0
1.0,1.0,28.3,8750000.0
1.0,1.0,40.0,14000000.0
1.0,1.0,38.1,11500000.0
1.0,1.0,34.1,11150000.0
1.0,1.0,37.1,11800000.0
1.0,1.0,34.9,9900000.0
1.0,1.0,29.5,15800000.0
1.0,1.0,40.0,12600000.0
1.0,1.0,40.0,13200000.0
1.0,1.0,38.4,10800000.0
1.0,1.0,42.2,12100000.0
1.0,1.0,38.3,15500000.0
1.0,1.0,40.1,13250000.0
1.0,1.0,44.9,17900000.0
1.0,1.0,34.5,9900000.0
1.0,1.0,38.7,11000000.0
1.0,1.0,40.6,24450000.0
1.0,1.0,38.1,18500000.0
1.0,1.0,39.6,11000000.0
1.0,1.0,44.7,23500000.0
1.0,1.0,34.5,18000000.0
1.0,1.0,36.0,9700000.0
1.0,1.0,39.1,16300000.0
1.0,1.0,42.3,15900000.0
1.0,1.0,38.1,8950000.0
1.0,1.0,42.0,7790000.0
1.0,1.0,37.0,17700000.0
1.0,1.0,49.4,26450000.0
1.0,1.0,125.9,59000000.0
1.0,1.0,34.5,11300000.0
1.0,1.0,46.0,28000000.0
1.0,1.0,38.8,12000000.0
1.0,1.0,69.4,28200000.0
1.0,1.0,45.7,13350000.0
1.0,1.0,40.0,14326650.0
1.0,1.0,44.3,20821000.0
1.0,1.0,31.6,14852000.0
1.0,1.0,58.8,26460000.0
1.0,1.0,35.3,11564280.0
1.0,1.0,26.0,11700000.0
1.0,1.0,33.6,14800000.0
1.0,1.0,35.0,10490000.0
1.0,1.0,40.3,18600000.0
1.0,1.0,36.2,15500000.0
1.0,1.0,34.6,13000000.0
1.0,1.0,44.9,22500000.0
1.0,1.0,37.5,10500000.0
1.0,1.0,38.0,8800000.0
1.0,1.0,36.0,13900000.0
1.0,1.0,38.4,19890000.0
1.0,1.0,43.8,15900000.0
1.0,1.0,32.7,14600000.0
1.0,1.0,40.8,14200000.0
1.0,1.0,38.0,10700000.0
1.0,1.0,46.0,24000000.0
1.0,1.0,35.0,12000000.0
1.0,1.0,46.7,29500000.0
1.0,1.0,46.0,30000000.0
1.0,1.0,34.2,9700000.0
1.0,1.0,41.0,10200000.0
1.0,1.0,30.0,18800000.0
1.0,1.0,44.6,13250000.0
1.0,1.0,42.1,26900000.0
1.0,1.0,41.0,23250000.0
1.0,1.0,43.1,16950000.0
1.0,1.0,39.0,10800000.0
1.0,1.0,36.3,9000000.0
1.0,1.0,104.3,79789500.0
1.0,1.0,64.4,55000000.0
1.0,1.0,41.2,18500000.0
1.0,1.0,32.0,7499999.0
1.0,1.0,44.3,14999900.0
1.0,1.0,37.0,13500000.0
1.0,1.0,36.1,12500000.0
1.0,1.0,31.8,11900000.0
1.0,1.0,38.0,10300000.0
1.0,1.0,43.0,25750000.0
1.0,1.0,40.6,18500000.0
1.0,1.0,34.7,9800000.0
1.0,1.0,34.1,8300000.0
1.0,1.0,41.0,23700000.0
1.0,1.0,33.0,10950000.0
1.0,1.0,38.0,10990000.0
1.0,1.0,42.3,12250000.0
1.0,1.0,36.0,12000000.0
1.0,1.0,38.2,14000000.0
1.0,1.0,38.3,10600000.0
1.0,1.0,39.0,17000000.0
1.0,1.0,39.2,9800000.0
1.0,1.0,40.0,14500000.0
1.0,1.0,38.0,9690000.0
1.0,1.0,37.8,10990000.0
1.0,1.0,40.7,14300000.0
1.0,1.0,37.8,9500000.0
1.0,1.0,35.1,9500000.0
1.0,1.0,47.0,20500000.0
1.0,1.0,38.4,14900000.0
1.0,1.0,35.7,12500000.0
1.0,1.0,40.3,11500000.0
1.0,1.0,31.9,10750000.0
1.0,1.0,40.0,16500000.0
1.0,1.0,44.0,24500000.0
1.0,1.0,38.8,10000000.0
1.0,1.0,42.2,13500000.0
1.0,1.0,36.8,14200000.0
1.0,1.0,33.8,9500000.0
1.0,1.0,38.3,13900000.0
1.0,1.0,36.2,14700000.0
1.0,1.0,35.0,11500000.0
1.0,1.0,35.0,10600000.0
1.0,1.0,35.4,9600000.0
1.0,1.0,36.5,11000000.0
1.0,1.0,34.9,8977500.0
1.0,1.0,41.4,18000000.0
1.0,1.0,43.0,23000000.0
1.0,1.0,38.3,10800000.0
1.0,1.0,33.3,9900000.0
1.0,1.0,38.0,10500000.0
1.0,1.0,35.6,15000000.0
1.0,1.0,41.7,22200000.0
1.0,1.0,43.0,18000000.0
1.0,1.0,42.2,12500000.0
1.0,1.0,40.0,10500000.0
1.0,1.0,35.0,11000000.0
1.0,1.0,38.5,12100000.0
1.0,1.0,33.0,12500000.0
1.0,1.0,51.0,16000000.0
1.0,1.0,41.8,11750000.0
1.0,1.0,38.0,10890000.0
1.0,1.0,46.0,28480000.0
1.0,1.0,40.0,8699000.0
1.0,1.0,30.8,10150000.0
1.0,1.0,34.8,10500000.0
1.0,1.0,42.0,30300000.0
1.0,1.0,43.7,12500000.0
1.0,1.0,41.2,13500000.0
1.0,1.0,35.1,8600000.0
1.0,1.0,49.0,20000000.0
1.0,1.0,32.0,15700000.0
1.0,1.0,38.3,11500000.0
1.0,1.0,32.2,14000000.0
1.0,1.0,47.4,20600000.0
1.0,1.0,35.0,10550000.0
1.0,1.0,41.1,14000000.0
1.0,1.0,34.4,10000000.0
1.0,1.0,38.6,14800000.0
1.0,1.0,43.1,13300000.0
1.0,1.0,40.0,16000000.0
1.0,1.0,54.0,22800000.0
1.0,1.0,41.6,11800000.0
1.0,1.0,38.3,11900000.0
1.0,1.0,35.0,9990000.0
1.0,1.0,32.0,7500000.0
1.0,1.0,32.0,11100000.0
1.0,1.0,37.9,12350000.0
1.0,1.0,38.4,19900000.0
1.0,1.0,39.0,15000000.0
1.0,1.0,34.7,11700000.0
1.0,1.0,42.2,11500000.0
1.0,1.0,44.3,10650000.0
1.0,1.0,31.0,7760000.0
1.0,1.0,31.0,8200000.0
1.0,1.0,47.0,33800000.0
1.0,1.0,36.2,11400000.0
1.0,1.0,39.3,12500000.0
1.0,1.0,45.8,11900000.0
1.0,1.0,38.9,13900000.0
1.0,1.0,37.6,11000000.0
1.0,1.0,37.1,17995000.0
1.0,1.0,48.0,23200000.0
1.0,1.0,34.4,14850000.0
1.0,1.0,36.3,13200000.0
1.0,1.0,51.1,12400000.0
1.0,1.0,28.0,10600000.0
1.0,1.0,36.7,13000000.0
1.0,1.0,44.0,15200000.0
1.0,1.0,35.7,14500000.0
1.0,1.0,38.4,11000000.0
1.0,1.0,38.3,15500000.0
1.0,1.0,47.0,31000000.0
1.0,1.0,55.0,55000000.0
1.0,1.0,48.0,23200000.0
1.0,1.0,46.0,27000000.0
1.0,1.0,46.0,25000000.0
1.0,1.0,37.5,11800000.0
1.0,1.0,39.0,12990000.0
1.0,1.0,32.0,14000000.0
1.0,1.0,38.0,13200000.0
1.0,1.0,34.5,13200000.0
1.0,1.0,31.3,19500000.0
1.0,1.0,37.7,16500000.0
1.0,1.0,40.0,13000000.0
1.0,1.0,38.8,9500000.0
1.0,1.0,38.2,10500000.0
1.0,1.0,42.0,11300000.0
1.0,1.0,33.0,17400000.0
1.0,1.0,43.3,16900000.0
1.0,1.0,51.0,23980000.0
1.0,1.0,59.5,16400000.0
1.0,1.0,41.6,12400000.0
1.0,1.0,45.5,17800000.0
1.0,1.0,46.9,13500000.0
1.0,1.0,39.0,10800000.0
1.0,1.0,34.0,10800000.0
1.0,1.0,32.4,9600000.0
1.0,1.0,48.0,19500000.0
1.0,1.0,47.0,34000000.0
1.0,1.0,50.8,17450000.0
1.0,1.0,35.4,16000000.0
1.0,1.0,36.0,10200000.0
1.0,1.0,36.0,16000000.0
1.0,1.0,40.4,8400000.0
1.0,1.0,55.0,18000000.0
1.0,1.0,26.0,11000000.0
1.0,1.0,45.1,18500000.0
1.0,1.0,52.0,18900000.0
1.0,1.0,33.3,13150000.0
1.0,1.0,42.0,18000000.0
1.0,1.0,40.1,21400000.0
1.0,1.0,36.0,13500000.0
1.0,1.0,48.4,14990000.0
1.0,1.0,35.0,13000000.0
1.0,1.0,34.3,13000000.0
1.0,1.0,40.1,11200000.0
1.0,1.0,42.0,9500000.0
1.0,1.0,36.2,12400000.0
1.0,1.0,39.0,10800000.0
1.0,1.0,27.0,9500000.0
1.0,1.0,40.5,13500000.0
1.0,1.0,39.0,9400000.0
1.0,1.0,43.0,17000000.0
1.0,1.0,41.2,15350000.0
1.0,1.0,44.0,17000000.0
1.0,1.0,45.8,23500000.0
1.0,1.0,35.4,8700000.0
1.0,1.0,33.0,15000000.0
1.0,1.0,39.0,13300000.0
1.0,1.0,36.2,12400000.0
1.0,1.0,38.0,10800000.0
1.0,1.0,37.4,13990000.0
1.0,1.0,37.5,11800000.0
1.0,1.0,39.0,10800000.0
1.0,1.0,34.8,9300000.0
1.0,1.0,36.6,10000000.0
1.0,1.0,39.1,10350000.0
1.0,1.0,43.0,12900000.0
1.0,1.0,41.0,17500000.0
1.0,1.0,40.2,19000000.0
1.0,1.0,38.0,10799000.0
1.0,1.0,46.0,21900000.0
1.0,1.0,39.0,23000000.0
1.0,1.0,38.0,11200000.0
1.0,1.0,35.0,14200000.0
1.0,1.0,41.2,14322000.0
1.0,1.0,45.0,15900000.0
1.0,1.0,49.3,19600000.0
1.0,1.0,39.0,13500000.0
1.0,1.0,36.0,9950000.0
1.0,1.0,36.0,10000000.0
1.0,1.0,36.8,15500000.0
1.0,1.0,31.8,13000000.0
1.0,1.0,39.7,11850000.0
1.0,1.0,34.1,9990000.0
1.0,1.0,38.0,16000000.0
1.0,1.0,39.0,9900000.0
1.0,1.0,37.0,11800000.0
1.0,1.0,33.4,10550000.0
1.0,1.0,38.2,9900000.0
1.0,1.0,47.9,16500000.0
1.0,1.0,42.0,14200000.0
1.0,1.0,38.5,19900000.0
1.0,1.0,35.0,9850000.0
1.0,1.0,41.0,12000000.0
1.0,1.0,40.2,11799000.0
1.0,1.0,38.0,13400000.0
1.0,1.0,42.5,17700000.0
1.0,1.0,38.0,11200000.0
1.0,1.0,43.9,13950000.0
1.0,1.0,37.9,12900000.0
1.0,1.0,35.2,8900000.0
1.0,1.0,57.0,29500000.0
1.0,1.0,33.0,9150000.0
1.0,1.0,41.0,12500000.0
1.0,1.0,40.4,22000000.0
1.0,1.0,37.9,12000000.0
1.0,1.0,39.8,14800000.0
1.0,1.0,35.4,19700000.0
1.0,1.0,38.7,18900000.0
1.0,1.0,38.8,11500000.0
1.0,1.0,36.0,20500000.0
1.0,1.0,35.4,9820000.0
1.0,1.0,43.9,14200000.0
1.0,1.0,35.4,10000000.0
1.0,1.0,35.1,9200000.0
1.0,1.0,41.2,9000000.0
1.0,1.0,42.0,14500000.0
1.0,1.0,63.8,30000000.0
1.0,1.0,39.2,12300000.0
1.0,1.0,36.8,13500000.0
1.0,1.0,38.0,13800000.0
1.0,1.0,38.9,19350000.0
1.0,1.0,38.9,19350000.0
1.0,1.0,35.2,10800000.0
1.0,1.0,42.4,33000000.0
1.0,1.0,53.0,15500000.0
1.0,1.0,40.0,11599999.0
1.0,1.0,36.3,11100000.0
1.0,1.0,38.3,14100000.0
1.0,1.0,46.0,36800000.0
1.0,1.0,39.0,14500000.0
1.0,1.0,37.5,12300000.0
1.0,1.0,37.7,11999999.0
1.0,1.0,44.7,20500000.0
1.0,1.0,38.5,12600000.0
1.0,1.0,34.1,10070000.0
1.0,1.0,36.8,15600000.0
1.0,1.0,38.4,13700000.0
1.0,1.0,38.4,9800000.0
1.0,1.0,31.6,8500000.0
1.0,1.0,30.0,19400000.0
1.0,1.0,43.0,23000000.0
1.0,1.0,36.4,9500000.0
1.0,1.0,42.2,17800000.0
1.0,1.0,65.7,15600000.0
1.0,1.0,30.0,9100000.0
1.0,1.0,40.1,10490000.0
1.0,1.0,43.4,15489000.0
1.0,1.0,37.3,16750000.0
1.0,1.0,34.2,10900000.0
1.0,1.0,45.2,10850000.0
1.0,1.0,34.0,15800000.0
1.0,1.0,38.9,11700000.0
1.0,1.0,44.8,13300000.0
1.0,1.0,43.8,14800000.0
1.0,1.0,40.0,13500000.0
1.0,1.0,36.0,9000000.0
1.0,1.0,43.0,22000000.0
1.0,1.0,34.6,10700000.0
1.0,1.0,38.1,11500000.0
1.0,1.0,39.1,11200000.0
1.0,1.0,46.0,12500000.0
1.0,1.0,39.9,11500000.0
1.0,1.0,43.7,14800000.0
1.0,1.0,38.2,12700000.0
1.0,1.0,45.2,12800000.0
1.0,1.0,38.3,15500000.0
1.0,1.0,36.5,13400000.0
1.0,1.0,32.6,9700000.0
1.0,1.0,33.6,16700000.0
1.0,1.0,40.5,20500000.0
1.0,1.0,37.0,12700000.0
1.0,1.0,35.1,10250000.0
1.0,1.0,42.0,12100000.0
1.0,1.0,40.0,22400000.0
1.0,1.0,36.6,12500000.0
1.0,1.0,38.9,12500000.0
1.0,1.0,41.0,15450000.0
1.0,1.0,50.0,16500000.0
1.0,1.0,39.0,8790000.0
1.0,1.0,46.0,22500000.0
1.0,1.0,30.0,11950000.0
1.0,1.0,36.0,14000000.0
1.0,1.0,45.0,13500000.0
1.0,1.0,44.0,10200000.0
1.0,1.0,55.0,16500000.0
1.0,1.0,36.4,13384644.0
1.0,1.0,40.1,9650000.0
1.0,1.0,37.0,11500000.0
1.0,1.0,36.4,11400000.0
1.0,1.0,43.4,12350000.0
1.0,1.0,37.0,10650000.0
1.0,1.0,38.3,11000000.0
1.0,1.0,48.5,10500000.0
1.0,1.0,36.0,10900000.0
1.0,1.0,37.3,12800000.0
1.0,1.0,39.5,12400000.0
1.0,1.0,46.1,14850000.0
1.0,1.0,54.9,26000000.0
1.0,1.0,39.3,9589000.0
1.0,1.0,38.0,10200000.0
1.0,1.0,43.0,22000000.0
1.0,1.0,47.3,10749000.0
1.0,1.0,41.0,15800000.0
1.0,1.0,43.6,16800000.0
1.0,1.0,36.0,16500000.0
1.0,1.0,33.1,9700000.0
1.0,1.0,47.2,17700000.0
1.0,1.0,36.2,18700000.0
1.0,1.0,38.6,10450000.0
1.0,1.0,42.0,10500000.0
1.0,1.0,40.0,14600000.0
1.0,1.0,33.5,14790000.0
1.0,1.0,43.5,14760000.0
1.0,1.0,35.0,11150000.0
1.0,1.0,44.7,25200000.0
1.0,1.0,40.1,13500000.0
1.0,1.0,36.0,12200000.0
1.0,1.0,51.6,17000000.0
1.0,1.0,55.0,22500000.0
1.0,1.0,44.4,14900000.0
1.0,1.0,38.6,14000000.0
1.0,1.0,38.2,12300000.0
1.0,1.0,38.3,11800000.0
1.0,1.0,35.2,14950000.0
1.0,1.0,40.2,11810000.0
1.0,1.0,43.8,14715000.0
1.0,1.0,39.3,10961000.0
1.0,1.0,35.3,11500000.0
1.0,1.0,35.0,10000000.0
1.0,1.0,35.6,12499000.0
1.0,1.0,35.7,9200000.0
1.0,1.0,44.6,8450000.0
1.0,1.0,38.6,12500000.0
1.0,1.0,38.9,9700000.0
1.0,1.0,35.0,11000000.0
1.0,1.0,42.2,19399000.0
1.0,1.0,48.5,15000000.0
1.0,1.0,35.0,11500000.0
1.0,1.0,41.0,16200000.0
1.0,1.0,33.5,10600000.0
1.0,1.0,39.1,9200000.0
1.0,1.0,46.1,32690000.0
1.0,1.0,41.0,16500000.0
1.0,1.0,46.8,15500000.0
1.0,1.0,40.1,14000000.0
1.0,1.0,40.1,19200000.0
1.0,1.0,31.5,9500000.0
1.0,1.0,39.0,12500000.0
1.0,1.0,59.0,33000000.0
1.0,1.0,37.8,8700000.0
1.0,1.0,30.0,15500000.0
1.0,1.0,40.0,12500000.0
1.0,1.0,37.7,11500000.0
1.0,1.0,37.6,10300000.0
1.0,1.0,40.0,14800000.0
1.0,1.0,39.0,14150000.0
1.0,1.0,32.3,12000000.0
1.0,1.0,41.8,16900000.0
1.0,1.0,35.0,11500000.0
1.0,1.0,39.3,12000000.0
1.0,1.0,35.8,17500000.0
1.0,1.0,45.0,13500000.0
1.0,1.0,44.2,14000000.0
1.0,1.0,41.0,22200000.0
1.0,1.0,40.3,19500000.0
1.0,1.0,42.7,18850000.0
1.0,1.0,39.0,12500000.0
1.0,1.0,45.7,26200000.0
1.0,1.0,38.6,11499000.0
1.0,1.0,32.7,10500000.0
1.0,1.0,51.0,32000000.0
1.0,1.0,38.9,16500000.0
1.0,1.0,46.7,14200000.0
1.0,1.0,38.2,9650000.0
1.0,1.0,44.7,15950000.0
1.0,1.0,41.3,19700000.0
1.0,1.0,51.0,25000000.0
1.0,1.0,36.0,11200000.0
1.0,1.0,37.8,11200000.0
1.0,1.0,41.4,10855900.0
1.0,1.0,39.0,13599999.0
1.0,1.0,38.1,12500000.0
1.0,1.0,44.0,8090000.0
1.0,1.0,40.7,14950000.0
1.0,1.0,42.2,12000000.0
1.0,1.0,34.7,10400000.0
1.0,1.0,39.0,11500000.0
1.0,1.0,47.2,20200000.0
1.0,1.0,35.1,12500000.0
1.0,1.0,35.2,11350000.0
1.0,1.0,39.0,11500000.0
1.0,1.0,35.2,8700000.0
1.0,1.0,38.3,10500000.0
1.0,1.0,38.0,12800000.0
1.0,1.0,35.0,11900000.0
1.0,1.0,37.1,24500000.0
1.0,1.0,34.2,14500000.0
1.0,1.0,37.5,10900000.0
1.0,1.0,42.1,26700000.0
1.0,1.0,36.0,10000000.0
1.0,1.0,34.1,10000000.0
1.0,1.0,34.8,12900000.0
1.0,1.0,42.1,20000000.0
1.0,1.0,42.0,10500000.0
1.0,1.0,41.0,9900000.0
1.0,1.0,43.0,12122000.0
1.0,1.0,44.6,10776000.0
1.0,1.0,41.1,12340000.0
1.0,1.0,44.5,11800000.0
1.0,1.0,36.1,11350000.0
1.0,1.0,40.0,15500000.0
1.0,1.0,46.5,15000000.0
1.0,1.0,39.9,10000000.0
1.0,1.0,41.3,12500000.0
