const,Количество комнат,Площадь,Цена
1.0,4.0,119.0,32900000.0
1.0,5.0,126.0,119290000.0
1.0,4.0,139.0,59000000.0
1.0,4.0,90.0,55900000.0
1.0,4.0,82.0,27000000.0
1.0,4.0,134.7,135000000.0
1.0,5.0,335.7,260784100.0
1.0,4.0,102.0,54900000.0
1.0,4.0,105.6,34500000.0
1.0,5.0,90.0,49000000.0
1.0,4.0,92.0,62500000.0
1.0,5.0,256.0,340502750.0
1.0,4.0,100.0,77900000.0
1.0,4.0,144.0,56000000.0
1.0,4.0,150.8,65000000.0
1.0,4.0,111.2,56000000.0
1.0,5.0,190.0,242000000.0
1.0,4.0,147.0,83000000.0
1.0,4.0,129.1,60850000.0
1.0,5.0,238.9,71000000.0
1.0,4.0,300.0,175000000.0
1.0,4.0,141.0,58000000.0
1.0,4.0,103.0,35999999.0
1.0,5.0,217.3,186900000.0
1.0,4.0,95.0,37990000.0
1.0,5.0,172.0,130000000.0
1.0,4.0,111.0,110000000.0
1.0,4.0,175.0,123500000.0
1.0,5.0,128.0,87900000.0
1.0,4.0,133.0,94900000.0
1.0,4.0,187.1,135000000.0
1.0,4.0,147.0,90000000.0
1.0,4.0,140.0,95000000.0
1.0,4.0,110.0,65000000.0
1.0,5.0,325.0,250000000.0
1.0,4.0,130.0,45000000.0
1.0,5.0,285.0,330000000.0
1.0,5.0,260.0,79000000.0
1.0,5.0,280.0,137200000.0
1.0,5.0,176.0,72000000.0
1.0,5.0,552.0,190000000.0
1.0,6.0,129.0,62500000.0
1.0,4.0,171.0,180000000.0
1.0,4.0,172.8,87000000.0
1.0,5.0,343.7,357000000.0
1.0,4.0,150.0,51900000.0
1.0,6.0,220.0,122000000.0
1.0,4.0,137.0,102000000.0
1.0,5.0,347.0,96000000.0
1.0,4.0,134.2,83000000.0
1.0,4.0,91.0,67000000.0
1.0,5.0,220.0,195000000.0
1.0,4.0,110.1,49000000.0
1.0,4.0,152.0,85000000.0
1.0,4.0,69.0,25650000.0
1.0,4.0,169.7,180000000.0
1.0,4.0,150.0,155000000.0
1.0,4.0,171.6,272402200.0
1.0,4.0,101.9,53000000.0
1.0,4.0,176.0,136000000.0
1.0,7.0,440.0,277200000.0
1.0,6.0,320.0,250000000.0
1.0,6.0,345.0,96000000.0
1.0,4.0,152.4,98000000.0
1.0,4.0,143.5,125000000.0
1.0,4.0,93.2,29800000.0
1.0,5.0,136.0,105000000.0
1.0,4.0,100.0,31500000.0
1.0,6.0,385.0,250000000.0
1.0,4.0,200.5,119000000.0
1.0,4.0,103.0,78500000.0
1.0,4.0,111.7,43000000.0
1.0,4.0,82.0,22900000.0
1.0,4.0,72.0,24200000.0
1.0,4.0,200.0,109000000.0
1.0,4.0,91.1,27000000.0
1.0,6.0,500.0,250000000.0
1.0,5.0,206.3,240680000.0
1.0,6.0,215.0,129999990.0
1.0,4.0,194.0,230000000.0
1.0,5.0,195.0,155000000.0
1.0,4.0,97.4,27500000.0
1.0,5.0,188.0,130000000.0
1.0,4.0,74.6,19800000.0
1.0,4.0,133.7,57000000.0
1.0,4.0,152.5,92500000.0
1.0,4.0,101.0,74500000.0
1.0,4.0,115.0,46450000.0
1.0,5.0,235.0,125444688.0
1.0,4.0,82.0,34990000.0
1.0,4.0,101.0,28900000.0
1.0,5.0,139.0,87000000.0
1.0,4.0,172.0,72000000.0
1.0,4.0,150.0,85000000.0
1.0,5.0,112.6,60000000.0
1.0,4.0,211.0,125000000.0
1.0,5.0,170.0,120000000.0
1.0,5.0,229.0,154000000.0
1.0,4.0,105.7,41499000.0
1.0,4.0,82.8,19450000.0
1.0,4.0,122.5,45000000.0
1.0,4.0,72.0,17900000.0
1.0,4.0,73.5,77829200.0
1.0,5.0,261.7,135000000.0
1.0,5.0,176.0,199000000.0
1.0,4.0,151.0,95000000.0
1.0,5.0,343.0,291922504.0
1.0,4.0,155.0,95000000.0
1.0,4.0,96.0,19000000.0
1.0,4.0,184.0,85000000.0
1.0,4.0,165.0,189749625.0
1.0,4.0,235.0,240000000.0
1.0,4.0,150.0,95000000.0
1.0,4.0,157.0,112000000.0
1.0,4.0,138.0,61965000.0
1.0,4.0,138.0,60835000.0
1.0,7.0,357.0,350000000.0
1.0,6.0,658.0,583845000.0
1.0,5.0,120.4,18000000.0
1.0,4.0,136.0,92800000.0
1.0,4.0,163.0,100000000.0
1.0,5.0,136.0,62000000.0
1.0,7.0,235.0,165422750.0
1.0,5.0,214.9,93000000.0
1.0,5.0,289.0,359960050.0
1.0,4.0,152.6,243216250.0
1.0,4.0,160.0,135000000.0
1.0,6.0,208.9,270250000.0
1.0,4.0,130.0,155000000.0
1.0,4.0,65.0,16500000.0
1.0,5.0,291.0,105000000.0
1.0,5.0,169.0,83000000.0
1.0,4.0,138.0,80000000.0
1.0,4.0,252.0,311316800.0
1.0,4.0,172.0,79000000.0
1.0,4.0,150.8,62000000.0
1.0,5.0,152.0,72000000.0
1.0,4.0,137.7,57000000.0
1.0,4.0,119.0,57500000.0
1.0,4.0,85.0,79000000.0
1.0,4.0,110.1,59000000.0
1.0,4.0,100.0,20100000.0
1.0,4.0,186.0,85000000.0
1.0,4.0,98.0,51000000.0
1.0,4.0,94.0,33999999.0
1.0,5.0,196.0,145000000.0
1.0,5.0,163.5,78000000.0
1.0,4.0,103.0,40200000.0
1.0,5.0,180.0,75600000.0
1.0,4.0,101.0,69000000.0
1.0,4.0,199.8,76000000.0
1.0,4.0,145.0,75000000.0
1.0,4.0,78.1,17900000.0
1.0,4.0,225.5,130000000.0
1.0,5.0,250.0,250000000.0
1.0,7.0,343.0,291859500.0
1.0,5.0,124.7,34999000.0
1.0,4.0,122.0,67000000.0
1.0,4.0,95.2,26000000.0
1.0,4.0,170.1,221000000.0
1.0,4.0,145.8,79000000.0
1.0,6.0,385.0,200000000.0
1.0,4.0,102.0,59500000.0
1.0,4.0,170.0,145000000.0
1.0,4.0,115.0,74500000.0
1.0,4.0,84.5,19600000.0
1.0,6.0,240.0,225544000.0
1.0,6.0,385.0,200000000.0
1.0,5.0,212.0,115000000.0
1.0,4.0,126.0,47900000.0
1.0,4.0,214.2,329868000.0
1.0,4.0,172.0,60000000.0
1.0,4.0,221.0,289120000.0
1.0,4.0,169.0,246621277.0
1.0,4.0,137.2,230000000.0
1.0,4.0,103.0,77500000.0
1.0,4.0,137.0,150794075.0
1.0,4.0,107.0,37000000.0
1.0,9.0,282.0,250000000.0
1.0,4.0,190.5,175000000.0
1.0,4.0,157.0,95000000.0
1.0,4.0,227.0,358820000.0
1.0,4.0,155.2,118160000.0
1.0,4.0,184.6,186000000.0
1.0,4.0,105.2,42997000.0
1.0,5.0,140.0,75000000.0
1.0,4.0,193.0,78000000.0
1.0,4.0,155.4,40000000.0
1.0,5.0,175.5,159000000.0
1.0,4.0,150.0,55000000.0
1.0,4.0,141.0,36000000.0
1.0,5.0,273.4,428060600.0
1.0,4.0,121.0,26000000.0
1.0,4.0,157.0,53500000.0
1.0,5.0,180.0,157900000.0
1.0,4.0,154.0,107800000.0
1.0,4.0,160.0,78500000.0
1.0,6.0,330.0,180000000.0
1.0,4.0,154.0,150000000.0
1.0,5.0,207.0,110000000.0
1.0,7.0,240.0,189000000.0
1.0,4.0,154.0,59500000.0
1.0,4.0,120.0,99000000.0
1.0,5.0,206.0,90000000.0
1.0,4.0,136.0,120000000.0
1.0,4.0,140.2,55000000.0
1.0,5.0,125.0,99000000.0
1.0,6.0,287.5,129375000.0
1.0,4.0,320.0,200000000.0
1.0,4.0,174.0,172000000.0
1.0,5.0,188.4,359999965.0
1.0,4.0,146.0,83000000.0
1.0,4.0,162.0,55000000.0
1.0,4.0,102.9,29700000.0
1.0,4.0,188.0,170000000.0
1.0,4.0,127.0,55000000.0
1.0,4.0,168.0,245161980.0
1.0,4.0,155.6,156700000.0
1.0,5.0,159.0,156700000.0
1.0,4.0,204.9,200000000.0
1.0,4.0,194.0,176000000.0
1.0,5.0,198.8,180000000.0
1.0,4.0,233.0,99000000.0
1.0,4.0,98.8,22500000.0
1.0,4.0,164.0,135000000.0
1.0,4.0,141.3,98500000.0
1.0,5.0,149.0,55000000.0
1.0,6.0,295.7,360000000.0
1.0,6.0,693.0,300000000.0
1.0,4.0,238.0,239000000.0
1.0,4.0,117.3,57400000.0
1.0,4.0,178.0,210000000.0
1.0,6.0,164.0,80000000.0
1.0,4.0,186.0,170000000.0
1.0,4.0,90.0,49900000.0
1.0,7.0,310.0,270000000.0
1.0,6.0,267.0,369688700.0
1.0,4.0,97.0,34900000.0
1.0,4.0,137.0,52000000.0
1.0,4.0,105.4,55000000.0
1.0,4.0,157.0,66500000.0
1.0,4.0,172.0,175000000.0
1.0,4.0,186.0,186000000.0
1.0,4.0,167.0,65000000.0
1.0,4.0,193.0,110000000.0
1.0,4.0,189.2,85000000.0
1.0,4.0,147.3,60000000.0
1.0,4.0,207.1,175950000.0
1.0,4.0,182.0,178000000.0
1.0,4.0,250.0,170000000.0
1.0,4.0,91.0,24500000.0
1.0,5.0,272.0,190000000.0
1.0,4.0,187.4,118000000.0
1.0,4.0,165.0,125000000.0
1.0,4.0,273.4,432924925.0
1.0,5.0,250.0,367742970.0
1.0,5.0,203.3,120000000.0
1.0,6.0,207.0,79000000.0
1.0,6.0,176.0,82000000.0
1.0,4.0,87.8,39800000.0
1.0,6.0,500.0,325000000.0
1.0,5.0,213.9,398960750.0
1.0,5.0,126.0,120000000.0
1.0,6.0,220.5,92000000.0
1.0,5.0,170.0,119000000.0
1.0,4.0,146.0,89990000.0
1.0,4.0,88.0,39000000.0
1.0,4.0,174.0,93000000.0
1.0,4.0,97.0,34900000.0
1.0,4.0,78.0,55000000.0
1.0,4.0,161.6,206500000.0
1.0,6.0,383.0,250000000.0
1.0,4.0,156.0,90000000.0
1.0,5.0,200.5,69000000.0
1.0,4.0,180.1,85000000.0
1.0,4.0,111.0,33500000.0
1.0,5.0,185.0,310000000.0
1.0,4.0,105.0,120000000.0
1.0,4.0,140.0,99000000.0
1.0,5.0,127.0,49900000.0
1.0,5.0,198.9,69000000.0
1.0,4.0,170.0,152000000.0
1.0,5.0,309.7,154845000.0
1.0,4.0,210.0,249950000.0
1.0,5.0,200.0,72000000.0
1.0,5.0,168.4,90000000.0
1.0,4.0,93.0,23300000.0
1.0,5.0,210.0,90000000.0
1.0,4.0,233.3,230000000.0
1.0,4.0,168.3,272402200.0
1.0,5.0,220.0,149000000.0
1.0,4.0,90.3,21500000.0
1.0,4.0,132.0,80000000.0
1.0,4.0,108.0,55000000.0
1.0,4.0,180.0,150000000.0
1.0,5.0,180.0,130000000.0
1.0,4.0,165.0,90000000.0
1.0,4.0,215.0,139900000.0
1.0,4.0,189.0,144990000.0
1.0,6.0,187.0,230000000.0
1.0,6.0,250.0,164449675.0
1.0,4.0,132.0,70000000.0
1.0,4.0,165.7,114000000.0
1.0,4.0,122.0,67000000.0
1.0,4.0,170.0,170000000.0
1.0,7.0,643.9,263152759.0
1.0,4.0,164.0,125000000.0
1.0,6.0,360.0,285000000.0
1.0,6.0,282.0,185000000.0
1.0,4.0,255.0,347312805.0
1.0,5.0,245.9,478455007.0
1.0,4.0,190.0,112000000.0
1.0,4.0,131.0,34900000.0
1.0,4.0,233.3,240000000.0
1.0,6.0,250.0,129900000.0
1.0,5.0,220.0,156970000.0
1.0,4.0,177.0,144000000.0
1.0,5.0,354.1,180000000.0
1.0,4.0,108.0,48000000.0
1.0,8.0,588.8,294415000.0
1.0,4.0,233.0,315000000.0
1.0,7.0,311.0,423585421.0
1.0,4.0,128.0,57400000.0
1.0,5.0,186.0,76000000.0
1.0,5.0,252.0,396000000.0
1.0,4.0,138.0,79900000.0
1.0,4.0,118.7,52000000.0
1.0,5.0,241.0,185000000.0
1.0,4.0,108.0,60000000.0
1.0,4.0,301.5,704451599.0
1.0,4.0,160.0,60000000.0
1.0,4.0,118.0,88650000.0
1.0,5.0,190.0,89000000.0
1.0,6.0,267.0,311000000.0
1.0,5.0,234.0,107000000.0
1.0,5.0,189.0,98000000.0
1.0,6.0,110.0,79000000.0
1.0,4.0,93.1,28500000.0
1.0,4.0,222.0,110000000.0
1.0,6.0,330.0,180000000.0
1.0,5.0,190.0,89500000.0
1.0,4.0,187.0,180000000.0
1.0,5.0,211.0,65000000.0
1.0,4.0,250.0,160000000.0
1.0,4.0,98.8,36990000.0
1.0,4.0,109.0,81825000.0
1.0,5.0,223.0,145961250.0
1.0,4.0,108.6,149000000.0
1.0,4.0,143.0,85000000.0
1.0,4.0,181.0,63000000.0
1.0,4.0,165.8,242003752.0
1.0,4.0,160.0,101686337.0
1.0,4.0,85.0,25400000.0
1.0,4.0,118.5,63500000.0
1.0,4.0,94.8,35000000.0
1.0,5.0,552.1,190000000.0
1.0,4.0,104.4,36500000.0
1.0,4.0,162.4,150000000.0
1.0,4.0,138.0,180018875.0
1.0,4.0,167.0,144000000.0
1.0,4.0,250.0,364824375.0
1.0,5.0,115.0,29800000.0
1.0,4.0,153.0,146000000.0
1.0,4.0,62.1,16500000.0
1.0,4.0,135.2,68000000.0
1.0,6.0,191.7,100000000.0
1.0,4.0,212.3,201000000.0
1.0,4.0,182.0,223758950.0
1.0,4.0,170.0,84900000.0
1.0,5.0,162.7,225000000.0
1.0,4.0,187.7,356630000.0
1.0,4.0,220.9,58000000.0
1.0,4.0,62.3,15950000.0
1.0,4.0,139.0,53000000.0
1.0,4.0,172.0,85000000.0
1.0,4.0,100.0,24700000.0
1.0,4.0,232.0,240000000.0
1.0,4.0,154.0,74990000.0
1.0,4.0,110.0,65000000.0
1.0,5.0,96.0,28000000.0
1.0,4.0,218.0,110000000.0
1.0,4.0,102.0,60000000.0
1.0,4.0,110.0,54000000.0
1.0,4.0,165.0,110000000.0
1.0,6.0,364.0,651819550.0
1.0,5.0,236.0,459192280.0
1.0,4.0,160.0,125000000.0
1.0,5.0,202.0,311316800.0
1.0,10.0,612.0,578000000.0
1.0,4.0,118.0,104500000.0
1.0,4.0,170.0,200000000.0
1.0,4.0,189.0,142000000.0
1.0,4.0,192.0,174284000.0
1.0,5.0,334.0,194615000.0
1.0,4.0,94.9,38000000.0
1.0,4.0,187.0,180000000.0
1.0,5.0,200.0,130000000.0
1.0,4.0,160.7,144000000.0
1.0,4.0,104.0,26000000.0
1.0,4.0,150.0,97307500.0
1.0,4.0,188.0,95000000.0
1.0,4.0,127.1,69000000.0
1.0,5.0,150.0,57500000.0
1.0,4.0,195.0,130000000.0
1.0,4.0,91.3,30800000.0
1.0,4.0,128.0,67000000.0
1.0,5.0,171.4,129300000.0
1.0,4.0,191.1,60000000.0
1.0,4.0,80.3,18500000.0
1.0,5.0,304.0,230000000.0
1.0,4.0,197.5,109000000.0
1.0,4.0,161.0,243268750.0
1.0,5.0,220.0,225615060.0
1.0,4.0,97.7,31500000.0
1.0,4.0,123.0,80000000.0
1.0,4.0,160.0,125000000.0
1.0,5.0,252.0,486000000.0
1.0,6.0,310.0,250000000.0
1.0,4.0,115.0,58000000.0
1.0,6.0,312.0,120000000.0
1.0,4.0,91.0,23000000.0
1.0,4.0,130.0,80000000.0
1.0,5.0,189.0,104900000.0
1.0,6.0,354.0,681005500.0
1.0,5.0,112.0,27800000.0
1.0,4.0,152.4,51990000.0
1.0,4.0,212.0,371325420.0
1.0,4.0,85.8,22000000.0
1.0,10.0,607.0,210000000.0
1.0,4.0,87.0,37000000.0
1.0,6.0,327.5,140000000.0
1.0,4.0,143.0,53000000.0
1.0,4.0,190.0,99000000.0
1.0,4.0,136.0,80000000.0
1.0,4.0,160.0,86000000.0
1.0,4.0,79.8,21500000.0
1.0,6.0,180.0,143000000.0
1.0,5.0,215.0,91300000.0
1.0,4.0,187.0,74000000.0
1.0,5.0,160.0,583719000.0
1.0,4.0,88.0,27700000.0
1.0,6.0,350.0,128990000.0
1.0,4.0,249.0,99500000.0
1.0,4.0,142.1,94000000.0
1.0,6.0,460.0,133000000.0
1.0,4.0,110.0,73000000.0
1.0,5.0,198.6,145000000.0
1.0,4.0,114.9,22400000.0
1.0,5.0,198.0,98000000.0
1.0,5.0,251.1,120151350.0
1.0,4.0,203.0,99900000.0
1.0,5.0,313.0,299000000.0
1.0,4.0,120.0,44000000.0
1.0,6.0,240.0,115000000.0
1.0,5.0,241.0,309082500.0
1.0,4.0,168.7,180000000.0
1.0,5.0,240.0,104000000.0
1.0,6.0,357.0,350000000.0
1.0,5.0,115.1,35000000.0
1.0,4.0,90.0,38000000.0
1.0,4.0,105.0,41900000.0
1.0,6.0,224.0,135000000.0
1.0,4.0,114.0,37500000.0
1.0,4.0,100.0,19900000.0
1.0,5.0,205.0,139000000.0
1.0,4.0,108.0,80000000.0
1.0,4.0,96.0,22700000.0
1.0,4.0,233.2,350000000.0
1.0,4.0,226.2,109990000.0
1.0,4.0,120.0,38000000.0
1.0,6.0,356.9,110000000.0
1.0,5.0,180.0,157900000.0
1.0,4.0,101.0,44000000.0
1.0,4.0,133.0,220000000.0
1.0,5.0,108.0,74000000.0
1.0,4.0,129.3,122500000.0
1.0,6.0,628.0,129000000.0
1.0,4.0,219.0,447000000.0
1.0,4.0,98.9,32000000.0
1.0,6.0,177.7,129000000.0
1.0,4.0,170.0,63000000.0
1.0,4.0,91.4,57900000.0
1.0,5.0,220.0,171224240.0
1.0,4.0,185.0,74000000.0
1.0,6.0,360.0,110000000.0
1.0,6.0,602.8,583719000.0
1.0,6.0,415.0,583719000.0
1.0,6.0,366.0,758834700.0
1.0,4.0,205.0,95000000.0
1.0,5.0,370.0,130000000.0
1.0,4.0,161.8,169890000.0
1.0,5.0,350.0,280000000.0
1.0,4.0,212.7,110000000.0
1.0,4.0,179.0,65000000.0
1.0,4.0,105.0,72000000.0
1.0,4.0,180.0,486537500.0
1.0,5.0,242.0,340502750.0
1.0,4.0,115.5,48000000.0
1.0,4.0,121.0,119900000.0
1.0,6.0,250.0,245000000.0
1.0,6.0,185.6,63000000.0
1.0,5.0,129.0,82000000.0
1.0,5.0,220.0,159000000.0
1.0,5.0,144.0,64900000.0
1.0,4.0,200.0,135000000.0
1.0,4.0,175.3,243000000.0
1.0,4.0,63.0,13500000.0
1.0,5.0,206.5,480000000.0
1.0,4.0,96.0,23000000.0
1.0,5.0,202.0,157500000.0
1.0,6.0,225.3,236565000.0
1.0,7.0,407.0,350000000.0
1.0,4.0,133.0,58000000.0
1.0,6.0,524.0,199000000.0
1.0,4.0,100.7,69000000.0
1.0,6.0,260.0,96000000.0
1.0,4.0,92.0,42000000.0
1.0,4.0,108.5,26000000.0
1.0,4.0,142.4,105000000.0
1.0,4.0,107.0,75000000.0
1.0,4.0,99.0,36000000.0
1.0,4.0,119.5,52000000.0
1.0,4.0,176.0,243000000.0
1.0,6.0,380.0,573017485.0
1.0,4.0,100.0,49000000.0
1.0,4.0,178.0,235000000.0
1.0,4.0,99.6,50000000.0
1.0,4.0,112.0,29950000.0
1.0,4.0,108.0,36000000.0
1.0,4.0,156.0,75000000.0
1.0,4.0,190.0,152000000.0
1.0,4.0,70.0,23900000.0
1.0,4.0,76.8,33000000.0
1.0,4.0,207.1,176035000.0
1.0,4.0,103.4,37990000.0
1.0,5.0,168.0,149000000.0
1.0,4.0,150.7,55000000.0
1.0,5.0,320.0,311384000.0
1.0,4.0,152.0,94000000.0
1.0,4.0,126.0,115000000.0
1.0,4.0,141.0,260000000.0
1.0,4.0,74.0,25000000.0
1.0,6.0,494.0,250000000.0
1.0,5.0,315.0,778292000.0
1.0,5.0,232.6,232000001.0
1.0,4.0,161.0,222834175.0
1.0,6.0,300.0,90000000.0
1.0,4.0,180.0,50000000.0
1.0,4.0,75.2,17300000.0
1.0,4.0,233.0,370000000.0
1.0,4.0,189.0,72000000.0
1.0,5.0,337.5,179000000.0
1.0,6.0,298.0,300000000.0
1.0,6.0,363.0,681005500.0
1.0,6.0,349.3,437883750.0
1.0,4.0,96.2,22500000.0
1.0,4.0,147.0,90000000.0
1.0,5.0,192.5,76000000.0
1.0,5.0,190.0,89000000.0
1.0,6.0,321.0,109000000.0
1.0,4.0,126.0,46000000.0
1.0,6.0,410.0,615313800.0
1.0,5.0,95.0,56000000.0
1.0,4.0,95.7,23000000.0
1.0,4.0,124.1,60000000.0
1.0,5.0,212.0,115000000.0
1.0,4.0,158.0,69000000.0
1.0,5.0,198.0,111500000.0
1.0,4.0,105.0,21700000.0
1.0,5.0,215.0,115000000.0
1.0,5.0,150.0,42000000.0
1.0,5.0,330.0,400000000.0
1.0,6.0,234.0,220000000.0
1.0,4.0,209.3,125000000.0
1.0,4.0,143.5,160000000.0
1.0,4.0,135.8,32000000.0
1.0,4.0,175.0,140000000.0
1.0,4.0,168.3,250000000.0
1.0,5.0,253.0,88200000.0
1.0,4.0,205.0,164000000.0
1.0,6.0,454.6,963136350.0
1.0,4.0,118.7,54000000.0
1.0,4.0,95.1,22200000.0
1.0,4.0,81.2,26900000.0
1.0,6.0,225.3,72000000.0
1.0,4.0,151.7,60000000.0
1.0,4.0,190.6,217080000.0
1.0,5.0,101.1,41000000.0
1.0,5.0,180.8,214030300.0
1.0,4.0,166.3,63000000.0
1.0,4.0,200.0,218000000.0
1.0,4.0,118.7,54000000.0
1.0,6.0,500.7,300000000.0
1.0,4.0,134.0,82000000.0
1.0,4.0,295.0,350000000.0
1.0,5.0,132.0,40990000.0
1.0,4.0,159.0,55000000.0
1.0,10.0,353.0,362500000.0
1.0,4.0,168.0,85000000.0
1.0,4.0,175.0,189000000.0
1.0,4.0,62.2,14900000.0
1.0,4.0,81.0,21000000.0
1.0,5.0,144.0,85000000.0
1.0,4.0,144.0,195000000.0
1.0,5.0,225.0,408603300.0
1.0,4.0,179.0,214030300.0
1.0,4.0,101.0,69900000.0
1.0,5.0,460.0,457000000.0
1.0,5.0,205.0,55000000.0
1.0,5.0,269.0,83000000.0
1.0,4.0,85.0,58000000.0
1.0,4.0,156.0,120000000.0
1.0,4.0,210.0,147350000.0
1.0,4.0,149.0,55000000.0
1.0,4.0,180.0,75000000.0
1.0,5.0,154.0,49000000.0
1.0,6.0,240.7,204595000.0
1.0,5.0,195.1,149000000.0
1.0,4.0,117.0,82000000.0
1.0,5.0,112.6,24500000.0
1.0,4.0,160.0,75000000.0
1.0,4.0,101.0,23500000.0
1.0,4.0,151.8,165000000.0
1.0,5.0,127.0,89000000.0
1.0,5.0,337.0,278677179.0
1.0,4.0,154.0,29496870.0
1.0,4.0,162.9,175000000.0
1.0,4.0,112.0,35000000.0
1.0,4.0,94.2,45500000.0
1.0,4.0,141.0,98500000.0
1.0,4.0,137.7,150000000.0
1.0,4.0,161.0,265500000.0
1.0,5.0,244.4,293280000.0
1.0,5.0,216.0,109000000.0
1.0,5.0,410.0,150700000.0
1.0,4.0,90.0,49900000.0
1.0,4.0,223.0,111500000.0
1.0,4.0,142.0,63000000.0
1.0,4.0,100.2,29000000.0
1.0,4.0,108.0,44200000.0
1.0,4.0,162.4,150000000.0
1.0,4.0,63.0,14800000.0
1.0,4.0,95.0,57000000.0
1.0,4.0,100.0,31000000.0
1.0,5.0,238.4,180000000.0
1.0,5.0,160.1,45000000.0
1.0,4.0,116.9,33000000.0
1.0,4.0,223.2,285000000.0
1.0,5.0,217.3,186900000.0
1.0,4.0,126.0,140000000.0
1.0,5.0,152.0,81700000.0
1.0,5.0,222.0,403826125.0
1.0,4.0,98.4,38000000.0
1.0,6.0,408.0,175000000.0
1.0,4.0,130.0,85000000.0
1.0,4.0,181.0,180000000.0
1.0,4.0,140.4,74250000.0
1.0,5.0,112.0,33500000.0
1.0,4.0,124.9,37000000.0
1.0,4.0,135.2,105000000.0
1.0,4.0,146.0,58000000.0
1.0,4.0,166.8,78396000.0
1.0,6.0,384.0,535191250.0
1.0,4.0,64.0,14300000.0
1.0,4.0,185.0,247000000.0
1.0,6.0,248.7,116889000.0
1.0,5.0,245.3,245300000.0
1.0,7.0,321.7,230000000.0
1.0,5.0,224.0,35500000.0
1.0,4.0,103.2,24990000.0
1.0,5.0,125.0,54900000.0
1.0,4.0,105.4,34700000.0
1.0,5.0,520.0,715000000.0
1.0,4.0,100.0,37990000.0
1.0,4.0,185.5,74756500.0
1.0,4.0,162.0,128000000.0
1.0,6.0,237.8,408691500.0
1.0,5.0,134.9,125000000.0
1.0,4.0,64.0,13850000.0
1.0,4.0,97.4,23700000.0
1.0,5.0,206.0,180408105.0
1.0,4.0,109.6,34500000.0
1.0,8.0,693.0,300000000.0
1.0,5.0,344.8,291922500.0
1.0,4.0,200.0,70000000.0
1.0,4.0,136.4,39500000.0
1.0,8.0,625.0,311316800.0
1.0,4.0,108.6,125000000.0
1.0,4.0,182.8,216000000.0
1.0,4.0,176.0,56000000.0
1.0,4.0,256.0,688000000.0
1.0,5.0,272.2,370819421.0
1.0,4.0,99.7,33900000.0
1.0,4.0,166.0,150000000.0
1.0,4.0,153.0,389230000.0
1.0,5.0,415.0,259999000.0
1.0,4.0,108.0,27000000.0
1.0,4.0,122.6,48500000.0
1.0,5.0,152.6,126217558.0
1.0,4.0,91.0,29500000.0
1.0,5.0,180.0,100000000.0
1.0,5.0,237.4,296000000.0
1.0,5.0,298.0,252999500.0
1.0,5.0,400.0,250000000.0
1.0,4.0,169.8,200000000.0
1.0,4.0,106.0,48000000.0
1.0,4.0,209.0,165000000.0
1.0,4.0,267.0,159300000.0
1.0,4.0,212.0,85000000.0
1.0,5.0,128.3,35000000.0
1.0,4.0,167.0,80000000.0
1.0,5.0,265.6,450000000.0
1.0,4.0,152.0,100000000.0
1.0,4.0,111.2,29300000.0
1.0,4.0,317.0,189000000.0
1.0,7.0,410.0,666380000.0
1.0,5.0,279.0,244339132.0
1.0,5.0,518.9,190000000.0
1.0,4.0,89.5,36900000.0
1.0,5.0,200.2,100000000.0
1.0,4.0,164.0,120000000.0
1.0,5.0,145.0,100000000.0
1.0,5.0,202.0,330000000.0
1.0,4.0,275.0,765000000.0
1.0,4.0,135.0,65000000.0
1.0,4.0,99.3,27000000.0
1.0,5.0,190.0,175000000.0
1.0,4.0,145.6,65000000.0
1.0,4.0,100.0,47500000.0
1.0,4.0,157.5,67294999.0
1.0,5.0,179.0,82000000.0
1.0,4.0,170.0,194615000.0
1.0,5.0,236.0,329000000.0
1.0,5.0,176.0,87000000.0
1.0,4.0,151.2,150000000.0
1.0,4.0,89.5,20649000.0
1.0,4.0,187.0,179999999.0
1.0,5.0,200.0,180000000.0
1.0,5.0,231.3,67500000.0
1.0,5.0,189.0,69000000.0
1.0,4.0,100.0,39500000.0
1.0,4.0,162.0,50000000.0
1.0,6.0,384.2,268940000.0
1.0,4.0,133.0,60900000.0
1.0,4.0,170.2,194614902.0
1.0,6.0,317.0,535191250.0
1.0,6.0,300.0,319990000.0
1.0,5.0,146.6,110000000.0
1.0,6.0,385.0,200000000.0
1.0,4.0,132.7,50000000.0
1.0,6.0,210.0,85000000.0
1.0,5.0,212.0,115000000.0
1.0,5.0,115.0,60000000.0
1.0,6.0,322.6,439479593.0
1.0,4.0,202.0,290000000.0
1.0,5.0,126.3,44900000.0
1.0,4.0,92.0,38000000.0
1.0,4.0,204.0,110000000.0
1.0,4.0,121.4,85000000.0
1.0,4.0,185.3,59000000.0
1.0,4.0,97.4,21950000.0
1.0,6.0,443.8,965082080.0
1.0,4.0,116.0,40000000.0
1.0,6.0,342.0,291922500.0
1.0,4.0,152.0,80000000.0
1.0,5.0,161.0,80500000.0
1.0,4.0,129.0,25990000.0
1.0,5.0,219.6,85000000.0
1.0,5.0,300.0,190000000.0
1.0,4.0,150.0,83500000.0
1.0,8.0,380.0,120000000.0
1.0,5.0,210.0,160000000.0
1.0,4.0,123.6,43000000.0
1.0,4.0,165.0,291922500.0
1.0,4.0,94.0,28000000.0
1.0,5.0,387.0,450000000.0
