Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Цена
Новостройка,братиславская,13.0,Москва,0.0,27.29,8.9,14.0,16.0,Косметический,5157810.0
Новостройка,братиславская,13.0,Москва,1.0,44.45,18.0,8.0,16.0,Косметический,7956550.0
Новостройка,братиславская,13.0,Москва,1.0,37.4,11.3,13.0,16.0,Косметический,6919000.0
Новостройка,братиславская,13.0,Москва,1.0,37.4,11.3,14.0,16.0,Косметический,6732000.0
Новостройка,братиславская,13.0,Москва,0.0,27.29,8.9,16.0,16.0,Косметический,5403420.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,8.0,16.0,Косметический,7952970.0
Новостройка,братиславская,13.0,Москва,0.0,27.27,8.9,18.0,16.0,Косметический,5399460.0
Новостройка,братиславская,13.0,Москва,2.0,55.72,9.0,18.0,16.0,Косметический,8692320.0
Новостройка,братиславская,13.0,Москва,2.0,61.51,16.4,19.0,16.0,Косметический,9226500.0
Новостройка,братиславская,13.0,Москва,1.0,37.37,11.1,19.0,16.0,Косметический,6876080.0
Новостройка,братиславская,13.0,Москва,0.0,28.48,9.0,20.0,16.0,Косметический,5639040.0
Новостройка,братиславская,13.0,Москва,1.0,35.02,8.8,22.0,16.0,Косметический,6443680.0
Новостройка,братиславская,13.0,Москва,2.0,63.07,17.6,23.0,16.0,Косметический,9460500.0
Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,7.0,16.0,Косметический,8017410.0
Новостройка,братиславская,13.0,Москва,0.0,28.49,9.0,9.0,16.0,Косметический,5270650.0
Новостройка,братиславская,13.0,Москва,1.0,36.79,10.9,15.0,16.0,Косметический,6806150.0
Новостройка,братиславская,13.0,Москва,4.0,83.46,11.5,3.0,16.0,Косметический,11434020.0
Новостройка,братиславская,13.0,Москва,1.0,40.16,10.0,7.0,16.0,Косметический,7349280.0
Новостройка,братиславская,13.0,Москва,1.0,40.16,10.0,14.0,16.0,Косметический,7429600.0
Новостройка,братиславская,13.0,Москва,0.0,32.78,9.4,15.0,16.0,Косметический,6359320.0
Новостройка,братиславская,13.0,Москва,1.0,34.7,8.8,12.0,16.0,Косметический,6246000.0
Новостройка,братиславская,13.0,Москва,2.0,64.45,14.2,17.0,16.0,Косметический,9989750.0
Новостройка,братиславская,13.0,Москва,3.0,70.95,10.2,18.0,16.0,Косметический,10003950.0
Новостройка,братиславская,13.0,Москва,2.0,66.3,19.9,20.0,16.0,Косметический,10276500.0
Новостройка,братиславская,13.0,Москва,3.0,70.95,10.2,24.0,16.0,Косметический,10003950.0
Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,2.0,16.0,Косметический,8017410.0
Новостройка,братиславская,13.0,Москва,0.0,28.49,9.0,6.0,16.0,Косметический,5270650.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,10.0,16.0,Косметический,7662990.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,11.0,16.0,Косметический,7834230.0
Новостройка,братиславская,13.0,Москва,1.0,37.4,11.3,3.0,16.0,Косметический,6844200.0
Новостройка,братиславская,13.0,Москва,1.0,39.39,16.1,3.0,16.0,Косметический,7208370.0
Новостройка,братиславская,13.0,Москва,3.0,71.27,10.2,16.0,16.0,Косметический,10049070.0
Новостройка,братиславская,13.0,Москва,0.0,28.49,9.0,4.0,16.0,Косметический,5270650.0
Новостройка,братиславская,13.0,Москва,1.0,40.16,10.0,11.0,16.0,Косметический,7429600.0
Новостройка,братиславская,13.0,Москва,0.0,26.95,8.9,18.0,16.0,Косметический,5201350.0
Новостройка,братиславская,13.0,Москва,1.0,35.14,8.8,2.0,16.0,Косметический,6430620.0
Новостройка,братиславская,13.0,Москва,1.0,44.04,17.9,12.0,16.0,Косметический,7839120.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,12.0,16.0,Косметический,7620180.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,14.0,16.0,Косметический,7834230.0
Новостройка,братиславская,13.0,Москва,1.0,35.14,8.8,11.0,16.0,Косметический,6325200.0
Новостройка,братиславская,13.0,Москва,1.0,39.39,16.1,16.0,16.0,Косметический,7444710.0
Новостройка,братиславская,13.0,Москва,1.0,44.43,18.2,13.0,16.0,Косметический,7908540.0
Новостройка,братиславская,13.0,Москва,0.0,27.01,8.9,8.0,16.0,Косметический,4996850.0
Новостройка,братиславская,13.0,Москва,1.0,42.81,13.2,12.0,16.0,Косметический,7834230.0
Новостройка,братиславская,13.0,Москва,1.0,42.16,17.1,13.0,16.0,Косметический,7504480.0
Новостройка,братиславская,13.0,Москва,2.0,64.45,14.2,21.0,16.0,Косметический,9989750.0
Новостройка,братиславская,13.0,Москва,1.0,44.79,11.7,4.0,16.0,Косметический,8017410.0
