,const,Количество комнат,Площадь,Цена
3488,1.0,2.0,68.2,30587700.0
3489,1.0,2.0,37.7,33930000.0
3490,1.0,2.0,73.88,50500000.0
3491,1.0,2.0,54.0,54000000.0
3492,1.0,2.0,57.0,88350000.0
3493,1.0,2.0,57.4,97580000.0
3494,1.0,2.0,55.0,25500000.0
3495,1.0,2.0,46.0,26780000.0
3496,1.0,2.0,85.0,27500000.0
3497,1.0,2.0,69.0,28000000.0
3498,1.0,2.0,60.0,28200000.0
3499,1.0,2.0,41.1,30825000.0
3500,1.0,2.0,70.0,38500000.0
3501,1.0,2.0,71.0,30000000.0
3502,1.0,2.0,108.5,61552050.0
3503,1.0,2.0,74.91,116028099.0
3504,1.0,2.0,47.0,35250000.0
3505,1.0,3.0,88.2,64408973.0
3506,1.0,3.0,81.2,51840000.0
3507,1.0,3.0,95.8,40000000.0
3508,1.0,3.0,95.4,58960000.0
3509,1.0,3.0,109.7,197460000.0
3510,1.0,3.0,100.9,140155549.0
3511,1.0,3.0,91.9,60654000.0
3512,1.0,3.0,85.3,59155379.0
3513,1.0,3.0,160.4,326730000.0
3514,1.0,3.0,79.4,38972930.0
3515,1.0,3.0,98.9,68390000.0
3516,1.0,3.0,101.0,176750000.0
3517,1.0,3.0,136.8,229160000.0
3518,1.0,3.0,111.64,234370000.0
3519,1.0,3.0,80.8,37005026.0
3520,1.0,3.0,126.9,241110000.0
3521,1.0,3.0,122.74,202385986.0
3522,1.0,3.0,74.2,65325902.0
3523,1.0,3.0,108.3,61135350.0
3524,1.0,3.0,131.8,108134000.0
3525,1.0,3.0,172.3,177651032.0
3526,1.0,3.0,79.64,34380000.0
3527,1.0,3.0,93.85,37636906.0
3528,1.0,3.0,98.9,40450100.0
3529,1.0,3.0,111.97,76464705.0
3530,1.0,3.0,154.3,109001377.0
3531,1.0,3.0,182.2,223195000.0
3532,1.0,3.0,75.7,24500000.0
3533,1.0,3.0,102.15,51058942.0
3534,1.0,3.0,75.7,30399454.0
3535,1.0,3.0,99.0,57463509.0
3536,1.0,3.0,131.4,66540960.0
3537,1.0,3.0,105.7,118575675.0
3538,1.0,3.0,140.1,116500000.0
3539,1.0,3.0,154.2,146084211.0
3540,1.0,3.0,66.3,31605210.0
3541,1.0,3.0,122.1,136477275.0
3542,1.0,3.0,79.88,61427720.0
3543,1.0,3.0,133.6,154000000.0
3544,1.0,3.0,63.5,31381922.0
3545,1.0,3.0,86.07,96500000.0
3546,1.0,3.0,87.0,98000000.0
3547,1.0,3.0,184.6,234131835.0
3548,1.0,3.0,85.98,33919110.0
3549,1.0,3.0,85.4,39625600.0
3550,1.0,3.0,60.2,20534220.0
3551,1.0,3.0,52.1,20959830.0
3552,1.0,3.0,74.5,39395600.0
3553,1.0,3.0,95.78,46500000.0
3554,1.0,3.0,73.94,51758000.0
3555,1.0,3.0,90.0,100000000.0
3556,1.0,3.0,108.0,104000000.0
3557,1.0,3.0,127.1,124567800.0
3558,1.0,3.0,127.6,127000000.0
3559,1.0,3.0,112.5,131000000.0
3560,1.0,3.0,93.9,134699550.0
3561,1.0,3.0,97.2,41946660.0
3562,1.0,3.0,142.4,77465600.0
3563,1.0,3.0,86.4,38657606.0
3564,1.0,3.0,113.63,37941057.0
3565,1.0,3.0,93.16,52646486.0
3566,1.0,3.0,71.7,28919022.0
3567,1.0,3.0,92.12,86915220.0
3568,1.0,3.0,79.6,21870697.0
3569,1.0,3.0,86.0,36905610.0
3570,1.0,3.0,89.8,44513860.0
3571,1.0,3.0,95.09,37547501.0
3572,1.0,3.0,65.5,28646229.0
3573,1.0,3.0,97.0,45170359.0
3574,1.0,3.0,74.4,29070417.0
3575,1.0,3.0,89.52,41111970.0
3576,1.0,3.0,72.0,28377549.0
3577,1.0,3.0,88.8,35351280.0
3578,1.0,3.0,80.0,39580686.0
3579,1.0,3.0,104.8,51729509.0
3580,1.0,3.0,74.5,21828500.0
3581,1.0,3.0,78.1,29078280.0
3582,1.0,3.0,111.4,38880000.0
3583,1.0,3.0,60.8,15507197.0
3584,1.0,3.0,58.0,22500000.0
3585,1.0,3.0,82.79,29492791.0
3586,1.0,3.0,66.9,46579795.0
3587,1.0,3.0,79.4,26757800.0
3588,1.0,3.0,83.7,37500000.0
3589,1.0,3.0,54.5,10800000.0
3590,1.0,3.0,64.6,28254831.0
3591,1.0,3.0,73.6,30329603.0
3592,1.0,3.0,74.8,16648258.0
3593,1.0,3.0,62.8,24052400.0
3594,1.0,3.0,88.1,32892135.0
3595,1.0,3.0,99.65,93952604.0
3596,1.0,3.0,62.8,13046913.0
3597,1.0,3.0,71.6,20643892.0
3598,1.0,3.0,107.3,26610400.0
3599,1.0,3.0,82.3,32203990.0
3600,1.0,3.0,84.3,39219732.0
3601,1.0,3.0,75.0,12322500.0
3602,1.0,3.0,62.1,12834125.0
3603,1.0,3.0,76.5,16752815.0
3604,1.0,3.0,85.7,17924134.0
3605,1.0,3.0,66.59,19553240.0
3606,1.0,3.0,65.92,23937900.0
3607,1.0,3.0,88.09,34531280.0
3608,1.0,3.0,102.5,51652146.0
3609,1.0,3.0,72.3,16836145.0
3610,1.0,3.0,87.8,17368548.0
3611,1.0,3.0,75.0,43900000.0
3612,1.0,3.0,77.5,38000000.0
3613,1.0,3.0,68.4,41450000.0
3614,1.0,3.0,127.6,127000000.0
3615,1.0,3.0,58.5,31000000.0
3616,1.0,3.0,91.7,30900000.0
3617,1.0,3.0,79.0,26700000.0
3618,1.0,3.0,74.1,27000000.0
3619,1.0,3.0,92.1,44950000.0
3620,1.0,3.0,80.3,41760000.0
3621,1.0,3.0,84.3,42150000.0
3622,1.0,3.0,112.5,132000000.0
3623,1.0,3.0,67.0,48000000.0
3624,1.0,3.0,112.0,131000000.0
3625,1.0,3.0,119.49,111500000.0
3626,1.0,3.0,68.7,30499000.0
3627,1.0,3.0,85.5,39900000.0
3628,1.0,3.0,90.53,99999900.0
3629,1.0,3.0,111.53,133836000.0
3630,1.0,3.0,122.56,147072000.0
3631,1.0,3.0,88.5,28800000.0
3632,1.0,3.0,61.2,31900000.0
3633,1.0,3.0,71.0,44900000.0
3634,1.0,3.0,120.4,160000000.0
3635,1.0,3.0,103.0,73700000.0
3636,1.0,3.0,90.58,36500000.0
3637,1.0,3.0,64.1,28900000.0
3638,1.0,3.0,99.0,52227450.0
3639,1.0,3.0,95.07,52804444.0
3640,1.0,3.0,104.74,67138235.0
3641,1.0,3.0,86.6,70938390.0
3642,1.0,3.0,103.2,82198800.0
3643,1.0,3.0,108.5,110887000.0
3644,1.0,3.0,108.5,112406000.0
3645,1.0,3.0,157.8,136497000.0
3646,1.0,3.0,161.1,142573500.0
3647,1.0,3.0,161.4,154137000.0
3648,1.0,3.0,76.7,32054847.0
3649,1.0,3.0,66.3,32500000.0
3650,1.0,3.0,88.8,41027287.0
3651,1.0,3.0,151.0,83930000.0
3652,1.0,3.0,83.6,103831608.0
3653,1.0,3.0,119.45,140819605.0
3654,1.0,3.0,113.43,187034727.0
3655,1.0,3.0,117.16,257752000.0
3656,1.0,3.0,117.16,269468000.0
3657,1.0,3.0,117.16,351480000.0
3658,1.0,3.0,162.11,526209060.0
3659,1.0,3.0,68.8,31101659.0
3660,1.0,3.0,83.0,36645828.0
3661,1.0,3.0,92.26,65043300.0
3662,1.0,3.0,108.0,65469600.0
3663,1.0,3.0,100.91,100910000.0
3664,1.0,3.0,86.8,102207781.0
3665,1.0,3.0,128.3,124248421.0
3666,1.0,3.0,131.3,331737665.0
3667,1.0,3.0,58.3,26500000.0
3668,1.0,3.0,64.6,28226582.0
3669,1.0,3.0,79.2,32524747.0
3670,1.0,3.0,99.0,56500000.0
3671,1.0,3.0,143.4,236987368.0
3672,1.0,3.0,150.5,147000000.0
3673,1.0,3.0,84.8,166982982.0
3674,1.0,3.0,154.7,254033684.0
3675,1.0,3.0,72.6,31000000.0
3676,1.0,3.0,79.6,35987000.0
3677,1.0,3.0,89.51,39526452.0
3678,1.0,3.0,76.0,40000000.0
3679,1.0,3.0,136.0,51900000.0
3680,1.0,3.0,84.4,77000000.0
3681,1.0,3.0,116.69,105021000.0
3682,1.0,3.0,77.7,138066860.0
3683,1.0,3.0,110.5,256939148.0
3684,1.0,3.0,98.0,62000000.0
3685,1.0,3.0,84.6,67680000.0
3686,1.0,3.0,142.0,85342000.0
3687,1.0,3.0,137.5,217287688.0
3688,1.0,3.0,200.2,410936842.0
3689,1.0,3.0,82.2,28900000.0
3690,1.0,3.0,79.5,43999387.0
3691,1.0,3.0,141.51,83000000.0
3692,1.0,3.0,146.6,228078567.0
3693,1.0,3.0,59.0,24490000.0
3694,1.0,3.0,64.1,28900000.0
3695,1.0,3.0,60.0,30500000.0
3696,1.0,3.0,65.82,31000000.0
3697,1.0,3.0,73.6,37000000.0
3698,1.0,3.0,107.8,39500000.0
3699,1.0,4.0,108.1,68810269.0
3700,1.0,4.0,125.6,91320000.0
3701,1.0,4.0,134.1,129586246.0
3702,1.0,4.0,456.7,1028050000.0
3703,1.0,4.0,148.6,267480000.0
3704,1.0,4.0,104.2,52877241.0
3705,1.0,4.0,155.5,94960000.0
3706,1.0,4.0,176.7,306810000.0
3707,1.0,4.0,93.2,42374125.0
3708,1.0,4.0,121.0,70417039.0
3709,1.0,4.0,229.1,458200000.0
3710,1.0,4.0,156.2,134115000.0
3711,1.0,4.0,116.85,59236368.0
3712,1.0,4.0,179.0,324885000.0
3713,1.0,4.0,232.5,173956500.0
3714,1.0,4.0,142.5,87053250.0
3715,1.0,4.0,226.9,191073684.0
3716,1.0,4.0,83.8,37860840.0
3717,1.0,4.0,100.3,78936100.0
3718,1.0,4.0,296.8,458259200.0
3719,1.0,4.0,107.0,43521501.0
3720,1.0,4.0,130.5,76081500.0
3721,1.0,4.0,206.7,186030000.0
3722,1.0,4.0,110.7,58103220.0
3723,1.0,4.0,162.3,71574300.0
3724,1.0,4.0,154.3,172607941.0
3725,1.0,4.0,85.7,33851500.0
3726,1.0,4.0,142.35,73000000.0
3727,1.0,4.0,133.0,138453000.0
3728,1.0,4.0,102.98,183304400.0
3729,1.0,4.0,110.5,48057113.0
3730,1.0,4.0,104.5,71603400.0
3731,1.0,4.0,114.9,25593861.0
3732,1.0,4.0,86.0,37156241.0
3733,1.0,4.0,93.1,41941550.0
3734,1.0,4.0,93.8,37466440.0
3735,1.0,4.0,106.5,41364600.0
3736,1.0,4.0,82.9,43289259.0
3737,1.0,4.0,96.4,44371808.0
3738,1.0,4.0,184.5,70000000.0
3739,1.0,4.0,64.6,14819084.0
3740,1.0,4.0,87.1,36983095.0
3741,1.0,4.0,129.0,53300528.0
3742,1.0,4.0,154.0,79572878.0
3743,1.0,4.0,193.2,96600000.0
3744,1.0,4.0,154.0,150000000.0
3745,1.0,4.0,139.0,252980000.0
3746,1.0,4.0,85.0,20736849.0
3747,1.0,4.0,96.4,31330000.0
3748,1.0,4.0,108.4,70835210.0
3749,1.0,4.0,296.0,230000000.0
3750,1.0,4.0,192.92,264978354.0
3751,1.0,4.0,94.7,35370450.0
3752,1.0,4.0,135.2,36763452.0
3753,1.0,4.0,116.4,46443600.0
3754,1.0,4.0,110.1,33641055.0
3755,1.0,4.0,105.4,45846892.0
3756,1.0,4.0,77.4,23785467.0
3757,1.0,4.0,122.0,25476197.0
3758,1.0,4.0,129.6,53417232.0
3759,1.0,4.0,77.9,13806217.0
3760,1.0,4.0,103.6,41592684.0
3761,1.0,4.0,104.5,17614465.0
3762,1.0,4.0,109.6,25572839.0
3763,1.0,4.0,100.0,47933200.0
3764,1.0,4.0,104.1,21706077.0
3765,1.0,4.0,80.8,17346768.0
3766,1.0,4.0,158.0,165000000.0
3767,1.0,4.0,82.0,27900000.0
3768,1.0,4.0,129.0,36000000.0
3769,1.0,4.0,107.0,43957847.0
3770,1.0,4.0,106.9,45250876.0
3771,1.0,4.0,106.9,45025638.0
3772,1.0,4.0,104.3,54557930.0
3773,1.0,4.0,99.6,60045382.0
3774,1.0,4.0,110.9,67405020.0
3775,1.0,4.0,136.47,85834034.0
3776,1.0,4.0,113.7,96735960.0
3777,1.0,4.0,113.7,97190760.0
3778,1.0,4.0,133.0,139916000.0
3779,1.0,4.0,222.5,159263158.0
3780,1.0,4.0,134.5,168259500.0
3781,1.0,4.0,179.5,179500000.0
3782,1.0,4.0,161.8,186070000.0
3783,1.0,4.0,179.9,206885000.0
3784,1.0,4.0,180.7,209231579.0
3785,1.0,4.0,144.7,236584500.0
3786,1.0,4.0,234.3,323334000.0
3787,1.0,4.0,267.5,481500000.0
3788,1.0,4.0,168.82,506460000.0
3789,1.0,4.0,168.82,675280000.0
3790,1.0,4.0,191.5,236665279.0
3791,1.0,4.0,188.0,274166674.0
3792,1.0,4.0,164.3,278956762.0
3793,1.0,4.0,110.1,291738704.0
3794,1.0,4.0,168.0,318000000.0
3795,1.0,4.0,166.0,318000000.0
3796,1.0,4.0,161.07,209391000.0
3797,1.0,4.0,160.0,85000000.0
3798,1.0,4.0,151.0,165000000.0
3799,1.0,4.0,176.7,213374792.0
3800,1.0,4.0,95.7,49900000.0
3801,1.0,4.0,105.0,33800000.0
3802,1.0,4.0,150.0,252000000.0
3803,1.0,4.0,124.6,53000000.0
3804,1.0,4.0,64.8,11932985.0
3805,1.0,4.0,65.0,13119242.0
3806,1.0,4.0,64.7,13221767.0
3807,1.0,4.0,65.5,13240292.0
3808,1.0,4.0,65.5,13796265.0
3809,1.0,4.0,62.1,13806878.0
3810,1.0,4.0,78.6,14111608.0
3811,1.0,4.0,80.4,14500000.0
3812,1.0,4.0,66.7,14769112.0
3813,1.0,4.0,69.6,15692106.0
3814,1.0,4.0,79.0,15912890.0
3815,1.0,4.0,86.6,16254820.0
3816,1.0,4.0,79.0,16897782.0
3817,1.0,4.0,72.9,16936231.0
3818,1.0,4.0,85.7,16989468.0
3819,1.0,4.0,109.7,17058350.0
3820,1.0,4.0,80.8,17212014.0
3821,1.0,4.0,86.6,17337320.0
3822,1.0,4.0,86.6,17545160.0
3823,1.0,4.0,61.9,17597242.0
3824,1.0,4.0,83.7,18091303.0
3825,1.0,4.0,83.6,17958539.0
3826,1.0,4.0,101.3,18540787.0
3827,1.0,4.0,87.8,19034498.0
3828,1.0,4.0,66.7,19039582.0
3829,1.0,4.0,93.0,19173330.0
3830,1.0,4.0,64.7,20099898.0
3831,1.0,4.0,73.6,21535947.0
3832,1.0,4.0,104.6,21500316.0
3833,1.0,4.0,71.3,21476447.0
3834,1.0,4.0,104.1,21761420.0
3835,1.0,4.0,104.0,22146076.0
3836,1.0,4.0,77.8,22385197.0
3837,1.0,4.0,107.2,24356065.0
3838,1.0,4.0,82.4,24229338.0
3839,1.0,4.0,107.3,24810532.0
3840,1.0,4.0,75.1,24833649.0
3841,1.0,4.0,82.1,25089760.0
3842,1.0,4.0,108.5,25869284.0
3843,1.0,4.0,78.2,25962400.0
3844,1.0,4.0,84.7,26143344.0
3845,1.0,4.0,73.72,26240761.0
3846,1.0,4.0,109.6,26246250.0
3847,1.0,4.0,80.58,26407999.0
3848,1.0,4.0,84.6,26258664.0
3849,1.0,4.0,84.7,26509241.0
3850,1.0,4.0,77.74,26917086.0
3851,1.0,4.0,80.58,26823067.0
3852,1.0,4.0,115.0,27178614.0
3853,1.0,4.0,73.75,27447095.0
3854,1.0,4.0,73.72,27607735.0
3855,1.0,4.0,95.5,28650000.0
3856,1.0,4.0,95.2,28712320.0
3857,1.0,4.0,101.4,29473982.0
3858,1.0,4.0,110.0,29396950.0
3859,1.0,4.0,87.3,29778030.0
3860,1.0,4.0,86.7,29915835.0
3861,1.0,4.0,108.6,29915127.0
3862,1.0,4.0,86.7,30273039.0
3863,1.0,4.0,88.5,30719235.0
3864,1.0,4.0,96.4,31089000.0
3865,1.0,4.0,86.6,31573676.0
3866,1.0,4.0,80.62,31597181.0
3867,1.0,4.0,82.9,31584900.0
3868,1.0,4.0,102.6,31622298.0
3869,1.0,4.0,79.26,31962635.0
3870,1.0,4.0,102.6,31931846.0
3871,1.0,4.0,100.0,32270000.0
3872,1.0,4.0,87.1,32018337.0
3873,1.0,4.0,101.4,33000000.0
3874,1.0,4.0,82.8,33541452.0
3875,1.0,4.0,108.52,33389132.0
3876,1.0,4.0,94.6,33630300.0
3877,1.0,4.0,86.9,33743270.0
3878,1.0,4.0,89.0,34500000.0
3879,1.0,4.0,80.62,34892872.0
3880,1.0,4.0,110.0,34842500.0
3881,1.0,4.0,100.89,35319989.0
3882,1.0,4.0,90.6,35424600.0
3883,1.0,4.0,90.6,35968200.0
3884,1.0,4.0,110.0,35722500.0
3885,1.0,4.0,86.9,36350270.0
3886,1.0,4.0,110.1,36333000.0
3887,1.0,4.0,88.6,36196644.0
3888,1.0,4.0,110.1,36663300.0
3889,1.0,4.0,108.2,36794055.0
3890,1.0,4.0,92.5,36482000.0
3891,1.0,4.0,93.8,36696529.0
3892,1.0,4.0,94.6,36846700.0
3893,1.0,4.0,95.2,36899520.0
3894,1.0,4.0,86.5,37513430.0
3895,1.0,5.0,178.2,140197602.0
3896,1.0,5.0,187.7,139370000.0
3897,1.0,5.0,657.5,1475430000.0
3898,1.0,5.0,221.0,190612500.0
3899,1.0,5.0,218.37,158792331.0
3900,1.0,5.0,162.3,176566170.0
3901,1.0,5.0,108.3,41457240.0
3902,1.0,5.0,310.16,369090400.0
3903,1.0,5.0,127.1,74900000.0
3904,1.0,5.0,143.1,117616637.0
3905,1.0,5.0,385.0,200000000.0
3906,1.0,5.0,135.0,92700000.0
3907,1.0,5.0,190.75,175000000.0
3908,1.0,5.0,143.2,72750000.0
3909,1.0,5.0,235.8,258000000.0
3910,1.0,5.0,127.0,87000000.0
3911,1.0,5.0,135.2,263287736.0
3912,1.0,5.0,133.9,277575450.0
3913,1.0,5.0,223.2,379533010.0
3914,1.0,5.0,133.8,382078546.0
3915,1.0,5.0,239.6,427790837.0
3916,1.0,5.0,322.4,496496000.0
3917,1.0,5.0,359.5,557584500.0
3918,1.0,5.0,230.1,604927751.0
3919,1.0,5.0,387.3,724251000.0
3920,1.0,5.0,190.0,175000000.0
3921,1.0,5.0,130.0,75500000.0
3922,1.0,5.0,266.8,378495286.0
3923,1.0,5.0,94.7,18565735.0
3924,1.0,5.0,94.7,18476668.0
3925,1.0,5.0,94.7,18934626.0
3926,1.0,5.0,123.3,26398530.0
3927,1.0,5.0,122.0,28694400.0
3928,1.0,5.0,128.7,29578472.0
3929,1.0,5.0,139.6,30530520.0
3930,1.0,5.0,136.7,31947461.0
3931,1.0,5.0,138.0,32034090.0
3932,1.0,5.0,187.8,34468676.0
3933,1.0,5.0,103.0,39356300.0
3934,1.0,5.0,112.7,41834240.0
3935,1.0,5.0,109.1,41698020.0
3936,1.0,5.0,113.0,45382050.0
3937,1.0,5.0,118.8,46213200.0
3938,1.0,5.0,118.7,47373170.0
3939,1.0,5.0,122.9,48591218.0
3940,1.0,5.0,123.3,48742897.0
3941,1.0,5.0,119.3,49756302.0
3942,1.0,5.0,116.1,49797539.0
3943,1.0,5.0,112.1,50621197.0
3944,1.0,5.0,119.7,50352862.0
3945,1.0,5.0,123.7,50914920.0
3946,1.0,5.0,107.6,51632454.0
3947,1.0,5.0,114.4,51392502.0
3948,1.0,5.0,109.0,52156500.0
3949,1.0,5.0,117.4,53006100.0
3950,1.0,5.0,117.4,52806520.0
3951,1.0,5.0,117.4,53675280.0
3952,1.0,5.0,119.5,55464261.0
3953,1.0,5.0,143.5,57084300.0
3954,1.0,5.0,126.2,60406892.0
3955,1.0,5.0,126.2,60636576.0
3956,1.0,5.0,126.2,60062366.0
3957,1.0,5.0,147.9,68758710.0
3958,1.0,5.0,153.1,68385177.0
3959,1.0,5.0,143.0,70000000.0
3960,1.0,5.0,144.6,70980219.0
3961,1.0,5.0,137.8,71762857.0
3962,1.0,5.0,137.8,71300616.0
3963,1.0,5.0,147.9,74467650.0
3964,1.0,5.0,159.9,79716299.0
3965,1.0,5.0,128.4,90696367.0
3966,1.0,5.0,139.0,92000000.0
3967,1.0,5.0,162.68,92888978.0
3968,1.0,5.0,153.1,95293738.0
3969,1.0,5.0,143.8,96058400.0
3970,1.0,5.0,156.4,98399928.0
3971,1.0,5.0,214.0,107000000.0
3972,1.0,5.0,163.0,109831498.0
3973,1.0,5.0,166.2,111987699.0
3974,1.0,5.0,159.4,123026310.0
3975,1.0,5.0,166.5,126977697.0
3976,1.0,5.0,188.2,136750000.0
3977,1.0,5.0,158.27,138169710.0
3978,1.0,5.0,188.2,138170000.0
3979,1.0,5.0,188.7,141035323.0
3980,1.0,5.0,180.7,150206875.0
3981,1.0,5.0,218.51,149716715.0
3982,1.0,5.0,158.27,151464390.0
3983,1.0,5.0,218.48,151007040.0
3984,1.0,5.0,218.47,150672423.0
3985,1.0,5.0,162.3,170406885.0
3986,1.0,5.0,161.7,178000000.0
3987,1.0,5.0,267.1,199000000.0
3988,1.0,5.0,197.2,199566400.0
3989,1.0,5.0,153.6,205962240.0
3990,1.0,5.0,174.3,209160000.0
3991,1.0,5.0,153.6,223449600.0
3992,1.0,5.0,236.7,249990137.0
3993,1.0,5.0,210.8,252960000.0
3994,1.0,5.0,250.4,260551090.0
3995,1.0,5.0,223.0,306625000.0
3996,1.0,5.0,264.6,450000000.0
3997,1.0,5.0,229.2,458400000.0
3998,1.0,5.0,259.3,483520000.0
3999,1.0,5.0,231.5,486150000.0
4000,1.0,5.0,231.5,532450000.0
4001,1.0,5.0,259.4,559310000.0
4002,1.0,5.0,283.3,610590000.0
4003,1.0,5.0,250.5,607760000.0
4004,1.0,5.0,227.0,617020000.0
4005,1.0,5.0,229.3,685390000.0
4006,1.0,5.0,588.1,970365000.0
4007,1.0,5.0,593.3,978945000.0
4008,1.0,5.0,94.7,18648091.0
4009,1.0,5.0,94.7,18753818.0
4010,1.0,5.0,114.76,22077873.0
4011,1.0,5.0,123.0,27183000.0
4012,1.0,5.0,122.4,27515520.0
4013,1.0,5.0,122.4,27368640.0
4014,1.0,5.0,122.3,27639800.0
4015,1.0,5.0,122.1,28021950.0
4016,1.0,5.0,122.3,27908860.0
4017,1.0,5.0,122.1,28156260.0
4018,1.0,5.0,122.0,28560200.0
4019,1.0,5.0,121.8,28793520.0
4020,1.0,5.0,121.8,28793520.0
4021,1.0,5.0,125.7,28829158.0
4022,1.0,5.0,125.8,28682874.0
4023,1.0,5.0,139.9,29532890.0
4024,1.0,5.0,140.4,29455920.0
4025,1.0,5.0,139.9,29826680.0
4026,1.0,5.0,125.4,29800563.0
4027,1.0,5.0,139.6,30376960.0
4028,1.0,5.0,139.7,30245050.0
4029,1.0,5.0,139.7,30105350.0
4030,1.0,5.0,139.6,30684080.0
4031,1.0,5.0,139.5,30969000.0
4032,1.0,5.0,139.3,31231060.0
4033,1.0,5.0,139.3,31231060.0
4034,1.0,5.0,139.5,31122450.0
4035,1.0,5.0,137.6,31452763.0
4036,1.0,5.0,136.9,33543358.0
4037,1.0,5.0,164.2,33842369.0
4038,1.0,5.0,151.8,34067199.0
4039,1.0,5.0,152.1,34217493.0
4040,1.0,5.0,165.0,34632798.0
4041,1.0,5.0,141.6,34857754.0
4042,1.0,5.0,167.8,35806755.0
4043,1.0,5.0,149.3,36264749.0
4044,1.0,5.0,108.2,42760640.0
4045,1.0,5.0,112.6,43418560.0
4046,1.0,5.0,118.6,43763400.0
4047,1.0,5.0,120.1,51108272.0
4048,1.0,5.0,120.5,51708001.0
4049,1.0,5.0,139.02,52136909.0
4050,1.0,5.0,155.7,53009297.0
4051,1.0,5.0,117.4,57044660.0
4052,1.0,5.0,117.4,57115100.0
4053,1.0,5.0,131.22,57736800.0
4054,1.0,5.0,227.3,58802510.0
4055,1.0,5.0,149.8,59920000.0
4056,1.0,5.0,132.6,60060058.0
4057,1.0,5.0,138.7,63205590.0
4058,1.0,5.0,191.7,63217539.0
4059,1.0,5.0,128.7,63938160.0
4060,1.0,5.0,131.2,64445440.0
4061,1.0,5.0,104.4,64889951.0
4062,1.0,5.0,159.7,64518105.0
4063,1.0,5.0,180.9,66242889.0
4064,1.0,5.0,132.4,66767341.0
4065,1.0,5.0,157.4,67058413.0
4066,1.0,5.0,132.4,67238814.0
4067,1.0,5.0,111.7,68618733.0
4068,1.0,5.0,152.63,68429112.0
4069,1.0,5.0,147.28,68853400.0
4070,1.0,5.0,128.9,68546354.0
4071,1.0,5.0,144.0,69206400.0
4072,1.0,5.0,157.4,70269186.0
4073,1.0,5.0,144.5,70761650.0
4074,1.0,5.0,126.5,70629469.0
4075,1.0,5.0,134.1,70821893.0
4076,1.0,5.0,143.9,71301613.0
4077,1.0,5.0,126.9,71849754.0
4078,1.0,5.0,144.8,72240720.0
4079,1.0,5.0,122.0,72303661.0
4080,1.0,5.0,153.3,73827544.0
4081,1.0,5.0,144.8,73543920.0
4082,1.0,5.0,138.4,74740654.0
4083,1.0,5.0,140.1,75331770.0
4084,1.0,5.0,138.4,75425319.0
4085,1.0,5.0,113.72,75184923.0
4086,1.0,5.0,138.4,76109983.0
4087,1.0,5.0,138.4,75774640.0
4088,1.0,5.0,116.8,75931152.0
4089,1.0,5.0,138.4,76794510.0
4090,1.0,6.0,1067.4,2455020000.0
4091,1.0,6.0,33.5,23666056.0
4092,1.0,6.0,27.1,17290000.0
4093,1.0,6.0,116.9,28913370.0
4094,1.0,6.0,33.0,21768120.0
4095,1.0,6.0,23.8,15484667.0
4096,1.0,6.0,23.8,12640000.0
4097,1.0,6.0,171.82,274912000.0
4098,1.0,6.0,40.05,84420000.0
4099,1.0,6.0,39.0,24183900.0
4100,1.0,6.0,43.75,35732813.0
4101,1.0,6.0,26.21,14833876.0
4102,1.0,6.0,33.8,17966961.0
4103,1.0,6.0,23.8,13872663.0
4104,1.0,6.0,21.73,6500000.0
4105,1.0,6.0,25.1,7479000.0
4106,1.0,6.0,36.0,19125000.0
4107,1.0,6.0,45.2,23052000.0
4108,1.0,6.0,25.8,11679660.0
4109,1.0,6.0,25.4,14555343.0
4110,1.0,6.0,33.72,28324800.0
4111,1.0,6.0,22.0,11188704.0
4112,1.0,6.0,23.8,8225616.0
4113,1.0,6.0,30.34,10548686.0
4114,1.0,6.0,33.0,15400000.0
4115,1.0,6.0,26.9,28245000.0
4116,1.0,6.0,22.6,13198144.0
4117,1.0,6.0,19.1,14106071.0
4118,1.0,6.0,37.7,12441000.0
4119,1.0,6.0,51.6,12600000.0
4120,1.0,6.0,26.0,13336534.0
4121,1.0,6.0,27.9,13786589.0
4122,1.0,6.0,19.3,7548543.0
4123,1.0,6.0,18.55,10054259.0
4124,1.0,6.0,17.9,14897280.0
4125,1.0,6.0,24.1,9905100.0
4126,1.0,6.0,23.9,10982050.0
4127,1.0,6.0,24.5,15779006.0
4128,1.0,6.0,22.4,7241920.0
4129,1.0,6.0,21.3,6900728.0
4130,1.0,6.0,35.4,9319050.0
4131,1.0,6.0,19.8,6295015.0
4132,1.0,6.0,24.0,6326160.0
4133,1.0,6.0,26.3,7287232.0
4134,1.0,6.0,22.35,8103679.0
4135,1.0,6.0,18.4,9265828.0
4136,1.0,6.0,31.8,17098860.0
4137,1.0,6.0,21.1,6056623.0
4138,1.0,6.0,22.4,7284959.0
4139,1.0,6.0,28.12,12248520.0
4140,1.0,6.0,23.8,14452240.0
4141,1.0,6.0,23.8,14680078.0
4142,1.0,6.0,26.4,16026504.0
4143,1.0,6.0,434.4,716760000.0
4144,1.0,6.0,28.9,16000000.0
4145,1.0,6.0,26.57,14054360.0
4146,1.0,6.0,24.93,14367059.0
4147,1.0,6.0,27.73,15548571.0
4148,1.0,6.0,26.56,15433723.0
4149,1.0,6.0,25.4,9370000.0
4150,1.0,6.0,30.0,14500000.0
4151,1.0,6.0,43.2,21900000.0
4152,1.0,6.0,40.0,30900000.0
