,const,Количество комнат,Площадь,Цена
13053,1.0,0.0,24.0,7900000.0
13054,1.0,0.0,24.8,7400000.0
13055,1.0,0.0,24.9,8300000.0
13056,1.0,0.0,23.6,7500000.0
13057,1.0,0.0,35.6,10800000.0
13058,1.0,0.0,10.8,5000000.0
13059,1.0,0.0,13.6,4800000.0
13060,1.0,0.0,23.8,9400000.0
13061,1.0,0.0,23.1,4000000.0
13062,1.0,0.0,30.0,11300000.0
13063,1.0,0.0,24.4,7700000.0
13064,1.0,0.0,26.9,5050000.0
13065,1.0,0.0,22.2,9500000.0
13066,1.0,0.0,14.0,6800000.0
13067,1.0,0.0,28.0,7200000.0
13068,1.0,0.0,11.9,3147000.0
13069,1.0,0.0,28.1,12300000.0
13070,1.0,0.0,23.2,7500000.0
13071,1.0,0.0,12.3,5550000.0
13072,1.0,0.0,25.0,15325000.0
13073,1.0,0.0,22.8,5390000.0
13074,1.0,0.0,21.0,9590000.0
13075,1.0,0.0,16.2,6900000.0
13076,1.0,0.0,12.6,4150000.0
13077,1.0,0.0,20.0,5950000.0
13078,1.0,0.0,18.0,5700000.0
13079,1.0,0.0,18.0,5499000.0
13080,1.0,0.0,20.0,9100000.0
13081,1.0,0.0,24.0,5400000.0
13082,1.0,0.0,16.0,9850000.0
13083,1.0,0.0,16.2,4850000.0
13084,1.0,0.0,21.0,7500000.0
13085,1.0,0.0,26.7,5050000.0
13086,1.0,0.0,49.8,15500000.0
13087,1.0,0.0,27.6,13200000.0
13088,1.0,0.0,31.0,22000000.0
13089,1.0,0.0,15.6,6723872.0
13090,1.0,0.0,15.0,9500000.0
13091,1.0,0.0,10.5,4998000.0
13092,1.0,0.0,36.0,16807440.0
13093,1.0,0.0,27.5,10900000.0
13094,1.0,0.0,19.8,9200000.0
13095,1.0,0.0,25.0,12490000.0
13096,1.0,0.0,21.9,5850000.0
13097,1.0,0.0,17.5,6100000.0
13098,1.0,0.0,48.8,12490000.0
13099,1.0,0.0,22.0,8900000.0
13100,1.0,0.0,24.0,6600000.0
13101,1.0,0.0,28.6,12500000.0
13102,1.0,0.0,16.6,5900000.0
13103,1.0,0.0,24.0,9900000.0
13104,1.0,0.0,24.0,10700000.0
13105,1.0,0.0,21.1,8200000.0
13106,1.0,0.0,21.2,8200000.0
13107,1.0,0.0,39.0,16000000.0
13108,1.0,0.0,27.7,9695000.0
13109,1.0,0.0,30.2,8500000.0
13110,1.0,0.0,17.0,7000000.0
13111,1.0,0.0,22.8,5400000.0
13112,1.0,0.0,20.1,11900000.0
13113,1.0,0.0,20.1,8950000.0
13114,1.0,0.0,22.7,8300000.0
13115,1.0,0.0,39.4,14550000.0
13116,1.0,0.0,11.8,4100000.0
13117,1.0,0.0,15.6,4700000.0
13118,1.0,0.0,24.0,12100000.0
13119,1.0,0.0,20.0,9500000.0
13120,1.0,0.0,12.4,5999999.0
13121,1.0,0.0,22.4,7400000.0
13122,1.0,0.0,20.1,5176000.0
13123,1.0,0.0,21.2,7090000.0
13124,1.0,0.0,24.4,8300000.0
13125,1.0,0.0,31.6,14852000.0
13126,1.0,0.0,10.6,2950000.0
13127,1.0,0.0,19.8,8350000.0
13128,1.0,0.0,24.7,4599000.0
13129,1.0,0.0,22.4,7990000.0
13130,1.0,0.0,15.6,5984822.0
13131,1.0,0.0,19.8,4950000.0
13132,1.0,0.0,32.5,15260000.0
13133,1.0,0.0,35.0,13850000.0
13134,1.0,0.0,28.5,17899000.0
13135,1.0,0.0,20.0,10600000.0
13136,1.0,0.0,21.1,8950000.0
13137,1.0,0.0,20.0,6950000.0
13138,1.0,0.0,23.2,8149000.0
13139,1.0,0.0,25.2,7700000.0
13140,1.0,0.0,45.4,18500000.0
13141,1.0,0.0,33.0,17100000.0
13142,1.0,0.0,13.3,5350000.0
13143,1.0,0.0,20.3,5075000.0
13144,1.0,0.0,20.6,9800000.0
13145,1.0,0.0,25.2,14000000.0
13146,1.0,0.0,29.0,8100000.0
13147,1.0,0.0,18.6,7000000.0
13148,1.0,0.0,25.0,9700000.0
13149,1.0,0.0,30.0,16990000.0
13150,1.0,0.0,15.0,7479546.0
13151,1.0,0.0,21.2,8200000.0
13152,1.0,2.0,56.45,8536067.0
13153,1.0,3.0,70.95,10003950.0
13154,1.0,1.0,36.79,6548620.0
13155,1.0,1.0,34.81,6265800.0
13156,1.0,1.0,35.04,6237120.0
13157,1.0,1.0,33.8,6016400.0
13158,1.0,1.0,33.8,6016400.0
13159,1.0,2.0,60.29,8862630.0
13160,1.0,2.0,46.0,7400000.0
13161,1.0,1.0,36.0,7000000.0
13162,1.0,1.0,34.82,4480558.0
13163,1.0,2.0,33.86,5170008.0
13164,1.0,2.0,36.83,5514297.0
13165,1.0,1.0,36.74,5582924.0
13166,1.0,2.0,55.8,8092638.0
13167,1.0,2.0,61.8,7592687.0
13168,1.0,2.0,61.61,7813516.0
13169,1.0,2.0,61.61,8057688.0
13170,1.0,1.0,34.34,5321557.0
13171,1.0,2.0,56.45,6798057.0
13172,1.0,1.0,32.4,5908308.0
13173,1.0,2.0,48.1,7663218.0
13174,1.0,2.0,54.78,8507778.0
13175,1.0,3.0,64.6,8758476.0
13176,1.0,3.0,64.6,9134046.0
13177,1.0,3.0,65.68,9763327.0
13178,1.0,1.0,34.32,5318457.0
13179,1.0,1.0,36.84,5487266.0
13180,1.0,1.0,37.93,5763753.0
13181,1.0,2.0,54.5,11400000.0
13182,1.0,1.0,34.14,4249576.0
13183,1.0,1.0,38.9,5003162.0
13184,1.0,2.0,62.31,6660004.0
13185,1.0,1.0,35.8,5753060.0
13186,1.0,3.0,79.8,18569460.0
13187,1.0,3.0,83.6,9390000.0
13188,1.0,3.0,101.2,10700000.0
13189,1.0,1.0,36.99,4286845.0
13190,1.0,2.0,60.0,8700000.0
13191,1.0,1.0,38.9,5200000.0
13192,1.0,1.0,53.5,6440000.0
13193,1.0,0.0,31.5,4490000.0
13194,1.0,1.0,46.6,5740000.0
13195,1.0,1.0,49.0,5970000.0
13196,1.0,1.0,43.2,6050000.0
13197,1.0,2.0,62.3,6750000.0
13198,1.0,1.0,41.0,5190000.0
13199,1.0,0.0,31.1,4090000.0
13200,1.0,2.0,66.7,7340000.0
13201,1.0,1.0,44.2,5390000.0
13202,1.0,1.0,41.1,5040000.0
13203,1.0,0.0,19.8,3969900.0
13204,1.0,2.0,52.4,6817240.0
13205,1.0,1.0,39.4,7820900.0
13206,1.0,2.0,41.2,7918640.0
13207,1.0,2.0,39.3,8567400.0
13208,1.0,0.0,25.23,4017878.0
13209,1.0,1.0,38.71,5479409.0
13210,1.0,2.0,48.85,5499777.0
13211,1.0,2.0,48.85,5349732.0
13212,1.0,3.0,78.65,8531559.0
13213,1.0,1.0,31.61,4267887.0
13214,1.0,2.0,62.31,6627915.0
13215,1.0,1.0,34.44,4429501.0
13216,1.0,1.0,36.0,5000000.0
13217,1.0,3.0,93.45,9490000.0
13218,1.0,3.0,72.1,15725010.0
13219,1.0,1.0,35.8,5645660.0
13220,1.0,2.0,49.91,5866920.0
13221,1.0,0.0,19.8,4200000.0
13222,1.0,2.0,69.8,7810620.0
13223,1.0,2.0,59.1,10768020.0
13224,1.0,3.0,76.0,12372800.0
13225,1.0,0.0,24.69,3386249.0
13226,1.0,2.0,61.0,12500000.0
13227,1.0,3.0,65.0,9285307.0
13228,1.0,2.0,61.0,8806614.0
13229,1.0,2.0,55.49,7365299.0
13230,1.0,3.0,73.1,6838536.0
13231,1.0,2.0,52.7,5338144.0
13232,1.0,0.0,27.29,5157810.0
13233,1.0,2.0,57.1,6852000.0
13234,1.0,0.0,27.9,4268700.0
13235,1.0,1.0,40.8,5530000.0
13236,1.0,3.0,74.2,7975000.0
13237,1.0,2.0,53.5,6640000.0
13238,1.0,2.0,45.09,9764350.0
13239,1.0,1.0,41.32,9160400.0
13240,1.0,2.0,43.71,9686200.0
13241,1.0,0.0,24.2,3790000.0
13242,1.0,1.0,37.72,8106028.0
13243,1.0,2.0,57.31,7392990.0
13244,1.0,2.0,53.46,5865576.0
13245,1.0,2.0,45.0,5962500.0
13246,1.0,2.0,60.0,14322000.0
13247,1.0,2.0,59.4,12889800.0
13248,1.0,2.0,47.5,9224500.0
13249,1.0,1.0,32.0,6937600.0
13250,1.0,2.0,59.7,10554960.0
13251,1.0,2.0,61.3,10108370.0
13252,1.0,2.0,32.0,6864000.0
13253,1.0,1.0,35.6,7137800.0
13254,1.0,0.0,23.2,5470560.0
13255,1.0,1.0,42.9,7837830.0
13256,1.0,3.0,71.7,11787480.0
13257,1.0,3.0,71.7,11722950.0
13258,1.0,1.0,42.9,8030880.0
13259,1.0,1.0,33.9,7129170.0
13260,1.0,1.0,42.9,7833540.0
13261,1.0,3.0,71.7,11185200.0
13262,1.0,1.0,37.81,6011790.0
13263,1.0,1.0,37.81,6200840.0
13264,1.0,1.0,37.81,6011790.0
13265,1.0,0.0,27.59,4221270.0
13266,1.0,0.0,27.59,4938610.0
13267,1.0,0.0,28.61,5006750.0
13268,1.0,0.0,28.61,5149800.0
13269,1.0,0.0,28.61,4692040.0
13270,1.0,0.0,28.61,5006750.0
13271,1.0,0.0,28.61,4520380.0
13272,1.0,0.0,28.61,5149800.0
13273,1.0,3.0,75.61,9451250.0
13274,1.0,2.0,61.31,7908990.0
13275,1.0,2.0,61.31,7908990.0
13276,1.0,2.0,61.31,7908990.0
13277,1.0,1.0,41.89,6660510.0
13278,1.0,1.0,41.89,6576730.0
13279,1.0,1.0,34.74,5051196.0
13280,1.0,1.0,34.74,5940540.0
13281,1.0,1.0,41.89,6576730.0
13282,1.0,1.0,41.89,6576730.0
13283,1.0,2.0,61.31,6621480.0
13284,1.0,2.0,54.16,7365760.0
13285,1.0,1.0,35.76,5399760.0
13286,1.0,1.0,35.76,5721600.0
13287,1.0,2.0,60.29,7234800.0
13288,1.0,3.0,81.74,8174000.0
13289,1.0,1.0,35.76,5828880.0
13290,1.0,1.0,35.76,5185200.0
13291,1.0,1.0,34.74,5940540.0
13292,1.0,2.0,51.09,6948240.0
13293,1.0,3.0,79.7,9723400.0
13294,1.0,2.0,59.4,6961680.0
13295,1.0,1.0,46.8,6130800.0
13296,1.0,2.0,52.4,5968360.0
13297,1.0,3.0,83.0,8831200.0
13298,1.0,2.0,60.1,6472770.0
13299,1.0,2.0,56.7,6282360.0
13300,1.0,3.0,83.0,8964000.0
13301,1.0,2.0,59.4,6777540.0
13302,1.0,2.0,59.4,6854760.0
13303,1.0,2.0,52.4,6041720.0
13304,1.0,2.0,59.5,6592600.0
13305,1.0,3.0,83.0,9171500.0
13306,1.0,2.0,52.4,6581440.0
13307,1.0,1.0,41.8,5486250.0
13308,1.0,2.0,52.5,7019250.0
13309,1.0,3.0,82.9,10109655.0
13310,1.0,3.0,82.9,10109655.0
13311,1.0,1.0,42.6,5540130.0
13312,1.0,2.0,59.8,6619860.0
13313,1.0,3.0,82.9,9031955.0
13314,1.0,2.0,60.0,7122000.0
13315,1.0,1.0,42.6,5567820.0
13316,1.0,2.0,51.0,6907950.0
13317,1.0,1.0,42.9,5461170.0
13318,1.0,1.0,41.8,5546860.0
13319,1.0,1.0,41.8,5546860.0
13320,1.0,2.0,52.5,6636000.0
13321,1.0,2.0,60.6,6787200.0
13322,1.0,2.0,60.5,6757850.0
13323,1.0,3.0,83.4,8932140.0
13324,1.0,2.0,56.9,6714200.0
13325,1.0,2.0,60.6,6708420.0
13326,1.0,1.0,41.8,5622100.0
13327,1.0,1.0,41.8,4999280.0
13328,1.0,1.0,41.8,5053620.0
13329,1.0,2.0,60.5,6612650.0
13330,1.0,2.0,57.5,6474500.0
13331,1.0,1.0,46.7,5650700.0
13332,1.0,3.0,83.4,8907120.0
13333,1.0,2.0,60.6,6641760.0
13334,1.0,1.0,41.8,5170660.0
13335,1.0,1.0,41.8,5245900.0
13336,1.0,2.0,60.5,6697350.0
13337,1.0,0.0,25.87,6590000.0
13338,1.0,3.0,76.1,17000000.0
13339,1.0,1.0,27.3,3700000.0
13340,1.0,1.0,34.28,5759040.0
13341,1.0,1.0,35.29,5646400.0
13342,1.0,3.0,80.55,9263250.0
13343,1.0,3.0,80.65,9597350.0
13344,1.0,3.0,80.65,9436050.0
13345,1.0,2.0,59.48,6602280.0
13346,1.0,2.0,59.48,7910840.0
13347,1.0,2.0,59.48,8029800.0
13348,1.0,1.0,35.29,5752270.0
13349,1.0,1.0,35.29,5858140.0
13350,1.0,2.0,53.43,7266480.0
13351,1.0,2.0,53.43,6732180.0
13352,1.0,2.0,57.46,7297420.0
13353,1.0,2.0,57.46,7986940.0
13354,1.0,1.0,41.34,6366360.0
13355,1.0,1.0,41.34,5332860.0
13356,1.0,2.0,54.44,7730480.0
13357,1.0,1.0,34.28,4799200.0
13358,1.0,1.0,34.28,5759040.0
13359,1.0,1.0,34.28,5381960.0
13360,1.0,1.0,34.28,5724760.0
13361,1.0,1.0,34.28,5724760.0
13362,1.0,1.0,40.33,6251150.0
13363,1.0,2.0,60.49,7077330.0
13364,1.0,2.0,60.49,7863700.0
13365,1.0,2.0,60.49,7863700.0
13366,1.0,1.0,35.29,5752270.0
13367,1.0,0.0,28.23,4883790.0
13368,1.0,0.0,28.23,4319190.0
13369,1.0,0.0,28.23,4883790.0
13370,1.0,0.0,28.23,4883790.0
13371,1.0,0.0,28.23,4883790.0
13372,1.0,2.0,59.48,7910840.0
13373,1.0,2.0,58.47,7425690.0
13374,1.0,0.0,28.84,4845120.0
13375,1.0,0.0,28.23,4883790.0
13376,1.0,0.0,28.23,4883790.0
13377,1.0,0.0,28.23,4883790.0
13378,1.0,1.0,37.3,5968000.0
13379,1.0,1.0,37.3,5706900.0
13380,1.0,1.0,37.3,5595000.0
13381,1.0,1.0,37.3,5968000.0
13382,1.0,3.0,77.32,9278400.0
13383,1.0,2.0,35.65,4823653.0
13384,1.0,1.0,35.65,4276387.0
13385,1.0,2.0,37.52,4427763.0
13386,1.0,2.0,35.51,4404939.0
13387,1.0,2.0,35.51,4441273.0
13388,1.0,1.0,37.25,5100000.0
13389,1.0,1.0,35.7,5854800.0
13390,1.0,2.0,55.6,10875360.0
13391,1.0,3.0,76.0,12342400.0
13392,1.0,1.0,32.1,6805200.0
13393,1.0,2.0,32.1,7129410.0
13394,1.0,0.0,27.2,4080000.0
13395,1.0,0.0,27.01,4996850.0
13396,1.0,2.0,41.3,5500000.0
13397,1.0,2.0,56.7,5936490.0
13398,1.0,1.0,37.81,6200840.0
13399,1.0,1.0,37.81,5331210.0
13400,1.0,0.0,27.59,5076560.0
13401,1.0,2.0,58.24,7396480.0
13402,1.0,2.0,60.29,7355380.0
13403,1.0,2.0,60.29,8139150.0
13404,1.0,3.0,81.74,9727060.0
13405,1.0,3.0,81.74,10135760.0
13406,1.0,1.0,35.76,5828880.0
13407,1.0,1.0,35.76,5650080.0
13408,1.0,1.0,35.76,5936160.0
13409,1.0,1.0,34.74,5940540.0
13410,1.0,2.0,51.09,6539520.0
13411,1.0,2.0,51.09,7254780.0
13412,1.0,2.0,50.41,6855760.0
13413,1.0,1.0,34.28,5347680.0
13414,1.0,2.0,59.48,7910840.0
13415,1.0,1.0,35.29,5893430.0
13416,1.0,1.0,35.29,5893430.0
13417,1.0,1.0,35.29,5646400.0
13418,1.0,0.0,28.23,4883790.0
13419,1.0,0.0,27.22,4219100.0
13420,1.0,1.0,39.2,5306000.0
13421,1.0,1.0,35.8,5631340.0
13422,1.0,1.0,39.1,10009600.0
13423,1.0,2.0,32.1,6785940.0
13424,1.0,2.0,54.3,9855450.0
13425,1.0,0.0,26.65,4683658.0
13426,1.0,2.0,62.31,8357578.0
13427,1.0,1.0,36.36,5204170.0
13428,1.0,1.0,36.99,4763498.0
13429,1.0,0.0,29.65,4529147.0
13430,1.0,0.0,26.65,3906090.0
13431,1.0,0.0,27.33,4018357.0
13432,1.0,1.0,37.16,4840647.0
13433,1.0,2.0,62.31,8095147.0
13434,1.0,2.0,55.02,6521080.0
13435,1.0,1.0,32.69,4583301.0
13436,1.0,0.0,23.89,3383111.0
13437,1.0,0.0,23.89,3560852.0
13438,1.0,2.0,52.4,5800680.0
13439,1.0,0.0,31.9,9286090.0
13440,1.0,3.0,86.34,10516212.0
13441,1.0,1.0,40.78,8743232.0
13442,1.0,3.0,87.82,17247848.0
13443,1.0,1.0,41.39,8764746.0
13444,1.0,2.0,66.76,14079684.0
13445,1.0,3.0,73.15,14187950.0
13446,1.0,1.0,42.0,6250000.0
13447,1.0,0.0,20.0,3870000.0
13448,1.0,3.0,61.47,8765817.0
13449,1.0,1.0,34.37,6179744.0
13450,1.0,2.0,53.94,8075761.0
13451,1.0,2.0,62.3,8500000.0
13452,1.0,2.0,54.83,6333907.0
13453,1.0,3.0,75.79,7964771.0
13454,1.0,0.0,27.13,3766132.0
13455,1.0,2.0,62.31,6965635.0
13456,1.0,2.0,46.07,5296769.0
13457,1.0,2.0,54.6,6137804.0
13458,1.0,1.0,38.09,5047039.0
13459,1.0,1.0,27.33,4238001.0
13460,1.0,1.0,37.16,5416995.0
13461,1.0,3.0,72.19,8706017.0
13462,1.0,2.0,55.2,6350000.0
13463,1.0,3.0,74.1,7891695.0
13464,1.0,2.0,51.0,6563700.0
13465,1.0,0.0,19.8,4017420.0
13466,1.0,2.0,54.3,9252720.0
13467,1.0,2.0,47.5,8754250.0
13468,1.0,2.0,60.1,6839380.0
13469,1.0,3.0,83.0,8739900.0
13470,1.0,2.0,50.9,6158900.0
13471,1.0,1.0,46.8,5831280.0
13472,1.0,2.0,59.5,6229650.0
13473,1.0,2.0,59.4,6902280.0
13474,1.0,2.0,59.4,7009200.0
13475,1.0,1.0,42.6,4979940.0
13476,1.0,2.0,59.5,7128100.0
13477,1.0,2.0,60.1,6412670.0
13478,1.0,2.0,57.4,6225030.0
13479,1.0,2.0,60.0,6582000.0
13480,1.0,2.0,60.0,6567000.0
13481,1.0,1.0,41.8,5778850.0
13482,1.0,2.0,59.8,7412210.0
13483,1.0,2.0,60.0,6522000.0
13484,1.0,1.0,42.6,4941600.0
13485,1.0,1.0,42.6,5303700.0
13486,1.0,1.0,46.7,5998615.0
13487,1.0,1.0,46.7,6080340.0
13488,1.0,2.0,66.31,9946500.0
13489,1.0,1.0,38.64,6877920.0
13490,1.0,1.0,35.15,6327000.0
13491,1.0,1.0,39.15,6968700.0
13492,1.0,1.0,43.95,7647300.0
13493,1.0,2.0,67.2,10080000.0
13494,1.0,0.0,27.05,5004250.0
13495,1.0,3.0,71.85,10130850.0
13496,1.0,1.0,35.6,6336800.0
13497,1.0,2.0,63.25,9487500.0
13498,1.0,1.0,43.95,7647300.0
13499,1.0,1.0,38.52,6856560.0
13500,1.0,0.0,27.25,5041250.0
13501,1.0,2.0,55.85,8712600.0
13502,1.0,1.0,43.95,7647300.0
13503,1.0,1.0,43.0,7654000.0
13504,1.0,1.0,43.95,7647300.0
13505,1.0,1.0,43.0,7654000.0
13506,1.0,1.0,44.08,7669920.0
13507,1.0,0.0,27.25,5041250.0
13508,1.0,0.0,28.29,5346810.0
13509,1.0,0.0,27.25,5041250.0
13510,1.0,0.0,27.05,5004250.0
13511,1.0,1.0,35.15,6256700.0
13512,1.0,2.0,56.31,8784360.0
13513,1.0,1.0,39.15,6968700.0
13514,1.0,1.0,39.15,6968700.0
13515,1.0,2.0,55.85,8712600.0
13516,1.0,3.0,71.4,10067400.0
13517,1.0,1.0,36.9,6568200.0
13518,1.0,1.0,43.21,7518540.0
13519,1.0,1.0,43.21,7691380.0
13520,1.0,0.0,27.05,5004250.0
13521,1.0,1.0,37.4,6657200.0
13522,1.0,1.0,37.4,6657200.0
13523,1.0,0.0,28.61,5407290.0
13524,1.0,1.0,38.52,6856560.0
13525,1.0,1.0,37.4,6657200.0
13526,1.0,2.0,63.65,9547500.0
13527,1.0,3.0,71.85,10130850.0
13528,1.0,1.0,43.0,7482000.0
13529,1.0,1.0,36.15,6434700.0
13530,1.0,0.0,28.68,5305800.0
13531,1.0,1.0,46.17,8402940.0
13532,1.0,2.0,67.35,10102500.0
13533,1.0,0.0,28.61,5521730.0
13534,1.0,0.0,27.15,5022750.0
13535,1.0,1.0,46.17,8218260.0
13536,1.0,1.0,33.9,6034200.0
13537,1.0,0.0,27.85,5152250.0
13538,1.0,0.0,28.29,5233650.0
13539,1.0,0.0,27.4,5069000.0
13540,1.0,1.0,43.0,7654000.0
13541,1.0,1.0,46.17,8402940.0
13542,1.0,2.0,67.2,10080000.0
13543,1.0,1.0,43.95,7823100.0
13544,1.0,2.0,63.05,9268350.0
13545,1.0,2.0,56.31,8784360.0
13546,1.0,2.0,67.2,10080000.0
13547,1.0,1.0,38.52,6933600.0
13548,1.0,1.0,43.6,7586400.0
13549,1.0,0.0,27.85,5375050.0
13550,1.0,1.0,33.9,6102000.0
13551,1.0,0.0,27.15,5131350.0
13552,1.0,1.0,44.08,7669920.0
13553,1.0,1.0,39.15,7047000.0
13554,1.0,1.0,36.9,6568200.0
13555,1.0,0.0,27.05,5112450.0
13556,1.0,1.0,43.95,7823100.0
13557,1.0,1.0,36.9,6642000.0
13558,1.0,0.0,31.1,5753500.0
13559,1.0,1.0,44.08,7846240.0
13560,1.0,0.0,27.05,5004250.0
13561,1.0,0.0,27.25,5150250.0
13562,1.0,1.0,43.6,7586400.0
13563,1.0,1.0,37.5,6675000.0
13564,1.0,1.0,43.21,7518540.0
13565,1.0,1.0,35.15,6256700.0
13566,1.0,0.0,28.68,5305800.0
13567,1.0,0.0,27.29,5048650.0
13568,1.0,2.0,61.51,9226500.0
13569,1.0,0.0,32.78,6064300.0
13570,1.0,2.0,66.3,9945000.0
13571,1.0,1.0,35.02,6303600.0
13572,1.0,1.0,45.27,7876980.0
13573,1.0,0.0,26.95,5201350.0
13574,1.0,0.0,27.01,5104890.0
13575,1.0,1.0,44.04,7662960.0
13576,1.0,0.0,27.01,5104890.0
13577,1.0,1.0,44.45,7734300.0
13578,1.0,1.0,45.27,7876980.0
13579,1.0,2.0,69.35,10194450.0
13580,1.0,1.0,37.37,6726600.0
13581,1.0,1.0,42.81,7448940.0
13582,1.0,2.0,62.22,9333000.0
13583,1.0,4.0,83.46,11434020.0
13584,1.0,0.0,27.29,5048650.0
13585,1.0,0.0,28.48,5382720.0
13586,1.0,0.0,32.78,6064300.0
13587,1.0,1.0,36.79,6769360.0
13588,1.0,2.0,61.51,9226500.0
13589,1.0,1.0,44.79,7793460.0
13590,1.0,0.0,27.01,5104890.0
13591,1.0,4.0,83.46,11517480.0
13592,1.0,0.0,27.01,5104890.0
13593,1.0,1.0,37.37,6726600.0
13594,1.0,2.0,64.45,9667500.0
13595,1.0,1.0,39.39,7011420.0
13596,1.0,1.0,44.43,8086260.0
13597,1.0,2.0,55.41,8643960.0
13598,1.0,1.0,44.79,7972620.0
13599,1.0,1.0,44.45,7912100.0
13600,1.0,1.0,37.4,6732000.0
13601,1.0,1.0,44.04,7839120.0
13602,1.0,1.0,45.27,8058060.0
13603,1.0,1.0,37.37,6651860.0
13604,1.0,1.0,35.14,6254920.0
13605,1.0,1.0,44.04,7662960.0
13606,1.0,1.0,44.04,7662960.0
13607,1.0,1.0,44.79,7793460.0
13608,1.0,1.0,42.81,7620180.0
13609,1.0,1.0,35.04,6237120.0
13610,1.0,1.0,44.04,7839120.0
13611,1.0,0.0,27.27,5154030.0
13612,1.0,0.0,27.29,5266970.0
13613,1.0,0.0,32.78,6326540.0
13614,1.0,4.0,83.46,11434020.0
13615,1.0,1.0,36.79,6548620.0
13616,1.0,2.0,59.59,8938500.0
13617,1.0,2.0,63.07,9460500.0
13618,1.0,1.0,45.27,7876980.0
13619,1.0,1.0,42.81,7448940.0
13620,1.0,2.0,66.3,9945000.0
13621,1.0,0.0,32.78,6064300.0
13622,1.0,0.0,27.27,5154030.0
13623,1.0,2.0,64.45,9667500.0
13624,1.0,0.0,27.29,5157810.0
13625,1.0,1.0,37.37,6651860.0
13626,1.0,0.0,27.27,5263110.0
13627,1.0,1.0,36.79,6548620.0
13628,1.0,2.0,60.88,10098846.0
13629,1.0,1.0,34.01,5219731.0
13630,1.0,1.0,42.0,4729200.0
13631,1.0,1.0,35.76,5542800.0
13632,1.0,1.0,35.76,5828880.0
13633,1.0,2.0,60.79,6297844.0
13634,1.0,1.0,40.23,5591970.0
13635,1.0,2.0,61.2,7833600.0
13636,1.0,2.0,60.49,7863700.0
13637,1.0,3.0,79.64,9317880.0
13638,1.0,1.0,35.29,5893430.0
13639,1.0,2.0,53.43,7052760.0
13640,1.0,0.0,27.12,4230720.0
13641,1.0,1.0,35.29,5681690.0
13642,1.0,1.0,35.29,5575820.0
13643,1.0,0.0,28.13,4725840.0
13644,1.0,0.0,28.03,4709040.0
13645,1.0,3.0,75.61,8846370.0
13646,1.0,1.0,36.98,5416313.0
13647,1.0,0.0,41.5,10700000.0
13648,1.0,2.0,53.46,6412739.0
13649,1.0,1.0,42.6,4916040.0
13650,1.0,2.0,54.83,7100000.0
13651,1.0,1.0,44.08,9913592.0
13652,1.0,2.0,51.82,6424955.0
13653,1.0,1.0,38.1,5250000.0
13654,1.0,2.0,56.9,6071230.0
13655,1.0,1.0,41.8,5321140.0
13656,1.0,2.0,50.9,6250520.0
13657,1.0,1.0,41.8,4798640.0
13658,1.0,1.0,37.6,5132400.0
13659,1.0,3.0,83.4,8406720.0
13660,1.0,2.0,60.6,6405420.0
13661,1.0,3.0,83.4,8306640.0
13662,1.0,2.0,57.5,6474500.0
13663,1.0,3.0,83.4,8932140.0
13664,1.0,3.0,83.4,8156520.0
13665,1.0,2.0,52.5,6352500.0
13666,1.0,2.0,60.6,6787200.0
13667,1.0,2.0,57.5,6135250.0
13668,1.0,2.0,57.5,6135250.0
13669,1.0,2.0,60.5,6394850.0
13670,1.0,0.0,30.64,5290000.0
13671,1.0,1.0,51.6,5840000.0
13672,1.0,2.0,61.77,12195150.0
13673,1.0,1.0,36.99,5438307.0
13674,1.0,2.0,55.49,7168920.0
13675,1.0,1.0,36.36,5166647.0
13676,1.0,1.0,40.04,5524959.0
13677,1.0,3.0,64.8,7788960.0
13678,1.0,3.0,83.7,8646210.0
13679,1.0,1.0,44.7,6030030.0
13680,1.0,1.0,35.8,5165940.0
13681,1.0,1.0,37.7,5489120.0
13682,1.0,1.0,44.7,6110490.0
13683,1.0,2.0,61.6,8800000.0
13684,1.0,3.0,70.76,16555575.0
13685,1.0,3.0,70.53,15934067.0
13686,1.0,1.0,31.14,8493310.0
13687,1.0,2.0,45.88,11468531.0
13688,1.0,3.0,67.7,15808356.0
13689,1.0,3.0,66.72,16013066.0
13690,1.0,2.0,44.64,10765025.0
13691,1.0,2.0,45.88,11245784.0
13692,1.0,2.0,45.88,11277579.0
13693,1.0,1.0,31.14,8407800.0
13694,1.0,2.0,45.88,11309420.0
13695,1.0,2.0,44.95,11086692.0
13696,1.0,3.0,71.5,15707263.0
13697,1.0,2.0,47.91,10966407.0
13698,1.0,3.0,72.05,15645945.0
13699,1.0,1.0,33.06,8486799.0
13700,1.0,3.0,71.24,14924210.0
13701,1.0,3.0,74.3,16158318.0
13702,1.0,3.0,100.75,20912073.0
13703,1.0,2.0,47.91,10765185.0
13704,1.0,3.0,74.3,15742238.0
13705,1.0,2.0,47.19,10938453.0
13706,1.0,3.0,71.5,15507063.0
13707,1.0,1.0,33.06,8371089.0
13708,1.0,2.0,48.25,10865514.0
13709,1.0,2.0,47.91,10899333.0
13710,1.0,2.0,46.42,10857452.0
13711,1.0,1.0,33.06,8417373.0
13712,1.0,3.0,74.3,15950278.0
13713,1.0,1.0,35.8,5455920.0
13714,1.0,1.0,33.6,8181600.0
13715,1.0,0.0,29.65,4311080.0
13716,1.0,1.0,32.69,4518183.0
13717,1.0,2.0,49.6,5400000.0
