Станция метро,Минут до метро,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Тип квартиры_Вторичное,Тип квартиры_Новостройка,Регион_Москва,Регион_Московская область,Ремонт_Без ремонта,Ремонт_Дизайнерский,Ремонт_Евроремонт,Ремонт_Косметический,Цена
271,27.0,2.0,63.2,18.0,2.0,14.0,1,0,1,0,0,0,1,0,15000000.0
139,18.0,2.0,59.7,10.4,22.0,25.0,1,0,1,0,0,0,0,1,21100000.0
152,15.0,2.0,60.0,16.9,5.0,22.0,1,0,1,0,0,0,0,1,13000000.0
72,22.0,2.0,47.0,17.0,12.0,29.0,1,0,1,0,1,0,0,0,21600000.0
238,19.0,2.0,64.5,10.1,6.0,17.0,1,0,1,0,0,0,0,1,15600000.0
148,21.0,2.0,39.8,6.0,5.0,8.0,1,0,1,0,0,0,0,1,10890000.0
139,12.0,2.0,77.0,10.5,9.0,16.0,1,0,1,0,1,0,0,0,37000000.0
37,18.0,2.0,42.9,5.5,6.0,9.0,1,0,1,0,0,0,0,1,12500000.0
149,14.0,2.0,49.0,15.0,5.0,23.0,1,0,1,0,1,0,0,0,16350000.0
226,17.0,2.0,36.3,13.1,22.0,22.0,1,0,1,0,0,0,1,0,12700000.0
301,12.0,2.0,43.0,6.0,1.0,4.0,1,0,1,0,1,0,0,0,6549999.0
156,7.0,2.0,46.0,7.0,10.0,14.0,1,0,1,0,0,0,0,1,13400000.0
188,16.0,2.0,60.2,12.9,11.0,17.0,1,0,1,0,0,0,0,1,18200000.0
309,8.0,2.0,41.0,10.0,8.0,25.0,1,0,1,0,0,1,0,0,15700000.0
38,12.0,2.0,58.1,16.1,14.0,15.0,1,0,1,0,1,0,0,0,13500000.0
19,4.0,2.0,68.0,10.0,8.0,32.0,1,0,1,0,0,0,0,1,21500000.0
121,17.0,2.0,57.0,10.0,8.0,16.0,1,0,1,0,0,1,0,0,22500000.0
59,14.0,2.0,45.0,6.0,1.0,9.0,1,0,1,0,0,0,0,1,9850000.0
291,6.0,2.0,47.0,9.5,9.0,12.0,1,0,1,0,0,0,0,1,13200000.0
102,9.0,2.0,60.0,11.6,2.0,2.0,1,0,1,0,1,0,0,0,40000000.0
92,12.0,2.0,61.7,11.1,12.0,12.0,1,0,1,0,0,0,0,1,14200000.0
160,6.0,2.0,60.0,9.3,4.0,23.0,1,0,1,0,0,0,0,1,18000000.0
268,14.0,2.0,87.4,13.9,2.0,7.0,1,0,1,0,0,0,1,0,36000000.0
1,4.0,2.0,56.5,10.0,7.0,7.0,1,0,1,0,0,0,0,1,21500000.0
171,7.0,2.0,44.7,5.6,9.0,9.0,1,0,1,0,0,0,0,1,14290000.0
259,21.0,2.0,70.0,12.0,1.0,16.0,1,0,1,0,1,0,0,0,13590000.0
309,13.0,2.0,47.6,7.0,12.0,12.0,1,0,1,0,0,0,0,1,11200000.0
298,6.0,2.0,45.2,6.5,8.0,12.0,1,0,1,0,0,0,0,1,11900000.0
138,8.0,2.0,58.3,10.1,15.0,17.0,1,0,1,0,0,0,0,1,15800000.0
297,12.0,2.0,56.0,14.1,5.0,16.0,1,0,1,0,0,1,0,0,38000000.0
146,17.0,2.0,41.0,11.0,11.0,19.0,1,0,1,0,0,0,1,0,17800000.0
80,19.0,2.0,47.0,7.0,10.0,12.0,1,0,1,0,0,1,0,0,15800000.0
147,20.0,2.0,34.3,3.6,15.0,18.0,1,0,1,0,0,1,0,0,17000000.0
180,17.0,2.0,58.8,11.5,14.0,25.0,1,0,1,0,0,0,0,1,16900000.0
92,12.0,2.0,56.0,10.5,3.0,17.0,1,0,1,0,0,0,0,1,12800000.0
70,17.0,2.0,58.0,11.4,14.0,20.0,1,0,1,0,0,0,1,0,20700000.0
160,7.0,2.0,54.0,9.5,14.0,17.0,1,0,1,0,0,0,0,1,13500000.0
126,8.0,2.0,51.2,11.3,10.0,16.0,1,0,1,0,0,0,1,0,13900000.0
149,12.0,2.0,51.3,13.0,6.0,5.0,1,0,1,0,1,0,0,0,22700000.0
221,12.0,2.0,47.5,7.3,4.0,9.0,1,0,1,0,0,1,0,0,25950000.0
279,16.0,2.0,46.3,10.5,4.0,21.0,1,0,1,0,0,0,1,0,21900000.0
198,12.0,2.0,46.0,7.0,4.0,12.0,1,0,1,0,0,0,1,0,10200000.0
247,18.0,2.0,52.1,8.6,3.0,12.0,1,0,1,0,0,0,0,1,14300000.0
60,11.0,2.0,75.0,10.0,12.0,14.0,1,0,1,0,0,1,0,0,22500000.0
110,21.0,2.0,40.1,6.0,9.0,9.0,1,0,1,0,0,0,0,1,10499000.0
60,9.0,2.0,68.8,14.7,1.0,8.0,1,0,1,0,0,1,0,0,19999900.0
152,7.0,2.0,61.6,12.9,17.0,17.0,1,0,1,0,0,0,1,0,13550000.0
5,7.0,2.0,54.7,8.4,9.0,17.0,1,0,1,0,0,0,1,0,15999999.0
57,7.0,2.0,56.0,8.0,5.0,9.0,1,0,1,0,0,0,1,0,24500000.0
229,18.0,2.0,58.0,20.7,8.0,16.0,1,0,1,0,1,0,0,0,29500000.0
62,20.0,2.0,37.4,6.5,20.0,30.0,1,0,1,0,0,0,0,1,16000000.0
290,13.0,2.0,82.0,8.0,16.0,16.0,1,0,1,0,0,1,0,0,11086692.0
139,10.0,2.0,53.0,9.5,5.0,16.0,1,0,1,0,0,0,1,0,18900000.0
7,10.0,2.0,64.1,11.9,20.0,16.0,1,0,1,0,1,0,0,0,27000000.0
156,4.0,2.0,38.1,6.4,12.0,12.0,1,0,1,0,0,0,0,1,10799000.0
263,12.0,2.0,59.0,6.3,8.0,16.0,1,0,1,0,0,1,0,0,31500000.0
300,16.0,2.0,44.3,5.6,3.0,5.0,1,0,1,0,1,0,0,0,9300000.0
113,8.0,2.0,46.3,8.2,12.0,32.0,1,0,1,0,0,0,1,0,16990000.0
40,10.0,2.0,43.0,6.2,5.0,5.0,1,0,1,0,0,0,0,1,12800000.0
198,12.0,2.0,55.0,12.0,16.0,18.0,1,0,1,0,0,1,0,0,16300000.0
117,8.0,2.0,57.0,11.4,4.0,26.0,1,0,1,0,0,0,0,1,17000000.0
260,25.0,2.0,74.5,15.0,11.0,16.0,1,0,1,0,0,0,1,0,28000000.0
32,3.0,2.0,54.0,9.2,13.0,17.0,1,0,1,0,0,0,1,0,15500000.0
304,6.0,2.0,48.0,6.0,1.0,5.0,1,0,1,0,0,0,0,1,14550000.0
19,4.0,2.0,67.5,10.0,8.0,32.0,1,0,1,0,0,1,0,0,23500000.0
268,6.0,2.0,60.0,9.0,8.0,8.0,1,0,1,0,0,0,1,0,22990000.0
276,8.0,2.0,51.2,10.0,10.0,14.0,1,0,1,0,0,0,0,1,13700000.0
21,24.0,2.0,47.0,6.0,6.0,27.0,1,0,1,0,1,0,0,0,10880000.0
34,15.0,2.0,59.4,9.8,5.0,18.0,1,0,1,0,0,0,1,0,18500000.0
21,21.0,2.0,53.4,9.3,6.0,17.0,1,0,1,0,0,0,1,0,16400000.0
51,9.0,2.0,37.3,9.7,22.0,30.0,1,0,1,0,0,0,0,1,13700000.0
304,17.0,2.0,59.0,9.0,7.0,7.0,1,0,1,0,1,0,0,0,19969740.0
113,11.0,2.0,30.0,17.0,12.0,31.0,1,0,1,0,0,0,1,0,10500000.0
238,18.0,2.0,45.0,10.4,7.0,9.0,1,0,1,0,0,0,0,1,10300000.0
234,8.0,2.0,62.0,6.0,5.0,7.0,1,0,1,0,0,0,1,0,11086692.0
65,11.0,2.0,46.7,6.2,3.0,9.0,1,0,1,0,0,0,0,1,11500000.0
176,27.0,2.0,47.8,9.7,8.0,12.0,1,0,1,0,0,0,0,1,12500000.0
216,12.0,2.0,46.2,6.8,2.0,16.0,1,0,1,0,0,1,0,0,20999000.0
25,8.0,2.0,53.9,8.5,7.0,12.0,1,0,1,0,1,0,0,0,13800000.0
66,12.0,2.0,71.1,18.0,23.0,16.0,1,0,1,0,1,0,0,0,40000000.0
33,16.0,2.0,51.0,8.0,17.0,17.0,1,0,1,0,1,0,0,0,14200000.0
268,10.0,2.0,58.5,17.0,3.0,22.0,1,0,1,0,0,1,0,0,11086692.0
169,15.0,2.0,69.8,10.0,18.0,30.0,1,0,1,0,0,0,0,1,17900000.0
204,8.0,2.0,41.4,6.0,3.0,5.0,1,0,1,0,1,0,0,0,14500000.0
304,17.0,2.0,55.0,14.0,6.0,7.0,1,0,1,0,1,0,0,0,20350000.0
60,9.0,2.0,48.0,15.0,1.0,17.0,1,0,1,0,0,1,0,0,16700000.0
62,18.0,2.0,50.0,6.0,7.0,23.0,1,0,1,0,0,0,1,0,39990000.0
77,11.0,2.0,38.0,7.0,8.0,9.0,1,0,1,0,0,0,0,1,11500000.0
285,23.0,2.0,46.2,7.9,18.0,25.0,1,0,1,0,0,0,0,1,23800000.0
108,14.0,2.0,45.0,5.0,5.0,9.0,1,0,1,0,1,0,0,0,13500000.0
198,12.0,2.0,64.0,11.4,13.0,20.0,1,0,1,0,1,0,0,0,13695000.0
204,7.0,2.0,65.8,12.0,1.0,5.0,1,0,1,0,0,0,1,0,17500000.0
188,21.0,2.0,37.0,6.4,1.0,12.0,1,0,1,0,0,0,0,1,9150000.0
226,10.0,2.0,52.0,9.8,13.0,13.0,1,0,1,0,0,0,1,0,15900000.0
19,4.0,2.0,67.9,12.0,8.0,32.0,1,0,1,0,0,0,1,0,23500000.0
186,11.0,2.0,53.0,9.0,3.0,5.0,1,0,1,0,0,0,0,1,13600000.0
188,19.0,2.0,54.0,9.3,6.0,14.0,1,0,1,0,0,0,0,1,13900000.0
195,18.0,2.0,70.0,10.6,5.0,8.0,1,0,1,0,0,0,0,1,23500000.0
30,7.0,2.0,53.8,10.0,2.0,17.0,1,0,1,0,0,0,1,0,14500000.0
176,23.0,2.0,57.4,8.9,22.0,22.0,1,0,1,0,0,1,0,0,17100000.0
131,8.0,2.0,54.0,8.7,12.0,14.0,1,0,1,0,0,1,0,0,16500000.0
217,12.0,2.0,42.9,10.2,22.0,22.0,1,0,1,0,0,0,0,1,15500000.0
4,9.0,2.0,53.4,8.8,4.0,7.0,1,0,1,0,0,1,0,0,21600000.0
233,8.0,2.0,49.0,6.2,11.0,12.0,1,0,1,0,0,0,0,1,15000000.0
77,12.0,2.0,58.4,9.9,6.0,14.0,1,0,1,0,0,0,1,0,21000000.0
149,12.0,2.0,39.0,7.0,6.0,12.0,1,0,1,0,0,0,0,1,13000000.0
244,3.0,2.0,52.0,10.9,1.0,12.0,1,0,1,0,0,0,0,1,15800000.0
85,7.0,2.0,50.0,12.0,3.0,30.0,1,0,1,0,0,0,1,0,23200000.0
214,10.0,2.0,40.0,18.0,9.0,17.0,1,0,1,0,0,0,0,1,15500000.0
304,12.0,2.0,35.0,5.0,1.0,8.0,1,0,1,0,0,0,0,1,10300000.0
308,7.0,2.0,65.0,10.0,1.0,16.0,1,0,1,0,1,0,0,0,14300000.0
198,12.0,2.0,54.6,10.7,18.0,18.0,1,0,1,0,0,0,1,0,15250000.0
298,7.0,2.0,50.3,11.0,1.0,16.0,1,0,1,0,1,0,0,0,14700000.0
43,16.0,2.0,47.3,8.8,14.0,14.0,1,0,1,0,0,0,0,1,15990000.0
300,8.0,2.0,58.5,9.9,8.0,32.0,1,0,1,0,0,0,0,1,17400000.0
297,22.0,2.0,57.8,11.4,6.0,16.0,1,0,1,0,1,0,0,0,29000000.0
194,7.0,2.0,85.2,12.0,9.0,19.0,1,0,1,0,0,1,0,0,11086692.0
49,20.0,2.0,60.5,13.2,15.0,25.0,1,0,1,0,0,0,0,1,19000000.0
92,12.0,2.0,52.2,10.4,11.0,17.0,1,0,1,0,0,0,1,0,12800000.0
10,8.0,2.0,50.5,9.0,4.0,16.0,1,0,1,0,1,0,0,0,12600000.0
268,13.0,2.0,67.2,14.8,6.0,6.0,1,0,1,0,0,0,0,1,33500000.0
243,8.0,2.0,38.0,6.0,1.0,5.0,1,0,1,0,0,0,1,0,16500000.0
11,5.0,2.0,95.0,15.0,2.0,7.0,1,0,1,0,0,0,1,0,11086692.0
117,9.0,2.0,62.0,20.0,20.0,23.0,1,0,1,0,0,1,0,0,25000000.0
143,6.0,2.0,64.0,13.0,10.0,17.0,1,0,1,0,0,0,0,1,24300000.0
217,27.0,2.0,49.8,12.4,6.0,12.0,1,0,1,0,0,1,0,0,18500000.0
139,8.0,2.0,54.0,9.0,6.0,16.0,1,0,1,0,0,0,0,1,17500000.0
152,13.0,2.0,57.1,10.1,21.0,22.0,1,0,1,0,0,0,1,0,11900000.0
213,27.0,2.0,55.6,15.7,14.0,24.0,1,0,1,0,0,0,1,0,18200000.0
149,12.0,2.0,36.6,6.6,3.0,9.0,1,0,1,0,0,0,0,1,12400000.0
83,13.0,2.0,52.0,9.0,9.0,14.0,1,0,1,0,0,0,1,0,15600000.0
238,8.0,2.0,58.0,14.5,2.0,19.0,1,0,1,0,0,0,1,0,20950000.0
207,22.0,2.0,65.2,6.0,15.0,23.0,1,0,1,0,1,0,0,0,20500000.0
110,5.0,2.0,72.0,14.0,6.0,12.0,1,0,1,0,0,0,1,0,20000000.0
126,7.0,2.0,45.0,7.0,5.0,12.0,1,0,1,0,0,0,0,1,13000000.0
61,7.0,2.0,37.5,7.0,2.0,14.0,1,0,1,0,1,0,0,0,16200000.0
33,18.0,2.0,58.0,15.0,11.0,18.0,1,0,1,0,1,0,0,0,13190000.0
234,9.0,2.0,80.2,12.0,3.0,13.0,1,0,1,0,0,1,0,0,11086692.0
234,9.0,2.0,93.0,10.0,4.0,13.0,1,0,1,0,0,1,0,0,11086692.0
131,8.0,2.0,51.1,6.0,10.0,17.0,1,0,1,0,0,0,0,1,15000000.0
127,26.0,2.0,58.1,10.0,18.0,22.0,1,0,1,0,0,0,0,1,14199000.0
201,8.0,2.0,36.9,5.6,10.0,14.0,1,0,1,0,0,0,0,1,11500000.0
77,16.0,2.0,127.7,15.0,18.0,21.0,1,0,1,0,0,0,0,1,11086692.0
265,22.0,2.0,81.5,10.5,4.0,25.0,1,0,1,0,1,0,0,0,20850000.0
198,12.0,2.0,54.4,10.7,10.0,18.0,1,0,1,0,1,0,0,0,13700000.0
306,13.0,2.0,55.0,9.0,4.0,17.0,1,0,1,0,0,0,1,0,24200000.0
309,9.0,2.0,51.8,9.0,12.0,19.0,1,0,1,0,0,0,1,0,19100000.0
0,7.0,2.0,68.9,8.5,1.0,6.0,1,0,1,0,0,0,0,1,17000000.0
105,6.0,2.0,54.0,8.2,7.0,17.0,1,0,1,0,0,0,0,1,19950000.0
108,5.0,2.0,35.7,9.6,1.0,9.0,1,0,1,0,0,0,1,0,12500000.0
198,25.0,2.0,82.7,13.0,11.0,17.0,1,0,1,0,0,0,1,0,19990000.0
198,12.0,2.0,65.0,12.0,11.0,17.0,1,0,1,0,1,0,0,0,13400000.0
206,7.0,2.0,44.5,5.0,5.0,9.0,1,0,1,0,0,0,0,1,18500000.0
249,7.0,2.0,65.0,10.0,3.0,9.0,1,0,1,0,0,1,0,0,11086692.0
243,16.0,2.0,53.0,8.0,6.0,9.0,1,0,1,0,0,0,1,0,17600000.0
203,21.0,2.0,42.0,8.0,2.0,8.0,1,0,1,0,0,0,0,1,9990000.0
289,6.0,2.0,67.0,10.0,5.0,9.0,1,0,1,0,0,0,0,1,35000000.0
231,12.0,2.0,56.0,15.0,2.0,12.0,1,0,1,0,0,1,0,0,12000000.0
263,14.0,2.0,60.0,8.5,5.0,5.0,1,0,1,0,0,0,0,1,25000000.0
57,10.0,2.0,51.1,20.6,8.0,16.0,1,0,1,0,1,0,0,0,11086692.0
251,14.0,2.0,71.8,7.8,3.0,5.0,1,0,1,0,0,1,0,0,19200000.0
137,15.0,2.0,57.0,6.5,7.0,9.0,1,0,1,0,0,0,1,0,19000000.0
234,9.0,2.0,53.6,6.2,7.0,7.0,1,0,1,0,1,0,0,0,41000000.0
167,8.0,2.0,38.9,6.0,8.0,14.0,1,0,1,0,1,0,0,0,11500000.0
301,27.0,2.0,61.0,12.0,17.0,17.0,1,0,1,0,0,0,0,1,10500000.0
95,8.0,2.0,55.8,10.3,1.0,22.0,1,0,1,0,0,0,0,1,13500000.0
221,11.0,2.0,48.0,10.6,7.0,20.0,1,0,1,0,0,0,1,0,28000000.0
282,10.0,2.0,86.6,10.0,4.0,12.0,1,0,1,0,0,1,0,0,11086692.0
308,11.0,2.0,57.0,10.0,12.0,22.0,1,0,1,0,1,0,0,0,16000000.0
279,15.0,2.0,51.0,10.1,2.0,16.0,1,0,1,0,0,0,1,0,20000000.0
273,16.0,2.0,63.0,10.0,23.0,16.0,1,0,1,0,0,0,1,0,18200000.0
209,17.0,2.0,57.3,10.8,3.0,19.0,1,0,1,0,0,0,1,0,12000000.0
154,9.0,2.0,50.3,15.0,6.0,8.0,1,0,1,0,0,0,1,0,18500000.0
179,14.0,2.0,42.6,10.2,3.0,4.0,1,0,1,0,0,0,0,1,14000000.0
59,8.0,2.0,51.8,10.0,6.0,12.0,1,0,1,0,0,0,0,1,12299000.0
149,22.0,2.0,46.7,10.6,2.0,16.0,1,0,1,0,0,0,1,0,13100000.0
18,12.0,2.0,38.6,6.0,8.0,12.0,1,0,1,0,0,0,0,1,14700000.0
131,11.0,2.0,58.1,11.0,1.0,17.0,1,0,1,0,0,0,0,1,13400000.0
2,12.0,2.0,89.0,12.0,5.0,25.0,1,0,1,0,0,0,1,0,31500000.0
285,16.0,2.0,67.6,10.5,12.0,26.0,1,0,1,0,1,0,0,0,28000000.0
209,18.0,2.0,57.4,13.0,23.0,25.0,1,0,1,0,0,1,0,0,20000000.0
7,5.0,2.0,68.5,16.0,6.0,16.0,1,0,1,0,0,1,0,0,41200000.0
24,10.0,2.0,44.4,6.0,9.0,9.0,1,0,1,0,1,0,0,0,10000000.0
91,20.0,2.0,70.4,10.5,4.0,20.0,1,0,1,0,0,1,0,0,26000000.0
263,24.0,2.0,70.7,10.0,3.0,9.0,1,0,1,0,0,0,1,0,23000000.0
275,15.0,2.0,58.0,10.0,5.0,10.0,1,0,1,0,0,0,1,0,25700000.0
148,18.0,2.0,45.0,5.2,2.0,5.0,1,0,1,0,0,0,1,0,14200000.0
183,8.0,2.0,123.0,10.5,2.0,8.0,1,0,1,0,0,0,1,0,41900000.0
96,15.0,2.0,47.0,6.0,9.0,9.0,1,0,1,0,0,0,0,1,10000000.0
126,9.0,2.0,37.7,6.0,12.0,12.0,1,0,1,0,0,0,0,1,9550000.0
80,4.0,2.0,44.5,5.5,4.0,9.0,1,0,1,0,0,0,0,1,13550000.0
156,9.0,2.0,38.0,6.3,11.0,12.0,1,0,1,0,0,0,0,1,12500000.0
120,17.0,2.0,86.0,14.0,3.0,18.0,1,0,1,0,0,1,0,0,30500000.0
268,14.0,2.0,60.0,11.6,2.0,7.0,1,0,1,0,0,0,1,0,36000000.0
149,15.0,2.0,42.7,6.0,11.0,21.0,1,0,1,0,0,1,0,0,28500000.0
246,11.0,2.0,59.0,10.0,7.0,19.0,1,0,1,0,0,1,0,0,36000000.0
103,17.0,2.0,42.0,6.0,8.0,14.0,1,0,1,0,0,0,0,1,15200000.0
149,24.0,2.0,54.0,12.0,12.0,16.0,1,0,1,0,1,0,0,0,21900000.0
14,18.0,2.0,36.7,5.0,9.0,9.0,1,0,1,0,0,0,0,1,10000000.0
172,24.0,2.0,44.0,6.0,5.0,5.0,1,0,1,0,0,0,0,1,8200000.0
138,13.0,2.0,50.0,8.2,2.0,17.0,1,0,1,0,0,0,0,1,13650000.0
149,7.0,2.0,52.5,8.4,8.0,12.0,1,0,1,0,0,0,0,1,18600000.0
245,12.0,2.0,72.0,10.0,9.0,12.0,1,0,1,0,0,1,0,0,32800000.0
38,12.0,2.0,69.0,10.3,12.0,18.0,1,0,1,0,0,0,1,0,14100000.0
207,4.0,2.0,55.0,11.3,16.0,17.0,1,0,1,0,0,0,1,0,20850000.0
152,9.0,2.0,54.4,9.2,10.0,17.0,1,0,1,0,0,0,0,1,13250000.0
49,11.0,2.0,54.6,12.6,4.0,29.0,1,0,1,0,0,1,0,0,24200000.0
224,11.0,2.0,49.9,17.5,9.0,25.0,1,0,1,0,0,0,0,1,18900000.0
186,11.0,2.0,46.0,6.0,1.0,5.0,1,0,1,0,0,0,0,1,9800000.0
267,9.0,2.0,68.8,16.0,21.0,30.0,1,0,1,0,0,0,1,0,24500000.0
126,20.0,2.0,50.0,9.0,1.0,17.0,1,0,1,0,0,0,0,1,10499000.0
33,19.0,2.0,54.1,12.0,10.0,18.0,1,0,1,0,1,0,0,0,12000000.0
169,13.0,2.0,41.5,10.1,3.0,5.0,1,0,1,0,1,0,0,0,12700000.0
198,25.0,2.0,42.9,5.9,1.0,5.0,1,0,1,0,0,0,0,1,11800000.0
111,19.0,2.0,71.0,7.3,2.0,5.0,1,0,1,0,1,0,0,0,16500000.0
14,7.0,2.0,43.0,6.0,1.0,4.0,1,0,1,0,0,0,0,1,14500000.0
192,8.0,2.0,39.0,6.0,1.0,5.0,1,0,1,0,0,0,1,0,11500000.0
152,19.0,3.0,86.7,13.8,20.0,25.0,1,0,1,0,0,0,0,1,16246570.0
244,17.0,3.0,118.0,14.0,4.0,20.0,1,0,1,0,0,1,0,0,35100000.0
1,3.0,3.0,74.0,8.0,9.0,9.0,1,0,1,0,1,0,0,0,24300000.0
72,8.0,3.0,86.0,10.0,7.0,7.0,1,0,1,0,0,0,1,0,29900000.0
224,17.0,3.0,63.0,9.2,2.0,12.0,1,0,1,0,0,0,0,1,16500000.0
157,18.0,3.0,78.0,10.0,15.0,15.0,1,0,1,0,0,0,0,1,19000000.0
216,14.0,3.0,63.6,8.3,6.0,10.0,1,0,1,0,0,0,1,0,21500000.0
195,10.0,3.0,81.8,10.5,3.0,14.0,1,0,1,0,1,0,0,0,33000000.0
149,26.0,3.0,59.7,6.0,3.0,9.0,1,0,1,0,0,0,0,1,16400000.0
277,12.0,3.0,70.0,22.0,9.0,22.0,1,0,1,0,0,0,1,0,16200000.0
282,6.0,3.0,60.0,10.0,3.0,5.0,1,0,1,0,0,1,0,0,11086692.0
229,10.0,3.0,107.0,15.3,13.0,14.0,1,0,1,0,1,0,0,0,11086692.0
281,7.0,3.0,65.0,6.5,2.0,12.0,1,0,1,0,0,0,0,1,16450000.0
271,12.0,3.0,60.0,11.6,6.0,15.0,1,0,1,0,0,0,0,1,15600000.0
43,16.0,3.0,70.0,10.5,8.0,14.0,1,0,1,0,0,1,0,0,22500000.0
66,8.0,3.0,82.4,8.0,7.0,15.0,1,0,1,0,0,1,0,0,11086692.0
234,6.0,3.0,52.4,20.7,5.0,9.0,1,0,1,0,0,1,0,0,11086692.0
267,9.0,3.0,80.0,20.5,19.0,30.0,1,0,1,0,1,0,0,0,24600000.0
176,9.0,3.0,68.0,6.4,7.0,12.0,1,0,1,0,0,0,1,0,17200000.0
49,11.0,3.0,59.0,7.0,9.0,23.0,1,0,1,0,1,0,0,0,26600000.0
94,3.0,3.0,75.0,10.3,8.0,17.0,1,0,1,0,0,0,0,1,23000000.0
301,18.0,3.0,62.7,6.0,3.0,5.0,1,0,1,0,0,0,0,1,12000000.0
77,10.0,3.0,64.7,8.2,8.0,12.0,1,0,1,0,0,0,0,1,16500000.0
279,9.0,3.0,60.0,16.0,8.0,20.0,1,0,1,0,0,1,0,0,31600000.0
256,9.0,3.0,71.0,10.5,3.0,17.0,1,0,1,0,1,0,0,0,28500000.0
284,21.0,3.0,74.0,10.6,2.0,17.0,1,0,1,0,0,0,0,1,16799000.0
302,19.0,3.0,77.0,8.2,1.0,8.0,1,0,1,0,1,0,0,0,17990000.0
201,13.0,3.0,57.0,6.0,6.0,9.0,1,0,1,0,0,0,1,0,16200000.0
256,10.0,3.0,63.0,10.0,6.0,13.0,1,0,1,0,0,1,0,0,27000000.0
256,10.0,3.0,85.0,10.0,7.0,13.0,1,0,1,0,1,0,0,0,35000000.0
7,6.0,3.0,88.0,6.0,3.0,24.0,1,0,1,0,0,1,0,0,11086692.0
14,27.0,3.0,60.4,6.7,11.0,12.0,1,0,1,0,0,0,1,0,17990000.0
267,9.0,3.0,79.9,16.7,22.0,30.0,1,0,1,0,0,0,1,0,23800000.0
126,9.0,3.0,57.9,6.0,5.0,9.0,1,0,1,0,0,0,1,0,13650000.0
64,3.0,3.0,52.4,16.0,24.0,16.0,1,0,1,0,0,1,0,0,11086692.0
72,8.0,3.0,86.0,10.0,7.0,7.0,1,0,1,0,0,1,0,0,30900000.0
236,9.0,3.0,71.4,8.0,2.0,5.0,1,0,1,0,0,1,0,0,24000000.0
273,12.0,3.0,90.7,20.2,11.0,33.0,1,0,1,0,0,0,1,0,24200000.0
251,16.0,3.0,52.6,7.0,8.0,9.0,1,0,1,0,0,0,0,1,12000000.0
259,9.0,3.0,63.0,10.5,13.0,20.0,1,0,1,0,1,0,0,0,22000000.0
248,12.0,3.0,96.0,10.0,5.0,11.0,1,0,1,0,0,1,0,0,11086692.0
141,14.0,3.0,88.2,12.4,3.0,17.0,1,0,1,0,0,1,0,0,26500000.0
23,18.0,3.0,60.2,8.1,5.0,9.0,1,0,1,0,0,0,0,1,16900000.0
177,7.0,3.0,52.4,10.5,4.0,5.0,1,0,1,0,1,0,0,0,11086692.0
200,6.0,3.0,52.4,19.0,3.0,6.0,1,0,1,0,0,1,0,0,11086692.0
268,15.0,3.0,100.0,10.5,15.0,21.0,1,0,1,0,0,1,0,0,11086692.0
135,6.0,3.0,93.0,20.0,24.0,16.0,1,0,1,0,0,1,0,0,11086692.0
212,16.0,3.0,114.0,20.0,6.0,21.0,1,0,1,0,0,1,0,0,11086692.0
297,13.0,3.0,100.0,14.0,9.0,16.0,1,0,1,0,1,0,0,0,11086692.0
111,8.0,3.0,85.0,11.3,8.0,29.0,1,0,1,0,1,0,0,0,32000000.0
256,15.0,3.0,60.2,20.5,14.0,14.0,1,0,1,0,0,0,1,0,29989000.0
177,2.0,3.0,87.5,7.5,7.0,8.0,1,0,1,0,0,1,0,0,11086692.0
24,7.0,3.0,71.0,11.0,11.0,19.0,1,0,1,0,0,0,0,1,16300000.0
148,23.0,3.0,80.0,10.0,3.0,8.0,1,0,1,0,0,0,0,1,16750000.0
181,15.0,3.0,75.8,8.7,8.0,9.0,1,0,1,0,1,0,0,0,32900000.0
2,16.0,3.0,63.6,9.4,10.0,14.0,1,0,1,0,0,0,0,1,25500000.0
201,19.0,3.0,61.0,6.0,7.0,12.0,1,0,1,0,0,0,0,1,18700000.0
176,22.0,3.0,77.2,8.6,1.0,14.0,1,0,1,0,0,0,1,0,17500000.0
277,6.0,3.0,72.0,13.0,10.0,15.0,1,0,1,0,0,0,1,0,17850000.0
251,22.0,3.0,74.4,10.1,9.0,23.0,1,0,1,0,0,1,0,0,22200000.0
59,21.0,3.0,60.0,6.0,4.0,9.0,1,0,1,0,0,0,0,1,12300000.0
76,14.0,3.0,110.0,10.0,4.0,7.0,1,0,1,0,0,1,0,0,41500000.0
202,12.0,3.0,57.9,6.0,8.0,9.0,1,0,1,0,0,0,0,1,16000000.0
43,17.0,3.0,86.6,8.6,1.0,8.0,1,0,1,0,0,0,1,0,23500000.0
59,18.0,3.0,59.1,6.1,4.0,9.0,1,0,1,0,0,0,0,1,11200000.0
155,22.0,3.0,55.0,6.5,14.0,16.0,1,0,1,0,0,0,0,1,16200000.0
126,15.0,3.0,60.0,8.3,4.0,9.0,1,0,1,0,0,0,1,0,14950000.0
66,10.0,3.0,97.0,10.5,15.0,19.0,1,0,1,0,1,0,0,0,11086692.0
147,21.0,3.0,87.0,10.5,6.0,18.0,1,0,1,0,0,1,0,0,11086692.0
271,6.0,3.0,72.9,10.6,5.0,16.0,1,0,1,0,0,0,0,1,15800000.0
279,18.0,3.0,86.4,14.0,25.0,28.0,1,0,1,0,0,0,0,1,31900000.0
