Станция метро,Минут до метро,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Тип квартиры_Вторичное,Тип квартиры_Новостройка,Регион_Москва,Регион_Московская область,Ремонт_Без ремонта,Ремонт_Дизайнерский,Ремонт_Евроремонт,Ремонт_Косметический,Цена
78,9.0,0.0,24.0,5.2,2.0,14.0,0,1,0,1,0,0,0,1,3698808.0
78,7.0,3.0,60.7,6.5,2.0,14.0,0,1,0,1,0,0,0,1,8235958.0
274,8.0,2.0,51.3,11.1,7.0,14.0,0,1,0,1,0,0,0,1,6850000.0
65,14.0,2.0,59.8,21.0,22.0,11.0,0,1,1,0,0,0,0,1,11128780.0
73,6.0,2.0,39.5,4.5,6.0,14.0,0,1,0,1,0,0,0,1,7450000.0
86,4.0,1.0,31.14,9.2,13.0,10.0,0,1,1,0,0,0,0,1,9319610.0
39,7.0,1.0,19.74,5.0,9.0,15.0,0,1,0,1,0,0,0,1,4600000.0
34,5.0,1.0,42.9,16.6,8.0,16.0,0,1,1,0,0,0,0,1,8661510.0
98,12.0,3.0,74.2,12.2,10.0,20.0,0,1,0,1,0,0,0,1,8800000.0
98,12.0,1.0,32.69,9.6,10.0,20.0,0,1,0,1,0,0,0,1,5063701.0
73,14.0,0.0,21.39,4.6,11.0,14.0,0,1,0,1,0,0,0,1,3470331.0
97,8.0,0.0,18.0,6.0,12.0,17.0,0,1,0,1,0,0,0,1,3700000.0
34,10.0,1.0,41.0,15.0,10.0,16.0,0,1,0,1,0,0,0,1,6500000.0
5,12.0,2.0,52.04,10.9,17.0,16.0,0,1,0,1,0,0,0,1,5417702.0
5,12.0,2.0,52.27,11.0,6.0,16.0,0,1,0,1,0,0,0,1,5281567.0
5,12.0,2.0,52.27,11.0,6.0,16.0,0,1,0,1,0,0,0,1,5388198.0
5,12.0,2.0,52.19,11.0,9.0,16.0,0,1,0,1,0,0,0,1,5273530.0
5,12.0,2.0,52.19,11.0,11.0,16.0,0,1,0,1,0,0,0,1,5379997.0
5,12.0,2.0,47.68,10.6,11.0,16.0,0,1,0,1,0,0,0,1,4820410.0
5,12.0,0.0,23.43,8.6,17.0,16.0,0,1,0,1,0,0,0,1,2958750.0
5,12.0,2.0,47.71,10.6,5.0,16.0,0,1,0,1,0,0,0,1,4823424.0
5,12.0,2.0,47.68,10.6,8.0,16.0,0,1,0,1,0,0,0,1,4820410.0
5,12.0,2.0,47.5,10.6,14.0,16.0,0,1,0,1,0,0,0,1,4802325.0
98,16.0,3.0,52.88,5.7,15.0,20.0,0,1,0,1,0,0,0,1,6375974.0
98,16.0,2.0,33.88,9.4,17.0,20.0,0,1,0,1,0,0,0,1,4947497.0
98,16.0,3.0,57.68,4.6,13.0,20.0,0,1,0,1,0,0,0,1,6749934.0
98,16.0,3.0,52.88,5.7,10.0,20.0,0,1,0,1,0,0,0,1,6256835.0
98,16.0,2.0,49.13,9.5,16.0,20.0,0,1,0,1,0,0,0,1,6035509.0
98,17.0,2.0,37.66,3.4,2.0,20.0,0,1,0,1,0,0,0,1,5172070.0
98,17.0,3.0,61.68,5.8,9.0,20.0,0,1,0,1,0,0,0,1,7293411.0
5,12.0,2.0,47.68,10.6,11.0,16.0,0,1,0,1,0,0,0,1,4917677.0
10,7.0,3.0,111.1,18.5,8.0,22.0,0,1,1,0,0,0,1,0,20109100.0
10,7.0,2.0,81.5,10.3,8.0,22.0,0,1,1,0,0,0,0,1,14466250.0
10,7.0,2.0,81.3,10.5,8.0,22.0,0,1,1,0,0,0,0,1,14552700.0
10,7.0,2.0,81.6,10.4,8.0,22.0,0,1,1,0,0,0,0,1,14647200.0
10,7.0,2.0,80.9,10.2,11.0,22.0,0,1,1,0,0,0,0,1,13712550.0
10,7.0,2.0,85.9,11.4,4.0,22.0,0,1,1,0,0,0,0,1,14259400.0
10,7.0,3.0,86.9,10.2,9.0,22.0,0,1,1,0,0,0,0,1,14642650.0
10,7.0,2.0,85.1,11.5,8.0,22.0,0,1,1,0,0,0,0,1,14296800.0
10,7.0,2.0,84.9,11.5,9.0,22.0,0,1,1,0,0,0,0,1,14305650.0
10,7.0,2.0,81.5,10.4,8.0,22.0,0,1,1,0,0,0,0,1,14588500.0
10,7.0,2.0,79.5,9.9,5.0,22.0,0,1,1,0,0,0,0,1,13236750.0
10,7.0,2.0,75.1,10.7,10.0,22.0,0,1,1,0,0,0,0,1,12691900.0
10,7.0,2.0,75.6,11.4,3.0,22.0,0,1,1,0,0,0,0,1,12511800.0
10,7.0,2.0,85.0,11.4,2.0,22.0,0,1,1,0,0,0,0,1,14025000.0
10,7.0,2.0,75.7,10.5,3.0,22.0,0,1,1,0,0,0,0,1,12528350.0
10,7.0,2.0,77.9,10.7,21.0,22.0,0,1,1,0,0,0,0,1,13593550.0
65,14.0,2.0,54.7,19.4,13.0,11.0,0,1,1,0,0,0,0,1,10239840.0
65,13.0,2.0,54.7,19.4,19.0,11.0,0,1,1,0,0,0,0,1,11235380.0
65,14.0,2.0,54.7,19.4,2.0,11.0,0,1,1,0,0,0,0,1,9501390.0
65,14.0,1.0,43.1,16.6,2.0,11.0,0,1,1,0,0,0,0,1,8007980.0
187,4.0,2.0,59.1,10.5,10.0,23.0,0,1,1,0,0,0,0,1,12517380.0
34,5.0,2.0,32.0,3.8,4.0,16.0,0,1,1,0,0,0,0,1,7728000.0
34,5.0,1.0,32.0,15.9,10.0,16.0,0,1,1,0,0,0,0,1,8236800.0
34,5.0,1.0,33.9,10.5,13.0,16.0,0,1,1,0,0,0,0,1,7935990.0
34,5.0,1.0,35.6,17.0,2.0,16.0,0,1,1,0,0,0,0,1,8013560.0
34,5.0,1.0,35.6,16.4,4.0,16.0,0,1,1,0,0,0,0,1,8608080.0
34,5.0,0.0,26.9,6.9,19.0,16.0,0,1,1,0,0,0,0,1,6652370.0
97,9.0,0.0,29.0,9.0,2.0,17.0,0,1,0,1,0,0,0,1,4702500.0
97,9.0,1.0,39.5,9.8,6.0,17.0,0,1,0,1,0,0,0,1,6675500.0
97,9.0,1.0,41.1,9.7,15.0,17.0,0,1,0,1,0,0,0,1,6987000.0
97,9.0,1.0,41.1,9.7,23.0,17.0,0,1,0,1,0,0,0,1,6987000.0
97,9.0,3.0,74.8,12.8,21.0,17.0,0,1,0,1,0,0,0,1,8209600.0
97,9.0,2.0,51.09,13.0,14.0,17.0,0,1,0,1,0,0,0,1,6539520.0
98,12.0,3.0,72.42,14.2,5.0,20.0,0,1,0,1,0,0,0,1,8660238.0
98,11.0,0.0,21.36,8.4,9.0,20.0,0,1,0,1,0,0,0,1,3285706.0
73,14.0,2.0,33.92,4.7,12.0,14.0,0,1,0,1,0,0,0,1,4765431.0
98,16.0,2.0,35.31,3.0,13.0,20.0,0,1,0,1,0,0,0,1,5118039.0
98,16.0,2.0,37.66,3.4,11.0,20.0,0,1,0,1,0,0,0,1,5480242.0
97,7.0,2.0,56.3,20.9,13.0,17.0,0,1,0,1,0,0,0,1,7825700.0
97,8.0,2.0,54.1,11.6,5.0,17.0,0,1,0,1,0,0,0,1,7454980.0
97,8.0,1.0,37.7,18.1,4.0,17.0,0,1,0,1,0,0,0,1,7698340.0
97,3.0,2.0,60.0,10.5,5.0,17.0,0,1,0,1,0,0,0,1,9228000.0
97,3.0,2.0,59.9,21.4,10.0,17.0,0,1,0,1,0,0,0,1,8457880.0
97,3.0,2.0,54.1,11.6,4.0,17.0,0,1,0,1,0,0,0,1,9088800.0
97,7.0,1.0,39.4,16.9,2.0,17.0,0,1,0,1,0,0,0,1,6319760.0
97,7.0,3.0,92.8,21.2,6.0,17.0,0,1,0,1,0,0,0,1,10412160.0
97,17.0,2.0,59.1,10.5,10.0,17.0,0,1,0,1,0,0,0,1,8687700.0
98,12.0,3.0,72.19,10.3,10.0,20.0,0,1,0,1,0,0,0,1,8456023.0
288,6.0,2.0,57.2,10.1,13.0,13.0,0,1,1,0,0,0,0,1,11950000.0
78,8.0,3.0,86.4,13.0,12.0,14.0,0,1,0,1,0,0,0,1,12800000.0
70,8.0,1.0,34.35,9.5,6.0,15.0,0,1,0,1,0,0,0,1,6056223.0
70,15.0,1.0,36.31,15.0,7.0,15.0,0,1,0,1,0,0,0,1,4999000.0
113,16.0,1.0,39.07,9.9,15.0,25.0,0,1,1,0,0,0,0,1,9600000.0
78,9.0,0.0,24.0,5.2,5.0,14.0,0,1,0,1,0,0,0,1,4032360.0
98,12.0,0.0,26.24,8.8,7.0,20.0,0,1,0,1,0,0,0,1,4045293.0
98,11.0,0.0,21.36,8.4,16.0,20.0,0,1,0,1,0,0,0,1,3483841.0
98,11.0,2.0,37.16,5.0,9.0,20.0,0,1,0,1,0,0,0,1,4772999.0
98,11.0,2.0,33.88,6.0,9.0,20.0,0,1,0,1,0,0,0,1,4369876.0
73,13.0,1.0,35.52,10.7,11.0,14.0,0,1,0,1,0,0,0,1,4882642.0
73,13.0,2.0,54.22,13.6,11.0,14.0,0,1,0,1,0,0,0,1,7009898.0
98,17.0,2.0,49.13,9.5,12.0,20.0,0,1,0,1,0,0,0,1,6098690.0
98,11.0,0.0,25.04,8.7,9.0,20.0,0,1,0,1,0,0,0,1,3690537.0
98,11.0,2.0,46.36,5.4,9.0,20.0,0,1,0,1,0,0,0,1,5752547.0
98,11.0,3.0,52.88,5.7,15.0,20.0,0,1,0,1,0,0,0,1,6199513.0
98,11.0,1.0,35.48,9.8,9.0,20.0,0,1,0,1,0,0,0,1,4600555.0
98,11.0,2.0,40.5,5.0,9.0,20.0,0,1,0,1,0,0,0,1,5106863.0
98,11.0,2.0,42.32,6.1,9.0,20.0,0,1,0,1,0,0,0,1,5189496.0
98,11.0,2.0,39.8,5.0,2.0,20.0,0,1,0,1,0,0,0,1,4952101.0
98,11.0,4.0,67.01,5.0,2.0,20.0,0,1,0,1,0,0,0,1,7650401.0
98,11.0,0.0,26.04,8.8,15.0,20.0,0,1,0,1,0,0,0,1,3896893.0
98,11.0,2.0,40.5,5.0,9.0,20.0,0,1,0,1,0,0,0,1,5250193.0
98,11.0,1.0,38.09,13.0,8.0,20.0,0,1,0,1,0,0,0,1,5750000.0
97,7.0,1.0,39.4,19.6,8.0,17.0,0,1,0,1,0,0,0,1,7568740.0
97,3.0,2.0,69.8,10.5,3.0,17.0,0,1,0,1,0,0,0,1,8738960.0
97,3.0,2.0,61.8,21.4,12.0,17.0,0,1,0,1,0,0,0,1,9591360.0
97,3.0,3.0,79.9,17.0,7.0,17.0,0,1,0,1,0,0,0,1,8796990.0
34,5.0,3.0,71.7,20.8,16.0,16.0,0,1,1,0,0,0,0,1,14096220.0
65,14.0,1.0,33.9,10.5,13.0,11.0,0,1,1,0,0,0,0,1,7400370.0
65,13.0,2.0,54.7,19.4,11.0,11.0,0,1,1,0,0,0,0,1,11930070.0
65,13.0,2.0,54.7,19.4,21.0,11.0,0,1,1,0,0,0,0,1,11049400.0
65,13.0,2.0,54.7,19.4,5.0,11.0,0,1,1,0,0,0,0,1,11951950.0
65,14.0,1.0,32.0,15.9,2.0,11.0,0,1,1,0,0,0,0,1,7571200.0
65,14.0,1.0,32.1,14.5,3.0,11.0,0,1,1,0,0,0,0,1,7684740.0
65,14.0,1.0,35.7,16.4,3.0,11.0,0,1,1,0,0,0,0,1,7364910.0
65,13.0,3.0,71.7,20.8,5.0,11.0,0,1,1,0,0,0,0,1,12877320.0
65,14.0,2.0,59.8,21.0,6.0,11.0,0,1,1,0,0,0,0,1,10393240.0
65,13.0,2.0,59.8,21.0,10.0,11.0,0,1,1,0,0,0,0,1,11475620.0
65,14.0,1.0,32.1,14.5,7.0,11.0,0,1,1,0,0,0,0,1,7395840.0
65,13.0,1.0,32.0,15.9,12.0,11.0,0,1,1,0,0,0,0,1,8281600.0
65,14.0,0.0,21.5,5.6,13.0,11.0,0,1,1,0,0,0,0,1,5349200.0
65,14.0,2.0,59.8,21.0,14.0,11.0,0,1,1,0,0,0,0,1,11314160.0
65,13.0,0.0,26.9,6.9,15.0,11.0,0,1,1,0,0,0,0,1,6690030.0
65,13.0,0.0,23.2,6.0,18.0,11.0,0,1,1,0,0,0,0,1,6403200.0
65,13.0,2.0,59.8,21.0,18.0,11.0,0,1,1,0,0,0,0,1,11529440.0
65,13.0,1.0,33.9,10.5,25.0,11.0,0,1,1,0,0,0,0,1,7966500.0
65,13.0,1.0,35.7,16.4,11.0,11.0,0,1,1,0,0,0,0,1,8136030.0
65,13.0,2.0,32.1,4.4,9.0,11.0,0,1,1,0,0,0,0,1,7800300.0
65,14.0,3.0,71.7,20.8,2.0,11.0,0,1,1,0,0,0,0,1,12059940.0
65,13.0,2.0,32.1,4.4,7.0,11.0,0,1,1,0,0,0,0,1,8066730.0
65,13.0,1.0,33.9,10.5,8.0,11.0,0,1,1,0,0,0,0,1,8400420.0
98,12.0,1.0,35.83,12.5,7.0,20.0,0,1,0,1,0,0,0,1,5188468.0
98,11.0,4.0,67.72,5.0,6.0,20.0,0,1,0,1,0,0,0,1,7816934.0
98,11.0,4.0,69.46,3.7,2.0,20.0,0,1,0,1,0,0,0,1,7732538.0
98,11.0,1.0,31.92,9.9,11.0,20.0,0,1,0,1,0,0,0,1,4416801.0
98,5.0,2.0,52.0,9.7,14.0,20.0,0,1,0,1,0,0,0,1,6150000.0
34,13.0,1.0,44.43,10.3,3.0,16.0,0,1,1,0,0,0,0,1,8308410.0
34,13.0,1.0,44.43,10.3,4.0,16.0,0,1,1,0,0,0,0,1,8308410.0
34,13.0,1.0,44.43,10.3,5.0,16.0,0,1,1,0,0,0,0,1,8308410.0
34,13.0,1.0,44.43,10.3,7.0,16.0,0,1,1,0,0,0,0,1,8308410.0
34,13.0,1.0,44.43,10.3,11.0,16.0,0,1,1,0,0,0,0,1,8486130.0
34,13.0,1.0,44.43,10.3,14.0,16.0,0,1,1,0,0,0,0,1,8486130.0
34,13.0,1.0,44.43,10.3,16.0,16.0,0,1,1,0,0,0,0,1,8663850.0
34,13.0,1.0,44.43,10.3,17.0,16.0,0,1,1,0,0,0,0,1,8663850.0
34,13.0,2.0,66.18,12.1,20.0,16.0,0,1,1,0,0,0,0,1,11581500.0
34,13.0,1.0,44.43,10.3,22.0,16.0,0,1,1,0,0,0,0,1,8663850.0
34,13.0,0.0,28.48,9.0,22.0,16.0,0,1,1,0,0,0,0,1,5923840.0
34,13.0,2.0,66.18,12.1,23.0,16.0,0,1,1,0,0,0,0,1,11581500.0
34,13.0,2.0,66.18,12.1,24.0,16.0,0,1,1,0,0,0,0,1,11581500.0
34,13.0,1.0,42.81,10.2,3.0,16.0,0,1,1,0,0,0,0,1,8005470.0
34,13.0,1.0,44.79,10.3,4.0,16.0,0,1,1,0,0,0,0,1,8375730.0
34,13.0,1.0,42.81,10.2,4.0,16.0,0,1,1,0,0,0,0,1,8005470.0
34,13.0,1.0,44.79,10.3,9.0,16.0,0,1,1,0,0,0,0,1,8375730.0
34,13.0,1.0,42.81,10.2,9.0,16.0,0,1,1,0,0,0,0,1,8005470.0
34,13.0,1.0,44.04,10.3,11.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.04,10.3,12.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.79,10.3,12.0,16.0,0,1,1,0,0,0,0,1,8554890.0
34,13.0,1.0,44.79,10.3,13.0,16.0,0,1,1,0,0,0,0,1,8554890.0
34,13.0,1.0,42.81,10.2,13.0,16.0,0,1,1,0,0,0,0,1,8176710.0
34,13.0,1.0,44.04,10.3,14.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.04,10.3,15.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.04,10.3,16.0,16.0,0,1,1,0,0,0,0,1,8587800.0
34,13.0,0.0,28.49,9.0,16.0,16.0,0,1,1,0,0,0,0,1,5925920.0
34,13.0,1.0,40.16,10.0,3.0,16.0,0,1,1,0,0,0,0,1,7750880.0
34,13.0,1.0,40.16,10.0,5.0,16.0,0,1,1,0,0,0,0,1,7750880.0
34,13.0,1.0,40.16,10.0,6.0,16.0,0,1,1,0,0,0,0,1,7750880.0
34,13.0,1.0,40.16,10.0,11.0,16.0,0,1,1,0,0,0,0,1,7831200.0
34,13.0,0.0,32.78,9.4,15.0,16.0,0,1,1,0,0,0,0,1,6687120.0
34,13.0,2.0,70.7,12.5,16.0,16.0,0,1,1,0,0,0,0,1,12372500.0
34,13.0,1.0,45.27,10.4,5.0,16.0,0,1,1,0,0,0,0,1,8465490.0
34,13.0,1.0,45.27,10.4,6.0,16.0,0,1,1,0,0,0,0,1,8465490.0
34,13.0,1.0,45.27,10.4,7.0,16.0,0,1,1,0,0,0,0,1,8465490.0
34,13.0,1.0,45.27,10.4,10.0,16.0,0,1,1,0,0,0,0,1,8465490.0
34,13.0,1.0,45.27,10.4,13.0,16.0,0,1,1,0,0,0,0,1,8646570.0
34,13.0,1.0,45.27,10.4,14.0,16.0,0,1,1,0,0,0,0,1,8646570.0
34,13.0,2.0,64.45,12.0,15.0,16.0,0,1,1,0,0,0,0,1,11085400.0
34,13.0,1.0,45.27,10.4,16.0,16.0,0,1,1,0,0,0,0,1,8827650.0
34,13.0,2.0,64.45,12.0,17.0,16.0,0,1,1,0,0,0,0,1,11278750.0
34,13.0,1.0,45.27,10.4,18.0,16.0,0,1,1,0,0,0,0,1,8827650.0
34,13.0,2.0,64.45,12.0,22.0,16.0,0,1,1,0,0,0,0,1,11278750.0
34,13.0,2.0,64.45,12.0,23.0,16.0,0,1,1,0,0,0,0,1,11278750.0
34,13.0,1.0,45.27,10.4,23.0,16.0,0,1,1,0,0,0,0,1,8827650.0
34,13.0,1.0,45.27,10.4,25.0,16.0,0,1,1,0,0,0,0,1,8827650.0
34,13.0,1.0,42.81,10.2,10.0,16.0,0,1,1,0,0,0,0,1,8005470.0
34,13.0,1.0,44.04,10.3,11.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.04,10.3,12.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.04,10.3,14.0,16.0,0,1,1,0,0,0,0,1,8411640.0
34,13.0,1.0,44.79,10.3,15.0,16.0,0,1,1,0,0,0,0,1,8554890.0
34,13.0,1.0,44.45,10.3,4.0,16.0,0,1,1,0,0,0,0,1,8312150.0
34,13.0,1.0,44.45,10.3,12.0,16.0,0,1,1,0,0,0,0,1,8489950.0
34,13.0,2.0,61.51,11.7,2.0,16.0,0,1,1,0,0,0,0,1,10456700.0
34,13.0,2.0,55.72,11.2,2.0,16.0,0,1,1,0,0,0,0,1,9751000.0
34,13.0,2.0,61.51,11.7,4.0,16.0,0,1,1,0,0,0,0,1,10456700.0
34,13.0,2.0,66.18,12.1,4.0,16.0,0,1,1,0,0,0,0,1,11250600.0
34,13.0,2.0,66.18,12.1,8.0,16.0,0,1,1,0,0,0,0,1,11250600.0
34,13.0,2.0,66.18,12.1,10.0,16.0,0,1,1,0,0,0,0,1,11250600.0
34,13.0,2.0,61.51,11.7,12.0,16.0,0,1,1,0,0,0,0,1,10579720.0
34,13.0,2.0,55.72,11.2,12.0,16.0,0,1,1,0,0,0,0,1,9973880.0
34,13.0,2.0,62.22,11.8,2.0,16.0,0,1,1,0,0,0,0,1,10577400.0
34,13.0,2.0,62.22,11.8,14.0,16.0,0,1,1,0,0,0,0,1,10701840.0
34,13.0,2.0,62.81,11.8,14.0,16.0,0,1,1,0,0,0,0,1,10803320.0
34,13.0,2.0,71.71,12.6,2.0,16.0,0,1,1,0,0,0,0,1,12190700.0
34,13.0,3.0,84.4,13.6,2.0,16.0,0,1,1,0,0,0,0,1,13672800.0
34,13.0,3.0,89.34,14.0,4.0,16.0,0,1,1,0,0,0,0,1,14473080.0
34,13.0,3.0,84.4,13.6,4.0,16.0,0,1,1,0,0,0,0,1,13672800.0
34,13.0,2.0,69.35,12.4,8.0,16.0,0,1,1,0,0,0,0,1,11789500.0
34,13.0,2.0,71.71,12.6,8.0,16.0,0,1,1,0,0,0,0,1,12190700.0
34,13.0,3.0,84.4,13.6,8.0,16.0,0,1,1,0,0,0,0,1,13672800.0
34,13.0,2.0,61.12,11.7,12.0,16.0,0,1,1,0,0,0,0,1,10512640.0
34,13.0,2.0,70.7,12.5,14.0,16.0,0,1,1,0,0,0,0,1,12160400.0
34,13.0,3.0,84.4,13.6,14.0,16.0,0,1,1,0,0,0,0,1,13757200.0
34,13.0,3.0,79.0,13.2,2.0,16.0,0,1,1,0,0,0,0,1,12798000.0
34,13.0,3.0,85.23,13.7,2.0,16.0,0,1,1,0,0,0,0,1,13807260.0
34,13.0,3.0,79.0,13.2,4.0,16.0,0,1,1,0,0,0,0,1,12798000.0
34,13.0,3.0,79.0,13.2,12.0,16.0,0,1,1,0,0,0,0,1,12877000.0
34,13.0,3.0,70.95,12.5,2.0,16.0,0,1,1,0,0,0,0,1,11635800.0
34,13.0,2.0,59.59,11.6,2.0,16.0,0,1,1,0,0,0,0,1,10130300.0
34,13.0,2.0,55.41,11.2,4.0,16.0,0,1,1,0,0,0,0,1,9696750.0
34,13.0,2.0,66.3,12.1,4.0,16.0,0,1,1,0,0,0,0,1,11271000.0
34,13.0,2.0,59.59,11.6,6.0,16.0,0,1,1,0,0,0,0,1,10130300.0
34,13.0,2.0,64.45,12.0,10.0,16.0,0,1,1,0,0,0,0,1,10956500.0
34,13.0,2.0,64.45,12.0,12.0,16.0,0,1,1,0,0,0,0,1,11085400.0
34,13.0,2.0,66.3,12.1,12.0,16.0,0,1,1,0,0,0,0,1,11403600.0
34,13.0,2.0,62.81,11.8,2.0,16.0,0,1,1,0,0,0,0,1,10677700.0
34,13.0,2.0,62.22,11.8,8.0,16.0,0,1,1,0,0,0,0,1,10577400.0
34,13.0,2.0,62.22,11.8,10.0,16.0,0,1,1,0,0,0,0,1,10577400.0
34,13.0,2.0,62.22,11.8,12.0,16.0,0,1,1,0,0,0,0,1,10701840.0
65,19.0,1.0,44.56,10.3,2.0,11.0,0,1,1,0,0,0,0,1,8332720.0
65,19.0,1.0,37.5,9.7,2.0,11.0,0,1,1,0,0,0,0,1,7237500.0
65,19.0,1.0,37.5,9.7,3.0,11.0,0,1,1,0,0,0,0,1,7237500.0
65,19.0,1.0,44.56,10.3,5.0,11.0,0,1,1,0,0,0,0,1,8332720.0
65,19.0,1.0,37.5,9.7,5.0,11.0,0,1,1,0,0,0,0,1,7237500.0
65,19.0,1.0,44.56,10.3,6.0,11.0,0,1,1,0,0,0,0,1,8332720.0
65,19.0,1.0,44.56,10.3,7.0,11.0,0,1,1,0,0,0,0,1,8332720.0
65,19.0,1.0,44.56,10.3,8.0,11.0,0,1,1,0,0,0,0,1,8332720.0
65,19.0,1.0,44.56,10.3,9.0,11.0,0,1,1,0,0,0,0,1,8332720.0
65,19.0,1.0,44.56,10.3,12.0,11.0,0,1,1,0,0,0,0,1,8510960.0
65,19.0,1.0,37.5,9.7,14.0,11.0,0,1,1,0,0,0,0,1,7312500.0
65,19.0,0.0,27.4,8.9,14.0,11.0,0,1,1,0,0,0,0,1,5589600.0
65,19.0,1.0,37.5,9.7,15.0,11.0,0,1,1,0,0,0,0,1,7312500.0
65,19.0,2.0,66.31,12.1,17.0,11.0,0,1,1,0,0,0,0,1,11604250.0
65,19.0,1.0,44.56,10.3,19.0,11.0,0,1,1,0,0,0,0,1,8689200.0
65,19.0,2.0,66.31,12.1,19.0,11.0,0,1,1,0,0,0,0,1,11604250.0
65,19.0,2.0,61.64,11.7,20.0,11.0,0,1,1,0,0,0,0,1,10787000.0
65,19.0,1.0,44.56,10.3,20.0,11.0,0,1,1,0,0,0,0,1,8689200.0
65,19.0,1.0,37.5,9.7,20.0,11.0,0,1,1,0,0,0,0,1,7462500.0
65,19.0,1.0,44.56,10.3,22.0,11.0,0,1,1,0,0,0,0,1,8689200.0
65,19.0,1.0,44.56,10.3,23.0,11.0,0,1,1,0,0,0,0,1,8689200.0
65,19.0,0.0,28.61,9.0,25.0,11.0,0,1,1,0,0,0,0,1,5950880.0
65,19.0,2.0,63.25,11.9,25.0,11.0,0,1,1,0,0,0,0,1,11068750.0
65,19.0,1.0,36.9,9.7,2.0,11.0,0,1,1,0,0,0,0,1,7121700.0
65,19.0,0.0,28.68,9.0,2.0,11.0,0,1,1,0,0,0,0,1,5736000.0
65,19.0,1.0,43.95,10.3,2.0,11.0,0,1,1,0,0,0,0,1,8218650.0
65,19.0,1.0,43.0,10.2,3.0,11.0,0,1,1,0,0,0,0,1,8041000.0
65,19.0,1.0,43.0,10.2,4.0,11.0,0,1,1,0,0,0,0,1,8041000.0
65,19.0,1.0,43.95,10.3,5.0,11.0,0,1,1,0,0,0,0,1,8218650.0
65,19.0,1.0,43.0,10.2,5.0,11.0,0,1,1,0,0,0,0,1,8041000.0
65,19.0,1.0,44.08,10.3,7.0,11.0,0,1,1,0,0,0,0,1,8242960.0
65,19.0,1.0,43.0,10.2,7.0,11.0,0,1,1,0,0,0,0,1,8041000.0
65,19.0,1.0,36.9,9.7,8.0,11.0,0,1,1,0,0,0,0,1,7121700.0
65,19.0,1.0,43.95,10.3,9.0,11.0,0,1,1,0,0,0,0,1,8218650.0
65,19.0,1.0,43.0,10.2,9.0,11.0,0,1,1,0,0,0,0,1,8041000.0
65,19.0,1.0,44.08,10.3,10.0,11.0,0,1,1,0,0,0,0,1,8242960.0
65,19.0,1.0,36.9,9.7,10.0,11.0,0,1,1,0,0,0,0,1,7121700.0
65,19.0,1.0,43.95,10.3,10.0,11.0,0,1,1,0,0,0,0,1,8218650.0
65,19.0,1.0,44.08,10.3,11.0,11.0,0,1,1,0,0,0,0,1,8419280.0
65,19.0,1.0,43.95,10.3,11.0,11.0,0,1,1,0,0,0,0,1,8394450.0
65,19.0,1.0,43.0,10.2,11.0,11.0,0,1,1,0,0,0,0,1,8213000.0
65,19.0,1.0,43.0,10.2,13.0,11.0,0,1,1,0,0,0,0,1,8213000.0
65,19.0,1.0,44.08,10.3,14.0,11.0,0,1,1,0,0,0,0,1,8419280.0
65,19.0,0.0,27.25,8.9,14.0,11.0,0,1,1,0,0,0,0,1,5559000.0
65,19.0,2.0,62.41,11.8,15.0,11.0,0,1,1,0,0,0,0,1,10734520.0
65,19.0,1.0,44.82,10.3,2.0,11.0,0,1,1,0,0,0,0,1,8381340.0
65,19.0,1.0,38.52,9.8,3.0,11.0,0,1,1,0,0,0,0,1,7434360.0
65,19.0,1.0,38.52,9.8,4.0,11.0,0,1,1,0,0,0,0,1,7434360.0
65,19.0,1.0,44.82,10.3,5.0,11.0,0,1,1,0,0,0,0,1,8381340.0
65,19.0,1.0,38.52,9.8,6.0,11.0,0,1,1,0,0,0,0,1,7434360.0
65,19.0,1.0,38.52,9.8,9.0,11.0,0,1,1,0,0,0,0,1,7434360.0
65,19.0,1.0,44.82,10.3,9.0,11.0,0,1,1,0,0,0,0,1,8381340.0
65,19.0,1.0,38.52,9.8,12.0,11.0,0,1,1,0,0,0,0,1,7511400.0
65,19.0,1.0,38.52,9.8,13.0,11.0,0,1,1,0,0,0,0,1,7511400.0
65,19.0,2.0,70.07,12.4,15.0,11.0,0,1,1,0,0,0,0,1,12052040.0
65,19.0,1.0,46.17,10.5,3.0,11.0,0,1,1,0,0,0,0,1,8633790.0
65,19.0,1.0,46.17,10.5,4.0,11.0,0,1,1,0,0,0,0,1,8633790.0
65,19.0,1.0,46.17,10.5,6.0,11.0,0,1,1,0,0,0,0,1,8633790.0
65,19.0,1.0,46.17,10.5,10.0,11.0,0,1,1,0,0,0,0,1,8633790.0
65,19.0,1.0,46.17,10.5,13.0,11.0,0,1,1,0,0,0,0,1,8818470.0
65,19.0,1.0,46.17,10.5,16.0,11.0,0,1,1,0,0,0,0,1,9003150.0
