iter	Passed	Remaining
223	1001	3469
224	1006	3466
225	1011	3464
226	1017	3463
227	1022	3461
228	1027	3459
229	1033	3459
230	1038	3458
231	1044	3457
232	1051	3460
233	1056	3458
234	1062	3458
235	1067	3457
236	1072	3454
237	1078	3453
238	1084	3452
239	1089	3450
240	1094	3446
241	1099	3443
242	1104	3442
243	1110	3440
244	1115	3437
245	1121	3437
246	1127	3435
247	1132	3434
248	1137	3431
249	1143	3430
250	1149	3428
251	1154	3426
252	1160	3425
253	1165	3423
254	1171	3421
255	1176	3419
256	1182	3418
257	1187	3415
258	1195	3418
259	1201	3420
260	1208	3422
261	1214	3422
262	1220	3419
263	1225	3417
264	1231	3415
265	1236	3412
266	1241	3409
267	1246	3405
268	1252	3402
269	1258	3401
270	1264	3400
271	1270	3399
272	1276	3398
273	1281	3394
274	1286	3391
275	1292	3390
276	1297	3387
277	1303	3385
278	1309	3382
279	1315	3382
280	1320	3379
281	1325	3375
282	1332	3377
283	1338	3374
284	1344	3372
285	1349	3370
286	1355	3368
287	1362	3369
288	1369	3370
289	1375	3367
290	1380	3364
291	1386	3361
292	1391	3357
293	1396	3353
294	1401	3349
295	1407	3347
296	1413	3345
297	1419	3344
298	1425	3342
299	1432	3341
300	1438	3340
301	1444	3338
302	1450	3335
303	1455	3333
304	1463	3333
305	1469	3333
306	1477	3335
307	1484	3335
308	1490	3332
309	1497	3333
310	1503	3330
311	1510	3329
312	1516	3328
313	1523	3328
314	1529	3325
315	1536	3324
316	1542	3323
317	1549	3322
318	1555	3320
319	1563	3321
320	1569	3319
321	1575	3316
322	1581	3315
323	1587	3312
324	1593	3309
325	1600	3308
326	1606	3305
327	1612	3304
328	1619	3302
329	1625	3301
330	1632	3299
331	1638	3297
332	1644	3294
333	1651	3293
334	1658	3292
335	1663	3288
336	1669	3284
337	1677	3284
338	1683	3282
339	1689	3280
340	1696	3277
341	1702	3275
342	1708	3271
343	1714	3268
344	1720	3265
345	1726	3263
346	1733	3262
347	1739	3259
348	1745	3255
349	1751	3253
350	1757	3249
351	1763	3246
352	1769	3243
353	1775	3239
354	1781	3237
355	1787	3234
356	1793	3230
357	1799	3227
358	1806	3225
359	1812	3222
360	1818	3219
361	1826	3219
362	1832	3215
363	1837	3211
364	1843	3207
365	1849	3204
366	1855	3200
367	1863	3199
368	1869	3196
369	1874	3192
370	1880	3187
371	1887	3185
372	1893	3182
373	1899	3179
374	1905	3176
375	1911	3172
376	1917	3169
377	1924	3166
378	1931	3164
379	1936	3160
380	1943	3157
381	1948	3152
382	1955	3150
383	1961	3147
384	1967	3143
385	1973	3139
386	1980	3136
387	1986	3132
388	1992	3129
389	1999	3127
390	2005	3124
391	2012	3120
392	2018	3117
393	2024	3113
394	2030	3109
395	2036	3106
396	2042	3102
397	2048	3099
398	2056	3096
399	2062	3094
400	2068	3090
401	2074	3086
402	2080	3082
403	2086	3078
404	2093	3075
405	2099	3072
406	2106	3069
407	2111	3064
408	2118	3060
409	2124	3056
410	2130	3053
411	2136	3049
412	2143	3046
413	2148	3041
414	2155	3038
415	2162	3035
416	2168	3032
417	2175	3029
418	2181	3025
419	2188	3021
420	2194	3018
421	2201	3014
422	2207	3010
423	2212	3006
424	2218	3001
425	2225	2998
426	2231	2995
427	2237	2990
428	2243	2986
429	2250	2982
430	2256	2979
431	2262	2975
432	2268	2970
433	2274	2966
434	2280	2962
435	2286	2958
436	2293	2954
437	2298	2949
438	2304	2945
439	2310	2940
440	2316	2936
441	2322	2932
442	2328	2927
443	2336	2925
444	2342	2921
445	2349	2918
446	2355	2914
447	2362	2911
448	2368	2906
449	2374	2902
450	2381	2898
451	2387	2894
452	2394	2891
453	2400	2887
454	2407	2883
455	2413	2878
456	2419	2874
457	2425	2870
458	2432	2867
459	2438	2862
460	2444	2858
461	2450	2854
462	2457	2849
463	2463	2845
464	2470	2841
465	2477	2839
466	2484	2835
467	2490	2831
468	2498	2828
469	2503	2823
470	2510	2819
471	2515	2814
472	2522	2810
473	2528	2805
474	2535	2801
475	2540	2797
476	2547	2793
477	2553	2788
478	2559	2784
479	2566	2780
480	2573	2776
481	2579	2771
482	2585	2767
483	2590	2761
484	2597	2757
485	2603	2753
486	2609	2749
487	2615	2744
488	2622	2740
489	2629	2736
490	2635	2732
491	2642	2728
492	2648	2723
493	2654	2718
494	2660	2714
495	2666	2709
496	2672	2704
497	2678	2699
498	2684	2695
499	2691	2691
500	2698	2687
501	2703	2682
502	2710	2678
503	2716	2673
504	2722	2668
505	2728	2663
506	2734	2659
507	2741	2655
508	2747	2649
509	2753	2645
510	2760	2641
511	2766	2637
512	2773	2632
513	2779	2628
514	2785	2623
515	2791	2618
516	2797	2613
517	2804	2609
518	2810	2604
519	2817	2600
520	2824	2597
521	2831	2592
522	2837	2587
523	2842	2582
524	2848	2577
525	2854	2572
526	2861	2568
527	2868	2564
528	2874	2559
529	2880	2553
530	2887	2549
531	2893	2545
532	2899	2540
533	2905	2535
534	2912	2531
535	2919	2527
536	2925	2522
537	2931	2517
538	2936	2511
539	2943	2507
540	2949	2502
541	2955	2497
542	2962	2493
543	2968	2488
544	2976	2484
545	2982	2480
546	2988	2475
547	2995	2470
548	3001	2466
549	3008	2461
550	3014	2456
551	3020	2451
552	3027	2446
553	3032	2441
554	3040	2437
555	3046	2432
556	3052	2427
557	3058	2422
558	3063	2417
559	3069	2411
560	3075	2406
561	3081	2401
562	3087	2396
563	3093	2391
564	3099	2386
565	3105	2381
566	3111	2376
567	3117	2371
568	3124	2366
569	3130	2361
570	3137	2357
571	3144	2352
572	3150	2347
573	3155	2342
574	3162	2337
575	3168	2332
576	3173	2326
577	3179	2321
578	3186	2316
579	3193	2312
580	3199	2307
581	3206	2302
582	3212	2297
583	3218	2292
584	3224	2287
585	3231	2282
586	3237	2277
587	3243	2272
588	3249	2267
589	3254	2261
590	3260	2256
591	3266	2251
592	3272	2245
593	3278	2240
594	3284	2235
595	3290	2230
596	3297	2225
597	3304	2221
598	3310	2216
599	3315	2210
600	3322	2205
601	3328	2200
602	3335	2195
603	3341	2190
604	3348	2186
605	3354	2180
606	3360	2175
607	3365	2170
608	3372	2164
609	3378	2159
610	3384	2154
611	3390	2149
612	3397	2144
613	3403	2139
614	3409	2134
615	3415	2129
616	3422	2124
617	3428	2119
618	3434	2114
619	3442	2109
620	3448	2104
621	3454	2099
622	3461	2094
623	3467	2089
624	3473	2084
625	3479	2078
626	3485	2073
627	3491	2067
628	3497	2062
629	3504	2058
630	3510	2052
631	3515	2047
632	3521	2041
633	3527	2036
634	3534	2031
635	3540	2026
636	3547	2021
637	3553	2015
638	3559	2011
639	3566	2005
640	3572	2000
641	3578	1995
642	3585	1990
643	3592	1985
644	3598	1980
645	3604	1975
646	3610	1970
647	3618	1965
648	3625	1960
649	3633	1956
650	3640	1951
651	3647	1946
652	3655	1942
653	3661	1937
654	3670	1933
655	3676	1928
656	3683	1922
657	3690	1918
658	3697	1913
659	3704	1908
660	3712	1903
661	3719	1899
662	3727	1894
663	3735	1890
664	3742	1885
665	3749	1880
666	3757	1876
667	3765	1871
668	3772	1866
669	3779	1861
670	3786	1856
671	3794	1851
672	3800	1846
673	3807	1841
674	3813	1836
675	3820	1831
676	3827	1826
677	3834	1820
678	3840	1815
679	3848	1810
680	3854	1805
681	3861	1800
682	3868	1795
683	3875	1790
684	3881	1785
685	3888	1780
686	3895	1774
687	3901	1769
688	3908	1764
689	3915	1759
690	3923	1754
691	3930	1749
692	3937	1744
693	3945	1739
694	3953	1734
695	3961	1730
696	3970	1726
697	3978	1721
698	3986	1716
699	3994	1712
700	4003	1707
701	4011	1702
702	4019	1698
703	4028	1693
704	4037	1689
705	4045	1684
706	4055	1680
707	4063	1675
708	4071	1671
709	4080	1666
710	4089	1662
711	4097	1657
712	4106	1653
713	4115	1648
714	4123	1643
715	4131	1638
716	4140	1634
717	4148	1629
718	4156	1624
719	4163	1619
720	4172	1614
721	4181	1609
722	4190	1605
723	4199	1600
724	4208	1596
725	4216	1591
726	4223	1585
727	4231	1580
728	4239	1576
729	4248	1571
730	4257	1566
731	4265	1561
732	4274	1556
733	4282	1551
734	4290	1546
735	4298	1541
736	4306	1536
737	4314	1531
738	4321	1526
739	4330	1521
740	4338	1516
741	4348	1511
742	4356	1506
743	4364	1501
744	4373	1496
745	4382	1492
746	4390	1486
747	4398	1481
748	4407	1476
749	4415	1471
750	4423	1466
751	4432	1461
752	4439	1456
753	4448	1451
754	4455	1445
755	4463	1440
756	4471	1435
757	4478	1429
758	4486	1424
759	4495	1419
760	4502	1414
761	4510	1408
762	4519	1403
763	4528	1398
764	4537	1393
765	4545	1388
766	4553	1383
767	4561	1377
768	4569	1372
769	4578	1367
770	4586	1362
771	4594	1356
772	4602	1351
773	4612	1346
774	4619	1341
775	4628	1336
776	4637	1330
777	4645	1325
778	4652	1319
779	4661	1314
780	4669	1309
781	4677	1303
782	4685	1298
783	4693	1293
784	4702	1287
785	4710	1282
786	4720	1277
787	4728	1272
788	4736	1266
789	4744	1261
790	4754	1256
791	4763	1250
792	4772	1245
793	4780	1240
794	4788	1234
795	4796	1229
796	4805	1224
797	4814	1218
798	4823	1213
799	4831	1207
800	4840	1202
801	4848	1197
802	4857	1191
803	4865	1186
804	4873	1180
805	4881	1175
806	4890	1169
807	4899	1164
808	4907	1158
809	4916	1153
810	4925	1147
811	4935	1142
812	4943	1137
813	4952	1131
814	4961	1126
815	4970	1120
816	4978	1115
817	4987	1109
818	4994	1103
819	5003	1098
820	5011	1092
821	5020	1087
822	5029	1081
823	5039	1076
824	5048	1070
825	5057	1065
826	5068	1060
827	5077	1054
828	5085	1049
829	5094	1043
830	5103	1037
831	5112	1032
832	5121	1026
833	5130	1021
834	5139	1015
835	5148	1009
836	5157	1004
837	5166	998
838	5175	993
839	5185	987
840	5194	982
841	5203	976
842	5211	970
843	5220	964
844	5229	959
845	5237	953
846	5246	947
847	5254	941
848	5264	936
849	5274	930
850	5283	925
851	5292	919
852	5300	913
853	5308	907
854	5318	902
855	5328	896
856	5338	890
857	5348	885
858	5356	879
859	5366	873
860	5375	867
861	5385	862
862	5394	856
863	5402	850
864	5411	844
865	5420	838
866	5430	832
867	5440	827
868	5448	821
869	5458	815
870	5466	809
871	5473	803
872	5482	797
873	5491	791
874	5498	785
875	5508	779
876	5518	773
877	5527	768
878	5535	762
879	5544	756
880	5552	749
881	5562	744
882	5571	738
883	5579	732
884	5589	726
885	5598	720
886	5609	714
887	5618	708
888	5627	702
889	5636	696
890	5645	690
891	5654	684
892	5665	678
893	5675	672
894	5684	666
895	5692	660
896	5701	654
897	5709	648
898	5718	642
899	5728	636
900	5737	630
901	5746	624
902	5755	618
903	5765	612
904	5774	606
905	5783	600
906	5793	594
907	5802	587
908	5812	581
909	5821	575
910	5831	569
911	5841	563
912	5849	557
913	5858	551
914	5867	545
915	5875	538
916	5885	532
917	5893	526
918	5902	520
919	5911	514
920	5920	507
921	5929	501
922	5940	495
923	5950	489
924	5960	483
925	5970	477
926	5979	470
927	5987	464
928	5995	458
929	6005	451
930	6014	445
931	6024	439
932	6032	433
933	6043	427
934	6053	420
935	6062	414
936	6072	408
937	6082	402
938	6091	395
939	6099	389
940	6108	383
941	6118	376
942	6127	370
943	6136	364
944	6146	357
945	6156	351
946	6166	345
947	6176	338
948	6185	332
949	6193	325
950	6202	319
951	6211	313
952	6221	306
953	6230	300
954	6240	294
955	6249	287
956	6258	281
957	6267	274
958	6276	268
959	6287	261
960	6297	255
961	6307	249
962	6316	242
963	6325	236
964	6334	229
965	6345	223
966	6355	216
967	6364	210
968	6373	203
969	6382	197
970	6392	190
971	6401	184
972	6410	177
973	6420	171
974	6429	164
975	6437	158
976	6446	151
977	6455	145
978	6465	138
979	6474	132
980	6483	125
981	6493	119
982	6502	112
983	6513	105
984	6520	99
985	6529	92
986	6539	86
987	6548	79
988	6557	72
989	6568	66
990	6576	59
991	6588	53
992	6597	46
993	6606	39
994	6616	33
995	6625	26
996	6634	19
997	6643	13
998	6652	6
999	6662	0
