iter	RMSE
763	3083024.973
764	3082551.005
765	3080943.001
766	3080034.322
767	3079549.892
768	3077250.663
769	3076222.758
770	3074443.629
771	3072862.845
772	3071331.532
773	3070909.047
774	3069675.117
775	3068694.312
776	3067330.696
777	3066016.473
778	3065281.63
779	3064352.379
780	3063642.984
781	3062347.787
782	3061266.639
783	3060111.567
784	3058524.142
785	3056991.175
786	3055699.703
787	3055425.814
788	3054048.52
789	3052311.572
790	3051551.199
791	3049879.771
792	3049197.588
793	3048506.754
794	3047742.862
795	3046778.037
796	3046256.139
797	3045940.451
798	3044346.386
799	3043327.843
800	3042476.989
801	3041756.546
802	3038754.188
803	3037326.794
804	3035974.836
805	3035949.797
806	3034582.563
807	3034039.805
808	3033368.908
809	3031478.51
810	3031073.683
811	3030591.369
812	3029528.497
813	3028888.92
814	3028032.355
815	3026662.039
816	3025004.421
817	3024017.639
818	3022718.524
819	3022251.389
820	3021859.706
821	3020913.582
822	3019435.487
823	3019008.613
824	3018521.864
825	3016483.31
826	3015639.071
827	3014877.298
828	3014297.66
829	3012787.847
830	3011453.905
831	3010422.17
832	3009931.202
833	3009027.686
834	3008242.163
835	3007860.013
836	3007064.28
837	3004846.723
838	3003571.8
839	3002634.804
840	3001948.247
841	3001449.402
842	3000240.585
843	2999688.478
844	2999262.927
845	2998378.601
846	2997769.977
847	2996631.818
848	2996005.689
849	2994346.801
850	2993230.116
851	2992283.017
852	2989685.665
853	2987766.464
854	2986717.177
855	2985116.535
856	2984482.89
857	2983842.93
858	2983249.283
859	2982950.271
860	2982129.235
861	2981585.634
862	2981127.808
863	2979673.995
864	2977448.537
865	2976179.232
866	2975450.536
867	2974244.696
868	2973226.712
869	2972023.77
870	2970785.424
871	2969462.315
872	2967134.768
873	2965901.982
874	2964002.227
875	2962261.156
876	2962107.612
877	2961588.707
878	2960608.429
879	2960307.108
880	2959413.957
881	2959039.121
882	2957545.146
883	2955523.603
884	2955259.438
885	2955048.155
886	2954049.42
887	2953964.931
888	2952913.887
889	2951508.081
890	2950450.335
891	2949469.917
892	2948050.014
893	2946786.738
894	2945649.591
895	2944973.065
896	2943852.982
897	2941817.583
898	2940511.379
899	2939867.415
900	2939012.6
901	2938609.469
902	2938048.139
903	2935885.042
904	2934959.445
905	2934440.787
906	2934203.443
907	2932941.986
908	2932764.752
909	2932689.746
910	2932369.991
911	2931750.226
912	2930592.546
913	2930110.028
914	2929126.085
915	2928283.854
916	2927576.127
917	2926468.025
918	2925609.66
919	2923883.051
920	2923004.746
921	2922317.084
922	2921878.178
923	2921007.177
924	2920719.389
925	2920333.82
926	2918923.116
927	2918174.757
928	2917728.496
929	2916509.695
930	2916220.629
931	2915521.047
932	2914517.491
933	2913927.717
934	2912567.759
935	2911136.659
936	2910162.454
937	2910051.162
938	2908904.985
939	2907441.929
940	2907131.162
941	2906278.059
942	2905124.777
943	2904392.233
944	2903661.797
945	2902390.801
946	2901902.235
947	2901569.426
948	2900477.691
949	2899380.321
950	2898981.91
951	2898209.527
952	2897340.881
953	2895772.925
954	2894529.464
955	2893807.334
956	2892434.204
957	2891637.384
958	2889715.855
959	2888786.345
960	2886656.953
961	2886323.254
962	2885734.514
963	2883900.581
964	2883142.346
965	2881899.305
966	2880102.576
967	2879841.336
968	2878541.541
969	2878185.944
970	2877741.139
971	2876687.455
972	2875461.811
973	2874242.3
974	2872905.681
975	2871305.717
976	2870262.255
977	2869561.454
978	2869296.373
979	2868691.831
980	2868095.711
981	2867986.864
982	2867323.448
983	2866303.39
984	2865350.411
985	2864016.498
986	2863043.362
987	2860915.605
988	2860429.079
989	2859244.234
990	2857838.722
991	2855709.929
992	2854815.863
993	2854139.749
994	2853206.478
995	2852446.823
996	2851675.482
997	2850399.21
998	2849459.159
999	2848907.362
