iter	Passed	Remaining
493	7498	7680
494	7512	7664
495	7525	7647
496	7539	7630
497	7553	7614
498	7567	7598
499	7582	7582
500	7596	7566
501	7609	7548
502	7622	7531
503	7637	7516
504	7653	7501
505	7667	7486
506	7684	7472
507	7699	7456
508	7714	7441
509	7729	7426
510	7744	7411
511	7761	7397
512	7778	7383
513	7793	7369
514	7809	7355
515	7824	7339
516	7838	7323
517	7855	7309
518	7869	7293
519	7883	7277
520	7898	7261
521	7912	7245
522	7926	7229
523	7940	7212
524	7954	7196
525	7968	7180
526	7984	7166
527	7998	7150
528	8013	7134
529	8029	7120
530	8046	7107
531	8063	7093
532	8081	7080
533	8095	7064
534	8112	7050
535	8123	7032
536	8142	7020
537	8159	7006
538	8173	6990
539	8189	6976
540	8204	6961
541	8218	6944
542	8230	6927
543	8246	6912
544	8262	6897
545	8275	6881
546	8289	6865
547	8304	6850
548	8321	6836
549	8338	6822
550	8351	6805
551	8365	6789
552	8381	6774
553	8394	6758
554	8410	6743
555	8427	6729
556	8442	6714
557	8457	6698
558	8473	6684
559	8486	6668
560	8502	6653
561	8515	6636
562	8530	6621
563	8543	6604
564	8562	6591
565	8579	6578
566	8593	6562
567	8609	6548
568	8626	6534
569	8644	6521
570	8660	6506
571	8676	6492
572	8691	6477
573	8708	6463
574	8726	6449
575	8742	6435
576	8761	6423
577	8777	6408
578	8794	6394
579	8810	6379
580	8825	6364
581	8841	6350
582	8861	6338
583	8878	6324
584	8898	6312
585	8912	6296
586	8926	6280
587	8942	6265
588	8955	6249
589	8971	6234
590	8985	6218
591	9000	6203
592	9017	6189
593	9032	6173
594	9046	6157
595	9059	6140
596	9073	6124
597	9085	6107
598	9102	6093
599	9118	6079
600	9136	6065
601	9151	6050
602	9167	6035
603	9181	6019
604	9200	6006
605	9216	5992
606	9233	5978
607	9249	5963
608	9263	5947
609	9277	5931
610	9296	5918
611	9313	5904
612	9330	5890
613	9344	5874
614	9359	5859
615	9376	5844
616	9393	5831
617	9407	5815
618	9420	5798
619	9437	5783
620	9453	5769
621	9469	5754
622	9486	5740
623	9502	5725
624	9518	5711
625	9535	5697
626	9553	5683
627	9570	5669
628	9587	5654
629	9601	5638
630	9616	5623
631	9632	5608
632	9650	5595
633	9667	5580
634	9683	5566
635	9699	5551
636	9715	5536
637	9734	5523
638	9751	5509
639	9769	5495
640	9781	5478
641	9801	5465
642	9819	5452
643	9832	5435
644	9846	5419
645	9861	5403
646	9877	5389
647	9895	5375
648	9911	5360
649	9929	5346
650	9947	5332
651	9965	5318
652	9980	5303
653	9998	5289
654	10015	5275
655	10035	5262
656	10053	5248
657	10071	5234
658	10090	5221
659	10108	5207
660	10126	5193
661	10143	5178
662	10160	5164
663	10177	5150
664	10194	5135
665	10210	5120
666	10224	5104
667	10241	5090
668	10257	5075
669	10275	5060
670	10294	5047
671	10311	5032
672	10331	5019
673	10348	5005
674	10364	4990
675	10378	4974
676	10394	4959
677	10411	4944
678	10424	4928
679	10441	4913
680	10459	4899
681	10478	4885
682	10493	4870
683	10509	4855
684	10525	4840
685	10541	4825
686	10559	4810
687	10575	4795
688	10592	4781
689	10609	4766
690	10625	4751
691	10643	4737
692	10660	4722
693	10678	4708
694	10698	4695
695	10717	4681
696	10735	4666
697	10754	4652
698	10774	4639
699	10792	4625
700	10805	4609
701	10825	4595
702	10843	4581
703	10861	4566
704	10878	4551
705	10895	4537
706	10914	4523
707	10929	4507
708	10947	4493
709	10963	4477
710	10978	4462
711	10995	4447
712	11012	4432
713	11030	4418
714	11048	4404
715	11065	4388
716	11080	4373
717	11099	4359
718	11114	4343
719	11132	4329
720	11149	4314
721	11168	4300
722	11187	4286
723	11203	4271
724	11218	4255
725	11234	4239
726	11249	4224
727	11268	4210
728	11282	4194
729	11298	4178
730	11313	4163
731	11329	4147
732	11345	4132
733	11366	4119
734	11378	4102
735	11395	4087
736	11415	4073
737	11431	4058
738	11450	4044
739	11465	4028
740	11479	4012
741	11494	3996
742	11509	3980
743	11523	3965
744	11540	3950
745	11557	3935
746	11575	3920
747	11592	3905
748	11610	3890
749	11626	3875
750	11643	3860
751	11661	3845
752	11675	3829
753	11692	3814
754	11711	3800
755	11729	3785
756	11747	3770
757	11764	3755
758	11780	3740
759	11800	3726
760	11816	3711
761	11831	3695
762	11850	3681
763	11868	3666
764	11881	3649
765	11896	3634
766	11912	3618
767	11927	3603
768	11942	3587
769	11958	3572
770	11973	3556
771	11989	3540
772	12004	3525
773	12017	3509
774	12033	3493
775	12052	3479
776	12074	3465
777	12091	3450
778	12108	3435
779	12124	3419
780	12141	3404
781	12160	3389
782	12179	3375
783	12197	3360
784	12212	3344
785	12227	3329
786	12244	3313
787	12262	3299
788	12277	3283
789	12295	3268
790	12311	3252
791	12327	3237
792	12342	3221
793	12359	3206
794	12378	3191
795	12396	3177
796	12412	3161
797	12427	3145
798	12441	3129
799	12458	3114
800	12476	3099
801	12495	3084
802	12515	3070
803	12533	3055
804	12549	3040
805	12565	3024
806	12583	3009
807	12597	2993
808	12613	2977
809	12631	2962
810	12645	2947
811	12659	2931
812	12675	2915
813	12691	2900
814	12706	2884
815	12724	2869
816	12740	2853
817	12757	2838
818	12776	2823
819	12789	2807
820	12805	2791
821	12817	2775
822	12837	2760
823	12851	2744
824	12868	2729
825	12888	2715
826	12909	2700
827	12927	2685
828	12940	2669
829	12954	2653
830	12969	2637
831	12986	2622
832	13004	2607
833	13022	2592
834	13036	2576
835	13051	2560
836	13067	2544
837	13085	2529
838	13100	2513
839	13116	2498
840	13133	2482
841	13148	2467
842	13164	2451
843	13179	2436
844	13196	2420
845	13213	2405
846	13229	2389
847	13247	2374
848	13263	2359
849	13280	2343
850	13295	2327
851	13308	2311
852	13326	2296
853	13342	2281
854	13358	2265
855	13373	2249
856	13389	2234
857	13406	2218
858	13422	2203
859	13437	2187
860	13451	2171
861	13466	2155
862	13481	2140
863	13499	2124
864	13516	2109
865	13529	2093
866	13550	2078
867	13567	2063
868	13583	2047
869	13600	2032
870	13615	2016
871	13630	2000
872	13647	1985
873	13663	1969
874	13670	1952
875	13676	1935
876	13685	1919
877	13692	1902
878	13698	1885
879	13704	1868
880	13709	1851
881	13716	1835
882	13725	1818
883	13732	1802
884	13738	1785
885	13748	1768
886	13762	1753
887	13780	1738
888	13798	1722
889	13816	1707
890	13836	1692
891	13852	1677
892	13869	1661
893	13889	1646
894	13906	1631
895	13923	1616
896	13940	1600
897	13956	1585
898	13973	1569
899	13992	1554
900	14012	1539
901	14027	1524
902	14042	1508
903	14058	1492
904	14076	1477
905	14093	1462
906	14109	1446
907	14125	1431
908	14139	1415
909	14151	1399
910	14168	1384
911	14184	1368
912	14203	1353
913	14222	1338
914	14239	1322
915	14255	1307
916	14271	1291
917	14288	1276
918	14305	1260
919	14324	1245
920	14345	1230
921	14363	1215
922	14381	1199
923	14397	1184
924	14413	1168
925	14426	1152
926	14440	1137
927	14455	1121
928	14471	1106
929	14489	1090
930	14507	1075
931	14526	1059
932	14542	1044
933	14557	1028
934	14574	1013
935	14591	997
936	14608	982
937	14624	966
938	14641	951
939	14659	935
940	14675	920
941	14692	904
942	14709	889
943	14726	873
944	14746	858
945	14763	842
946	14781	827
947	14800	811
948	14817	796
949	14832	780
950	14853	765
951	14866	749
952	14882	733
953	14897	718
954	14914	702
955	14928	687
956	14945	671
957	14960	655
958	14976	640
959	14991	624
960	15008	609
961	15023	593
962	15037	577
963	15054	562
964	15067	546
965	15082	530
966	15100	515
967	15119	499
968	15137	484
969	15154	468
970	15171	453
971	15188	437
972	15205	421
973	15220	406
974	15237	390
975	15252	375
976	15270	359
977	15284	343
978	15300	328
979	15317	312
980	15331	296
981	15348	281
982	15365	265
983	15381	250
984	15397	234
985	15411	218
986	15425	203
987	15443	187
988	15457	171
989	15471	156
990	15488	140
991	15505	125
992	15523	109
993	15541	93
994	15556	78
995	15572	62
996	15584	46
997	15599	31
998	15613	15
999	15626	0
