iter	RMSE
276	3745039.259
277	3743954.646
278	3740450.809
279	3739401.56
280	3737615.091
281	3734981.183
282	3732030.632
283	3730741.143
284	3728855.668
285	3728033.179
286	3724101.731
287	3721383.192
288	3719314.417
289	3717893.756
290	3716117.486
291	3714613.948
292	3712135.981
293	3710027.546
294	3708933.011
295	3707751.19
296	3705851.589
297	3703557.813
298	3700984.941
299	3700418.608
300	3698523.072
301	3697340.912
302	3695324.185
303	3693786.256
304	3691998.716
305	3691311.38
306	3690853.726
307	3689111.222
308	3685555.346
309	3684359.625
310	3680415.338
311	3678090.454
312	3674963.047
313	3672990.657
314	3670464.447
315	3669205.238
316	3668597.409
317	3667251.588
318	3664802.721
319	3662635.785
320	3660038.121
321	3658555.237
322	3655917.97
323	3653033.678
324	3651027.177
325	3650471.576
326	3650017.867
327	3647114.161
328	3645814.432
329	3643835.781
330	3641524.093
331	3639707.67
332	3637825.664
333	3637119.25
334	3635300.681
335	3634573.455
336	3633449.775
337	3631194.044
338	3628990.4
339	3626832.15
340	3625415.403
341	3623648.733
342	3622011.268
343	3619327.475
344	3618635.436
345	3617532.615
346	3615593.761
347	3613715.711
348	3610711.304
349	3608561.006
350	3607161.64
351	3605234.295
352	3604210.116
353	3603406.258
354	3601975.929
355	3600397.213
356	3595362.707
357	3594654.169
358	3593259.065
359	3591411.221
360	3589737.493
361	3588548.867
362	3586335.356
363	3582516.864
364	3579781.263
365	3577873.004
366	3576136.776
367	3573587.641
368	3570673.593
369	3566580.91
370	3565949.471
371	3562807.429
372	3561895.155
373	3560856.308
374	3559337.982
375	3559217.859
376	3558461.536
377	3557286.329
378	3555314.003
379	3554198.952
380	3553837.478
381	3552051.328
382	3550886.84
383	3549943.872
384	3546526.657
385	3543500.425
386	3542436.926
387	3541692.892
388	3540056.948
389	3538234.767
390	3535072.795
391	3532615.266
392	3530156.905
393	3527128.411
394	3526483.716
395	3525176.497
396	3523634.941
397	3520834.028
398	3519162.121
399	3518584.543
400	3518124.188
401	3517024.307
402	3516328.886
403	3515374.083
404	3512966.543
405	3511471.504
406	3511174.969
407	3510086.686
408	3509635.589
409	3509169.234
410	3506017.955
411	3504333.699
412	3501662.741
413	3499645.447
414	3498654.481
415	3498344.555
416	3494247.805
417	3489674.332
418	3488583.618
419	3487574.65
420	3485820.563
421	3484380.773
422	3482193.036
423	3481213.551
424	3480055.931
425	3478496.495
426	3477345.993
427	3475324.093
428	3474010.076
429	3470413.496
430	3467274.148
431	3465210.517
432	3461508.617
433	3461288.746
434	3459800.902
435	3458278.435
436	3457178.301
437	3455870.786
438	3452106.713
439	3450822.675
440	3448892.519
441	3448210.35
442	3446859.623
443	3445499
444	3443603.328
445	3442131.648
446	3440499.073
447	3437589.927
448	3435158.1
449	3434433.34
450	3433672.203
451	3432904.564
452	3432684.842
453	3429480.9
454	3427261.235
455	3425874.752
456	3425729.851
457	3424484.477
458	3423454.141
459	3421412.103
460	3418459.652
461	3414947.584
462	3414004.481
463	3411452.391
464	3409497.166
465	3407239.486
466	3406824.238
467	3405060.135
468	3404175.036
469	3403999.603
470	3402713.534
471	3401422.671
472	3397953.416
473	3396045.238
474	3395731.284
475	3394846.662
476	3393499.893
477	3391028.928
478	3389417.473
479	3388814.234
480	3387229.527
481	3386185.947
482	3383856.738
483	3381193.543
484	3379083.197
485	3378425.021
486	3377507.943
487	3376405.12
488	3374083.341
489	3371805.579
490	3368594.627
491	3367039.89
492	3366237.897
493	3365628.908
494	3365495.36
495	3364029.988
496	3362221.446
497	3361114.402
498	3360102.278
499	3357825.348
500	3357503.6
501	3356013.405
502	3354385.349
503	3353773.57
504	3352957.723
505	3351751.544
506	3349724.57
507	3347402.071
508	3346326.838
509	3344990.59
510	3342532.267
511	3342059.359
512	3340541.569
513	3337919.569
514	3335824.542
515	3333942.711
516	3332803.486
517	3330483.262
518	3328970.084
519	3328224.522
520	3326406.335
521	3325919.701
522	3324435.842
523	3323570.56
524	3322187.734
525	3321300.861
526	3320534.05
527	3319767.035
528	3318222.252
529	3317119.078
530	3316584.942
531	3314400.783
532	3313673.213
533	3312157.205
534	3310836.248
535	3309351.48
536	3308338.809
537	3307085.83
538	3305716.919
539	3305159.851
540	3303280.045
541	3302321.975
542	3301420.62
543	3299217.371
544	3298118.42
545	3296198.061
546	3295168.471
547	3293329.652
548	3292755.493
549	3290879.482
550	3290260.266
551	3289216.389
552	3288592.705
553	3287632.542
554	3285262.659
555	3282682.323
556	3282105.945
557	3278471.577
558	3276640.657
559	3274956.758
560	3274391.831
561	3273563.939
562	3272584.83
563	3269961.573
564	3268806.819
565	3266579.436
566	3265865.507
567	3265182.19
568	3264284.246
569	3263221.771
570	3262215.358
571	3260530.543
572	3259442.87
573	3259114.873
574	3258969.411
575	3257787.209
576	3257333.723
577	3256027.988
578	3255400.481
579	3254072.952
580	3252793.912
581	3250369.467
582	3249724.307
583	3248860.565
584	3246787.032
585	3245432.391
586	3245206.262
587	3243355.382
588	3242779.924
589	3241707.258
590	3241026.924
591	3240672.424
592	3239528.761
593	3237933.237
594	3236556.172
595	3233720.369
596	3233408.244
597	3232124.189
598	3231010.401
599	3229285.668
600	3228238.153
601	3227477.34
602	3226333.417
603	3224527.615
604	3223311.514
605	3223187.97
606	3221889.981
607	3220037.427
608	3219756.883
609	3218772.879
610	3217093.168
611	3215495.46
612	3214095.026
613	3211576.707
614	3210363.859
615	3207118.331
616	3205560.332
617	3204038.101
618	3202944.589
619	3202743.392
620	3201181.585
621	3199139.164
622	3196349.331
623	3195331.653
624	3194176.542
625	3193363.477
626	3191710.26
627	3191031.162
628	3189825.853
629	3189444.445
630	3187869.209
631	3186965.333
632	3186241.322
633	3185302.769
634	3184911.869
635	3183643.934
636	3182630.772
637	3180676.724
638	3179507.661
639	3178277.675
640	3176925.48
641	3174853.598
642	3174331.864
643	3171945.095
644	3169789.398
645	3169560.125
646	3168097.165
647	3167418.54
648	3167062.173
649	3165556.499
650	3164973.1
651	3164717.683
652	3163750.038
653	3163223.898
654	3162200.858
655	3161969.174
656	3161449.541
657	3159642.343
658	3158472.82
659	3157551.061
660	3156677.934
661	3155016.887
662	3154154.761
663	3152915.379
664	3152684.397
665	3151276.158
666	3149648.519
667	3148704.156
668	3147750.921
669	3147553.384
670	3147379.306
671	3146478.336
672	3146005.787
673	3144415.688
674	3143805.039
675	3143004.455
676	3142125.616
677	3141696.656
678	3140331.04
679	3138821.931
680	3137728.61
681	3137464.121
682	3135586
683	3134556.251
684	3133932.437
685	3133432.116
686	3133276.25
687	3133093.267
688	3131112.021
689	3129667.095
690	3128100.082
691	3127359.379
692	3126972.149
693	3126813.804
694	3126311.431
695	3125656.277
696	3125299.843
697	3123201.407
698	3122139.892
699	3121347.505
700	3121202.109
701	3121085.82
702	3119631.906
703	3118052.382
704	3116716.529
705	3115670.47
706	3113784.958
707	3113177.649
708	3112741.957
709	3112468.191
710	3109461.615
711	3108788.941
712	3106319.548
713	3106113.158
714	3106062.18
715	3104700.852
716	3103750.926
717	3102012.402
718	3100706.49
719	3098631.401
720	3097869.162
721	3097273.096
722	3096842.209
723	3096072.867
724	3093482.716
725	3092648.826
726	3091610.135
727	3090610.14
728	3090152.745
729	3089481.129
730	3088808.424
731	3086711.654
732	3085758.17
733	3083664.366
734	3082954.568
735	3082413.611
736	3080931.376
737	3080198.519
738	3079965.062
739	3079540.652
740	3078080.801
741	3077415.914
742	3076448.958
743	3076039.618
744	3074490.922
745	3074188.584
746	3073095.049
747	3070604.461
748	3068897.57
749	3066551.305
750	3064837.75
751	3061867.202
752	3060879.035
753	3060710.189
754	3060223.722
755	3060025.571
756	3058530.415
757	3057441.761
758	3055955.591
759	3054603.448
760	3054118.005
761	3052430.268
762	3051646.691
763	3050056.395
764	3049681.316
765	3049160.027
766	3048040.067
767	3047301.765
768	3046939.299
769	3046287.402
770	3044070.49
771	3043077.399
772	3042517.642
773	3042312.136
774	3040135.624
775	3039059.055
776	3038704.238
777	3038392.821
778	3037025.314
779	3036434.234
780	3035467.933
781	3032720.579
782	3030832.612
783	3029650.426
784	3028761.82
785	3028615.735
786	3028475.095
787	3027562.048
788	3026720.576
789	3023652.135
790	3023397.429
791	3022224.175
792	3020815.905
793	3019966.891
794	3018847.214
795	3017703.683
796	3017392.689
797	3015605.907
798	3015510.255
799	3014517.717
800	3014041.718
801	3013712.665
802	3012593.479
803	3010853.372
804	3008748.62
805	3006979.838
806	3006337.543
807	3005603.091
808	3005294.135
809	3004554.819
810	3003933.091
811	3003502.266
812	3002271.516
813	3001591.336
814	2999711.105
815	2999251.69
816	2998523.186
817	2998272.834
818	2997399.187
819	2995521.114
820	2995256.161
821	2994505.737
822	2994432.75
823	2993361.638
824	2992824.802
825	2992017.762
826	2990867.907
827	2990231.669
828	2990071.795
829	2989125.892
830	2988295.677
831	2987641.3
832	2985183.702
833	2983599.564
834	2983444.241
835	2982362.86
836	2982222.831
837	2981493.936
838	2981229.521
839	2980216.075
840	2978704.538
841	2978460.47
842	2977876.548
843	2977740.679
844	2976678.122
845	2976361.762
846	2974976.595
847	2974077.994
848	2973618.769
849	2972418.147
850	2970699.63
851	2970091.009
852	2969482.338
853	2968811.529
854	2968564.272
855	2966959.35
856	2966411.54
857	2965877.978
858	2964173.494
859	2963483.142
860	2963137.244
861	2961925.205
862	2959495.405
863	2958082.02
864	2957470.541
865	2957011.054
866	2956218.844
867	2955616.312
868	2955072.073
869	2954847.209
870	2954532.304
871	2952907.806
872	2952356.584
873	2951378.38
874	2950420.778
875	2949064.318
876	2948059.828
877	2946789.303
878	2945623.83
879	2945075.621
880	2943437.125
881	2941626.705
882	2941233.093
883	2940895.486
884	2940404.863
885	2938676.457
886	2938039.296
887	2937412.729
888	2936294.663
889	2935384.927
890	2934691.699
891	2933508.21
892	2932359.11
893	2931620.344
894	2929941.996
895	2929500.506
896	2929082.551
897	2927658.061
898	2926828.85
899	2925557.096
900	2924804.435
901	2924164.831
902	2922665.227
903	2921771.565
904	2920737.508
905	2919520.422
906	2919234.68
907	2918985.954
908	2917977.893
909	2916398.668
910	2915400.651
911	2914054.337
912	2913303.805
913	2912649.55
914	2911565.734
915	2910828.084
916	2910346.396
917	2908954.878
918	2907718.214
919	2907162.407
920	2906964.748
921	2906489.881
922	2905618.442
923	2904965.329
924	2903824.687
925	2902972.08
926	2902525.948
927	2901963.495
928	2901744.926
929	2901016.359
930	2898424.533
931	2897831.761
932	2897149.427
933	2895841.372
934	2895161.1
935	2893811.221
936	2892462.441
937	2891545.277
938	2890438.122
939	2889699.546
940	2888834.557
941	2888328.352
942	2887363.837
943	2886743.153
944	2885841.805
945	2885294.517
946	2884157.18
947	2883254.854
948	2882749.676
949	2882715.588
950	2881736.655
951	2880735.643
952	2879354.904
953	2878855.949
954	2878239.177
955	2877966.019
956	2876733.526
957	2875574.053
958	2875076.281
959	2874631.785
960	2873308.448
961	2871498.853
962	2871081.555
963	2870951.294
964	2870007.482
965	2868690.53
966	2867945.086
967	2867053.866
968	2866464.377
969	2866079.682
970	2865724.94
971	2864345.378
972	2863570.353
973	2863256.282
974	2862800.253
975	2862726.402
976	2862365.694
977	2861817.358
978	2860382.946
979	2859986.386
980	2858397.662
981	2857672.253
982	2856266.019
983	2855825.668
984	2855008.858
985	2854742.468
986	2854269.005
987	2853098.372
988	2852712.972
989	2852260.778
990	2852187.06
991	2851082.199
992	2850231.18
993	2849520.454
994	2848710.855
995	2847963.356
996	2847448.673
997	2847129.07
998	2846681.062
999	2846208.975
