iter	Passed	Remaining
394	4593	7035
395	4602	7020
396	4613	7006
397	4623	6993
398	4633	6979
399	4643	6965
400	4654	6952
401	4663	6936
402	4671	6920
403	4682	6907
404	4692	6893
405	4702	6880
406	4715	6869
407	4725	6856
408	4736	6844
409	4746	6829
410	4756	6816
411	4767	6803
412	4776	6788
413	4786	6775
414	4796	6761
415	4807	6749
416	4818	6736
417	4828	6722
418	4836	6707
419	4850	6698
420	4861	6686
421	4871	6672
422	4884	6663
423	4895	6650
424	4906	6638
425	4917	6625
426	4928	6614
427	4939	6601
428	4948	6586
429	4958	6572
430	4966	6556
431	4975	6541
432	4985	6528
433	4993	6512
434	5002	6497
435	5011	6483
436	5020	6467
437	5030	6454
438	5039	6439
439	5047	6424
440	5056	6409
441	5066	6396
442	5075	6381
443	5085	6368
444	5095	6354
445	5103	6339
446	5113	6325
447	5125	6314
448	5133	6300
449	5141	6284
450	5150	6269
451	5159	6255
452	5168	6241
453	5178	6228
454	5190	6217
455	5202	6206
456	5214	6195
457	5225	6184
458	5235	6170
459	5246	6158
460	5257	6147
461	5268	6134
462	5278	6121
463	5287	6107
464	5294	6091
465	5303	6077
466	5314	6065
467	5327	6056
468	5336	6042
469	5345	6027
470	5357	6017
471	5370	6007
472	5380	5994
473	5390	5982
474	5400	5968
475	5412	5958
476	5421	5944
477	5431	5931
478	5442	5919
479	5453	5908
480	5464	5895
481	5474	5883
482	5484	5870
483	5493	5856
484	5503	5844
485	5513	5830
486	5523	5817
487	5532	5804
488	5542	5791
489	5551	5778
490	5560	5764
491	5569	5751
492	5580	5738
493	5590	5726
494	5599	5712
495	5608	5699
496	5620	5687
497	5631	5676
498	5642	5665
499	5651	5651
500	5663	5640
501	5672	5627
502	5682	5614
503	5691	5601
504	5702	5589
505	5713	5578
506	5722	5564
507	5734	5553
508	5744	5541
509	5757	5531
510	5769	5521
511	5781	5510
512	5792	5498
513	5803	5487
514	5811	5473
515	5821	5460
516	5831	5448
517	5844	5438
518	5855	5426
519	5867	5415
520	5879	5405
521	5890	5394
522	5900	5381
523	5910	5368
524	5921	5357
525	5929	5343
526	5939	5331
527	5949	5318
528	5959	5306
529	5968	5292
530	5979	5281
531	5989	5268
532	6002	5259
533	6013	5247
534	6022	5234
535	6033	5222
536	6045	5212
537	6055	5199
538	6068	5190
539	6078	5178
540	6088	5165
541	6099	5153
542	6107	5140
543	6117	5128
544	6128	5116
545	6138	5104
546	6151	5094
547	6161	5081
548	6172	5070
549	6181	5057
550	6192	5045
551	6205	5035
552	6213	5022
553	6224	5011
554	6234	4998
555	6244	4986
556	6255	4974
557	6264	4962
558	6274	4949
559	6285	4938
560	6295	4926
561	6303	4912
562	6312	4900
563	6324	4889
564	6335	4878
565	6344	4865
566	6353	4851
567	6362	4838
568	6371	4826
569	6381	4814
570	6395	4805
571	6406	4793
572	6416	4781
573	6427	4770
574	6436	4757
575	6444	4744
576	6453	4731
577	6464	4719
578	6473	4707
579	6483	4694
580	6493	4683
581	6504	4671
582	6513	4658
583	6524	4647
584	6534	4635
585	6542	4622
586	6553	4611
587	6564	4599
588	6574	4587
589	6582	4574
590	6592	4562
591	6604	4551
592	6615	4540
593	6629	4530
594	6639	4519
595	6649	4507
596	6661	4497
597	6672	4485
598	6683	4474
599	6694	4462
600	6703	4450
601	6714	4439
602	6723	4426
603	6732	4414
604	6740	4401
605	6750	4389
606	6758	4376
607	6767	4363
608	6777	4351
609	6791	4341
610	6802	4331
611	6811	4318
612	6823	4307
613	6832	4295
614	6842	4283
615	6853	4272
616	6864	4260
617	6876	4250
618	6889	4240
619	6901	4229
620	6912	4218
621	6919	4205
622	6931	4194
623	6940	4182
624	6951	4171
625	6961	4159
626	6972	4147
627	6981	4135
628	6997	4127
629	7007	4115
630	7016	4103
631	7027	4092
632	7040	4082
633	7052	4071
634	7066	4061
635	7075	4049
636	7086	4038
637	7097	4027
638	7108	4016
639	7119	4004
640	7130	3993
641	7142	3982
642	7153	3971
643	7164	3960
644	7178	3950
645	7192	3941
646	7203	3930
647	7213	3918
648	7225	3907
649	7235	3896
650	7246	3884
651	7257	3873
652	7265	3860
653	7274	3848
654	7283	3836
655	7294	3825
656	7302	3812
657	7312	3800
658	7321	3788
659	7332	3777
660	7344	3766
661	7356	3756
662	7367	3744
663	7379	3734
664	7389	3722
665	7403	3712
666	7417	3703
667	7427	3691
668	7436	3679
669	7448	3668
670	7456	3655
671	7466	3644
672	7478	3633
673	7491	3623
674	7499	3610
675	7511	3599
676	7520	3588
677	7531	3576
678	7542	3565
679	7552	3554
680	7563	3543
681	7574	3531
682	7583	3519
683	7592	3507
684	7602	3496
685	7611	3484
686	7619	3471
687	7629	3460
688	7640	3448
689	7649	3436
690	7659	3425
691	7669	3413
692	7681	3403
693	7695	3392
694	7707	3382
695	7716	3370
696	7725	3358
697	7734	3346
698	7746	3335
699	7759	3325
700	7770	3314
701	7783	3304
702	7793	3292
703	7802	3280
704	7815	3270
705	7830	3260
706	7842	3250
707	7853	3238
708	7864	3227
709	7876	3217
710	7886	3205
711	7897	3194
712	7908	3183
713	7918	3171
714	7927	3159
715	7937	3148
716	7949	3137
717	7961	3126
718	7974	3116
719	7984	3105
720	7993	3093
721	8005	3082
722	8015	3070
723	8025	3059
724	8038	3048
725	8049	3037
726	8062	3027
727	8074	3016
728	8084	3005
729	8096	2994
730	8106	2983
731	8117	2971
732	8127	2960
733	8138	2949
734	8148	2937
735	8157	2926
736	8168	2915
737	8178	2903
738	8190	2892
739	8202	2881
740	8213	2870
741	8223	2859
742	8236	2848
743	8249	2838
744	8262	2828
745	8272	2816
746	8282	2805
747	8292	2793
748	8302	2782
749	8311	2770
750	8321	2759
751	8332	2748
752	8342	2736
753	8353	2725
754	8362	2713
755	8371	2701
756	8380	2690
757	8389	2678
758	8400	2667
759	8409	2655
760	8419	2644
761	8428	2632
762	8437	2620
763	8448	2609
764	8456	2597
765	8465	2586
766	8476	2574
767	8486	2563
768	8494	2551
769	8504	2540
770	8512	2528
771	8521	2516
772	8530	2505
773	8542	2494
774	8552	2482
775	8562	2471
776	8573	2460
777	8585	2449
778	8595	2438
779	8606	2427
780	8618	2416
781	8629	2405
782	8638	2394
783	8648	2382
784	8658	2371
785	8668	2360
786	8676	2348
787	8686	2336
788	8696	2325
789	8706	2314
790	8717	2303
791	8726	2291
792	8736	2280
793	8746	2269
794	8758	2258
795	8779	2250
796	8791	2239
797	8806	2229
798	8821	2219
799	8831	2207
800	8844	2197
801	8857	2186
802	8869	2175
803	8880	2165
804	8898	2155
805	8909	2144
806	8923	2134
807	8933	2122
808	8943	2111
809	8959	2101
810	8975	2091
811	8993	2082
812	9009	2072
813	9025	2062
814	9044	2053
815	9061	2043
816	9078	2033
817	9095	2023
818	9112	2013
819	9130	2004
820	9149	1994
821	9165	1984
822	9181	1974
823	9199	1964
824	9216	1954
825	9232	1944
826	9250	1935
827	9265	1924
828	9280	1914
829	9297	1904
830	9312	1893
831	9328	1883
832	9346	1873
833	9361	1863
834	9377	1853
835	9395	1843
836	9410	1832
837	9429	1822
838	9445	1812
839	9465	1802
840	9479	1792
841	9493	1781
842	9505	1770
843	9520	1759
844	9533	1748
845	9548	1738
846	9562	1727
847	9577	1716
848	9594	1706
849	9609	1695
850	9622	1684
851	9634	1673
852	9651	1663
853	9665	1652
854	9681	1641
855	9699	1631
856	9714	1620
857	9729	1610
858	9745	1599
859	9763	1589
860	9776	1578
861	9789	1567
862	9805	1556
863	9822	1546
864	9839	1535
865	9854	1524
866	9870	1514
867	9886	1503
868	9903	1492
869	9920	1482
870	9936	1471
871	9953	1461
872	9967	1450
873	9981	1439
874	9995	1427
875	10009	1416
876	10025	1406
877	10040	1395
878	10053	1383
879	10071	1373
880	10086	1362
881	10101	1351
882	10117	1340
883	10133	1329
884	10149	1318
885	10164	1307
886	10180	1296
887	10193	1285
888	10206	1274
889	10222	1263
890	10239	1252
891	10253	1241
892	10270	1230
893	10286	1219
894	10299	1208
895	10315	1197
896	10335	1186
897	10352	1175
898	10369	1164
899	10383	1153
900	10399	1142
901	10414	1131
902	10427	1120
903	10444	1109
904	10460	1098
905	10475	1086
906	10490	1075
907	10507	1064
908	10521	1053
909	10537	1042
910	10550	1030
911	10565	1019
912	10582	1008
913	10597	997
914	10614	986
915	10629	974
916	10642	963
917	10658	952
918	10674	940
919	10687	929
920	10700	917
921	10717	906
922	10729	895
923	10744	883
924	10758	872
925	10773	860
926	10790	849
927	10805	838
928	10821	827
929	10836	815
930	10850	804
931	10868	792
932	10884	781
933	10899	770
934	10916	758
935	10931	747
936	10949	736
937	10964	724
938	10981	713
939	10997	701
940	11014	690
941	11031	679
942	11046	667
943	11059	656
944	11076	644
945	11092	633
946	11108	621
947	11125	610
948	11139	598
949	11153	587
950	11170	575
951	11187	564
952	11203	552
953	11221	541
954	11239	529
955	11258	518
956	11278	506
957	11294	495
958	11312	483
959	11329	472
960	11346	460
961	11362	448
962	11378	437
963	11393	425
964	11408	413
965	11425	402
966	11441	390
967	11458	378
968	11471	367
969	11489	355
970	11502	343
971	11516	331
972	11531	319
973	11548	308
974	11562	296
975	11578	284
976	11593	272
977	11609	261
978	11625	249
979	11640	237
980	11656	225
981	11673	213
982	11685	202
983	11701	190
984	11718	178
985	11731	166
986	11748	154
987	11764	142
988	11778	131
989	11793	119
990	11810	107
991	11824	95
992	11839	83
993	11855	71
994	11873	59
995	11890	47
996	11905	35
997	11919	23
998	11931	11
999	11947	0
